NUTS,perc,urt,class
RO126,36.4,2,4
RO211,29.4,3,7
RO212,44.0,3,7
RO213,48.6,2,4
RO214,55.6,3,7
RO215,46.4,3,7
RO216,34.8,3,7
RO221,30.0,2,4
RO222,39.4,3,7
RO223,38.9,2,4
RO224,34.3,2,4
RO225,52.9,3,7
RO226,48.3,3,7
RO311,18.9,3,7
RO312,35.5,3,7
RO313,33.3,3,7
RO314,26.9,3,7
RO315,57.6,3,7
RO316,30.0,2,4
RO317,36.7,3,7
RO321,42.2,1,1
RO322,-15.4,1,3
RO411,38.5,2,4
RO412,73.8,3,7
RO413,36.7,3,7
RO414,58.6,3,7
RO415,37.5,3,7
RO421,40.0,2,4
RO422,34.2,3,7
RO423,30.2,2,4
RO424,20.3,2,4
SI031,3.4,3,8
SI032,-5.3,3,9
SI033,1.4,3,8
SI034,-1.2,3,8
SI035,-14.5,3,9
SI036,2.7,3,8
SI037,0.0,3,8
SI038,-7.6,3,9
SI041,-6.1,2,6
SI042,2.6,2,5
SI043,-9.2,3,9
SI044,-10.3,2,6
SK010,-6.4,1,3
SK021,-4.8,3,8
SK022,-13.8,2,6
SK023,-1.7,2,5
SK031,-1.6,2,5
SK032,-7.4,3,9
SK041,2.4,3,8
SK042,-8.3,2,6
FI193,-10.8,3,9
FI194,-5.4,3,9
FI195,-12.7,3,9
FI196,-13.9,3,9
FI197,-17.2,2,6
FI1B1,-13.3,1,3
FI1C1,-17.1,2,6
FI1C2,-12.9,2,6
FI1C3,-12.5,2,6
FI1C4,0.0,2,5
FI1C5,-7.5,2,6
FI1D1,-3.5,3,8
FI1D2,-6.1,3,9
FI1D3,-1.1,3,8
FI1D5,-11.1,3,9
FI1D7,-1.0,3,8
FI1D8,0.0,3,8
FI1D9,-19.5,3,9
FI200,-14.2,3,9
SE110,-8.4,1,3
SE121,-7.4,2,6
SE122,-13.6,2,6
SE123,-5.5,2,6
SE124,-7.3,2,6
SE125,-12.7,2,6
SE211,-12.7,2,6
SE212,-7.4,3,9
SE213,-18.2,3,9
SE214,-7.3,3,9
SE221,-14.3,2,6
SE224,-10.5,2,6
SE231,-17.1,2,6
SE232,-7.8,1,3
SE311,-7.8,2,6
SE312,-11.8,3,9
SE313,-9.6,2,6
SE321,-10.3,2,6
SE322,-13.5,3,9
SE331,-6.3,2,6
SE332,-3.8,2,5
IS,,,
LI,,,
NO020,-5.0,3,8
NO060,-0.8,2,5
NO071,-0.9,3,8
NO074,10.3,3,7
NO081,-9.3,1,3
NO082,-13.1,2,6
NO091,-14.2,2,6
NO092,-20.8,2,6
NO0A1,-16.0,2,6
NO0A2,-14.8,2,6
NO0A3,-13.4,3,9
NO0B1,,3,
NO0B2,,3,
CH,,,
ME000,19.0,2,4
MK001,41.4,2,4
MK002,28.6,1,1
MK003,11.5,2,4
MK004,50.0,2,4
MK005,14.7,2,4
MK006,5.9,1,1
MK007,0.0,1,2
MK008,10.2,1,1
AL011,57.1,3,7
AL012,11.1,2,4
AL013,5.9,3,7
AL014,22.2,3,7
AL015,22.2,2,4
AL021,23.5,3,7
AL022,-2.4,1,2
AL031,33.3,3,7
AL032,50.0,3,7
AL033,68.4,3,7
AL034,27.8,3,7
AL035,0.0,2,5
RS,,,
TR100,18.1,1,1
TR211,17.6,2,4
TR212,11.1,2,4
TR213,16.1,2,4
TR221,13.6,2,4
TR222,25.0,2,4
TR310,17.2,1,1
TR321,16.2,2,4
TR322,18.2,2,4
TR323,18.5,2,4
TR331,21.7,2,4
TR332,28.1,2,4
TR333,20.5,2,4
TR334,32.4,2,4
TR411,11.9,1,1
TR412,12.5,2,4
TR413,1.6,2,5
TR421,8.2,1,1
TR422,21.7,1,1
TR423,6.5,1,1
TR424,1.7,2,5
TR425,17.0,1,1
TR510,8.1,1,1
TR521,31.4,2,4
TR522,15.2,2,4
TR611,13.3,1,1
TR612,17.5,2,4
TR613,9.1,2,4
TR621,20.6,1,1
TR622,16.7,1,1
TR631,12.5,1,1
TR632,31.0,2,4
TR633,36.0,1,1
TR711,18.9,1,1
TR712,44.8,2,4
TR713,29.0,2,4
TR714,20.6,2,4
TR715,22.6,2,4
TR721,8.7,1,1
TR722,33.3,2,4
TR723,23.1,2,4
TR811,28.1,1,1
TR812,12.8,2,4
TR813,16.1,2,4
TR821,15.8,2,4
TR822,20.0,3,7
TR823,-2.7,2,5
TR831,11.4,2,4
TR832,11.1,2,4
TR833,12.5,2,4
TR834,14.3,2,4
TR901,13.5,1,1
TR902,30.8,2,4
TR903,9.4,2,4
TR904,17.9,2,4
TR905,21.3,3,7
TR906,3.1,3,8
TRA11,25.9,2,4
TRA12,29.3,2,4
TRA13,46.2,3,7
TRA21,35.7,2,4
TRA22,42.9,2,4
TRA23,52.2,2,4
TRA24,56.0,2,4
TRB11,25.9,2,4
TRB12,16.1,2,4
TRB13,63.2,3,7
TRB14,38.5,3,7
TRB21,31.3,2,4
TRB22,36.8,2,4
TRB23,38.9,2,4
TRB24,70.0,2,4
TRC11,40.0,1,1
TRC12,23.8,2,4
TRC13,50.0,2,4
TRC21,11.1,2,4
TRC22,22.7,2,4
TRC31,73.7,2,4
TRC32,17.4,2,4
TRC33,47.6,2,4
TRC34,42.9,2,4
