x,y,pp,ra,rp
0,20,1707487,114960,6
0,34,1681433,150341,8
0,35,1677457,151578,9
0,49,1613227,311528,19
0,56,1586818,333990,21
0,57,1585789,333472,21
0,67,1576099,581465,36
0,68,1573614,583849,37
0,77,1554406,748155,48
0,78,1552790,749163,48
0,87,1575565,773775,49
0,88,1545961,779779,50
0,90,1514172,782300,51
0,91,1503454,777543,51
0,103,1424600,794510,55
0,111,1409370,831500,58
0,118,1341622,852856,63
0,119,1362319,863968,63
0,120,1368322,862282,63
1,3,1457950,339345,23
1,48,1630308,306797,18
1,49,1627188,311831,19
1,50,1617028,314740,19
1,51,1606862,332678,20
1,52,1602824,325834,20
1,56,1588054,376745,23
1,57,1586196,332436,20
1,67,1573343,574861,36
1,68,1573073,574885,36
1,74,1553219,731373,47
1,77,1551296,743101,47
1,95,1462192,769600,52
1,96,1453448,772411,53
1,103,1414037,814740,57
1,111,1396315,843359,60
1,114,1341622,844693,62
1,115,1338711,834168,62
1,119,1343949,818153,60
1,120,1354136,850627,62
2,9,1631579,328403,20
2,15,1743835,297019,17
2,16,1744016,240672,13
2,42,1663947,259035,15
2,48,1631730,306759,18
2,49,1627219,305761,18
2,56,1589176,406178,25
2,57,1587995,428281,26
2,74,1550335,663492,42
2,96,1449269,773037,53
2,97,1420793,770593,54
2,100,1415720,763620,53
2,104,1406887,837428,59
2,105,1406242,846266,60
2,111,1386624,842237,60
2,112,1360830,848810,62
2,124,1362484,832855,61
2,125,1366031,831491,60
3,1,1442961,331644,22
3,10,1639278,317333,19
3,15,1743022,250337,14
3,33,1679351,155135,9
3,40,1677544,212104,12
3,45,1627475,286298,17
3,56,1595049,426610,26
3,57,1592318,368986,23
3,71,1554756,657544,42
3,99,1410985,769350,54
3,100,1410669,766628,54
3,104,1403053,825785,58
3,112,1340258,856070,63
3,125,1363986,881170,64
4,40,1677230,202400,12
4,47,1627957,265474,16
4,48,1630610,298160,18
4,54,1612570,425627,26
4,55,1610924,439819,27
4,57,1602500,368099,22
4,60,1580619,564136,35
4,61,1577561,567013,35
4,71,1551194,657473,42
4,77,1542163,749043,48
4,78,1537833,761961,49
4,82,1524411,769023,50
4,83,1524761,776276,50
4,84,1542932,779238,50
4,93,1444755,768812,53
4,109,1365657,854637,62
4,110,1365543,859224,62
4,119,1294070,822509,63
5,5,1519837,316450,20
5,13,1685629,309452,18
5,27,1685109,153270,9
5,45,1653427,227480,13
5,46,1633250,269880,16
5,47,1622675,287449,17
5,48,1624465,294869,18
5,49,1624408,321473,19
5,51,1621825,321475,19
5,52,1617612,318694,19
5,54,1612847,360549,22
5,55,1609956,435121,27
5,60,1587820,564051,35
5,61,1581976,572491,36
5,77,1535205,756272,49
5,78,1534056,767595,50
5,87,1500451,792936,52
5,88,1473242,790049,53
5,89,1459002,772647,52
5,93,1439187,772734,53
5,100,1397626,780395,55
5,101,1396624,773576,55
5,119,1290764,842522,65
5,125,1369555,879742,64
5,126,1356601,881239,64
6,21,1687202,154195,9
6,27,1682561,169532,10
6,28,1683102,155173,9
6,38,1670539,150847,9
6,39,1670159,148095,8
6,44,1665659,206533,12
6,47,1626635,306865,18
6,48,1617714,311614,19
6,49,1620011,362537,22
6,52,1617083,312431,19
6,87,1476964,796205,53
6,88,1458820,787975,54
6,96,1391866,772269,55
6,100,1392600,783873,56
6,101,1391115,782632,56
6,102,1391782,774096,55
6,117,1284032,853173,66
6,118,1288721,860571,66
6,125,1364768,889725,65
7,0,1443105,287627,19
7,7,1625958,298704,18
7,11,1645735,332859,20
7,16,1712162,168380,9
7,21,1689207,163156,9
7,26,1681577,177817,10
7,38,1668875,147656,8
7,46,1657852,292316,17
7,50,1616512,403584,24
7,52,1615393,361580,22
7,64,1563501,589238,37
7,72,1534287,743326,48
7,73,1532699,743981,48
7,78,1522403,765767,50
7,105,1377707,829927,60
7,110,1295685,859060,66
7,112,1288003,861942,66
7,113,1279807,856100,66
7,125,1360851,889475,65
8,4,1530834,245361,16
8,33,1680425,173868,10
8,47,1652411,342626,20
8,61,1587559,563574,35
8,62,1585812,579288,36
8,72,1530995,749390,48
8,73,1530003,758338,49
8,78,1521409,774718,50
8,97,1377464,780549,56
8,100,1379234,798173,57
8,110,1284714,863176,67
8,112,1286212,864664,67
8,120,1273022,863691,67
8,125,1337810,886559,66
9,18,1705771,170343,9
9,47,1653894,322662,19
9,48,1644824,432372,26
9,53,1611101,493700,30
9,54,1606958,487301,30
9,61,1585294,574194,36
9,65,1573684,606144,38
9,66,1563664,618948,39
9,76,1520395,761173,50
9,79,1516708,781283,51
9,84,1495112,782899,52
9,90,1396199,778249,55
9,91,1390895,784297,56
9,100,1373139,832547,60
9,101,1373059,816710,59
9,105,1346661,842980,62
9,111,1282531,859975,67
9,112,1281237,858297,66
9,120,1267099,867917,68
9,121,1274061,868840,68
10,1,1457306,285578,19
10,5,1572539,324789,20
10,9,1644831,308452,18
10,21,1671791,184491,11
10,22,1668224,188411,11
10,31,1677591,198823,11
10,49,1643128,471187,28
10,50,1620478,475129,29
10,51,1610884,467654,29
10,65,1577432,589882,37
10,66,1570893,603709,38
10,75,1517921,775158,51
10,76,1516142,776831,51
10,79,1508395,771894,51
10,80,1505015,770929,51
10,84,1471164,763454,51
10,104,1343656,834925,62
10,105,1336444,844062,63
11,5,1574842,338623,21
11,9,1644819,300976,18
11,49,1648151,450377,27
11,50,1637730,476567,29
11,67,1559774,724611,46
11,75,1507545,774597,51
11,76,1510934,770905,51
11,83,1466391,763539,52
11,84,1460553,763487,52
12,4,1579970,347532,21
12,5,1577282,331975,21
12,29,1652289,220362,13
12,53,1605351,528343,32
12,57,1590184,505355,31
12,67,1556186,741080,47
12,70,1538567,763867,49
12,71,1525897,760763,49
12,95,1309794,839250,64
12,99,1335682,848252,63
13,7,1606499,334687,20
13,29,1663702,216954,13
13,33,1677840,224682,13
13,52,1627347,513642,31
13,53,1612330,546698,33
13,56,1597595,489505,30
13,57,1594930,494334,30
13,67,1554665,720444,46
13,95,1298015,819157,63
13,96,1302186,836426,64
13,98,1332930,854290,64
13,99,1332942,863706,64
13,100,1330843,857633,64
14,1,1534786,349092,22
14,2,1588110,335553,21
14,49,1647852,465128,28
14,50,1641509,477484,29
14,66,1551631,670890,43
14,71,1530303,742632,48
14,74,1504148,744999,49
14,91,1326177,766361,57
14,95,1292191,788456,61
14,96,1294671,840582,64
14,97,1306657,831923,63
14,103,1310152,858287,65
