x,y,Ind,Log_45_70,Log_70_90,Log_ap90,Log_av45,Log_inc,Log_soc,imputed
0,92,1,0.1,0,0.1,0.3,0,0,1
0,93,19,0,1.5,1,6.3,0,0,1
0,107,2.5,0.2,0.2,0.3,0.2,0,0,1
1,72,1,0.1,0,0.1,0.3,0,0,1
1,73,13,0.6,0.3,0.6,5.9,0,0,1
1,79,1,0,0.1,0.1,0.2,0,0,1
1,93,10,0,0.8,0.5,3.3,0,0,1
2,72,5,0.3,0,0.5,1.7,0,0,1
2,73,30,1.3,0.7,1.4,13.6,0,0,1
2,74,1,0,0,0.1,0.5,0,0,1
2,79,3,0,0.2,0.3,0.6,0,0,1
2,93,5,0,0.4,0.2,1.7,0,0,1
2,95,3,0,0.2,0.2,1,0,0,1
3,73,10,0.6,0,1,3.4,0,0,1
3,74,11,0.7,0,1,3.8,0,0,1
3,78,7,0.1,0.6,0.6,1.3,0,0,1
3,79,27,0.4,2.2,2.5,5.1,0,0,1
4,3,1,0,0,0.2,0.3,0,0,1
4,74,3,0.2,0,0.3,1,0,0,1
4,79,20,0.3,1.6,1.9,3.8,0,0,1
4,80,31,2,0,1,9,0,0,0
5,78,2,0,0.2,0.2,0.4,0,0,1
5,79,14,0.2,1.1,1.3,2.7,0,0,1
5,80,43,0,3,0,14,0,0,0
7,16,2,0,0,0,0.8,0,0,1
7,17,4,0,0,0.1,1.6,0,0,1
7,111,9,0.7,0,0.3,4,0,0,1
7,112,1,0.1,0,0,0.5,0,0,1
8,16,13,0.8,1.4,0.4,2.1,0,0,1
8,17,4,0.3,0.5,0.1,0.6,0,0,1
8,110,1,0.1,0.1,0,0.3,0,0,1
8,111,12,0.9,1,0.3,3.5,0,0,1
8,123,2,0.1,0.2,0,0.6,0,0,1
9,16,17,1.1,1.9,0.5,2.7,0,0,1
9,17,21,1.4,2.3,0.7,3.3,0,0,1
9,112,2,0.1,0.2,0,0.6,0,0,1
10,4,3,0.1,0.1,0.3,1.1,0,0,1
10,17,32,0,0,1,14,0,0,0
10,18,14,0,0.5,0.6,5.9,0,0,1
10,49,6,0,0.7,0.3,1.2,0,0,1
10,123,4,0.3,0.3,0.1,1.2,0,0,1
11,4,4,0.2,0.2,0.3,1.4,0,0,1
11,5,2,0.1,0.1,0.1,0.7,0,0,1
11,17,8,0.5,0.9,0.2,1.3,0,0,1
11,18,1,0,0,0.1,0.4,0,0,1
11,34,19,0,0.4,0,8.5,0,0,1
12,3,1,0,0,0.1,0.4,0,0,1
12,4,2,0.1,0.1,0.1,0.7,0,0,1
12,5,1,0,0,0.1,0.4,0,0,1
12,18,1,0,0,0.1,0.4,0,0,1
12,34,24,0,0.5,0,10.7,0,0,1
12,35,21,0,0,0,12,0,0,0
12,36,2,0,0,0,0.9,0,0,1
13,3,5,0.1,0.3,0.2,1.5,0,0,1
13,4,3,0.1,0.2,0.1,0.9,0,0,1
13,5,4,0.1,0.3,0.1,1.2,0,0,1
13,34,9,0,0.4,0,4.1,0,0,1
13,35,21,4,0,2,6,0,0,0
13,36,13,0,0.5,0,6,0,0,1
13,37,1,0,0,0,0.5,0,0,1
13,42,4,0.7,0.2,0.2,0.2,0,0.6,1
14,4,10,0.3,0.7,0.3,3,0,0,1
14,31,7,0.3,0.3,0.2,1.7,0,0,1
