x,y,pp,ra,rp
0,62,2137495,268677,12
0,63,2126597,273601,12
0,64,2088831,292733,14
0,65,2066262,295666,14
0,66,2038443,317686,15
0,79,1867875,537320,28
0,83,1863185,815027,43
0,90,1866039,1339787,71
0,91,1873475,1352915,72
0,94,1888054,1326191,70
0,95,1901719,1339461,70
0,96,1904777,1352278,70
0,97,1904687,1354119,71
0,102,1907526,1348912,70
0,103,1906876,1350263,70
0,104,1908557,1350224,70
0,105,1910451,1343218,70
0,107,1912662,1373731,71
0,108,1904761,1372800,72
0,109,1897758,1392565,73
0,110,1898240,1411893,74
0,111,1898146,1391407,73
0,112,1897416,1400906,73
0,114,1899323,1376733,72
0,115,1900090,1374967,72
0,117,1900479,1412714,74
0,118,1900015,1448983,76
0,119,1898598,1459080,76
0,120,1897922,1457792,76
0,121,1896856,1450752,76
0,126,1885038,1436504,76
0,127,1877893,1488237,79
1,63,2095873,262805,12
1,81,1863023,750304,40
1,82,1860044,624303,33
1,84,1860439,910139,48
1,85,1861913,948032,50
1,86,1862534,995557,53
1,89,1852957,1376626,74
1,90,1851673,1377626,74
1,92,1866512,1349071,72
1,93,1873449,1076625,57
1,95,1890290,1327620,70
1,96,1901317,1328299,69
1,97,1902281,1307055,68
1,98,1903242,1341725,70
1,99,1904214,1067600,56
1,101,1905089,1341592,70
1,103,1904238,1330984,69
1,104,1905158,1350652,70
1,105,1907226,1342258,70
1,107,1910566,1360546,71
1,109,1893214,1387139,73
1,110,1893457,1406048,74
1,111,1895023,1388153,73
1,112,1894226,1396334,73
1,113,1894913,1401348,73
1,115,1896307,1380248,72
1,116,1897349,1382382,72
1,117,1896946,1436859,75
1,118,1895670,1422865,75
1,119,1894923,1461595,77
1,121,1893076,1437841,75
1,122,1891837,1430714,75
1,126,1871024,1452962,77
1,127,1869425,1479836,79
2,64,2053116,281021,13
2,65,2026919,283994,14
2,66,1978461,309150,15
2,68,1881641,322872,17
2,69,1878284,299056,15
2,70,1874670,313301,16
2,71,1868397,291023,15
2,72,1857657,276202,14
2,84,1854533,476047,25
2,85,1854043,563534,30
2,86,1847981,620006,33
2,91,1854167,1094374,59
2,92,1863134,1087722,58
2,95,1882727,1012825,53
2,96,1896816,1047729,55
2,98,1900215,1335104,70
2,99,1901754,1327179,69
2,100,1901939,1345263,70
2,101,1902473,1331778,70
2,102,1902145,1329337,69
2,103,1901570,1342011,70
2,104,1903067,1336967,70
2,105,1906428,1331801,69
2,106,1906450,1361391,71
2,108,1892872,1385888,73
2,109,1889600,1387374,73
2,111,1890480,1384497,73
2,112,1891559,1388587,73
2,113,1891018,1398008,73
2,114,1892446,1402978,74
2,115,1892905,1390816,73
2,116,1892292,1386497,73
2,117,1892573,1409147,74
2,118,1891715,1407861,74
2,119,1891716,1458100,77
2,120,1890857,1459154,77
2,122,1887326,1438355,76
2,123,1884896,1439635,76
2,124,1876529,0,0
2,125,1866749,1459919,78
2,127,1863660,1473970,79
3,62,2080762,256372,12
3,63,2062712,255553,12
3,64,2039953,276219,13
3,65,1998246,280740,14
3,68,1866087,298834,16
3,69,1871399,343958,18
3,70,1865444,382342,20
3,71,1854164,299509,16
3,87,1839983,391033,21
3,97,1896841,992641,52
3,98,1898139,997247,52
3,99,1900209,1333998,70
3,100,1899631,1080895,56
3,101,1899861,1071798,56
3,102,1899620,1330221,70
3,103,1898698,1338793,70
3,105,1904030,1341421,70
3,107,1894513,1374358,72
3,108,1886732,1380283,73
3,109,1887224,1396125,73
3,111,1887447,1368768,72
3,112,1887469,1375553,72
3,114,1888370,1390114,73
3,115,1888881,1403451,74
3,117,1888171,1418816,75
3,118,1887568,1435941,76
3,119,1888031,1456305,77
3,120,1886078,1451377,76
3,121,1884918,1445182,76
3,122,1881782,1451215,77
3,123,1873508,1444338,77
3,124,1861482,0,0
4,61,2099412,249958,11
4,62,2060207,250995,12
4,63,2040921,258309,12
4,64,2007419,252884,12
4,71,1846974,414649,22
4,81,1831225,706436,38
