x,y,pp,ra,rp
0,6,84887,21775,25
0,18,80531,19001,23
0,19,80454,19147,23
0,20,80370,19438,24
1,19,80153,19375,24
1,24,79884,18761,23
2,4,86862,23325,26
2,18,80120,19279,24
3,14,79424,21134,26
3,18,79353,19140,24
4,2,87216,24291,27
5,4,86613,24469,28
5,14,79167,20578,25
6,9,79808,21548,26
8,0,87001,28319,32
8,3,86541,24618,28
9,2,86532,26490,30
9,14,78663,18282,23
9,25,74647,16706,22
10,0,86735,28417,32
11,8,79900,20533,25
11,26,68679,15790,22
13,27,48873,12950,26
13,28,46166,11104,24
13,29,43960,9223,20
14,30,42941,7629,17
15,30,42664,6819,15
16,31,42193,6633,15
17,15,76395,16706,21
18,12,77451,16061,20
19,16,70857,15748,22
20,2,85027,20458,24
20,4,84655,21255,25
22,1,84782,19641,23
22,3,84461,18992,22
22,16,53408,15297,28
23,18,43060,15078,35
23,19,42243,14063,33
