x,y,BASIC_EDUCATION_OR_LESS,INACTIVE_POPULATION,LABOUR_FORCE,MEN,MEN_0_14,MEN_15_64_,MEN_65p,TERTIARY_EDUCATION,TOTAL,TOTAL_0_14,TOTAL_15_64,TOTAL_65p,UPPER_SECONDARY_EDUCATION,WOMEN,WOMEN_0_14,WOMEN_15_64,WOMEN_65p
0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,92,0,0,0,10,0,0,6,0,25,0,8,11,12,9,0,0,5
0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100,0,28,15,26,0,19,0,12,48,5,32,11,22,22,0,13,0
0,101,14,42,11,32,0,19,7,0,69,0,42,21,30,37,0,23,7
0,102,170,342,371,420,57,285,67,140,833,115,550,163,400,408,52,265,85
0,103,84,197,119,185,15,121,49,65,350,34,214,102,167,165,19,93,53
0,110,18,24,19,29,0,16,0,0,62,6,44,8,23,33,0,19,0
0,111,123,147,99,140,25,82,24,11,309,63,181,65,110,169,32,99,33
0,116,60,138,158,204,47,129,18,37,400,92,262,41,194,196,45,126,16
0,117,170,311,327,378,72,251,55,92,778,140,519,119,376,400,68,268,64
0,118,19,30,21,32,5,21,0,0,69,10,47,10,25,29,5,20,0
0,119,90,163,147,174,16,130,24,29,352,42,246,64,182,178,12,116,40
0,120,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0
0,121,23,52,13,46,0,24,0,0,86,8,55,15,14,40,0,19,0
0,122,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
0,123,36,31,20,28,0,19,6,0,56,5,35,16,14,28,0,16,10
0,124,0,0,0,5,0,0,0,0,10,0,7,0,0,5,0,0,0
0,125,23,40,11,37,9,22,0,0,74,15,46,8,15,37,6,24,0
0,126,97,122,71,127,21,85,17,0,248,34,154,53,79,121,13,69,28
0,127,582,1019,770,1185,262,793,122,145,2335,538,1494,303,1061,1150,258,701,171
1,89,0,0,0,6,0,0,0,0,29,0,10,5,0,6,0,0,0
1,90,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
1,91,0,25,14,20,0,13,6,13,40,0,25,14,20,20,0,12,8
1,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,100,32,57,39,54,0,40,9,0,105,9,73,23,54,51,0,33,14
1,102,220,415,403,487,72,330,85,160,961,137,639,184,438,468,65,304,99
1,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,109,104,131,78,133,22,78,33,0,247,38,143,66,99,114,16,65,33
1,110,0,0,0,6,0,0,0,0,12,0,9,0,0,6,0,0,0
1,112,423,689,511,738,111,488,130,117,1412,212,926,270,655,674,91,438,140
1,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,116,147,330,310,388,68,260,60,93,785,136,533,114,399,388,68,266,54
1,118,111,159,123,177,35,109,28,12,366,70,241,51,157,189,35,122,23
1,119,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0
1,120,41,36,27,40,0,29,5,0,69,5,44,19,16,29,0,15,6
1,121,0,11,0,17,0,5,0,0,35,6,10,10,0,18,0,5,0
1,122,25,37,26,45,0,36,0,0,99,7,70,14,31,35,0,21,0
1,123,17,38,0,37,0,17,0,0,74,15,40,15,13,37,0,13,0
1,124,27,54,15,50,5,41,0,0,86,12,58,16,26,31,7,17,0
1,125,84,101,67,114,20,78,6,0,214,46,136,32,76,100,15,58,9
1,126,68,78,63,94,9,64,13,0,182,24,122,31,69,88,5,58,18
1,127,42,60,18,50,0,37,0,0,99,12,63,24,42,49,0,26,0
2,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,89,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2,90,21,31,42,44,9,31,0,0,94,21,62,11,47,50,12,31,0
2,91,741,1234,1230,1381,216,912,246,304,2891,427,1833,631,1399,1510,205,921,379
2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,112,37,59,33,61,12,39,10,0,112,20,72,20,46,51,8,33,10
2,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,116,24,74,57,94,15,61,8,22,189,29,130,22,85,95,8,61,14
2,117,0,0,0,9,0,0,0,0,17,0,12,0,0,8,0,0,0
2,118,86,127,85,154,22,99,18,0,289,49,177,63,102,135,17,78,23
2,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,120,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0,0,0
2,121,11,0,0,15,0,0,0,0,30,0,19,0,0,15,0,0,0
2,122,74,73,17,62,0,41,0,0,134,23,72,37,11,72,0,31,0
2,123,12,13,0,20,0,0,0,0,37,5,21,6,0,17,0,0,0
2,124,26,31,13,34,0,15,5,0,66,6,32,17,14,25,0,8,5
2,125,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
2,127,11,14,0,15,0,8,0,0,38,6,22,6,0,12,0,7,0
3,88,0,0,20,17,0,10,0,0,30,0,18,9,17,13,0,8,0
3,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,90,0,13,16,14,0,13,0,0,32,0,26,0,18,18,0,13,0
3,91,285,428,449,479,62,324,93,105,1019,142,663,214,487,540,80,339,121
3,102,0,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0
3,116,26,76,47,76,12,44,9,0,163,34,100,23,85,81,13,56,6
3,117,107,121,120,138,13,96,25,0,275,29,181,60,118,137,16,85,35
3,118,21,28,21,30,0,22,0,0,58,9,37,12,25,28,0,15,0
3,120,0,0,0,0,0,0,0,0,34,0,7,7,0,0,0,0,0
3,121,49,51,35,53,7,34,12,0,101,15,58,28,36,48,8,24,16
3,122,38,34,18,54,0,33,7,0,103,14,57,17,13,39,0,18,10
3,123,0,0,0,0,0,0,0,0,14,0,0,7,0,0,0,0,0
3,124,0,0,0,11,0,8,0,0,20,0,14,5,11,9,0,6,0
3,125,34,32,0,29,0,14,0,0,57,10,31,15,0,28,0,9,0
3,127,53,74,48,80,14,54,8,0,156,25,95,33,65,67,11,35,15
4,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,109,0,0,0,10,0,0,0,0,27,0,12,8,0,5,0,0,0
4,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,116,45,127,63,103,7,67,26,44,211,21,126,64,101,108,5,59,38
4,117,117,169,128,181,25,133,16,12,350,50,252,43,162,169,25,119,17
4,118,12,11,0,22,0,17,0,0,42,0,27,0,12,20,0,10,0
4,119,68,72,45,78,13,52,9,0,140,19,88,29,40,62,6,36,15
4,120,13,13,15,20,0,13,0,0,48,8,27,13,15,16,0,9,0
4,121,37,34,25,42,8,17,9,0,85,13,48,20,22,43,5,22,11
4,122,0,0,0,7,0,5,0,0,24,0,16,0,0,9,0,5,0
4,123,0,0,0,9,0,6,0,0,20,0,12,5,0,11,0,6,0
4,124,32,39,17,47,0,31,0,0,94,9,61,17,20,42,0,25,0
4,125,24,26,0,13,0,6,0,0,37,0,24,7,0,24,0,10,0
4,126,0,0,0,0,0,0,0,0,11,0,5,0,0,0,0,0,0
4,127,38,51,25,39,0,27,0,0,86,10,57,19,34,47,0,30,0
5,88,15,35,30,32,0,15,15,0,80,6,42,28,28,43,0,22,13
5,90,339,371,633,577,98,391,88,127,1209,203,794,212,537,632,105,403,124
5,91,0,0,0,0,0,0,0,0,14,0,6,0,0,0,0,0,0
5,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,101,21,33,16,25,0,14,9,0,52,0,24,25,23,27,0,10,16
5,102,0,0,13,12,0,0,0,0,18,0,14,0,0,6,0,0,0
5,109,0,0,0,0,0,0,0,0,10,0,0,5,0,0,0,0,0
5,112,0,12,0,6,0,0,0,0,20,0,0,8,0,6,0,0,0
5,115,0,0,0,5,0,0,0,0,13,0,9,0,0,8,0,0,0
5,116,18,73,45,76,10,44,12,0,140,22,87,31,76,64,5,43,8
5,117,49,59,59,84,5,51,6,0,169,39,96,27,57,74,9,38,6
5,118,176,194,171,242,54,160,28,13,464,99,294,71,169,222,45,134,43
5,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,120,128,141,117,164,25,107,19,0,310,45,185,76,116,146,20,78,35
5,121,12,0,11,13,0,12,0,0,28,0,18,0,0,10,0,6,0
5,123,45,54,15,50,6,30,12,0,89,11,51,21,22,39,5,21,9
5,124,23,30,0,22,0,14,7,0,40,0,20,18,14,18,0,6,11
5,125,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0
5,127,0,14,0,8,0,5,0,0,26,0,17,6,0,10,0,7,0
6,88,26,44,52,54,0,34,9,0,119,14,67,35,57,56,0,33,8
6,90,548,613,894,823,119,566,135,158,1772,261,1146,364,795,949,135,580,229
6,91,62,114,85,116,16,80,18,28,247,34,159,50,105,131,18,79,32
6,101,38,27,32,36,0,15,17,0,68,9,26,33,16,32,0,11,16
6,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,110,279,447,296,426,65,268,91,59,874,124,531,217,397,441,53,258,126
6,112,86,184,92,159,20,96,43,35,312,36,186,90,155,153,16,90,47
6,115,0,19,0,13,0,7,6,0,25,0,12,12,13,12,0,5,6
6,116,27,92,50,82,7,50,22,34,182,17,106,46,81,93,10,56,24
6,117,15,34,17,43,0,29,0,0,91,18,57,10,35,48,0,28,0
6,118,107,104,123,140,19,94,20,0,272,45,173,54,108,132,15,79,23
6,120,58,82,38,70,0,48,7,0,151,17,88,39,46,76,0,40,12
6,121,29,33,13,27,0,17,8,0,53,7,23,23,17,26,0,6,15
6,122,0,0,12,15,0,13,0,0,25,0,19,0,11,10,0,6,0
6,123,95,121,43,92,6,59,17,0,205,26,112,58,58,104,5,53,41
6,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,126,0,0,0,6,0,0,0,0,22,0,7,7,0,8,0,0,0
6,127,19,29,13,36,0,27,0,0,72,6,44,11,21,31,0,17,0
7,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,88,12,0,18,16,0,9,7,0,28,0,16,12,0,12,0,7,5
7,91,0,0,19,14,0,9,0,0,41,0,27,7,16,17,0,11,0
7,101,45,33,37,39,0,18,10,0,78,5,39,31,12,39,0,21,10
7,109,136,284,196,300,37,183,62,48,558,74,343,137,277,258,28,160,61
7,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,117,111,163,103,150,14,98,35,15,305,39,175,91,125,155,20,77,56
7,118,25,50,30,56,0,31,10,12,106,10,71,25,43,50,0,31,8
7,119,94,113,77,114,13,64,22,0,226,36,124,66,88,112,5,60,34
7,120,46,53,26,53,5,33,14,0,98,11,57,29,39,45,6,24,15
7,122,0,0,0,0,0,0,0,0,9,0,0,7,0,0,0,0,0
7,123,88,106,59,98,5,75,15,0,194,13,133,42,74,96,8,58,21
7,124,14,18,0,11,0,0,5,0,21,0,9,10,0,10,0,0,5
7,125,13,12,0,10,0,0,0,0,17,0,6,11,0,7,0,0,0
7,126,30,35,14,37,0,25,0,0,83,9,55,13,14,46,0,30,0
8,79,40,83,87,100,17,72,9,28,204,34,142,26,97,104,17,70,17
8,80,13,22,18,35,0,23,9,0,62,0,39,16,17,27,0,16,7
8,81,14,24,16,23,0,14,6,0,52,5,29,11,19,22,0,15,5
8,88,76,110,164,178,32,114,27,41,344,54,234,47,157,160,22,113,20
8,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,102,0,0,0,0,0,0,0,0,10,0,9,0,0,0,0,0,0
8,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,115,85,182,198,221,31,152,25,57,464,70,327,62,238,243,30,166,37
8,116,28,44,39,51,0,31,5,0,115,19,74,19,49,64,0,43,8
8,117,0,12,13,14,0,10,0,0,32,0,18,7,16,12,0,8,0
8,118,42,61,58,83,13,51,0,0,162,25,104,30,62,79,12,44,0
8,119,94,129,137,159,13,116,20,27,316,36,225,53,138,157,11,109,26
8,120,12,16,13,20,0,15,0,0,50,5,35,5,17,14,0,10,0
8,121,26,32,12,25,0,16,7,0,50,6,27,17,15,25,0,11,10
8,122,0,0,0,0,0,0,0,0,16,0,6,0,0,0,0,0,0
8,123,39,51,34,49,7,38,0,0,116,18,77,18,42,54,11,29,0
8,124,67,78,25,57,0,40,14,0,111,8,69,34,32,54,0,29,20
