x,y,BASIC_EDUCATION_OR_LESS,INACTIVE_POPULATION,LABOUR_FORCE,MEN,MEN_0_14,MEN_15_64_,MEN_65p,TERTIARY_EDUCATION,TOTAL,TOTAL_0_14,TOTAL_15_64,TOTAL_65p,UPPER_SECONDARY_EDUCATION,WOMEN,WOMEN_0_14,WOMEN_15_64,WOMEN_65p
0,3,37,31,23,31,0,22,0,0,61,7,41,13,14,30,0,19,0
0,4,104,91,72,94,17,60,17,0,197,29,125,43,50,98,12,60,26
0,7,35,37,39,38,6,29,0,0,91,15,67,9,38,53,9,38,0
0,9,74,58,67,74,14,49,11,0,153,28,95,30,43,79,14,46,19
0,10,510,440,423,511,100,335,69,60,1084,207,647,230,299,573,99,312,161
0,11,110,75,80,91,0,46,25,0,192,17,105,64,32,101,0,50,34
0,12,0,0,0,10,0,9,0,0,24,0,14,0,0,6,0,5,0
0,13,85,53,52,82,18,52,9,0,152,37,89,23,27,70,13,37,14
0,14,63,50,26,62,17,33,0,0,132,32,74,18,16,70,15,35,0
0,15,431,332,341,412,73,259,66,21,824,133,533,158,230,412,54,261,87
1,0,30,15,26,28,0,13,8,0,55,0,32,17,0,27,0,11,9
1,1,22,17,0,17,0,9,5,0,36,0,15,12,0,14,0,6,7
1,2,0,0,0,0,0,0,0,0,12,0,5,0,0,0,0,0,0
1,3,195,201,154,210,26,143,36,0,409,51,263,92,149,199,25,120,46
1,4,101,102,83,100,13,73,14,0,233,33,158,40,75,118,20,72,26
1,5,0,0,0,5,0,0,0,0,13,0,9,0,0,8,0,0,0
1,6,715,1099,1240,1317,225,950,139,389,2742,402,1925,415,1230,1425,177,975,265
1,7,164,195,188,209,28,147,34,36,448,65,301,82,173,239,37,154,48
1,8,0,0,0,9,0,0,0,0,17,0,11,6,0,8,0,0,0
1,9,50,24,36,50,9,37,0,0,112,31,71,7,20,54,12,29,0
1,10,88,59,37,85,13,52,12,0,161,28,98,25,27,76,9,46,13
1,11,11,0,0,7,0,0,0,0,15,0,7,6,0,8,0,0,0
1,12,108,79,61,88,7,55,16,0,180,40,99,41,14,92,10,44,20
1,13,58,42,37,48,8,31,0,0,110,16,71,17,0,51,8,31,0
1,14,45,19,24,34,0,22,0,0,77,0,51,9,0,29,0,12,0
1,15,18,14,0,10,0,6,0,0,24,0,12,9,0,14,0,6,0
2,1,78,79,37,66,12,40,7,0,142,21,90,30,26,76,9,41,17
2,2,104,93,90,112,16,78,8,0,223,40,152,31,76,111,13,74,18
2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,685,886,888,1074,236,716,118,242,2207,431,1452,324,848,1133,195,736,181
2,7,233,337,350,400,75,272,41,97,848,154,569,118,348,441,67,297,69
2,8,19,20,11,21,0,13,5,0,35,0,21,10,0,14,0,8,5
2,9,53,29,46,46,0,31,6,0,96,6,60,19,12,50,0,29,6
2,10,153,111,100,132,21,86,20,0,271,50,159,62,58,139,20,73,35
2,11,31,18,18,22,6,11,5,0,57,12,31,12,0,26,6,13,7
2,12,38,31,20,27,0,20,5,0,57,6,38,13,13,30,0,18,8
2,14,49,24,17,38,0,17,0,0,74,6,48,10,0,36,0,14,0
3,0,11,11,0,8,0,0,0,0,16,0,9,0,0,8,0,0,0
3,1,120,104,66,102,16,71,9,0,208,28,137,33,38,100,12,66,16
3,2,0,12,0,8,0,6,0,0,19,0,15,0,0,11,0,9,0
3,5,193,183,273,249,31,187,22,24,535,68,367,94,233,286,28,180,67
3,6,132,130,189,182,29,122,31,47,385,57,250,78,140,194,28,119,47
3,8,41,37,18,56,0,35,9,0,111,7,69,19,12,55,0,34,10
3,9,0,0,0,16,0,0,0,0,31,0,18,0,0,15,0,0,0
3,10,88,56,73,81,0,54,8,0,164,17,110,29,38,83,0,46,9
3,11,0,0,0,6,0,0,0,0,11,0,6,5,0,5,0,0,0
3,13,13,12,0,7,0,0,0,0,24,0,10,7,0,11,0,0,0
3,14,37,38,18,28,0,19,8,0,57,0,36,20,19,29,0,17,12
4,0,156,104,95,137,26,91,14,0,286,67,170,42,44,139,32,73,28
4,1,141,102,101,126,16,87,12,0,264,30,175,54,62,138,14,80,35
4,2,108,86,91,109,27,73,9,0,221,44,135,42,63,112,17,62,33
4,3,262,202,235,255,39,183,29,16,534,81,348,91,159,272,42,165,51
4,4,86,92,69,93,11,68,14,14,194,24,118,43,61,92,13,50,29
4,5,67,40,84,85,19,50,8,11,183,35,117,29,59,90,16,53,13
4,6,92,71,99,109,26,67,14,0,222,45,132,42,56,113,13,65,28
4,7,40,21,52,47,0,30,8,0,106,9,65,14,16,54,0,35,6
4,9,81,48,78,82,7,52,6,0,158,32,96,30,39,76,7,44,7
4,10,152,100,115,124,24,78,22,0,275,46,159,59,59,143,22,81,37
4,13,85,60,43,59,5,33,8,0,126,19,71,36,17,67,9,29,19
4,14,206,161,144,194,34,134,26,0,372,67,233,72,93,178,33,99,46
5,0,124,81,87,95,11,74,5,0,196,28,140,28,37,101,11,66,17
5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
5,3,659,592,461,648,141,437,70,65,1326,273,838,215,325,678,132,401,145
5,4,118,90,110,120,10,82,15,0,242,30,159,52,62,122,10,71,25
5,5,21,12,18,21,5,16,0,0,47,12,26,0,0,21,7,10,0
5,6,0,0,0,10,0,6,0,0,19,0,11,5,0,9,0,5,0
5,7,27,29,26,39,8,28,0,0,76,13,45,10,27,29,5,17,0
5,8,91,67,78,92,0,59,12,0,178,27,114,31,51,80,0,55,12
5,9,154,102,125,138,15,91,15,0,273,46,173,54,65,135,11,82,31
5,10,65,35,36,45,5,30,7,0,104,16,67,20,16,59,6,37,13
6,0,195,148,128,150,27,101,22,0,335,59,213,63,77,185,32,112,41
6,1,165,135,119,146,26,108,6,0,316,57,215,39,80,165,31,107,11
6,2,172,138,123,152,31,103,18,0,315,54,213,48,83,163,23,110,30
6,3,54,52,66,79,13,55,6,0,151,20,104,20,65,72,7,49,14
6,4,28,15,0,18,0,6,0,0,39,0,30,0,0,21,0,13,0
6,5,53,34,20,37,0,27,6,0,84,0,54,16,12,40,0,27,10
6,6,70,51,58,54,5,43,0,0,131,11,82,27,36,71,6,39,0
6,7,38,35,0,28,0,21,0,0,75,0,49,6,0,31,0,23,0
6,8,309,331,308,358,54,240,61,53,753,114,483,156,266,395,60,243,87
6,9,99,77,59,87,7,63,5,0,176,19,111,41,33,89,7,48,18
6,10,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0
7,0,198,173,152,214,31,143,22,0,417,78,273,65,119,203,20,130,37
7,1,118,97,89,104,13,79,9,0,221,35,154,32,66,117,22,75,14
7,2,75,79,50,90,19,67,0,0,186,41,121,21,49,96,22,54,0
7,3,364,341,190,320,55,226,39,0,644,113,439,92,151,324,58,213,53
7,4,125,93,132,125,21,84,20,0,271,46,175,50,92,146,25,91,30
7,5,378,313,324,375,66,259,44,18,772,121,515,131,237,397,55,247,87
7,7,25,22,14,21,0,13,6,0,38,0,23,13,0,17,0,10,7
7,8,86,62,71,89,0,59,13,0,185,23,114,45,42,96,0,55,19
7,9,31,27,15,25,0,16,0,0,58,8,29,18,0,25,0,13,0
8,0,27,30,18,29,0,19,0,0,58,10,37,11,21,29,0,18,0
8,1,278,333,272,343,59,244,40,26,713,108,500,105,282,370,49,256,65
8,2,1005,1321,965,1309,248,928,133,260,2786,499,1889,398,1018,1477,251,961,265
8,3,318,316,174,268,36,197,35,0,564,74,389,101,164,296,38,192,66
8,4,55,42,31,47,0,34,5,0,98,15,67,16,18,51,0,33,5
8,5,125,99,105,112,19,80,13,0,249,45,155,49,69,137,26,75,36
8,6,17,19,0,14,0,11,0,0,31,5,21,5,0,17,0,10,0
8,7,36,26,27,30,0,19,5,0,62,9,33,20,14,32,0,14,15
8,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
9,1,53,78,52,75,11,52,8,0,169,30,118,17,68,94,14,66,9
9,2,268,287,176,284,46,197,36,0,571,98,381,88,181,287,46,184,52
9,3,109,110,79,108,15,81,5,0,227,38,160,29,75,119,13,79,15
9,4,0,0,0,6,0,0,0,0,18,0,5,0,0,5,0,0,0
9,5,63,51,51,62,6,44,0,0,121,19,77,25,34,59,6,33,0
9,6,24,22,0,12,0,10,0,0,37,0,24,9,0,16,0,8,0
10,1,101,107,53,91,10,70,6,0,190,30,130,30,54,99,7,60,17
