x,y,resolution,ms_pop
3942000,3033000,1000,8
3942000,3037000,1000,7
3942000,3038000,1000,14
3942000,3039000,1000,29
3942000,3042000,1000,16
3942000,3043000,1000,65
3942000,3044000,1000,42
3942000,3045000,1000,41
3942000,3046000,1000,215
3942000,3047000,1000,82
3942000,3048000,1000,12
3942000,3050000,1000,1550
3942000,3051000,1000,481
3942000,3052000,1000,901
3942000,3055000,1000,60
3942000,3056000,1000,62
3942000,3057000,1000,37
3942000,3058000,1000,50
3942000,3059000,1000,184
3942000,3060000,1000,395
3942000,3061000,1000,325
3942000,3062000,1000,31
3942000,3064000,1000,126
3942000,3065000,1000,209
3942000,3066000,1000,147
3942000,3067000,1000,176
3942000,3068000,1000,963
3942000,3070000,1000,813
3942000,3072000,1000,369
3942000,3073000,1000,279
3942000,3075000,1000,67
3942000,3077000,1000,400
3942000,3081000,1000,591
3942000,3082000,1000,40
3942000,3086000,1000,277
3942000,3087000,1000,559
3942000,3090000,1000,138
3942000,3093000,1000,15
3942000,3096000,1000,123
3942000,3098000,1000,24
3942000,3100000,1000,378
3942000,3102000,1000,447
3942000,3103000,1000,42
3942000,3104000,1000,34
3942000,3105000,1000,200
3942000,3106000,1000,299
3942000,3109000,1000,168
3942000,3111000,1000,231
3942000,3112000,1000,504
3942000,3120000,1000,124
3942000,3122000,1000,76
3942000,3123000,1000,33
3942000,3127000,1000,2057
3942000,3128000,1000,53
3942000,3131000,1000,159
3942000,3134000,1000,87
3942000,3136000,1000,251
3942000,3137000,1000,94
3942000,3141000,1000,379
3942000,3142000,1000,303
3942000,3143000,1000,248
3942000,3144000,1000,340
3942000,3149000,1000,167
3942000,3150000,1000,8
3942000,3152000,1000,282
3942000,3154000,1000,44
3942000,3155000,1000,172
3942000,3156000,1000,233
3942000,3157000,1000,13
3942000,3164000,1000,21
3942000,3165000,1000,6
3943000,3015000,1000,340
3943000,3016000,1000,42
3943000,3020000,1000,21
3943000,3021000,1000,12
3943000,3026000,1000,10
3943000,3028000,1000,60
3943000,3034000,1000,32
3943000,3035000,1000,126
3943000,3038000,1000,72
3943000,3039000,1000,364
3943000,3040000,1000,78
3943000,3041000,1000,8
3943000,3043000,1000,338
3943000,3045000,1000,485
3943000,3046000,1000,320
3943000,3049000,1000,50
3943000,3051000,1000,378
3943000,3052000,1000,394
3943000,3053000,1000,190
3943000,3054000,1000,74
3943000,3055000,1000,115
3943000,3056000,1000,56
3943000,3057000,1000,201
3943000,3059000,1000,164
3943000,3060000,1000,86
3943000,3061000,1000,194
3943000,3062000,1000,100
3943000,3063000,1000,56
3943000,3064000,1000,20
3943000,3065000,1000,8
3943000,3066000,1000,64
3943000,3067000,1000,481
3943000,3068000,1000,147
3943000,3069000,1000,295
3943000,3072000,1000,433
3943000,3073000,1000,627
3943000,3075000,1000,39
3943000,3076000,1000,175
3943000,3077000,1000,101
3943000,3080000,1000,45
3943000,3083000,1000,365
3943000,3085000,1000,24
3943000,3087000,1000,160
3943000,3088000,1000,24
3943000,3089000,1000,50
3943000,3090000,1000,105
3943000,3092000,1000,167
3943000,3093000,1000,99
3943000,3094000,1000,475
3943000,3095000,1000,89
3943000,3096000,1000,16
3943000,3098000,1000,927
3943000,3099000,1000,86
3943000,3100000,1000,349
3943000,3102000,1000,730
3943000,3103000,1000,91
3943000,3104000,1000,348
3943000,3105000,1000,668
3943000,3106000,1000,86
3943000,3107000,1000,14
3943000,3109000,1000,573
3943000,3111000,1000,185
3943000,3112000,1000,150
3943000,3121000,1000,32
3943000,3124000,1000,344
3943000,3125000,1000,55
3943000,3126000,1000,116
3943000,3127000,1000,54
3943000,3128000,1000,532
3943000,3129000,1000,541
3943000,3130000,1000,503
3943000,3134000,1000,23
3943000,3135000,1000,215
3943000,3137000,1000,200
3943000,3141000,1000,514
3943000,3142000,1000,87
3943000,3144000,1000,23
3943000,3147000,1000,799
3943000,3149000,1000,666
3943000,3150000,1000,31
3943000,3154000,1000,47
3943000,3155000,1000,140
3943000,3157000,1000,22
3944000,3013000,1000,74
3944000,3014000,1000,7
3944000,3015000,1000,77
3944000,3017000,1000,11
3944000,3019000,1000,93
3944000,3020000,1000,11
3944000,3025000,1000,5
3944000,3028000,1000,407
3944000,3029000,1000,125
3944000,3031000,1000,9
3944000,3033000,1000,6
3944000,3034000,1000,63
3944000,3035000,1000,318
3944000,3036000,1000,6
3944000,3037000,1000,16
3944000,3038000,1000,129
3944000,3039000,1000,10
3944000,3041000,1000,467
3944000,3042000,1000,334
3944000,3044000,1000,322
3944000,3046000,1000,26
3944000,3047000,1000,11
3944000,3049000,1000,39
3944000,3050000,1000,315
3944000,3053000,1000,443
3944000,3054000,1000,444
3944000,3055000,1000,164
3944000,3057000,1000,46
3944000,3058000,1000,90
3944000,3059000,1000,67
3944000,3060000,1000,11
3944000,3061000,1000,16
3944000,3062000,1000,507
3944000,3064000,1000,794
3944000,3065000,1000,149
3944000,3066000,1000,164
3944000,3067000,1000,503
3944000,3069000,1000,12
3944000,3071000,1000,231
3944000,3072000,1000,520
3944000,3073000,1000,36
3944000,3074000,1000,228
3944000,3075000,1000,367
3944000,3077000,1000,64
3944000,3082000,1000,351
3944000,3084000,1000,34
3944000,3085000,1000,204
3944000,3086000,1000,356
3944000,3087000,1000,545
3944000,3088000,1000,72
3944000,3094000,1000,171
3944000,3096000,1000,346
3944000,3098000,1000,244
3944000,3099000,1000,179
3944000,3102000,1000,61
3944000,3103000,1000,151
3944000,3104000,1000,384
3944000,3106000,1000,689
3944000,3107000,1000,553
3944000,3108000,1000,544
3944000,3111000,1000,56
3944000,3116000,1000,165
3944000,3121000,1000,78
3944000,3122000,1000,640
3944000,3123000,1000,159
3944000,3124000,1000,113
3944000,3125000,1000,31
3944000,3126000,1000,88
3944000,3127000,1000,134
3944000,3130000,1000,356
3944000,3132000,1000,650
3944000,3133000,1000,461
3944000,3134000,1000,36
3944000,3135000,1000,108
3944000,3137000,1000,28
3944000,3139000,1000,144
3944000,3142000,1000,222
3944000,3143000,1000,29
3944000,3144000,1000,132
3944000,3145000,1000,87
3944000,3146000,1000,75
3944000,3147000,1000,228
3944000,3149000,1000,77
3944000,3151000,1000,32
3944000,3154000,1000,5
3944000,3155000,1000,765
3944000,3156000,1000,1181
3944000,3157000,1000,169
3944000,3158000,1000,50
3944000,3159000,1000,13
3945000,3013000,1000,91
3945000,3015000,1000,40
3945000,3016000,1000,213
3945000,3017000,1000,7
3945000,3019000,1000,114
3945000,3020000,1000,39
3945000,3021000,1000,85
3945000,3022000,1000,44
3945000,3025000,1000,5
3945000,3026000,1000,27
3945000,3027000,1000,35
3945000,3029000,1000,29
3945000,3030000,1000,19
3945000,3031000,1000,22
3945000,3032000,1000,18
3945000,3033000,1000,82
3945000,3034000,1000,424
3945000,3035000,1000,7
3945000,3036000,1000,19
3945000,3037000,1000,159
3945000,3039000,1000,75
3945000,3041000,1000,151
3945000,3043000,1000,71
3945000,3044000,1000,29
3945000,3045000,1000,35
3945000,3048000,1000,58
3945000,3049000,1000,108
3945000,3050000,1000,96
3945000,3051000,1000,488
3945000,3052000,1000,197
3945000,3057000,1000,21
3945000,3058000,1000,481
3945000,3059000,1000,20
3945000,3060000,1000,42
3945000,3065000,1000,152
3945000,3066000,1000,40
3945000,3068000,1000,68
3945000,3070000,1000,248
3945000,3071000,1000,13
3945000,3072000,1000,330
3945000,3073000,1000,154
3945000,3074000,1000,46
3945000,3075000,1000,167
3945000,3076000,1000,166
3945000,3077000,1000,356
3945000,3078000,1000,123
3945000,3079000,1000,227
3945000,3080000,1000,98
3945000,3082000,1000,183
3945000,3083000,1000,408
3945000,3085000,1000,40
3945000,3086000,1000,13
3945000,3088000,1000,393
3945000,3089000,1000,120
3945000,3090000,1000,25
3945000,3092000,1000,70
3945000,3093000,1000,226
3945000,3095000,1000,351
3945000,3096000,1000,571
3945000,3097000,1000,954
3945000,3098000,1000,429
3945000,3099000,1000,631
3945000,3102000,1000,195
3945000,3104000,1000,54
3945000,3106000,1000,626
3945000,3107000,1000,397
3945000,3108000,1000,23
3945000,3113000,1000,740
3945000,3118000,1000,949
3945000,3120000,1000,127
3945000,3121000,1000,50
3945000,3126000,1000,101
3945000,3127000,1000,506
3945000,3129000,1000,796
3945000,3130000,1000,66
3945000,3131000,1000,33
3945000,3132000,1000,47
3945000,3133000,1000,278
3945000,3134000,1000,23
3945000,3136000,1000,94
3945000,3137000,1000,22
3945000,3138000,1000,13
3945000,3139000,1000,376
3945000,3141000,1000,382
3945000,3144000,1000,124
3945000,3145000,1000,15
3945000,3149000,1000,125
3945000,3150000,1000,447
3945000,3151000,1000,49
3945000,3154000,1000,160
3945000,3155000,1000,1136
3945000,3157000,1000,178
3945000,3158000,1000,69
3945000,3159000,1000,28
3945000,3160000,1000,31
3946000,3015000,1000,12
3946000,3016000,1000,225
3946000,3017000,1000,90
3946000,3020000,1000,12
3946000,3021000,1000,111
3946000,3022000,1000,16
3946000,3026000,1000,358
3946000,3027000,1000,126
3946000,3028000,1000,9
3946000,3030000,1000,6
3946000,3031000,1000,5
3946000,3032000,1000,19
3946000,3033000,1000,23
3946000,3034000,1000,25
3946000,3036000,1000,24
3946000,3038000,1000,7
3946000,3041000,1000,6
3946000,3045000,1000,14
3946000,3046000,1000,18
3946000,3047000,1000,7
3946000,3048000,1000,153
3946000,3049000,1000,590
3946000,3050000,1000,34
3946000,3051000,1000,20
3946000,3052000,1000,106
3946000,3053000,1000,206
3946000,3055000,1000,73
3946000,3056000,1000,10
3946000,3058000,1000,193
3946000,3059000,1000,154
3946000,3060000,1000,184
3946000,3061000,1000,104
3946000,3063000,1000,80
3946000,3064000,1000,170
3946000,3065000,1000,126
3946000,3066000,1000,19
3946000,3067000,1000,50
3946000,3069000,1000,327
3946000,3070000,1000,390
3946000,3071000,1000,174
3946000,3072000,1000,53
3946000,3078000,1000,337
3946000,3079000,1000,228
3946000,3081000,1000,156
3946000,3084000,1000,469
3946000,3085000,1000,197
3946000,3086000,1000,84
3946000,3087000,1000,188
3946000,3088000,1000,798
3946000,3092000,1000,142
3946000,3094000,1000,96
3946000,3095000,1000,297
3946000,3096000,1000,604
3946000,3097000,1000,1480
3946000,3099000,1000,368
3946000,3100000,1000,139
3946000,3103000,1000,666
3946000,3104000,1000,96
3946000,3105000,1000,139
3946000,3106000,1000,87
3946000,3107000,1000,288
3946000,3108000,1000,228
3946000,3109000,1000,199
3946000,3110000,1000,38
3946000,3111000,1000,328
3946000,3120000,1000,342
3946000,3121000,1000,237
3946000,3126000,1000,16
3946000,3127000,1000,113
3946000,3129000,1000,370
3946000,3130000,1000,151
3946000,3131000,1000,196
3946000,3132000,1000,124
3946000,3135000,1000,26
3946000,3136000,1000,13
3946000,3137000,1000,108
3946000,3138000,1000,242
3946000,3145000,1000,256
3946000,3146000,1000,10
3946000,3149000,1000,74
3946000,3150000,1000,140
3946000,3152000,1000,87
3946000,3154000,1000,8
3946000,3155000,1000,41
3946000,3156000,1000,43
3946000,3157000,1000,209
3946000,3159000,1000,32
3946000,3160000,1000,7
3947000,3020000,1000,6
3947000,3021000,1000,176
3947000,3023000,1000,4
3947000,3024000,1000,19
3947000,3028000,1000,12
3947000,3030000,1000,13
3947000,3031000,1000,16
3947000,3033000,1000,59
3947000,3034000,1000,244
3947000,3035000,1000,80
3947000,3036000,1000,473
3947000,3039000,1000,321
3947000,3041000,1000,5
3947000,3042000,1000,9
3947000,3043000,1000,17
3947000,3044000,1000,5
3947000,3046000,1000,28
3947000,3047000,1000,15
3947000,3048000,1000,291
3947000,3049000,1000,605
3947000,3050000,1000,468
3947000,3052000,1000,94
3947000,3053000,1000,37
3947000,3054000,1000,345
3947000,3056000,1000,15
3947000,3057000,1000,274
3947000,3058000,1000,33
3947000,3059000,1000,32
3947000,3060000,1000,63
3947000,3063000,1000,8
3947000,3064000,1000,51
3947000,3067000,1000,25
3947000,3068000,1000,34
3947000,3069000,1000,577
3947000,3070000,1000,204
3947000,3071000,1000,257
3947000,3072000,1000,508
3947000,3073000,1000,214
3947000,3075000,1000,9
3947000,3079000,1000,26
3947000,3080000,1000,276
3947000,3084000,1000,63
3947000,3085000,1000,278
3947000,3086000,1000,45
3947000,3087000,1000,52
3947000,3088000,1000,150
3947000,3092000,1000,133
3947000,3093000,1000,543
3947000,3095000,1000,688
3947000,3100000,1000,1065
3947000,3104000,1000,215
3947000,3107000,1000,548
3947000,3108000,1000,6
3947000,3109000,1000,150
3947000,3110000,1000,88
3947000,3115000,1000,148
3947000,3120000,1000,269
3947000,3122000,1000,292
3947000,3123000,1000,106
3947000,3126000,1000,81
3947000,3127000,1000,69
3947000,3128000,1000,68
3947000,3132000,1000,10
3947000,3134000,1000,176
3947000,3137000,1000,24
3947000,3140000,1000,513
3947000,3143000,1000,443
3947000,3144000,1000,134
3947000,3146000,1000,9
3947000,3147000,1000,27
3947000,3148000,1000,88
3947000,3149000,1000,90
3947000,3150000,1000,579
3947000,3152000,1000,54
3947000,3153000,1000,7
3947000,3155000,1000,74
3947000,3156000,1000,283
3947000,3157000,1000,158
3947000,3158000,1000,149
3947000,3159000,1000,82
3948000,3019000,1000,9
3948000,3024000,1000,282
3948000,3025000,1000,10
3948000,3026000,1000,102
3948000,3028000,1000,76
3948000,3029000,1000,25
3948000,3030000,1000,5
3948000,3031000,1000,6
3948000,3032000,1000,22
3948000,3033000,1000,9
3948000,3034000,1000,36
3948000,3035000,1000,57
3948000,3036000,1000,77
3948000,3040000,1000,6
3948000,3042000,1000,233
3948000,3043000,1000,51
3948000,3044000,1000,9
3948000,3045000,1000,173
3948000,3046000,1000,103
3948000,3047000,1000,654
3948000,3048000,1000,223
3948000,3049000,1000,276
3948000,3050000,1000,137
3948000,3051000,1000,347
3948000,3052000,1000,12
3948000,3053000,1000,288
3948000,3055000,1000,47
3948000,3058000,1000,82
3948000,3059000,1000,237
3948000,3060000,1000,354
3948000,3061000,1000,4
3948000,3062000,1000,315
3948000,3063000,1000,87
3948000,3064000,1000,28
3948000,3065000,1000,110
3948000,3066000,1000,167
3948000,3067000,1000,34
3948000,3068000,1000,13
3948000,3069000,1000,197
3948000,3070000,1000,95
3948000,3071000,1000,87
3948000,3072000,1000,215
3948000,3073000,1000,190
3948000,3075000,1000,356
3948000,3077000,1000,187
3948000,3080000,1000,312
3948000,3081000,1000,430
3948000,3082000,1000,185
3948000,3083000,1000,48
3948000,3084000,1000,153
3948000,3085000,1000,237
3948000,3086000,1000,93
3948000,3088000,1000,463
3948000,3091000,1000,16
3948000,3094000,1000,321
3948000,3095000,1000,131
3948000,3105000,1000,268
3948000,3106000,1000,204
3948000,3107000,1000,53
3948000,3108000,1000,398
3948000,3110000,1000,138
3948000,3122000,1000,452
3948000,3124000,1000,154
3948000,3125000,1000,126
3948000,3126000,1000,90
3948000,3127000,1000,512
3948000,3131000,1000,150
3948000,3132000,1000,18
3948000,3133000,1000,66
3948000,3134000,1000,35
3948000,3135000,1000,507
3948000,3137000,1000,382
3948000,3138000,1000,113
3948000,3140000,1000,73
3948000,3143000,1000,450
3948000,3144000,1000,80
3948000,3145000,1000,21
3948000,3146000,1000,9
3948000,3148000,1000,18
3948000,3149000,1000,134
3948000,3150000,1000,844
3948000,3152000,1000,192
3948000,3153000,1000,73
3948000,3154000,1000,33
3948000,3155000,1000,78
3948000,3157000,1000,980
3948000,3158000,1000,38
3948000,3159000,1000,30
3949000,3017000,1000,153
3949000,3018000,1000,256
3949000,3019000,1000,159
3949000,3022000,1000,10
3949000,3024000,1000,28
3949000,3025000,1000,53
3949000,3026000,1000,12
3949000,3028000,1000,15
3949000,3030000,1000,8
3949000,3031000,1000,136
3949000,3032000,1000,6
3949000,3033000,1000,113
3949000,3034000,1000,9
3949000,3037000,1000,5
3949000,3039000,1000,5
3949000,3041000,1000,6
3949000,3042000,1000,726
3949000,3043000,1000,186
3949000,3044000,1000,12
3949000,3046000,1000,124
3949000,3048000,1000,130
3949000,3052000,1000,7
3949000,3053000,1000,107
3949000,3055000,1000,148
3949000,3057000,1000,120
3949000,3059000,1000,205
3949000,3060000,1000,179
3949000,3062000,1000,11
3949000,3063000,1000,25
3949000,3064000,1000,8
3949000,3065000,1000,28
3949000,3066000,1000,8
3949000,3067000,1000,44
3949000,3074000,1000,11
3949000,3075000,1000,25
3949000,3076000,1000,54
3949000,3077000,1000,39
3949000,3079000,1000,222
3949000,3080000,1000,15
3949000,3081000,1000,65
3949000,3082000,1000,73
3949000,3083000,1000,15
3949000,3086000,1000,185
3949000,3088000,1000,6
3949000,3091000,1000,31
3949000,3092000,1000,870
3949000,3094000,1000,38
3949000,3095000,1000,42
3949000,3099000,1000,3997
3949000,3100000,1000,994
3949000,3101000,1000,1406
3949000,3104000,1000,373
3949000,3105000,1000,45
3949000,3108000,1000,210
3949000,3110000,1000,202
3949000,3118000,1000,101
3949000,3121000,1000,25
3949000,3122000,1000,170
3949000,3123000,1000,32
3949000,3125000,1000,27
3949000,3126000,1000,199
3949000,3128000,1000,360
3949000,3131000,1000,327
3949000,3132000,1000,30
3949000,3133000,1000,277
3949000,3134000,1000,48
3949000,3135000,1000,8
3949000,3136000,1000,310
3949000,3138000,1000,233
3949000,3139000,1000,7
3949000,3140000,1000,30
3949000,3142000,1000,447
3949000,3145000,1000,312
3949000,3146000,1000,23
3949000,3147000,1000,24
3949000,3148000,1000,11
3949000,3149000,1000,612
3949000,3152000,1000,32
3949000,3153000,1000,14
3949000,3154000,1000,10
3949000,3155000,1000,100
3949000,3156000,1000,201
3949000,3158000,1000,58
3949000,3159000,1000,24
3950000,3017000,1000,39
3950000,3019000,1000,7
3950000,3022000,1000,28
3950000,3023000,1000,162
3950000,3024000,1000,81
3950000,3025000,1000,115
3950000,3028000,1000,8
3950000,3031000,1000,252
3950000,3032000,1000,44
3950000,3033000,1000,14
3950000,3036000,1000,7
3950000,3037000,1000,833
3950000,3038000,1000,82
3950000,3041000,1000,40
3950000,3043000,1000,197
3950000,3044000,1000,73
3950000,3046000,1000,62
3950000,3048000,1000,81
3950000,3049000,1000,130
3950000,3050000,1000,23
3950000,3051000,1000,173
3950000,3052000,1000,101
3950000,3053000,1000,61
3950000,3055000,1000,32
3950000,3056000,1000,20
3950000,3057000,1000,83
3950000,3058000,1000,352
3950000,3059000,1000,30
3950000,3060000,1000,113
3950000,3063000,1000,7
3950000,3064000,1000,175
3950000,3065000,1000,645
3950000,3066000,1000,19
3950000,3067000,1000,69
3950000,3070000,1000,17
3950000,3071000,1000,505
3950000,3072000,1000,27
3950000,3075000,1000,28
3950000,3076000,1000,198
3950000,3077000,1000,34
3950000,3078000,1000,8
3950000,3079000,1000,39
3950000,3081000,1000,71
3950000,3082000,1000,374
3950000,3084000,1000,18
3950000,3085000,1000,38
3950000,3089000,1000,60
3950000,3092000,1000,112
3950000,3094000,1000,281
3950000,3095000,1000,28
3950000,3096000,1000,615
3950000,3103000,1000,1084
3950000,3104000,1000,1552
3950000,3105000,1000,235
3950000,3107000,1000,424
3950000,3108000,1000,276
3950000,3110000,1000,324
3950000,3121000,1000,463
3950000,3122000,1000,205
3950000,3123000,1000,272
3950000,3125000,1000,137
3950000,3126000,1000,73
3950000,3127000,1000,78
3950000,3128000,1000,20
3950000,3129000,1000,47
3950000,3131000,1000,314
3950000,3132000,1000,12
3950000,3134000,1000,88
3950000,3135000,1000,180
3950000,3140000,1000,127
3950000,3141000,1000,190
3950000,3143000,1000,147
3950000,3146000,1000,103
3950000,3147000,1000,15
3950000,3148000,1000,109
3950000,3152000,1000,45
3950000,3153000,1000,40
3950000,3154000,1000,53
3950000,3155000,1000,62
3950000,3156000,1000,16
3950000,3157000,1000,95
3950000,3158000,1000,39
3950000,3159000,1000,24
3950000,3160000,1000,12
3950000,3161000,1000,8
3951000,2979000,1000,53
3951000,2998000,1000,117
3951000,2999000,1000,170
3951000,3018000,1000,310
3951000,3020000,1000,57
3951000,3021000,1000,128
3951000,3022000,1000,428
3951000,3023000,1000,192
3951000,3025000,1000,97
3951000,3027000,1000,191
3951000,3028000,1000,37
3951000,3029000,1000,73
3951000,3030000,1000,5
3951000,3032000,1000,11
3951000,3033000,1000,55
3951000,3039000,1000,80
3951000,3040000,1000,152
3951000,3041000,1000,129
3951000,3042000,1000,40
3951000,3044000,1000,49
3951000,3046000,1000,79
3951000,3050000,1000,176
3951000,3052000,1000,141
3951000,3053000,1000,121
3951000,3054000,1000,137
3951000,3055000,1000,13
3951000,3056000,1000,252
3951000,3057000,1000,61
3951000,3058000,1000,420
3951000,3059000,1000,309
3951000,3062000,1000,49
3951000,3063000,1000,9
3951000,3064000,1000,330
3951000,3065000,1000,719
3951000,3067000,1000,20
3951000,3071000,1000,179
3951000,3072000,1000,471
3951000,3073000,1000,65
3951000,3076000,1000,433
3951000,3081000,1000,143
3951000,3082000,1000,246
3951000,3086000,1000,19
3951000,3087000,1000,470
3951000,3088000,1000,38
3951000,3089000,1000,88
3951000,3092000,1000,337
3951000,3094000,1000,196
3951000,3095000,1000,286
3951000,3096000,1000,772
3951000,3100000,1000,576
3951000,3103000,1000,27
3951000,3104000,1000,663
3951000,3108000,1000,419
3951000,3122000,1000,23
3951000,3125000,1000,19
3951000,3126000,1000,62
3951000,3127000,1000,8
3951000,3128000,1000,40
3951000,3129000,1000,27
3951000,3132000,1000,26
3951000,3135000,1000,419
3951000,3136000,1000,452
3951000,3139000,1000,23
3951000,3141000,1000,527
3951000,3143000,1000,23
3951000,3146000,1000,37
3951000,3148000,1000,21
3951000,3149000,1000,142
3951000,3152000,1000,49
3951000,3153000,1000,15
3951000,3154000,1000,22
3951000,3155000,1000,44
3951000,3156000,1000,33
3951000,3157000,1000,20
3951000,3158000,1000,12
3951000,3159000,1000,12
3951000,3161000,1000,36
3951000,3162000,1000,7
3952000,2979000,1000,29
3952000,2980000,1000,43
3952000,2999000,1000,13
3952000,3002000,1000,6
3952000,3003000,1000,102
3952000,3007000,1000,103
3952000,3008000,1000,250
3952000,3011000,1000,5
3952000,3017000,1000,63
3952000,3021000,1000,128
3952000,3022000,1000,70
3952000,3023000,1000,89
3952000,3024000,1000,600
3952000,3025000,1000,216
3952000,3026000,1000,88
3952000,3027000,1000,379
3952000,3028000,1000,86
3952000,3029000,1000,110
3952000,3031000,1000,15
3952000,3034000,1000,86
3952000,3035000,1000,81
3952000,3037000,1000,30
3952000,3038000,1000,341
3952000,3040000,1000,7
3952000,3041000,1000,181
3952000,3042000,1000,225
3952000,3045000,1000,77
3952000,3046000,1000,174
3952000,3050000,1000,145
3952000,3052000,1000,454
3952000,3053000,1000,586
3952000,3054000,1000,4
3952000,3055000,1000,120
3952000,3057000,1000,510
3952000,3059000,1000,106
3952000,3062000,1000,428
3952000,3070000,1000,398
3952000,3072000,1000,18
3952000,3073000,1000,326
3952000,3074000,1000,135
3952000,3076000,1000,9
3952000,3077000,1000,132
3952000,3078000,1000,35
3952000,3079000,1000,187
3952000,3080000,1000,87
3952000,3081000,1000,214
3952000,3082000,1000,221
3952000,3083000,1000,4
3952000,3086000,1000,83
3952000,3088000,1000,36
3952000,3089000,1000,33
3952000,3090000,1000,20
3952000,3091000,1000,104
3952000,3093000,1000,340
3952000,3094000,1000,123
3952000,3095000,1000,553
3952000,3103000,1000,785
3952000,3104000,1000,32
3952000,3105000,1000,619
3952000,3122000,1000,286
3952000,3124000,1000,180
3952000,3125000,1000,6
3952000,3126000,1000,41
3952000,3127000,1000,50
3952000,3128000,1000,46
3952000,3129000,1000,68
3952000,3131000,1000,176
3952000,3132000,1000,54
3952000,3135000,1000,330
3952000,3136000,1000,5
3952000,3137000,1000,51
3952000,3138000,1000,309
3952000,3139000,1000,4
3952000,3143000,1000,342
3952000,3145000,1000,63
3952000,3146000,1000,39
3952000,3147000,1000,69
3952000,3148000,1000,10
3952000,3149000,1000,25
3952000,3150000,1000,116
3952000,3151000,1000,46
3952000,3152000,1000,81
3952000,3153000,1000,16
3952000,3154000,1000,25
3952000,3155000,1000,14
3952000,3156000,1000,45
3952000,3158000,1000,15
3952000,3159000,1000,53
3952000,3161000,1000,67
3952000,3162000,1000,10
3953000,2978000,1000,18
3953000,2979000,1000,15
3953000,2980000,1000,7
3953000,2981000,1000,14
3953000,2984000,1000,16
3953000,2986000,1000,16
3953000,2987000,1000,6
3953000,2988000,1000,44
3953000,2997000,1000,30
3953000,3002000,1000,110
3953000,3003000,1000,9
3953000,3007000,1000,20
3953000,3020000,1000,7
3953000,3021000,1000,5
3953000,3022000,1000,122
3953000,3023000,1000,312
3953000,3024000,1000,43
3953000,3025000,1000,33
3953000,3026000,1000,83
3953000,3030000,1000,213
3953000,3031000,1000,106
3953000,3033000,1000,57
3953000,3034000,1000,272
3953000,3035000,1000,44
3953000,3036000,1000,335
3953000,3037000,1000,64
3953000,3038000,1000,94
3953000,3040000,1000,24
3953000,3041000,1000,26
3953000,3042000,1000,124
3953000,3045000,1000,214
3953000,3046000,1000,10
3953000,3049000,1000,216
3953000,3050000,1000,62
3953000,3053000,1000,823
3953000,3054000,1000,21
3953000,3055000,1000,28
3953000,3056000,1000,40
3953000,3057000,1000,86
3953000,3058000,1000,26
3953000,3060000,1000,5
3953000,3061000,1000,272
3953000,3062000,1000,300
3953000,3068000,1000,36
3953000,3069000,1000,981
3953000,3072000,1000,38
3953000,3073000,1000,73
3953000,3075000,1000,219
3953000,3076000,1000,621
3953000,3077000,1000,471
3953000,3078000,1000,25
3953000,3079000,1000,241
3953000,3080000,1000,145
3953000,3081000,1000,24
3953000,3082000,1000,34
3953000,3083000,1000,17
3953000,3084000,1000,148
3953000,3086000,1000,100
3953000,3089000,1000,13
3953000,3090000,1000,361
3953000,3091000,1000,136
3953000,3092000,1000,168
3953000,3093000,1000,37
3953000,3094000,1000,17
3953000,3095000,1000,691
3953000,3097000,1000,17
3953000,3098000,1000,148
3953000,3100000,1000,977
3953000,3102000,1000,264
3953000,3103000,1000,613
3953000,3104000,1000,22
3953000,3105000,1000,301
3953000,3106000,1000,248
3953000,3108000,1000,430
3953000,3120000,1000,139
3953000,3121000,1000,38
3953000,3122000,1000,75
3953000,3124000,1000,192
3953000,3125000,1000,62
3953000,3126000,1000,216
3953000,3128000,1000,27
3953000,3129000,1000,211
3953000,3134000,1000,339
3953000,3135000,1000,47
3953000,3136000,1000,5
3953000,3138000,1000,9
3953000,3139000,1000,7
3953000,3140000,1000,72
3953000,3141000,1000,16
3953000,3142000,1000,39
3953000,3143000,1000,143
3953000,3144000,1000,406
3953000,3147000,1000,9
3953000,3149000,1000,28
3953000,3150000,1000,124
3953000,3151000,1000,78
3953000,3153000,1000,72
3953000,3154000,1000,12
3953000,3155000,1000,41
3953000,3156000,1000,21
3953000,3157000,1000,12
3953000,3158000,1000,12
3953000,3159000,1000,12
3953000,3160000,1000,33
3953000,3161000,1000,39
3953000,3162000,1000,12
3953000,3163000,1000,28
3954000,2978000,1000,7
3954000,2980000,1000,16
3954000,2985000,1000,140
3954000,2989000,1000,10
3954000,2998000,1000,58
3954000,3013000,1000,41
3954000,3014000,1000,33
3954000,3019000,1000,5
3954000,3022000,1000,154
3954000,3023000,1000,255
3954000,3024000,1000,7
3954000,3027000,1000,36
3954000,3030000,1000,33
3954000,3031000,1000,133
3954000,3034000,1000,33
3954000,3035000,1000,23
3954000,3036000,1000,106
3954000,3038000,1000,141
3954000,3039000,1000,192
3954000,3040000,1000,40
3954000,3041000,1000,6
3954000,3042000,1000,62
3954000,3043000,1000,159
3954000,3046000,1000,117
3954000,3048000,1000,171
3954000,3049000,1000,206
3954000,3050000,1000,176
3954000,3054000,1000,175
3954000,3057000,1000,253
3954000,3059000,1000,9
3954000,3061000,1000,16
3954000,3062000,1000,9
3954000,3063000,1000,38
3954000,3064000,1000,39
3954000,3065000,1000,177
3954000,3066000,1000,140
