x,y,val
11,6,1806
5,12,528
9,9,1428
7,7,1324
12,4,3663
0,13,1836
5,15,2613
2,14,1721
9,3,3999
0,0,4697
8,8,2559
13,10,22707
14,12,1187
2,10,4556
10,10,1062
12,12,2695
8,4,2822
1,10,11859
8,1,1556
5,4,658
7,10,3234
12,10,3637
1,7,4334
8,3,18618
7,12,2778
3,7,5431
11,7,2249
6,9,6460
9,0,3050
7,1,2608
5,2,1350
9,1,1468
12,13,17558
11,0,9087
6,10,3828
15,9,12434
14,4,3871
1,1,3940
4,7,4726
9,12,2233
2,12,966
11,5,4386
0,5,2643
13,14,2654
1,4,2613
9,15,6980
0,3,5132
0,7,3209
15,1,3486
14,7,3253
3,6,3481
4,15,7532
7,14,2276
7,13,1720
13,0,1789
7,9,5465
9,7,6826
1,9,615
2,9,17715
1,5,2774
6,6,3024
7,8,1169
1,14,625
14,8,3421
10,15,19805
11,11,350
1,6,2609
15,13,9424
13,3,2162
11,9,1941
14,15,23153
3,13,4831
12,6,18842
15,3,3100
11,1,4156
1,0,17397
9,8,4182
3,5,4263
15,8,4091
3,0,13812
10,9,1904
11,13,2137
10,1,3112
2,7,6755
4,2,10953
2,2,11329
0,6,8722
10,6,1994
12,1,54269
4,12,619
6,15,1593
5,1,2632
11,4,1966
1,13,331
11,12,1835
12,14,6271
13,1,5003
4,0,2293
10,5,2075
2,5,6732
2,1,2519
3,2,2378
14,11,11236
14,3,2383
14,1,3838
6,2,562
7,15,2261
11,3,2159
7,5,2322
3,15,22561
15,12,1600
12,5,12240
1,8,3526
9,14,1100
12,2,3859
6,14,1592
9,13,2804
8,7,6711
8,9,1867
2,11,6717
9,4,3532
8,15,2668
1,15,3965
7,2,964
10,4,2175
4,1,4368
7,11,2556
3,12,1500
10,8,2585
1,12,2069
12,8,3354
15,10,4357
5,14,7937
15,15,4044
0,1,2102
0,12,2647
14,14,3300
15,5,2225
2,3,3986
8,14,6820
3,3,2442
5,7,5126
3,8,84591
11,2,6824
2,8,5278
8,2,1466
4,8,18829
0,11,1906
15,6,4166
0,4,1730
2,6,2225
6,11,1079
13,11,7321
3,9,1984
0,15,692
9,11,6280
7,4,5866
5,13,1473
13,7,4658
13,9,2603
7,3,3332
6,12,1637
2,0,45526
5,3,2310
6,8,644
4,11,1491
5,8,4054
4,5,3056
12,7,3025
1,11,14445
14,9,3362
9,10,8153
8,6,3143
11,10,1739
4,4,2245
3,1,2141
10,2,4818
12,0,7035
4,13,1259
6,13,2123
13,12,2822
8,0,12242
2,13,480
0,8,2543
14,5,4018
4,10,1678
14,2,6509
14,10,3239
8,5,6318
13,4,3662
6,0,1127
13,5,3028
11,15,2665
2,15,57239
10,11,1697
9,2,535
12,15,1907
3,10,3098
6,5,8176
4,3,6152
12,11,2054
0,2,1358
15,0,2852
0,9,1647
14,0,2227
0,10,1826
6,4,633
13,8,2149
9,6,2593
11,8,2068
12,3,1700
2,4,1707
13,13,2227
5,5,2991
8,10,1837
4,14,4357
6,1,4039
15,14,4825
7,0,1871
10,12,2017
5,11,984
11,14,5358
10,13,3496
1,2,6182
4,9,2948
15,11,7953
13,6,1827
3,11,936
14,13,3778
9,5,2596
14,6,6857
15,7,26687
3,4,1765
1,3,2801
13,15,2014
4,6,3636
8,13,1599
13,2,7840
5,6,3613
12,9,3994
5,0,1687
10,14,1868
3,14,4656
8,11,1106
5,9,6248
7,6,2620
8,12,1236
10,0,1180
5,10,1863
15,4,1436
10,7,2918
6,3,2447
15,2,2847
0,14,219
10,3,5313
6,7,1387
