x,y,clc
0,100,29
0,101,21
0,102,21
0,108,28
0,109,28
0,110,23
0,111,21
0,112,21
0,117,29
0,118,26
0,119,26
0,120,23
0,121,23
0,122,23
0,123,23
0,124,29
0,125,23
0,126,20
0,127,20
1,89,17
1,91,17
1,97,29
1,99,28
1,100,29
1,101,29
1,107,28
1,108,18
1,109,18
1,110,21
1,111,21
1,112,25
1,116,26
1,117,29
1,118,23
1,119,23
1,120,29
1,121,29
1,122,23
1,123,23
1,124,21
1,125,23
1,126,20
1,127,20
2,88,21
2,89,21
2,90,17
2,91,20
2,100,28
2,101,29
2,107,28
2,108,18
2,109,21
2,110,21
2,111,21
2,112,25
2,115,21
2,116,21
2,117,23
2,118,23
2,119,23
2,120,23
2,121,29
2,122,23
2,123,23
2,124,23
2,125,23
2,126,23
2,127,23
3,89,21
3,90,2
3,91,21
3,100,28
3,101,28
3,107,28
3,108,28
3,109,29
3,110,29
3,111,29
3,112,7
3,116,21
3,117,21
3,118,23
3,119,23
3,120,23
3,121,29
3,122,23
3,123,23
3,124,23
3,125,23
3,126,23
3,127,23
4,89,17
4,90,24
4,91,24
4,100,28
4,101,28
4,108,29
4,109,29
4,110,29
4,111,25
4,112,25
4,116,29
4,117,21
4,118,29
4,119,23
4,120,23
4,121,23
4,122,23
4,123,23
4,124,21
4,125,21
4,126,23
4,127,23
5,88,28
5,89,28
5,90,24
5,100,28
5,101,28
5,109,21
5,110,29
5,111,29
5,112,29
5,115,32
5,116,23
5,117,21
5,118,29
5,119,23
5,120,23
5,121,23
5,122,23
5,123,23
5,124,23
5,125,23
5,126,23
5,127,23
6,88,28
6,89,29
6,90,21
6,100,28
6,101,28
6,109,17
6,110,21
6,111,24
6,115,32
6,116,23
6,117,21
6,118,23
6,119,21
6,120,23
6,121,23
6,122,23
6,123,23
6,124,23
6,125,23
6,126,23
6,127,23
7,88,29
7,89,21
7,90,21
7,100,28
7,101,28
7,109,21
7,110,29
7,111,24
7,115,32
7,116,32
7,117,21
7,118,23
7,119,26
7,120,26
7,121,23
7,122,21
7,123,23
7,124,23
7,125,23
7,126,29
7,127,29
8,88,29
8,89,29
8,90,24
8,101,21
