x,y,Ind,Ind_0_3,Ind_11_17,Ind_18_24,Ind_25_39,Ind_40_54,Ind_4_5,Ind_55_64,Ind_65_79,Ind_6_10,Ind_80p,Ind_inc,Ind_snv,Men,Men_pauv
88,101,7,0,0.6,0.3,0.8,1.7,0,1.4,1.1,0.5,0.6,0,136567.9,3.9,0.8
88,102,4,0,0.3,0.2,0.5,1,0,0.8,0.6,0.3,0.3,0,78038.8,2.2,0.5
88,108,2,0,0,0.2,0,0.4,0,0.6,0.4,0.1,0.2,0.1,47659,1,0.1
88,109,20,0,0,1.5,0,4.4,0,5.9,4.5,1.5,1.5,0.7,476590.3,10.4,1.5
89,101,5,0,0.4,0.2,0.6,1.2,0,1,0.8,0.4,0.4,0,97548.5,2.8,0.6
89,102,7,0,0.6,0.3,0.8,1.7,0,1.4,1.1,0.5,0.6,0,136567.9,3.9,0.8
89,109,2,0,0,0.2,0,0.4,0,0.6,0.4,0.1,0.2,0.1,47659,1,0.1
111,80,1,0,0,0.1,0,0.2,0,0.3,0.2,0,0.2,0,15762,0.6,0.2
111,81,1,0,0,0.1,0,0.2,0,0.3,0.2,0,0.2,0,15762,0.6,0.2
112,78,3,0,0.2,0.1,0.3,0.4,0,0.8,0.8,0.2,0.2,0,48003.7,1.6,0.8
112,79,1,0,0.1,0,0.1,0.1,0,0.2,0.3,0.1,0.1,0,16001.2,0.5,0.3
113,78,16,0,1.1,0.6,1.7,2.3,0,4.1,4.1,0.9,1.2,0,256019.8,8.7,4.1
113,79,4.5,0,0.3,0.2,0.5,0.7,0,1.1,1.2,0.2,0.3,0,72005.6,2.5,1.1
114,79,3,0,0.2,0.1,0.3,0.4,0,0.8,0.8,0.2,0.2,0,48003.7,1.6,0.8
115,99,1,0,0,0.1,0,0.2,0,0.3,0.2,0,0.2,0,15762,0.6,0.2
115,100,2,0,0.1,0.1,0,0.3,0,0.7,0.4,0,0.4,0,31523.9,1.3,0.4
116,99,4,0.2,0.2,0,0.2,0.6,0.4,1,0.9,0.2,0.3,0,67729.3,1.9,1
