x,y,NA,TOT,du,lr,r,sbu,sdu,uc,vlr
0,0,0,1,0,0,0,0,0,0,1
0,1,0,4,0,1,0,0,0,0,3
0,2,0,3,0,1,0,0,0,0,2
0,3,0,4,0,2,0,0,1,0,1
0,4,0,4,0,1,0,0,1,0,2
0,5,0,4,0,2,0,0,0,0,2
0,6,0,4,0,3,0,0,0,0,1
0,7,0,3,0,0,0,1,0,0,2
0,8,0,3,0,1,0,0,0,0,2
0,9,0,4,0,2,0,0,0,0,2
0,10,0,4,0,1,0,1,0,0,2
0,11,0,4,0,2,0,2,0,0,0
0,12,0,4,0,2,0,1,0,0,1
0,13,0,4,0,2,0,0,0,0,2
0,14,0,3,0,1,0,0,0,0,2
0,15,0,4,0,0,0,0,0,0,4
0,16,0,4,0,0,0,0,0,0,4
0,17,0,4,0,1,0,0,0,0,3
0,18,0,4,0,0,2,0,0,0,2
0,19,0,4,0,4,0,0,0,0,0
0,20,0,4,0,1,0,0,0,0,3
0,21,0,4,0,0,1,0,0,0,3
0,22,0,4,0,0,0,0,0,0,4
0,23,0,3,0,0,0,0,0,0,3
0,24,0,1,0,0,0,0,0,0,1
1,1,0,4,0,0,0,0,1,0,3
1,2,0,4,0,0,0,0,0,0,4
1,3,0,4,0,0,0,0,4,0,0
1,4,0,4,0,0,0,0,4,0,0
1,5,0,4,0,2,0,0,0,0,2
1,6,0,1,0,0,0,0,0,0,1
1,7,0,2,0,0,0,0,0,0,2
1,8,0,1,0,0,0,0,0,0,1
1,9,0,4,0,2,0,0,0,0,2
1,10,0,4,0,4,0,0,0,0,0
1,11,0,4,0,0,0,0,0,0,4
1,12,0,3,0,1,0,0,0,0,2
1,13,0,4,0,0,0,0,0,0,4
1,14,0,2,0,0,0,0,0,0,2
1,15,0,4,0,1,0,0,0,0,3
1,16,0,3,0,0,0,0,0,0,3
1,17,0,4,0,0,0,0,0,0,4
1,18,0,4,0,1,0,0,0,0,3
1,19,0,4,0,0,0,0,0,0,4
1,20,0,4,0,1,0,0,0,0,3
1,21,0,4,0,2,1,0,0,0,1
1,22,0,4,0,1,1,0,0,0,2
1,23,0,3,0,0,0,0,0,0,3
1,24,0,1,0,0,0,0,0,0,1
1,31,0,2,0,1,0,0,0,0,1
1,32,0,1,0,1,0,0,0,0,0
2,0,0,1,0,1,0,0,0,0,0
2,1,0,3,0,2,0,0,0,0,1
2,2,0,4,0,1,0,0,3,0,0
2,3,0,3,0,1,0,0,1,0,1
2,4,0,1,0,0,0,0,0,0,1
2,5,0,4,0,2,0,0,0,0,2
2,6,0,3,0,2,0,1,0,0,0
2,7,0,3,0,2,0,1,0,0,0
2,8,0,3,0,1,0,1,0,0,1
2,9,0,4,0,3,0,0,0,0,1
2,10,0,4,0,3,1,0,0,0,0
2,11,0,3,0,1,1,0,0,0,1
2,12,0,4,0,1,0,0,0,0,3
2,13,0,4,0,0,0,0,0,0,4
2,14,0,4,0,1,3,0,0,0,0
2,15,0,4,0,2,0,0,0,0,2
2,16,0,4,0,1,0,0,0,0,3
2,17,0,4,0,1,1,0,0,0,2
