x,y,pp,ra,rp
39,124,99,65,65
39,125,99,65,65
41,124,99,65,65
42,124,99,65,65
44,122,99,65,65
46,127,115,0,0
52,127,0,0,
62,127,0,0,
63,117,755681,544436,72
63,118,757976,559273,73
63,119,759288,572038,75
63,120,761719,574200,75
63,121,765732,585167,76
63,122,768723,587533,76
63,127,787077,625866,79
64,118,760085,561647,73
64,119,762959,554210,72
64,120,767388,574606,74
64,121,770441,578623,75
64,126,786538,622216,79
64,127,789216,629460,79
65,113,748991,545285,72
65,114,755291,547524,72
65,120,771685,574736,74
65,123,780750,587637,75
65,125,786848,621373,78
65,126,790004,626063,79
66,113,751991,546917,72
66,114,757325,550674,72
66,117,763775,570053,74
66,118,768569,571382,74
66,119,773106,574763,74
66,120,774148,574548,74
66,121,775749,572396,73
66,123,785219,599959,76
66,124,787201,615819,78
67,112,754643,549726,72
67,113,755830,551112,72
67,116,766222,574171,74
67,117,770174,579198,75
67,118,774348,579644,74
67,120,777765,585761,75
67,121,778033,584751,75
67,122,784004,585770,74
67,123,788430,606081,76
67,124,789055,605558,76
68,108,750846,454047,60
68,109,752401,475217,63
68,110,754028,475888,63
68,111,198,545625,100
68,112,758530,549612,72
68,113,759854,558446,73
68,114,763399,548686,71
68,115,768964,552568,71
68,116,774156,578524,74
68,117,776276,579814,74
68,121,783563,586115,74
68,123,792077,603340,76
68,124,793265,596270,75
69,109,755351,472677,62
69,110,758539,516885,68
69,111,761383,493459,64
69,112,762876,533597,69
69,113,762762,559248,73
69,116,779100,579928,74
69,117,780612,582149,74
69,120,787445,579316,73
69,121,790844,583417,73
69,124,797598,587074,73
70,108,756539,463111,61
70,109,759212,471437,62
70,110,762179,518490,68
70,111,764218,518240,67
70,113,767075,567265,73
70,114,771205,551409,71
70,115,777242,533104,68
70,118,784951,589465,75
70,123,799407,586067,73
71,108,759790,469609,61
71,109,762980,513867,67
71,110,764861,532005,69
71,111,767049,552224,71
71,112,768642,565756,73
71,113,772317,552486,71
71,114,775536,571805,73
71,117,785540,582689,74
71,118,788840,591782,75
71,119,789893,588497,74
71,123,802642,579519,72
72,107,762769,440696,57
72,108,764150,457359,59
72,109,766600,453247,59
72,110,769412,526847,68
72,111,772085,509528,65
72,112,775360,569951,73
72,113,778129,570989,73
72,114,778646,562632,72
72,115,781024,576987,73
72,116,782927,579124,73
72,127,833612,683135,81
73,108,767730,468423,61
73,109,769959,507748,65
73,110,773980,511794,66
73,112,781381,564631,72
73,113,781905,562504,71
73,115,784477,565753,72
73,116,786279,573903,72
73,118,794632,596087,75
73,123,815230,640214,78
73,124,821459,638179,77
73,125,829282,662248,79
73,127,842498,718747,85
74,109,773145,504217,65
74,112,784166,552865,70
74,113,784462,534020,68
74,115,787225,539947,68
74,119,806204,598653,74
74,123,825074,636226,77
74,125,842366,679077,80
75,51,14,0,0
75,52,14,0,0
75,111,786999,555660,70
75,112,787438,535112,67
75,119,811145,604907,74
75,124,848442,667826,78
75,127,873726,641567,73
76,51,14,0,0
76,107,776577,443901,57
76,108,781226,468130,59
76,111,790290,547232,69
76,117,800825,586929,73
76,118,807933,606370,75
76,119,816804,602798,73
76,123,852551,671600,78
76,124,864916,664638,76
77,103,71,0,0
77,104,71,0,0
77,107,784560,440538,56
77,108,788281,475525,60
77,111,796355,535353,67
77,116,804863,583819,72
77,117,809914,597410,73
77,118,818453,610353,74
77,119,822817,610514,74
77,120,828412,611498,73
77,124,880788,677905,76
77,126,889956,644573,72
78,102,71,0,0
78,103,71,0,0
78,104,71,0,0
78,108,797703,478832,60
78,109,802212,498162,62
78,111,800620,524506,65
78,112,802061,504217,62
78,113,803922,537263,66
78,114,806281,551256,68
78,117,821954,611840,74
78,118,826565,618565,74
78,119,832455,613038,73
78,120,842445,614946,72
78,121,860203,611654,71
78,126,897374,663309,73
79,103,71,0,0
79,108,805434,478206,59
79,109,808130,493673,61
79,111,809784,543521,67
79,112,811138,527690,65
79,113,813327,546546,67
79,114,814301,516532,63
79,118,838479,622167,74
79,125,903977,668324,73
79,126,909487,676952,74
80,107,812481,438976,54
80,108,812756,464715,57
80,109,814521,466597,57
80,111,818854,558115,68
80,112,821977,555442,67
80,113,826639,558037,67
80,114,829716,502140,60
80,117,845911,632052,74
80,122,899155,704326,78
80,123,906636,706155,77
80,125,912753,672842,73
80,126,921262,695931,75
81,59,3003,2641,87
81,60,3003,2641,87
81,108,826484,440438,53
81,111,835806,498576,59
81,112,839080,580950,69
81,113,840148,559570,66
81,118,881748,636379,72
81,119,892082,622803,69
81,122,912359,718754,78
81,123,916426,692865,75
81,125,928209,709145,76
81,126,939728,703367,74
82,58,3003,2641,87
82,59,3003,2641,87
82,60,3003,2641,87
82,104,80,0,0
82,111,847283,595328,70
82,112,850511,582076,68
82,113,854877,577569,67
82,117,893042,652094,73
82,118,902060,660552,73
82,119,911661,647323,71
82,121,917321,715978,78
82,122,925649,735706,79
82,123,930720,665254,71
82,125,948838,711645,75
83,59,3003,2641,87
83,104,80,0,0
83,112,859788,575961,66
83,113,866336,600550,69
83,117,912071,663411,72
83,118,920056,645832,70
83,119,927577,631220,68
83,121,932938,735736,78
83,124,955014,727925,76
83,125,960002,705969,73
84,56,3003,2641,87
84,57,3003,2641,87
84,60,3003,2641,87
84,111,865670,610512,70
84,113,884137,603548,68
84,117,924970,699720,75
84,118,932354,658498,70
84,120,942962,735800,78
84,121,949187,748215,78
84,124,962114,735245,76
84,125,964226,715934,74
84,126,968960,715605,73
85,56,3003,2641,87
85,57,3003,2641,87
85,58,3003,2641,87
85,60,3003,2641,87
85,103,80,0,0
85,111,879573,611052,69
85,112,889174,610723,68
85,117,937814,709238,75
85,118,941566,678666,72
85,120,954770,747140,78
85,121,962950,769310,79
85,122,968373,735796,75
85,124,972482,744695,76
85,125,975916,727131,74
85,126,979666,720885,73
86,57,3003,2641,87
86,58,3003,2641,87
86,60,3003,2641,87
86,111,897009,609285,67
86,112,905093,613507,67
86,115,933085,659890,70
86,117,947454,720671,76
86,118,950830,728888,76
86,120,965432,727045,75
86,122,974870,777913,79
86,123,977022,746541,76
86,124,979182,749864,76
86,125,982514,731700,74
86,126,987209,732215,74
87,58,3003,2641,87
87,61,3003,2641,87
87,109,6938,508581,100
87,110,6938,502900,100
87,111,909849,615995,67
87,112,915739,650144,70
87,114,931097,696645,74
87,115,942986,707577,75
87,118,957569,708546,73
87,122,981099,781646,79
87,123,983819,775829,78
87,124,984211,769769,78
87,127,995371,665006,66
88,57,3003,2641,87
88,58,3003,2641,87
88,59,3003,2641,87
88,61,3003,2641,87
88,63,3003,2641,87
88,98,1382,850,61
88,99,1382,850,61
88,110,6938,522562,100
88,111,918818,618196,67
88,112,924659,621964,67
88,113,932176,677926,72
88,114,944983,676803,71
88,115,951501,659496,69
88,119,975798,748144,76
88,120,980953,772775,78
88,121,983657,779537,79
88,122,986504,781468,79
88,123,987701,778055,78
88,126,996544,727280,72
88,127,999856,665389,66
89,57,3003,2641,87
89,58,3003,2641,87
89,61,3003,2641,87
89,62,3003,2641,87
89,63,3003,2641,87
89,99,1382,850,61
89,110,6938,540820,100
89,112,933734,624851,66
89,113,941860,633022,67
89,119,981333,735689,74
89,120,985737,726997,73
89,124,996246,777348,78
89,125,999151,752696,75
89,126,1001525,742482,74
90,57,3003,2641,87
90,59,3003,2641,87
90,61,3003,2641,87
90,62,3003,2641,87
90,112,948391,632567,66
90,113,952792,620387,65
90,120,992448,703281,70
90,121,994254,745777,75
90,122,996360,777341,78
90,124,1001985,721112,71
90,127,1010295,710939,70
91,57,3003,2641,87
