x,y,pp,ra,rp
0,0,5036085,3312347,65
0,1,5053553,3392929,67
0,2,5070941,3367114,66
0,3,5098496,3531884,69
0,4,5098795,3547776,69
0,5,5105811,3602531,70
0,6,5114814,3523539,68
0,7,5123583,3444044,67
0,8,5136915,3580369,69
0,9,5146708,3621691,70
0,10,5150564,3754751,72
0,11,5158554,3703775,71
0,12,5157659,3680819,71
0,13,5160242,3803365,73
0,14,5161349,3728427,72
0,15,5165151,3855592,74
0,16,5155341,3783854,73
0,17,5132299,3877595,75
0,18,5111295,3915676,76
0,19,5077346,3820084,75
0,20,5066090,3957591,78
0,21,5077949,4027752,79
0,22,5075207,4023748,79
0,23,5071036,4030164,79
0,24,5067424,4131038,81
0,25,5066255,4097824,80
0,26,5065571,4161956,82
0,27,5065038,4148181,81
0,28,5069031,4115374,81
0,29,5070050,3897495,76
0,30,5065190,3904971,77
0,31,5067345,3884984,76
0,32,5063457,3894487,76
0,33,5068983,3653000,72
0,34,5075696,3736434,73
0,35,5083133,3696631,72
0,36,5086276,4043027,79
0,37,5093433,4121016,80
0,38,5103658,4074654,79
0,39,5120077,3755786,73
0,40,5139907,3830326,74
0,41,5156581,3659870,70
0,42,5175403,3439719,66
0,43,5187426,3290041,63
0,44,5203010,3394227,65
0,57,5264172,3145825,59
0,58,5283530,3144201,59
0,59,5295492,3366701,63
0,60,5283093,3038732,57
0,61,5271011,3369074,63
0,63,5251730,2719112,51
0,64,5250418,2579272,49
0,65,5244791,2782193,53
0,66,5238901,2653412,50
0,67,5244332,2317132,44
0,68,5240107,2405952,45
0,69,5229917,2343004,44
0,70,5216608,2361345,45
0,71,5214154,2544395,48
0,72,5210299,2713745,52
0,73,5204495,2593910,49
0,74,5196592,2366237,45
0,75,5181544,2542685,49
0,76,5153879,2447201,47
0,77,5136713,2410398,46
0,78,5129157,2293467,44
0,79,5117792,2512337,49
0,80,5103776,2521734,49
0,81,5093890,2616312,51
0,82,5084085,2628363,51
0,83,5072043,2593817,51
0,84,5044330,2419581,47
0,85,5000213,2470425,49
0,86,4941250,2514570,50
0,87,4886440,2687227,54
0,88,4813385,2709798,56
0,89,4691102,2777626,59
0,90,4554878,2880435,63
0,91,4457950,2913247,65
0,92,4379547,3081833,70
0,93,4322491,3208333,74
0,94,4280089,3386063,79
0,95,4251915,3305182,77
0,96,4233687,3180283,75
0,97,4203979,3574797,85
0,98,4169531,3424128,82
0,99,4141178,3506241,84
0,100,4084753,3429967,83
0,101,4045068,3620166,89
0,102,4019354,3661296,91
0,105,3962551,3302329,83
0,106,3953399,3294227,83
0,107,3943824,3171469,80
0,108,3942984,3182333,80
0,109,3930103,2979372,75
0,110,3915955,3058632,78
0,111,3899297,3019763,77
0,112,3898059,3114542,79
0,113,3883148,3012803,77
0,114,3864651,2977056,77
0,115,3858135,2924637,75
0,116,3862970,2841177,73
0,117,3861233,2771976,71
0,118,3851984,2773221,71
0,119,3845222,2703041,70
0,120,3851325,2698476,70
0,121,3851748,2594712,67
0,122,3865734,2615146,67
0,123,3879205,2511988,64
0,124,3895665,2523395,64
0,125,3916623,2497582,63
0,126,3943001,2415419,61
0,127,3963584,2339401,59
1,1,5055605,3347719,66
1,2,5071121,3305827,65
1,3,5082359,3408346,67
1,4,5097337,3403824,66
1,5,5107120,3351561,65
1,6,5119911,3510232,68
1,7,5127636,3511866,68
1,8,5135235,3632629,70
1,9,5141606,3637305,70
1,10,5147279,3798058,73
1,11,5153444,3844797,74
1,12,5152359,3864319,75
1,13,5154794,3876342,75
1,14,5158963,3856612,74
1,15,5158068,3784256,73
1,16,5134673,3889839,75
1,17,5119355,3878512,75
1,18,5087439,4006396,78
1,19,5053670,3989014,78
1,20,5052167,4004328,79
1,21,5066738,4053239,79
