x,y,val
9,14,40
10,3,18
14,2,66
9,6,251
12,7,452
12,9,21
8,10,18
10,5,94
5,5,2
11,10,3
7,7,41
1,2,49
13,2,149
11,11,112
13,0,855
5,9,13
8,9,33
14,0,149
10,8,53
12,3,52
9,2,333
3,11,5
5,3,38
9,4,323
12,5,71
15,3,1145
13,5,957
5,2,242
9,7,21
1,5,3
8,15,29
3,4,16
9,5,2210
4,11,21
8,13,1
14,14,1
4,0,36
5,15,33
7,8,2
8,0,793
7,6,16
2,2,6
11,12,25
6,14,321
10,15,943
15,14,16
9,12,80
1,10,61
4,9,43
10,2,44
15,9,1
15,6,36
14,5,155
13,1,401
5,13,22
3,0,111
6,12,146
8,1,57
5,11,2
11,7,17
6,11,8
11,8,22
15,4,119
12,1,156
2,14,159
11,0,1649
0,10,9
0,4,33
9,9,32
12,15,411
14,10,13
8,11,4
6,4,13
12,0,9857
2,15,22
10,4,20
2,3,32
7,12,52
4,1,5
10,0,281
12,10,124
10,1,175
15,10,139
8,12,21
7,15,73
13,7,450
7,0,386
15,5,12
7,4,17
9,13,8
13,13,51
1,3,5
12,4,12
6,10,11
8,5,30
0,7,3
1,11,19
14,15,81
0,1,7
6,7,27
10,7,18
3,9,4
10,6,61
5,7,10
2,1,15
10,14,210
12,12,59
0,2,2
7,3,21
1,12,378
3,12,255
0,11,4
13,14,38
3,1,13
13,3,65
11,4,50
9,10,71
11,13,22
2,9,29
0,0,3
3,2,35
11,5,10
2,10,449
12,6,129
13,9,530
11,1,55
1,6,13
0,9,7
4,15,37
4,2,22
5,6,18
13,11,2534
7,5,7
7,1,154
0,3,18
4,5,7
13,15,31
11,6,18
8,8,63
3,10,62
2,4,5
12,14,47
0,8,251
5,0,71
9,15,1510
10,12,14
15,12,123
1,1,791
4,10,11
6,3,19
0,15,5
9,1,72
11,3,35
13,6,4207
0,5,83
15,1,115
10,10,47
14,8,23
7,2,47
4,8,9
0,6,3
15,7,45
15,8,51
13,12,168
5,14,2
2,12,4
13,4,53
4,3,8
14,1,33
10,11,21
9,3,68
13,10,213
6,8,105
7,14,129
7,11,14
12,2,27
12,13,227
15,0,614
14,3,87
8,2,2
5,1,229
15,2,265
15,11,199
14,7,155
6,9,16
14,4,305
11,2,132
0,12,108
8,6,40
9,11,556
8,3,7
4,12,2
12,11,3
10,13,172
3,13,25
6,0,196
13,8,444
6,2,28
15,15,28
8,7,34
6,13,2
11,15,26
1,7,5
14,6,158
5,12,13
5,10,4
2,0,281
0,13,5
14,11,100
11,14,72
11,9,29
14,12,25
12,8,9
2,13,66
6,1,304
2,11,56
9,0,1391
14,9,12
