x,y,BASIC_EDUCATION_OR_LESS,INACTIVE_POPULATION,LABOUR_FORCE,MEN,MEN_0_14,MEN_15_64_,MEN_65p,TERTIARY_EDUCATION,TOTAL,TOTAL_0_14,TOTAL_15_64,TOTAL_65p,UPPER_SECONDARY_EDUCATION,WOMEN,WOMEN_0_14,WOMEN_15_64,WOMEN_65p
114,61,125,238,290,313,37,230,43,79,626,79,446,96,313,306,42,211,47
114,62,2182,4002,5279,5217,662,3749,651,1602,10881,1364,7741,1702,5408,5640,601,3951,950
115,60,15197,33222,35706,38754,5541,26962,5879,13426,80712,10908,54580,14923,39841,41554,5165,27261,8752
115,61,18619,29631,33658,37151,4255,25942,4347,7806,77418,9979,53208,12681,34835,39233,4027,25987,6249
115,62,3756,5101,6763,7274,644,5199,700,1329,15053,1722,10617,2158,6235,7488,636,5033,936
116,59,1459,2853,3398,3567,497,2581,449,966,7277,935,5170,1137,3779,3696,420,2570,644
116,60,1030,1715,1900,2065,194,1483,306,436,4325,469,2899,831,2028,2138,204,1373,458
116,61,21235,50513,52726,56141,6423,39487,9295,23545,118252,13039,80309,24221,57690,61558,5983,40297,14202
116,62,22464,47375,56528,58489,8261,41572,8349,20169,120726,16304,84634,19661,60845,62177,7761,42927,11110
117,58,153,342,61,225,0,79,108,12,481,0,194,255,180,223,0,71,132
117,59,1328,2466,1706,2531,276,1622,484,390,5021,638,3117,1200,2275,2448,252,1441,613
117,60,2051,4723,4144,5225,632,3455,945,966,10767,1402,6976,2183,5658,5322,666,3332,1116
117,61,8899,19727,18476,21682,2564,14737,3703,5732,44835,5454,29875,9088,22922,22763,2395,14730,4974
117,62,4869,7531,7411,8595,840,5965,1236,1603,17890,1860,11800,3778,7925,8883,847,5460,1860
118,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,58,25258,48869,45906,55370,8967,37567,8076,16614,114498,18118,76442,19528,52070,58869,8665,38484,10924
118,59,8472,14794,10084,14793,1746,9704,2557,2658,30156,3881,19357,6384,13167,14930,1663,9242,3232
118,60,5357,8084,4852,8299,827,4878,1175,823,17536,2036,10498,4016,5964,8331,702,4526,1619
118,61,7456,11026,8271,11995,1420,7868,1498,1506,25003,3291,15866,4999,9891,12232,1358,7151,2380
118,62,22937,37446,36184,41653,4856,28695,5916,10177,87905,10927,58270,17576,38928,45489,4717,28679,9556
118,63,3528,3705,2803,3970,275,2515,541,172,8655,857,5245,2114,2594,4222,281,2325,879
118,64,2087,2324,1947,2525,202,1799,222,101,5155,636,3456,959,1890,2610,199,1607,353
119,57,12381,26819,23560,28578,4181,19351,4792,8598,58994,8241,39075,11531,29044,30285,3909,19548,6591
119,58,11310,15869,8241,15518,2158,9729,2180,737,31601,4800,19334,6458,10903,15206,2013,8587,3024
