x,y,val
244,21,586
120,224,93
196,75,915
164,174,1949
192,187,219
212,155,3625
235,79,2437
184,218,3
239,50,898
161,54,2101
135,220,923
182,147,1012
180,245,44
174,235,27231
176,35,4681
200,71,834
250,41,113
109,166,859
145,75,2861
172,24,1531
221,64,1721
190,20,645
175,153,3080
193,34,983
183,254,5
231,151,1148
209,147,2417
142,205,8548
246,44,2157
220,164,1178
230,24,13030
230,22,273
223,65,9716
158,229,13
249,109,8544
138,209,1572
214,114,2291
162,118,25823
163,220,112
103,196,668
186,64,1276
132,184,2887
154,43,1156
240,45,596
203,121,4387
238,107,1229
208,173,3890
223,69,1481
221,118,2571
131,203,600
94,197,55
212,134,3078
215,87,1472
191,227,118
195,82,950
220,16,131
117,214,1876
229,81,620
148,58,4007
198,131,5130
231,56,999
135,216,47
93,200,73
185,142,1273
220,38,2073
211,4,301
197,166,5918
174,171,2357
215,76,915
80,173,405
218,141,6884
162,219,52
207,41,350
222,34,630
236,3,1488
171,168,183
140,215,9083
225,80,2450
121,195,456
165,209,5
133,165,453
174,132,9398
196,217,39
151,242,8
173,24,1164
119,109,240
104,190,895
175,134,6600
204,176,19627
108,210,13
162,147,707
147,68,215
118,200,272
192,112,950
207,207,7442
196,125,5285
179,40,1937
194,161,1261
127,202,2577
187,72,2027
239,25,679
195,160,31614
198,213,292
194,35,2196
198,220,14
118,222,240
203,24,252
172,250,6
192,19,403
187,222,4
228,156,942
189,27,1175
172,210,2700
139,197,4074
176,234,21762
253,1,533
187,169,18577
238,87,1750
92,169,48
232,100,684
156,61,445
118,179,408
85,154,33
188,53,740
168,230,16893
184,130,10765
158,65,907
237,97,597
212,17,2205
181,143,1222
216,90,985
138,115,4742
189,254,2
186,242,981
207,46,2765
203,184,15825
255,4,535
173,29,2177
114,194,382
117,200,283
182,115,3015
235,147,833
179,205,4325
186,10,3427
198,209,2937
208,77,1064
191,73,695
145,214,6919
233,150,10625
229,65,4413
183,63,1199
219,113,60969
114,180,438
176,169,512
179,249,41
203,19,5294
194,120,2579
207,168,3875
106,209,880
126,229,211
224,31,1175
235,49,545
240,36,141
227,20,1671
186,61,17580
187,28,600
191,220,13916
163,172,176
201,50,511
249,77,1457
229,47,1661
178,154,316
239,59,6313
167,168,30
234,73,2456
239,104,816
200,28,574
234,62,2529
228,47,937
140,212,2085
159,253,7
96,168,589
165,237,19
219,16,160
176,236,460
236,88,613
143,66,1058
219,53,433
114,175,522
156,76,4338
157,60,518
176,160,218
205,59,2623
190,50,698
211,78,784
247,11,515
253,40,1914
172,27,2161
95,196,8
118,210,1469
132,196,514
146,63,559
202,203,7363
88,176,1359
193,157,5743
250,57,299
198,249,1900
215,118,2696
217,81,11
216,182,139
170,143,213
203,141,821
222,52,482
179,228,5287
219,36,128
214,128,153546
184,10,1606
177,233,22652
132,216,627
233,122,20559
143,115,4596
192,160,965
212,151,1484
166,239,58
196,166,882
188,216,25
226,153,921
199,47,1643
181,37,4408
215,18,5301
217,115,677
126,221,897
184,158,37409
131,177,538
199,224,399
178,220,114
160,112,22311
191,9,598
136,171,10685
152,117,1510
210,154,17965
244,72,945
254,88,424
210,87,1120
149,211,6986
136,74,2110
188,127,1586
91,170,232
136,183,79588
242,54,2023
191,193,20
153,119,454
232,58,894
225,58,6946
162,178,1354
198,73,830
192,136,2083
193,167,541
188,138,601
238,0,305
241,78,1792
202,127,27911
239,48,2116
222,45,271
232,143,716
96,207,371
189,83,532
215,175,848
197,140,2342
199,144,1085
213,12,676
243,20,265
231,153,1370
239,149,12204
237,107,1358
153,116,7404
197,24,1097
236,4,439
102,192,1447
253,23,561
168,64,639
205,191,2993
170,247,15
231,27,2208
232,18,264
217,5,549
161,117,325
243,64,76376
117,187,1479
233,136,28216
190,168,15411
192,49,1720
123,204,483
200,226,742
127,169,116
176,22,1214
156,148,416
124,201,337
193,67,697
202,166,47482
175,232,63087
167,156,64
252,12,663
225,144,3305
103,182,374
201,62,405
232,92,978
121,192,346
232,59,584
230,9,471
192,79,1662
170,159,230
222,90,2376
166,241,52
173,209,63
227,78,3363
249,13,10557
220,137,746
207,54,2093
187,145,1729
248,54,12136
221,135,3768
240,35,348
220,167,515
211,32,669
136,197,1407
254,59,254
192,28,958
217,69,376
218,154,1383
203,220,6
216,51,251
236,155,12043
241,105,2233
96,193,43
212,19,256
159,152,836
228,17,566
135,112,12337
185,149,2213
216,162,446
187,178,51062
86,156,408
198,182,86659
225,74,2512
182,186,23488
183,213,1088
134,199,2589
164,142,3293
158,47,579
183,138,18501
92,177,540
174,153,103
212,14,4413
196,151,129885
190,12,1617
197,48,5971
208,37,586
186,129,11708
202,162,88133
220,71,2216
185,81,904
111,158,669
192,15,7576
173,37,2882
249,22,2429
181,130,23859
126,227,909
220,166,251
216,114,2918
179,118,880
155,226,44
203,250,989
227,121,21453
184,215,111
77,173,124
124,173,635
219,140,1392
144,218,2732
126,180,498
195,161,8721
166,33,3061
110,191,358
216,147,8141
238,75,7742
231,26,574
161,240,3437
249,106,8015
231,144,2874
152,63,267
177,18,560
182,4,615
189,206,479
213,65,566
197,116,54412
206,41,681
207,34,2096
207,27,568
216,27,466
196,7,449
190,79,2934
211,82,19
188,190,169
247,74,2035
199,188,3419
255,111,30297
216,169,305
222,5,276
198,227,3006
137,210,10118
128,198,3142
168,50,946
164,238,75
105,191,4482
175,132,19588
189,142,519
198,138,1609
176,216,60
248,59,787
188,21,752
172,158,3717
195,68,1839
98,166,828
193,252,13
188,220,14
182,20,1856
189,0,699
255,85,3868
194,48,838
203,46,892
185,198,1208
251,34,334
94,207,114
126,175,14105
212,25,861
93,177,660
85,160,337
193,47,1127
120,167,698
239,100,2870
121,204,1480
191,81,700
247,7,835
86,172,10550
168,37,5158
90,155,800
159,49,3211
178,151,1082
151,124,549
202,55,2161
181,49,1558
191,54,17750
97,169,490
111,197,369
115,196,598
205,21,8238
202,254,79
218,162,2217
81,161,246
154,77,2078
195,140,1090
243,106,4155
145,116,604
180,46,1543
255,112,7435
197,80,9419
234,48,638
178,5,789
170,133,6464
87,155,592
177,221,110
125,191,3466
210,123,24624
212,0,558
150,123,728
216,132,8172
216,171,172
174,148,620
215,79,2925
213,55,911
203,251,615
186,187,317
230,123,114
187,210,763
137,184,144961
213,155,4637
122,163,675
121,215,52
238,146,5300
154,68,1906
169,42,2199
201,66,323
201,61,1955
160,238,11
219,75,1973
166,170,2148
174,159,973
248,85,1078
