x,y,Ind,Ind_0_3,Ind_11_17,Ind_18_24,Ind_25_39,Ind_40_54,Ind_4_5,Ind_55_64,Ind_65_79,Ind_6_10,Ind_80p,Ind_inc,Ind_snv,imputed
0,0,3,0,0.1,0,0.3,0.7,0,0.8,0.6,0.2,0.3,0,67236.6,1
0,1,4,0,0.2,0,0.4,1,0,1,0.8,0.2,0.4,0,89648.8,2
0,3,4,0.2,0.8,0.2,0.6,0.8,0,0.8,0.4,0.2,0,0,88215.8,2
0,7,10,0.4,0.5,0.5,1.5,2.4,0.5,1.7,1.4,1,0.1,0,225481.5,2
0,8,4,0.2,0.2,0.2,0.6,1,0.2,0.7,0.5,0.4,0,0,90192.6,1
0,9,2,0.1,0.1,0.1,0.3,0.5,0.1,0.3,0.3,0.2,0,0,45096.3,1
0,27,2,0.1,0,0.1,0.2,0.5,0.1,0.4,0.2,0.3,0.1,0,50594.6,1
0,35,3,0.3,0.3,0.1,0.6,0.9,0,0.3,0.2,0.1,0.2,0,62828.4,2
0,36,11,1,1.2,0.7,2,3,0,1.3,0.7,0.4,0.7,0,230370.8,3
0,37,32,1.2,6.7,1.8,5.2,8.1,0.4,2.7,1.9,3,1,0,662915.5,4
0,38,14,0.2,3.4,0.8,2.2,3.4,0.3,0.9,0.8,1.7,0.3,0,288783.6,3
0,40,2,0,0.2,0,0.1,0.3,0,0.4,0.8,0,0.2,0,45718.3,1
0,43,11,0,0.9,1.1,0.2,3.5,0.2,1.8,2.9,0.2,0.2,0,223332.3,2
0,44,7,0,0.6,0.7,0.2,2.1,0.1,1.1,1.9,0.1,0.2,0,142120.5,1
0,47,7,0.4,0.8,0,1.3,1.3,0.1,1.1,1.3,0.2,0.5,0,139930.9,2
0,48,33,1.1,4.6,0.2,5,6.9,0.3,4.6,6.1,0.8,3.4,0,645328,4
0,49,25,0.8,3.5,0.1,3.7,5.2,0.3,3.5,4.7,0.6,2.6,0,488884.9,3
0,50,66,4.6,2.1,7.1,14.2,10.2,4,8.1,5.2,3.5,7,0,1221610.9,1
0,51,65,3.9,4.1,7.6,10.9,11.2,1.6,7,10.2,3.1,5.4,0,1361885.8,3
0,52,28,1.3,1.2,2.8,4.2,5.8,0.7,4.2,6.4,1.2,0.2,0,571490.2,3
0,56,8,0.1,0.3,0.4,0.7,1.6,0.1,1.5,2,0.4,0.9,0,157584.1,3
0,57,7,0.1,0.2,0.4,0.6,1.4,0.1,1.4,1.8,0.2,0.8,0,137886.1,4
0,59,2,0,0.1,0.1,0.2,0.4,0,0.4,0.5,0.1,0.2,0,39396,1
0,62,8,0.2,0.9,0,1.6,1.2,0.2,0.7,2.3,0.2,0.7,0,176886.1,3
0,64,7,0.4,0.8,0,1.3,1.4,0,0.4,2,0.4,0.3,0,170725.9,2
0,65,4,0.1,0,0.4,0.3,0.3,0,0.8,0.7,0.1,1.3,0,93266.1,3
0,66,9,0.4,0,0.9,0.5,0.5,0,1.9,1.4,0.5,2.9,0,209848.9,2
0,67,2,0.1,0.3,0.1,0.1,0.5,0,0.4,0.5,0,0,0,44377.1,1
0,73,2,0,0.1,0.1,0.1,0.5,0,0.3,0.6,0.1,0.2,0,41720.7,1
0,74,5,0,0.3,0.2,0.2,1.3,0,0.8,1.5,0.2,0.5,0,104301.7,2
0,75,2,0,0.3,0.1,0.2,0.2,0,0.3,0.6,0.1,0.2,0,41331.5,1
0,77,2,0,0.3,0.1,0.2,0.2,0,0.3,0.6,0.1,0.2,0,41331.5,1
0,78,8,0.2,1.1,1.2,0.8,1.7,0.2,1,0.8,0.6,0.4,0,179782.2,1
0,82,4,0,0.3,0.2,0.6,0.3,0,1.3,0.9,0.2,0.2,0,96586,1
0,83,1,0,0.1,0,0.2,0.1,0,0.3,0.2,0,0.1,0,24146.5,1
0,86,1,0.1,0,0.1,0.1,0,0,0.2,0.3,0,0.2,0,21752.8,1
0,90,2,0.1,0.3,0,0.2,0.5,0,0.3,0.2,0.2,0.2,0,44685.1,1
0,91,2,0.1,0.3,0,0.2,0.5,0,0.3,0.2,0.2,0.2,0,44685.1,1
0,92,3,0.2,0.4,0.1,0.3,0.7,0.1,0.4,0.3,0.2,0.3,0,67027.7,1
0,101,10,0.1,0.6,0.2,1.3,1.4,0,2.4,2.2,0.5,1.1,0.2,187449.5,1
0,105,4,0,1,0.1,0.2,1,0,0.5,0.8,0.3,0.1,0,93453.9,1
0,109,4,0,1,0.1,0.2,1,0,0.5,0.8,0.3,0.1,0,93453.9,1
0,114,4,0.1,0.2,0.2,0.5,0.9,0.1,0.6,0.9,0.2,0.3,0,89366.7,1
0,116,7,0,0,0,0.8,0.8,0.3,1.6,2.7,0.3,0.5,0,132518.1,1
0,117,9,0,0,0,1,1,0.4,2.1,3.5,0.4,0.6,0,170380.4,2
0,118,2,0,0.2,0.1,0.2,0.6,0.1,0.1,0.4,0.1,0.2,0,44147.3,1
1,0,2,0,0.1,0,0.2,0.5,0,0.5,0.4,0.1,0.2,0,44824.4,1
1,1,2,0,0.1,0,0.2,0.5,0,0.5,0.4,0.1,0.2,0,44824.4,1
1,3,10,0.3,2.1,0.4,1.7,2.1,0,2.1,1,0.3,0,0,220539.5,1
1,4,14,0.5,2.8,0.6,2.4,2.9,0,2.9,1.4,0.5,0,0,308755.2,3
1,5,2,0,0.2,0.2,0.2,0.4,0.2,0.4,0.2,0.2,0,0,45096.4,2
1,8,4,0.2,0.2,0.2,0.6,1,0.2,0.7,0.5,0.4,0,0,90192.6,1
1,9,3,0.1,0.2,0.2,0.4,0.7,0.2,0.5,0.4,0.3,0,0,67644.5,1
1,19,8,0.2,1,0.8,0.9,3,0.2,0.7,0.7,0,0.5,0,203811.4,2
1,20,2,0.2,0.2,0.2,0.4,0.5,0.1,0.1,0.1,0.2,0,0,45686.8,1
1,21,14,1.2,1.3,1.3,2.5,3.7,0.8,0.8,0.8,1.6,0,0,319807.3,3
1,25,9,0.4,0.1,0.5,1,2.1,0.4,1.8,0.9,1.3,0.5,0,227675.8,2
1,27,7,0.3,0.2,0.4,0.8,1.6,0.3,1.4,0.7,0.9,0.4,0,177081.2,2
1,28,18,0.7,0.3,1,2.1,4.3,0.7,3.5,1.8,2.5,1.1,0,455351.6,2
1,35,7,0.6,0.9,0.4,1.3,1.9,0,0.9,0.4,0.2,0.4,0,146599.6,1
1,37,3,0.3,0.3,0.2,0.5,0.8,0,0.4,0.2,0.1,0.2,0,62828.4,1
1,38,2,0,0.5,0.1,0.3,0.5,0,0.2,0.1,0.3,0,0,41254.8,1
1,39,14,0.2,3.4,0.8,2.2,3.4,0.3,0.9,0.8,1.7,0.3,0,288783.6,2
1,42,2,0,0.2,0,0.1,0.3,0,0.4,0.8,0,0.2,0,45718.3,1
1,43,6,0,0.5,0.6,0.1,1.9,0.1,1,1.6,0.1,0.1,0,121817.6,1
1,44,25,0,2,2.5,0.6,7.6,0.4,4.1,6.6,0.6,0.6,0,507573.3,2
1,45,3,0.3,0.1,0.1,0.7,0.4,0.1,0.6,0.5,0.1,0.1,0,63230.8,1
1,47,6.5,0.6,0.4,0.1,1.4,1,0.1,1.2,1.2,0.2,0.3,0,134717.8,2
1,48,10,0.4,1.4,0,1.5,2.1,0.1,1.4,1.9,0.2,1,0,195554,2
1,49,1,0,0.1,0,0.2,0.2,0,0.2,0.2,0,0.1,0,19555.4,1
1,50,47,1.6,1.3,2,7.3,4.1,0.2,6.1,15.1,1.3,7,1,837117.7,3
1,51,25,1.5,0.9,2.8,3.8,5.6,0.6,3.1,5.6,0.9,0.2,0,514399.3,2
1,52,2,0,0.1,0.1,0.3,0.3,0.1,0.5,0.5,0.1,0,0,39606.3,1
1,54,3,0,0.2,0.2,0.4,0.4,0.1,0.8,0.7,0.2,0,0,59409.4,2
1,55,1,0,0,0.1,0.1,0.2,0,0.2,0.3,0,0.1,0,19698,1
1,57,5,0.1,0.2,0.2,0.4,1,0.1,0.9,1.3,0.2,0.6,0,98490.1,1
1,63,6,0.3,0.7,0,1.2,1.2,0,0.4,1.7,0.3,0.2,0,146336.5,2
1,64,71,2.9,4.8,7,14.8,10.9,1.5,7.9,17.3,2.4,1.5,0,1494908.9,2
1,66,6,0.3,0,0.6,0.3,0.3,0,1.3,0.9,0.3,2,0,139899.3,2
1,68,5,0.2,0.8,0.3,0.2,1.3,0,1.1,1.1,0,0,0,110942.7,1
1,69,3,0.1,0.5,0.2,0.1,0.7,0,0.7,0.7,0,0,0,66565.6,1
1,74,15,0,1.2,0.6,0.6,3.8,0,2.5,4.4,0.6,1.3,0,312905,2
1,75,14,0,2.3,1,1.3,1.4,0,1.7,4.5,0.4,1.4,0,289320.8,3
1,77,5,0.1,0.7,0.7,0.5,1.1,0.1,0.6,0.5,0.4,0.3,0,112363.9,1
1,78,1,0,0.1,0.2,0.1,0.2,0,0.1,0.1,0.1,0.1,0,22472.8,1
1,80,2,0,0.1,0.1,0.3,0.2,0,0.6,0.5,0.1,0.1,0,48293,1
1,86,2,0.2,0,0.1,0.3,0.1,0,0.3,0.6,0,0.4,0,43505.6,1
1,90,4.5,0.3,0.6,0.1,0.4,1.1,0.1,0.6,0.4,0.4,0.5,0,100541.5,1
1,92,2,0.1,0.3,0,0.2,0.5,0,0.3,0.2,0.2,0.2,0,44685.1,1
1,97,7,0.3,0,0.2,1,1.5,0.1,2.1,1.3,0.2,0.3,0,134862.2,1
1,99,7,0.4,0,0.2,1,1.4,0.1,2.1,1.3,0.1,0.4,0,134862.1,3
1,105,4,0,1,0.1,0.2,1,0,0.5,0.8,0.3,0.1,0,93453.9,1
1,106,1,0,0.2,0,0.1,0.3,0,0.1,0.2,0.1,0,0,23363.5,1
1,116,4,0,0,0,0.5,0.5,0.1,0.9,1.5,0.2,0.3,0,75724.6,1
1,117,6,0,0.2,0.1,0.6,1,0.3,1.1,2,0.3,0.4,0,119871.9,3
1,118,1,0,0.1,0.1,0.1,0.3,0,0.1,0.2,0,0.1,0,22073.7,1
