x,y,val
1,217,6344
2,195,1382
107,48,253
110,45,18
119,50,2096
6,215,2359
109,49,381
2,214,3249
6,214,1
105,49,468
107,50,1076
104,48,5286
109,47,3739
119,51,341
120,50,1572
4,216,533
2,194,120
8,212,489
7,213,135
2,196,335
102,49,868
106,50,543
1,216,4678
1,195,2493
0,215,11720
5,215,3157
9,213,1664
1,196,357
105,46,2719
3,215,810
6,213,1435
110,47,396
8,214,950
105,48,853
1,215,12384
3,194,391
106,47,5725
104,51,551
110,46,14533
106,45,7929
3,213,5768
104,47,6292
106,49,2332
109,48,2778
3,216,11532
104,49,1
120,51,1474
103,51,264
109,46,5671
108,47,406
4,212,161
2,215,6589
2,216,9888
0,219,2138
3,195,427
106,48,472
108,45,27893
103,49,5247
108,49,2934
107,45,28885
103,48,2977
7,214,861
104,50,51
0,220,515
7,212,3190
3,214,219
107,46,48023
105,47,8887
1,218,2272
0,217,797
111,46,3615
4,215,780
107,49,1580
109,45,8294
0,216,24062
106,46,49004
2,217,714
103,52,626
0,218,1089
3,196,47
4,213,4331
103,50,105
102,50,2000
9,212,142
105,50,670
6,212,1074
102,51,909
108,46,5443
7,215,1071
104,52,624
9,214,421
5,212,40
5,213,1110
2,213,63
108,48,981
