x,y,value
0,74,119470
0,75,59735
0,76,215292
0,77,107646
0,79,132504
0,80,265008
0,122,329470
0,123,164735
1,79,66252
1,80,132504
1,81,131900
1,82,65950
1,122,658940
1,123,329470
2,81,263800
2,82,131900
3,84,78719
3,85,157438
3,125,338336
3,126,169168
4,84,157438
4,85,314876
4,125,169168
4,126,84584
5,86,157590
5,87,315180
6,86,78795
6,87,157590
6,88,71533
6,89,143066
7,88,143066
7,89,286132
9,89,93466
9,90,186932
10,89,186932
10,90,373864
12,91,272728
12,92,136364
13,91,136364
13,92,68182
13,112,82003
13,113,164006
14,110,344204
14,111,172102
14,112,164006
14,113,328012
15,104,137476
15,105,68738
15,110,172102
15,111,86051
15,122,110300
15,123,55150
16,96,76301
16,97,152602
16,99,137770
16,100,68885
16,104,274952
16,105,137476
16,118,252252
16,119,126126
16,122,220600
16,123,110300
17,96,152602
17,97,305204
17,99,275540
17,100,137770
17,118,504504
17,119,252252
24,124,94088
24,125,47044
25,124,188176
25,125,94088
26,125,89374
26,126,44687
27,125,178748
27,126,89374
