x,y,2006,2011,2018
44,105,5,3,3
44,106,0,0,33
88,125,34,42,38
88,126,139,228,217
88,127,57,69,85
45,105,2,8,7
89,126,939,1150,1013
89,127,475,587,567
90,126,76,95,84
90,127,92,132,126
91,126,35,42,44
91,127,44,58,50
92,125,0,0,7
92,126,16,15,13
92,127,5,1,1
93,126,1,0,0
10,110,364,410,347
10,111,885,910,777
10,112,422,447,399
10,113,256,243,204
10,117,0,0,492
10,118,1,1,219
11,110,479,553,512
11,111,318,397,329
11,112,153,116,97
11,127,14,10,8
11,109,118,132,121
12,110,345,354,328
12,111,92,72,66
12,112,6,2,2
12,124,2,4,2
12,125,2,3,3
12,126,45,44,0
12,108,822,857,790
12,109,1049,1278,1209
13,110,199,210,194
13,111,29,28,25
13,112,86,76,70
13,125,106,103,92
13,126,489,492,429
13,107,283,317,303
13,108,1175,1266,1196
13,109,494,647,596
14,110,184,125,115
14,111,4,0,0
14,112,27,27,25
14,106,16,13,12
14,107,948,1016,990
14,108,780,915,851
14,109,289,321,296
15,110,240,229,222
15,111,118,83,77
15,112,54,51,46
15,113,1,0,0
15,105,10,6,6
15,106,598,570,525
15,107,846,989,924
15,108,525,554,519
15,109,148,149,175
16,110,202,197,182
16,111,146,125,115
16,112,91,91,0
16,113,56,43,40
16,105,247,251,234
16,106,613,561,523
16,107,351,381,354
16,108,291,311,375
16,109,103,85,78
17,120,169,167,157
17,121,167,168,154
17,110,286,238,235
17,122,80,75,71
17,112,11,9,2
17,123,2,0,0
17,113,469,425,401
17,114,144,131,121
17,104,101,113,104
17,105,914,814,812
17,106,366,391,360
17,107,289,285,263
17,119,130,133,117
17,108,3,0,0
17,109,359,416,383
18,120,710,672,600
18,121,403,385,344
18,110,9,7,0
18,111,1,0,0
18,122,202,194,189
18,113,91,84,0
18,114,238,221,204
18,103,287,268,247
18,104,2102,2278,2268
18,115,19,16,14
18,105,1423,1395,1360
18,116,1,0,0
18,117,22,25,22
18,106,862,806,768
18,118,439,411,368
18,107,212,188,173
18,119,177,169,156
18,108,406,404,404
18,109,102,85,78
19,120,261,249,224
19,122,84,84,74
19,102,257,220,203
19,103,5538,4751,4372
19,114,3,4,4
19,104,2630,3294,3126
19,115,1,0,0
19,105,1011,1053,1034
19,106,2047,1895,1862
19,107,1892,1792,1699
19,118,109,88,97
19,108,768,683,633
19,119,224,211,193
19,109,391,352,376
0,122,316,295,276
0,123,525,534,500
0,124,84,78,73
0,125,155,149,144
0,126,57,52,49
0,127,16,22,21
1,121,33,30,28
1,122,61,58,54
1,123,107,94,88
1,124,114,99,103
1,125,103,91,90
1,126,66,57,53
1,127,89,70,65
1,120,230,204,191
2,121,241,270,255
2,122,152,164,162
2,123,231,225,213
2,124,111,99,93
2,125,8,5,5
2,118,17,22,21
2,119,216,197,190
2,120,136,145,155
3,121,17,20,19
3,122,107,90,84
3,123,15,15,14
3,117,62,43,40
3,118,500,503,486
3,119,571,570,533
3,120,289,270,253
4,116,10,4,4
4,117,581,571,544
4,118,829,865,809
4,119,398,376,353
4,120,7,9,13
5,125,1,0,0
5,115,42,44,41
5,116,634,635,594
5,117,509,495,463
5,118,445,454,425
5,119,132,126,118
6,114,71,57,48
6,115,617,616,575
6,116,786,762,713
6,117,700,670,627
6,118,186,174,163
6,119,4,4,4
7,112,6,3,3
7,113,242,207,174
7,114,313,319,268
7,115,120,98,87
7,116,240,232,217
7,117,84,93,87
7,118,6,4,4
8,111,82,63,53
8,112,611,645,582
8,113,948,1102,984
8,114,708,774,726
8,115,367,450,378
8,116,75,62,55
8,117,1,0,0
9,110,145,152,175
9,111,1010,1114,1024
9,112,660,695,587
9,113,447,493,418
9,114,248,250,210
9,115,3,1,1
9,116,5,6,5
20,122,82,71,63
20,102,706,745,657
20,103,2215,2073,1922
20,104,2583,3227,3012
20,105,1655,1681,1592
20,106,2715,2542,2474
20,107,415,389,374
20,118,4,0,0
20,119,40,37,33
20,109,6,3,3
20,120,4,0,0
21,110,147,168,155
21,122,17,19,17
21,100,114,106,94
21,101,2165,3119,2752
21,102,1646,1755,1548
21,103,1781,1887,1691
21,104,1221,1496,1359
21,105,708,670,621
21,106,483,445,418
21,107,203,178,164
21,108,20,26,24
21,109,401,439,405
22,110,748,850,799
22,121,105,85,75
22,111,141,144,135
22,100,156,333,294
22,122,212,175,155
22,112,168,147,135
22,101,3905,4371,3856
22,102,3979,5387,4772
22,103,3940,5073,4475
22,104,3180,3843,3399
22,105,1897,1858,1650
22,106,325,362,331
22,117,1,0,0
22,107,7,17,15
23,121,48,52,46
23,100,427,519,458
23,122,778,800,712
23,112,132,114,105
23,101,4381,5219,4892
23,102,3731,4864,4531
23,113,123,135,124
23,103,3393,4499,4337
23,104,3630,3926,3475
23,105,2523,2714,2467
23,117,90,64,57
23,106,383,464,409
24,121,221,224,198
24,100,24,51,66
24,122,250,261,231
24,101,4567,5029,4662
24,102,4149,4762,4596
24,113,5,4,4
24,103,3484,3974,3634
24,104,3613,3761,3327
24,105,90,92,104
24,118,100,79,70
24,119,29,25,22
24,120,127,100,88
25,121,302,258,233
25,122,12,15,13
25,100,1,0,0
25,101,4448,4415,3914
25,102,4938,5149,4689
25,103,3416,3553,3238
25,104,1365,1513,1353
25,105,6,8,0
25,106,0,7,6
25,118,24,22,19
25,119,226,189,167
25,120,210,180,159
26,121,232,205,189
26,100,1587,1529,1433
26,101,4748,5080,5183
26,102,2293,2284,2368
26,103,1694,1879,1664
26,104,2177,2156,1941
26,105,21,16,14
26,106,3,0,0
26,120,30,36,32
27,121,156,135,118
27,100,2789,2770,2684
27,101,3935,4273,5319
27,102,1744,1908,1835
27,103,295,290,256
27,104,179,204,180
27,106,2,0,0
27,119,5,0,0
27,120,20,11,10
28,99,143,176,155
28,120,269,278,243
28,121,62,55,48
28,100,1494,1575,1389
28,111,2,0,0
28,101,1638,1622,1446
28,102,425,454,406
28,113,1,0,0
28,103,35,34,30
28,104,15,19,17
28,105,1,0,0
28,106,2,3,3
28,119,7,3,3
29,99,611,984,941
29,120,23,30,26
29,121,9,0,0
29,100,56,98,98
29,101,715,767,741
29,102,262,208,202
29,103,23,12,11
29,104,48,44,40
29,115,1,0,0
29,105,8,0,0
29,119,30,33,30
29,109,1,0,0
29,98,225,214,217
30,99,3762,5420,5551
30,120,291,266,233
30,110,36,26,23
30,121,4,0,0
30,100,1313,1857,1891
30,101,311,310,329
30,102,411,427,444
30,103,152,139,141
