x,y,Ind,Men,Men_1ind,Men_5ind,Men_coll,Men_fmp,Men_mais,Men_pauv,Men_prop,Men_surf,imputed
0,3,4,1.2,0.2,0.2,0,0,1.2,0,1.1,134.8,1
0,8,8,2.7,0.1,0.5,0,0.1,2.7,0,2.4,270.1,1
0,9,49,19.4,2.2,1.5,0,0.2,19.4,0,18.5,1885.9,2
0,10,2,0.7,0.1,0.1,0,0,0.7,0,0.6,79.2,1
0,11,18,6.4,1.2,1,0,0,6.4,0.2,5.4,712.4,3
0,13,2,0.8,0.1,0.1,0,0,0.8,0.1,0.6,86.1,1
0,17,52,22.2,7.6,2.5,0,0.9,22.2,0,17,2079.1,4
0,19,4,1.2,0.1,0.4,0,0.1,1.2,0.2,1.2,142.1,1
0,20,8,3.2,0.4,0.2,0,0.2,3.2,0.4,3.2,311.8,1
0,21,3,1.2,0.2,0.1,0,0.1,1.2,0.2,1.2,116.9,1
0,22,8,3.2,0.5,0.2,0,0.2,3.2,0.5,3.2,311.8,2
0,23,4,1.5,0.3,0.1,0.1,0.1,1.4,0,1.2,137.8,1
0,24,19,6.9,1.3,0.7,0.2,0.4,6.7,0.2,5.7,654.4,3
0,25,73,29.3,8.5,1.7,0.2,3.4,29.1,2.2,24,2509.8,1
0,26,214,100,37,4.3,34.8,13.3,65.2,17,49.1,8074.9,1
0,27,284.5,139.2,65.3,13.4,70,20.4,69.2,23,55,12216.1,1
0,28,270,130,48,2,7,14,123,19,78,12326,0
0,29,156.5,62.7,12.2,7.1,0,9,62.7,7.1,34.6,5501.6,1
0,30,13,4.2,0.7,0.7,0.1,0.1,4.1,0.4,3.7,453.9,4
0,33,18.5,7.1,1.5,1.2,0,0,7.1,1.5,6,674.9,2
0,34,5,1.9,0.4,0.3,0,0,1.9,0.4,1.6,182.4,1
0,36,24,8.4,1.8,1.2,0,0,8.4,0,7.8,900.6,1
0,40,13,4.3,0.2,0.2,0,0.2,4.3,0.4,3.9,466.3,1
0,41,9,3,0.1,0.1,0,0.1,3,0.3,2.7,322.8,2
0,47,14,5.8,0.9,0.5,0,0.5,5.8,0.5,4.3,602,2
0,50,8,3.4,0.3,0.3,0,0.6,3.4,0.6,2.7,348.3,2
0,51,1,0.4,0.1,0,0,0,0.4,0,0.3,40.4,1
0,55,6,2.7,0.7,0.1,0,0,2.7,0.4,2.1,241.9,2
0,59,2,0.9,0.3,0.1,0.1,0,0.8,0.1,0.7,85.2,1
0,62,2,0.9,0.3,0.1,0.1,0,0.8,0.1,0.7,85.2,1
0,63,4,1.7,0.4,0.2,0,0.1,1.7,0.2,1.5,181.7,1
0,64,3,1.3,0.3,0.2,0,0.1,1.3,0.2,1.2,136.3,1
0,66,4,1.8,0.4,0.2,0,0.2,1.8,0.2,1.6,181.8,2
0,67,9,3.9,0.9,0.5,0,0.2,3.9,0.5,3.5,408.9,1
0,71,22,9.3,2.8,0.3,0,0,9.3,1.3,8.2,1023,2
0,72,1,0.4,0.1,0,0,0,0.4,0.1,0.4,46.5,1
0,73,4,1.7,0.5,0.1,0,0,1.7,0.2,1.5,186,1
0,80,1,0.4,0.1,0.1,0,0,0.4,0.1,0.3,53.7,1
0,82,4,1.6,0.5,0.2,0,0.2,1.6,0.2,1.4,214.8,1
0,83,13,4.8,1,0.3,0,0,4.8,0.7,3,595.6,3
0,85,4,1.5,0.3,0.1,0,0,1.5,0.3,0.9,183.2,2
0,89,4,1.7,0.5,0,0,0.3,1.7,0.7,1.3,195.2,1
0,92,10,4.2,1.3,0,0,0.6,4.2,1.7,3.2,488,1
0,94,4,1.5,0.3,0.1,0,0,1.5,0.2,1.4,177.8,1
0,97,12,4.4,0.9,0.2,0,0,4.4,0.7,4.2,533.3,1
0,98,9,3.8,1.1,0.2,0,0.3,3.8,0.3,3.3,520.6,3
0,99,2,0.8,0.2,0,0,0.1,0.8,0.1,0.7,115.7,1
0,106,7,2.9,0.9,0.2,0,0.2,2.9,0.7,2.2,325.8,1
0,107,5,2.1,0.6,0.1,0,0.1,2.1,0.5,1.5,232.7,1
0,108,2,0.7,0.1,0.1,0,0,0.7,0.1,0.6,88.3,1
0,109,6.5,2.4,0.5,0.1,0,0,2.4,0.2,1.8,286.8,2
0,111,2,0.7,0.1,0.1,0,0,0.7,0.1,0.6,88.3,1
0,112,10,3.6,0.7,0.2,0,0,3.6,0.4,2.8,441.3,2
0,114,7,2.6,0.4,0.2,0,0,2.6,0.7,2.4,339.9,1
0,115,7,2.7,0.4,0.2,0,0,2.7,0.7,2.3,339.9,2
0,117,4,1.5,0.2,0.1,0,0,1.5,0.4,1.4,194.2,1
0,119,2,0.6,0.1,0.1,0,0,0.6,0.1,0.6,74.8,1
0,120,11,3.5,0.6,0.6,0,0,3.5,0.4,3.1,411.2,2
1,0,13,5,0.8,0.3,0,0.3,5,0.5,4.6,546.4,2
1,1,19,7.2,1.4,0.3,0,0.3,7.2,0.6,6.8,708.1,2
1,2,43,15,2.6,1.1,2,2.1,13,1.3,11.9,1593.1,1
1,4,8,2.7,0.3,0.3,0,0,2.7,0.1,2.2,293.6,1
1,5,5,1.7,0.2,0.2,0,0,1.7,0.1,1.4,183.5,1
1,7,74,26.6,6.7,2.6,0,0,26.6,2.1,23.3,2750.7,1
1,8,186.5,64,12,10,0,4,64,3,43,6326,0
1,9,55,20.2,4.7,1.8,0,1.4,20.2,0.4,17.9,2109.7,3
1,12,1,0.4,0.1,0.1,0,0.1,0.4,0.1,0.4,45.1,1
1,15,4,1.6,0,0,0,0.1,1.6,0.1,1,206.6,1
1,17,19,7.7,2.2,0.4,0,0,7.7,1.3,5.9,801.1,2
1,18,7,2.5,0.7,0.4,0,0.4,2.5,0,1,271,2
1,19,10.5,3.8,0.9,0.6,0,0.6,3.8,0,1.6,406.5,1
1,24,1,0.5,0.1,0,0,0,0.5,0,0.5,54.6,1
1,25,5,2.6,0.7,0,0,0,2.6,0.1,2.6,273,1
1,26,16,6.7,1.6,0.4,0,0.1,6.7,0.1,6.3,786.5,2
1,27,84,32.8,7.6,4.7,4,2.3,28.8,4.3,28.2,3842.1,2
1,28,48,21.1,7.2,1.8,4.3,2.5,16.8,4,15.4,2166.4,3
1,29,13,5.7,1.9,0.5,1.1,0.7,4.6,1.1,4.1,586.7,2
1,33,2,0.9,0.3,0.1,0,0.1,0.9,0.2,0.8,96.7,1
1,34,1,0.4,0.1,0.1,0,0,0.4,0.1,0.4,48.3,1
1,35,9,3.9,1.3,0.5,0,0.3,3.9,1,3.6,435.1,1
1,36,8,3.4,1.1,0.5,0,0.2,3.4,0.9,3.2,386.7,1
1,40,15,6,1.2,0.3,0,0.7,6,1.2,5.5,587.3,2
1,41,5,2,0.4,0.1,0,0.2,2,0.4,1.8,195.8,1
1,42,5,2,0.4,0.1,0,0.2,2,0.4,1.8,195.8,1
1,43,11,4,1.1,0.5,0,0.2,4,1.1,2.9,510.2,2
1,44,5,1.8,0.5,0.2,0,0.1,1.8,0.5,1.3,231.9,1
1,46,6,2.1,0.6,0.3,0,0.1,2.1,0.6,1.5,278.3,2
1,48,4,1.6,0.6,0.2,0,0,1.6,0.2,1.4,160,2
1,53,11,5.1,1.5,0.3,0.1,0.1,5,0.8,4.1,558.8,3
1,54,38,24.2,14,0.2,4.1,1.1,20.1,4.5,5.6,1788.6,1
1,55,36,16.1,5.2,1.2,0.2,0.4,15.9,2.6,14.1,1743.8,3
1,56,24,12.3,5.4,0.1,0,0,12.3,0.2,10.2,1152.4,1
1,57,1,0.4,0.1,0,0,0,0.4,0.1,0.4,45.5,1
1,60,9,3.8,1,0.2,0,0.2,3.8,0.5,2.9,389.2,1
1,62,11,4.6,1.2,0.2,0,0.2,4.6,0.7,3.6,475.7,3
1,63,9,3.6,0.8,0.2,0,0.2,3.6,0.8,2.9,333.2,2
1,71,21,8.5,2.5,1.1,0,0.7,8.5,1.1,6.8,1066.4,1
1,74,4,1.7,0.5,0.1,0,0,1.7,0.2,1.5,186,1
1,82,2,0.8,0.2,0.1,0,0.1,0.8,0.1,0.7,107.4,1
1,83,2,0.7,0.2,0.1,0,0.1,0.7,0.1,0.3,65.7,1
1,85,14,5.4,1.1,0.6,0.2,0.2,5.2,0.4,5,585.4,1
1,86,8,3.1,0.7,0.4,0.1,0.1,3,0.3,2.8,334.5,2
1,87,4,1.5,0.3,0.2,0,0.1,1.5,0.1,1.4,167.3,1
1,88,5,2.2,0.6,0.1,0,0.1,2.2,0.3,1.6,237.1,1
1,89,3,1.3,0.4,0.1,0,0.1,1.3,0.2,1,142.2,1
1,92,6,2.6,0.7,0.2,0,0.2,2.6,0.4,1.9,284.5,1
1,93,12,4.4,0.7,0.4,0,0,4.4,0.7,3.3,560.4,1
1,94,12,4.3,0.7,0.4,0,0,4.3,0.7,3.2,560.4,3
1,95,6,2.2,0.4,0.2,0,0,2.2,0.4,1.6,280.2,1
1,98,8,3.3,1.1,0.4,0,0.1,3.3,0.5,2.8,348.9,3
1,99,5,2.1,0.7,0.2,0,0.1,2.1,0.3,1.8,218.1,1
1,101,6,2.5,0.8,0.3,0,0.1,2.5,0.4,2.1,261.7,1
1,102,1,0.4,0.1,0,0,0,0.4,0.1,0.4,43.6,1
1,109,3,0.9,0.1,0.1,0,0.1,0.9,0.1,0.9,124.4,1
1,110,4,1.6,0.7,0.3,0,0,1.6,0.3,1.3,173.6,1
1,111,104,40.4,11.7,3.4,0,4,40.4,6.4,25.8,4281.4,2
1,112,24,9.7,4.3,1.5,0,0,9.7,1.5,7.7,1041.7,2
1,113,7,2.9,0.6,0.3,0,0.3,2.9,0.4,2.4,367.1,2
1,115,4,1.6,0.4,0.2,0,0.2,1.6,0.2,1.4,209.8,2
1,118,4,1.6,0.5,0.1,0,0.1,1.6,0.1,1.4,212,1
1,120,10,4,1.2,0.4,0,0.1,4,0.4,3.6,530,2
1,122,4,1.6,0.4,0.1,0,0,1.6,0.1,1.5,212,3
1,124,2,1,0.6,0.1,0,0.1,1,0.1,0.8,102.7,1
2,0,2,0.8,0.1,0,0,0,0.8,0.1,0.7,86.9,1
2,4,2,0.7,0.1,0.1,0,0,0.7,0,0.5,73.4,1
2,5,49,16.5,1.7,1.7,0,0,16.5,0.8,13.5,1779.9,3
2,7,63,20.7,4,3.2,0,0,20.7,0.8,19.1,2083,2
2,8,139,48.2,7.2,6.8,0,2.6,48.2,0.2,39.1,5243.9,2
2,9,34.5,12.6,2.9,1.2,0,0.9,12.6,0.3,11.2,1323.3,1
2,13,5,2,0,0,0,0.2,2,0.2,1.2,258.2,1
2,16,4,1.6,0.5,0.1,0,0,1.6,0.3,1.2,168.7,1
2,17,1,0.4,0.1,0,0,0,0.4,0.1,0.3,42.2,1
2,23,1,0.5,0.1,0,0,0,0.5,0,0.5,54.6,1
2,24,41,16.6,4.3,2,0,0,16.6,2.2,16.6,1556.5,2
2,27,40,16.6,4,1,0,0.4,16.6,0.4,15.6,1966.3,3
2,28,35,15.4,5.1,1.3,3.2,1.9,12.2,2.9,11.3,1579.7,3
2,29,14,6.2,2,0.5,1.2,0.8,5,1.1,4.5,631.9,2
2,30,6,2.7,0.9,0.2,0.6,0.3,2.1,0.5,1.9,270.8,2
2,40,15,6,1.2,0.2,0,0.7,6,1.2,5.5,587.3,2
2,46,9,3.2,0.9,0.4,0,0.2,3.2,0.9,2.3,417.4,2
2,47,2,0.7,0.2,0.1,0,0,0.7,0.2,0.5,92.8,1
2,48,1,0.4,0.1,0,0,0,0.4,0,0.4,40,1
2,51,5,2,0.7,0.2,0,0.1,2,0.2,1.8,200,1
2,53,27,12.4,3.8,0.7,0.3,0.3,12.1,1.9,10,1371.7,2
2,54,143.5,56,14.8,7.3,0.1,2.1,55.9,6.9,44.8,5834.5,1
2,55,95,37.2,13.4,3.9,0,2.3,37.2,10.8,23.6,3763.4,2
2,56,13,5.6,1.9,0.6,0,0.1,5.6,0.9,5.3,591.3,3
2,59,2,0.8,0.2,0,0,0,0.8,0.1,0.7,86.5,1
2,60,4,1.7,0.5,0.1,0,0.1,1.7,0.2,1.3,173,1
2,61,2,0.8,0.2,0,0,0,0.8,0.1,0.7,86.5,1
2,62,10,4.2,1.2,0.2,0,0.2,4.2,0.6,3.3,432.5,1
2,63,1,0.4,0.1,0,0,0,0.4,0.1,0.3,37,1
2,67,5,2,0.5,0.2,0,0.2,2,0.5,1.6,185,2
2,80,4,1.6,0.5,0.2,0,0.2,1.6,0.2,1.4,214.8,1
2,81,1,0.4,0.1,0.1,0,0,0.4,0.1,0.3,53.7,1
2,83,4,1.4,0.4,0.1,0,0.2,1.4,0.2,0.6,131.4,1
2,85,78,29,5,1,0,3,29,2,25,3219,0
2,86,26,10,2,1.1,0.4,0.4,9.6,0.8,9.3,1087.2,3
2,88,2,0.9,0.2,0.1,0,0.1,0.9,0.1,0.6,94.8,1
2,93,1,0.4,0.1,0,0,0,0.4,0.1,0.3,46.7,1
