x,y,2006,2011,2018
88,47,7,0,5
88,48,125,103,101
88,49,340,328,314
88,110,23,6,7
88,111,1853,2123,2227
88,112,15,0,5
88,113,39,177,195
88,114,2,0,0
88,116,75,44,49
88,118,2,0,0
88,93,1005,2131,2082
88,94,434,373,369
88,50,56,0,0
88,95,63,0,0
88,97,37,66,56
88,98,46,22,19
88,99,87,87,73
88,13,7,0,0
88,14,6,0,0
88,15,540,509,504
88,17,16,19,21
88,18,371,392,433
88,19,651,334,362
88,120,453,329,340
88,121,84,126,129
88,0,0,2,2
88,123,378,205,207
88,124,35,73,164
88,127,2183,2341,1708
88,8,120,130,130
88,20,239,164,168
88,21,765,363,332
88,66,53,113,127
88,22,290,470,430
88,67,61,25,28
88,23,36,0,0
88,24,626,338,313
88,25,652,339,316
88,26,521,297,281
88,27,2381,3904,3811
88,28,2,0,0
88,29,51,6,6
88,73,252,190,198
88,30,151,100,93
88,77,11,10,10
88,79,556,544,623
88,36,40,19,19
88,37,288,194,181
88,81,35,3,3
88,82,41,16,18
88,85,130,41,48
88,42,28,105,126
88,43,370,263,239
89,44,91,207,197
89,45,387,415,395
89,46,0,0,2
89,47,30,28,27
89,49,15,66,66
89,111,0,7,7
89,112,69,0,0
89,115,257,793,889
89,116,596,581,652
89,117,11,0,0
89,118,6,0,25
89,91,6,16,16
89,92,16,2,24
89,119,141,197,187
89,93,80,13,13
89,50,17,0,0
89,51,128,142,135
89,52,467,563,550
89,53,127,95,90
89,97,20,12,10
89,98,51,163,145
89,99,43,115,92
89,14,122,57,55
89,59,212,153,147
89,15,1811,1057,1028
89,16,320,342,330
89,17,0,13,14
89,18,41,121,136
89,19,621,533,622
89,120,63,65,96
89,121,46,153,155
89,122,1,15,52
89,2,44,0,0
89,123,0,0,3
89,3,152,137,126
89,124,4,0,1
89,127,867,1151,832
89,8,19,25,25
89,60,7,56,54
89,63,0,1,1
89,20,644,706,665
89,21,1767,1534,1405
89,22,359,424,388
89,23,89,71,66
89,24,695,525,489
89,25,1732,833,834
89,26,1798,4541,4242
89,27,1721,1061,988
89,28,122,30,28
89,29,746,407,379
89,70,10,0,0
89,71,181,190,211
89,72,0,0,4
89,73,5,66,66
89,30,7,30,28
89,75,179,273,263
89,76,436,490,472
89,77,15,14,13
89,36,185,206,194
89,37,195,267,250
89,39,237,75,75
89,81,20,50,57
89,82,10,30,34
89,40,61,86,86
89,84,15,0,0
89,85,261,243,282
110,23,16,56,52
110,67,4,0,0
110,45,101,37,31
110,46,20,14,12
110,24,50,189,175
110,47,132,158,135
110,25,0,7,6
110,110,296,366,372
110,111,841,751,764
110,112,3,0,0
110,113,62,69,68
110,116,193,142,131
110,118,146,128,139
110,119,575,608,636
110,70,282,274,273
110,93,3,39,38
110,94,174,129,125
110,95,55,56,55
110,52,77,66,62
110,96,16,0,0
110,53,65,54,51
110,76,53,50,52
110,54,9,0,0
110,10,192,132,113
110,11,0,6,10
110,55,17,20,30
110,77,9,7,5
110,35,112,253,256
110,36,46,0,0
110,37,102,2,2
110,16,0,7,6
110,17,0,136,123
110,18,0,4,4
110,120,128,125,126
110,0,715,620,565
110,1,14,19,17
110,103,217,564,682
110,104,0,504,433
110,127,38,2,2
110,108,331,512,529
110,109,233,399,348
110,41,24,35,29
110,42,319,398,341
111,45,307,330,292
111,69,23,0,0
111,28,10,0,0
111,112,58,95,94
111,113,75,70,69
111,114,14,78,70
111,117,61,75,67
111,118,0,13,13
111,70,30,59,59
111,96,142,87,97
111,53,32,53,50
111,76,222,295,308
111,10,278,219,213
111,77,384,335,350
111,11,36,85,93
111,33,57,1,1
111,55,0,1,1
111,34,233,211,211
111,56,22,4,10
111,35,118,243,243
111,57,1,7,14
111,36,495,266,257
111,37,1788,1219,1168
111,59,235,198,194
111,0,73,97,96
111,103,0,9,11
111,5,1,0,0
111,126,235,234,221
111,127,28,49,46
111,108,4,0,0
111,109,504,260,409
111,60,0,21,21
111,84,82,105,103
111,41,70,72,67
111,42,153,77,72
112,46,13,5,5
112,47,703,405,368
112,48,390,243,223
112,28,89,0,0
112,111,11,0,0
112,114,42,37,33
112,115,0,2,2
112,116,6,15,13
112,117,2023,2574,2365
112,118,894,816,733
112,70,14,0,0
112,30,231,3,3
112,96,1390,614,633
112,97,149,89,92
112,53,8,0,0
112,31,0,3,3
112,32,131,0,0
112,54,43,30,29
112,55,75,74,72
112,33,17,2,2
112,34,9,36,4
112,12,0,3,3
112,35,5,117,117
112,36,97,175,167
112,37,1107,1399,1338
112,59,0,5,5
112,18,0,7,6
112,104,843,870,613
112,127,49,34,31
112,60,1,12,12
112,84,69,41,44
112,41,315,246,240
112,42,466,519,489
112,43,57,79,77
113,66,0,1,1
113,46,646,1006,913
113,47,853,580,527
113,48,217,344,312
113,110,0,71,76
113,111,0,1824,2074
113,112,1085,835,949
113,115,14,75,67
113,116,32,5,5
113,117,505,214,193
113,118,363,349,355
113,119,372,364,382
113,71,258,281,267
113,50,314,234,251
113,72,580,511,487
113,51,401,358,385
113,95,0,33,34
113,30,141,177,159
113,96,258,1214,1251
113,31,1781,1088,977
113,32,2200,259,233
113,33,592,193,174
113,57,65,39,39
113,35,22,2,2
113,18,0,4,4
113,104,172,131,92
113,126,0,0,5
113,127,150,159,143
113,109,226,328,349
113,60,177,250,259
113,61,333,279,289
113,40,157,27,25
113,84,3,4,4
113,85,0,2,2
113,41,70,186,168
114,22,0,3,3
114,110,2,9,10
114,111,158,117,114
114,112,1668,394,448
114,115,5,393,633
114,116,159,22,26
114,117,179,28,33
114,119,13,16,17
114,93,4,0,0
114,72,4,12,11
114,50,55,0,0
114,51,129,163,102
114,52,0,1,1
114,96,0,16,16
114,31,444,305,274
114,32,5437,2804,2571
114,33,3981,5552,4986
114,77,86,76,58
114,34,2833,1780,1652
114,56,0,3,3
114,35,1008,304,273
114,37,1,0,0
114,38,4,0,120
114,39,109,8,10
114,18,0,5,5
114,121,143,143,136
114,0,0,0,5
114,122,21,27,26
114,103,0,4,3
114,108,0,20,20
114,109,762,600,638
114,61,275,251,263
114,40,955,1097,1006
114,41,27,0,0
114,85,0,10,9
114,63,52,9,8
114,64,268,191,172
114,87,29,51,47
115,44,0,59,7
115,23,151,107,110
115,46,1,0,0
115,27,25,0,0
115,114,24,891,1043
115,115,412,608,725
115,116,259,189,234
115,117,14,0,0
115,118,0,4,4
115,51,54,99,52
115,32,84,33,32
115,33,3369,6373,5712
115,34,5697,7236,6657
115,35,737,261,234
115,13,0,20,19
115,58,14,0,0
115,37,16,0,0
