x,y,2018,2011
111,88,0,45
111,89,0,2
111,48,0,18
111,110,0,10
111,111,0,77
111,114,0,41
111,115,0,19
111,116,0,11
111,118,0,4
111,92,0,68
111,119,0,11
111,93,0,5
111,94,0,6
111,95,0,4
111,52,0,1
111,96,0,5
111,97,0,13
111,53,0,2
111,98,0,8
111,10,126,128
111,54,0,2
111,55,0,2
111,99,0,69
111,11,88,89
111,12,8,8
111,56,0,1
111,57,154,1
111,59,0,1
111,15,36,37
111,16,84,85
111,17,45,46
111,18,46,47
111,19,7,7
111,120,10,81
111,0,113,115
111,121,465,745
111,122,320,503
111,123,679,643
111,124,0,5
111,125,0,1
111,4,5,5
111,5,24,24
111,126,0,1
111,127,1245,598
111,6,53,54
111,7,48,49
111,9,33,33
111,60,0,1
111,20,17,18
111,22,0,1
111,23,0,1
111,24,0,1
111,25,0,1
111,26,11,0
111,78,38,15
111,79,2231,550
111,101,0,105
111,102,0,1
111,103,0,14
111,104,0,2
111,105,0,10
111,106,0,8
111,80,181,187
111,107,0,7
111,108,0,8
111,109,0,10
111,41,0,1
111,86,0,1
111,42,0,1
111,87,0,24
112,88,0,13
112,89,0,21
112,110,0,9
112,111,0,24
112,90,0,9
112,95,0,98
112,52,0,1
112,96,0,9
112,97,0,7
112,98,0,7
112,10,42,43
112,11,37,38
112,12,11,11
112,120,6,0
112,121,79,101
112,122,115,253
112,123,0,4
112,2,54,55
112,3,6,6
112,124,0,3
112,4,79,80
112,126,43,0
112,5,115,117
112,6,16,16
112,127,2942,2131
112,9,22,22
112,60,0,1
112,61,0,5
112,62,0,2
112,20,5,5
112,22,0,1
112,23,0,1
112,24,0,1
112,25,0,1
112,26,0,1
112,77,0,38
112,79,213,164
112,100,0,49
112,102,0,8
112,103,0,3
112,104,0,1
112,105,0,11
112,106,0,22
112,107,0,17
112,108,0,10
112,109,0,10
112,83,0,42
112,41,0,1
112,85,0,1
112,86,0,3
112,87,0,28
113,88,0,58
113,110,0,14
113,111,0,9
113,112,0,32
113,114,0,117
113,90,0,5
113,119,11,136
113,92,211,239
113,93,33,125
113,94,0,98
113,95,0,1
113,96,0,4
113,53,0,1
113,97,0,7
113,54,0,1
113,98,0,4
113,11,5,5
113,55,0,1
113,56,0,1
113,57,0,2
113,58,0,2
113,19,8,8
113,0,6,6
113,121,11,25
113,122,0,2
113,125,0,1
113,4,80,81
113,5,9,75
113,126,712,420
113,127,387,162
113,6,5,5
113,61,0,2
113,62,0,7
113,63,0,10
113,20,34,34
113,64,0,1
113,21,5,5
113,22,10,10
113,25,0,1
113,26,0,1
113,27,0,1
113,28,0,1
113,78,0,9
113,100,0,10
113,102,0,2
113,103,0,3
113,104,0,2
113,105,0,6
113,106,0,9
113,107,0,15
113,108,0,16
113,109,0,13
113,41,0,1
113,87,0,3
114,110,0,18
114,111,11,24
114,112,0,10
114,114,0,34
114,91,0,3
114,92,0,1
114,119,72,32
114,93,0,7
114,94,0,20
114,95,0,10
114,51,0,1
114,52,0,2
114,53,0,2
114,54,0,2
114,11,6,6
114,55,0,2
114,56,0,2
114,57,0,4
114,58,0,6
114,59,0,3
114,0,89,90
114,121,0,1
114,1,74,75
114,124,7,1
114,3,30,30
114,125,0,2
114,4,99,100
114,126,8,4
114,5,60,61
114,127,14,25
114,6,6,6
114,7,15,15
114,8,16,16
114,62,0,4
114,21,7,7
114,66,0,30
114,22,50,51
114,23,17,17
114,27,0,1
114,28,0,1
114,29,0,1
114,30,0,1
114,31,0,1
114,32,0,1
114,77,0,1
114,78,0,1
114,101,0,2
114,102,0,3
114,103,0,3
114,104,0,3
114,105,0,1
114,108,0,21
114,109,0,19
114,84,0,208
114,86,0,1
115,110,0,37
115,112,6,106
115,90,0,200
115,91,0,2
115,92,0,11
115,119,28,108
115,93,0,1
115,94,0,12
115,95,0,1
115,52,0,2
115,96,0,41
115,97,0,16
115,53,0,2
115,54,0,2
115,10,163,165
115,11,63,64
115,55,0,2
115,56,0,2
115,57,0,6
115,58,0,6
115,59,0,5
115,120,6,0
115,0,79,80
115,1,37,38
115,122,0,5
115,2,115,117
115,124,0,3
115,3,26,26
115,125,6,88
115,5,83,84
115,126,257,2
115,127,0,1
115,7,12,12
115,8,15,15
115,9,21,21
115,60,0,4
115,61,0,2
115,62,0,1
115,65,0,1
115,21,18,18
115,22,63,64
115,23,27,27
115,24,169,171
115,25,156,158
115,31,0,1
115,32,0,1
115,33,0,1
115,100,0,1
115,101,0,3
115,102,0,3
115,103,0,3
115,104,0,2
115,81,0,1
115,108,0,13
115,82,0,11
115,109,0,8
116,111,0,3
116,112,0,1
116,113,0,42
116,115,11,66
116,116,0,10
116,118,6,2
116,91,0,5
116,92,0,8
116,119,6,23
116,93,0,12
116,94,0,18
116,51,0,1
116,96,0,7
116,52,0,2
116,53,0,2
116,54,0,2
116,98,0,99
116,10,75,76
116,11,18,18
116,55,0,2
116,56,0,3
116,57,0,5
116,58,0,2
116,59,0,4
116,0,135,137
116,1,19,19
116,2,13,13
116,124,0,28
116,125,17,87
116,126,84,1
116,6,9,67
116,7,24,24
116,8,93,94
116,9,42,43
116,60,0,5
116,61,0,5
116,62,0,5
116,63,0,2
116,65,0,1
116,66,0,1
116,23,9,9
116,67,0,1
116,25,37,38
116,28,12,12
116,32,0,1
116,33,0,1
116,100,0,1
116,101,0,2
116,102,0,2
116,103,0,2
116,108,0,11
116,109,0,12
116,86,0,30
117,88,0,27
117,23,37,38
117,89,0,37
117,28,33,33
117,29,76,77
117,110,124,39
117,111,822,1466
117,116,0,10
117,90,0,8
117,117,0,23
117,119,0,31
117,93,0,32
117,50,0,1
117,51,0,2
117,95,0,2
117,96,0,4
117,52,0,2
117,53,0,2
117,97,0,2
117,10,10,10
117,54,0,2
117,98,0,17
117,55,0,2
117,56,0,4
117,57,0,5
117,58,0,1
117,59,0,1
117,0,224,227
117,123,6,12
117,124,0,5
117,125,6,11
117,106,0,2
117,8,33,33
117,107,0,1
117,108,0,167
117,82,0,65
117,60,0,4
117,109,0,2
117,83,0,53
117,61,0,5
117,62,0,5
117,84,0,4
117,63,0,3
117,86,0,25
90,47,0,2
90,48,0,3
90,49,0,1
90,110,0,12
90,111,0,48
90,113,0,3
90,114,0,4
90,116,23,10
90,92,0,4
90,93,0,4
90,50,0,3
90,94,0,4
90,51,0,3
90,95,0,4
90,52,0,3
90,53,0,3
90,97,0,14
90,54,0,2
90,10,1286,649
90,55,0,1
90,11,89,95
90,56,0,2
90,12,41,0
90,57,0,2
90,58,0,1
90,14,445,3
90,15,1505,1139
90,16,4620,4818
90,17,4762,8625
90,18,2141,1528
90,19,5853,11188
90,120,18,112
90,121,0,32
90,122,0,21
90,4,7,0
90,125,0,9
90,5,102,37
90,6,680,652
90,7,1377,831
90,8,499,263
90,9,284,160
90,60,0,1
90,61,0,1
90,62,0,1
90,63,0,1
90,64,0,5
90,20,3642,3412
90,65,0,10
90,21,47,7
90,66,0,13
90,22,458,358
90,23,37,15
90,67,0,9
90,68,0,24
90,27,0,115
90,28,0,3
90,29,0,1
90,72,0,1
90,73,0,1
90,101,0,9
90,102,0,41
90,103,0,20
90,108,0,36
90,42,0,1
90,43,0,1
91,45,0,2
91,46,0,12
91,111,0,29
91,113,0,2
91,114,0,4
91,115,0,1
91,118,0,11
91,119,0,11
91,92,0,3
91,93,0,4
91,50,0,2
91,94,0,4
91,95,0,4
91,51,0,3
91,96,0,2
91,52,0,3
91,53,0,3
91,10,0,29
91,98,0,14
91,54,0,3
91,11,0,1
91,55,0,2
91,56,0,3
91,12,39,6
91,57,0,3
91,14,83,0
91,58,0,2
91,15,241,0
91,59,0,1
91,16,349,404
91,17,762,2826
91,18,5990,13610
91,19,3554,4407
91,120,0,16
91,121,0,23
91,123,0,18
91,2,0,2
91,3,59,99
91,4,59,78
91,5,160,47
91,6,1396,806
91,7,909,421
91,8,59,3
91,9,29,5
91,60,0,1
91,61,0,1
91,62,0,1
91,63,0,1
91,64,0,1
91,20,2238,2739
91,21,3269,3528
91,65,0,11
91,22,475,430
91,66,0,14
91,23,36,8
91,24,11,45
91,68,0,16
91,25,3,13
91,27,0,9
91,28,0,6
91,29,0,3
91,73,0,1
91,35,0,1
91,102,0,16
91,103,0,7
91,105,0,38
91,107,0,5
91,108,0,34
118,88,0,33
118,89,0,12
118,110,1552,1322
118,111,660,993
118,112,85,17
118,113,0,1
118,116,0,6
118,90,0,10
118,118,0,38
118,91,0,23
118,119,0,14
118,93,0,23
118,50,0,1
118,51,0,2
118,95,0,2
118,96,0,5
118,52,0,2
118,97,0,3
118,53,0,2
118,98,0,62
118,54,0,2
118,55,0,2
118,56,0,5
118,57,0,6
118,58,0,4
118,59,0,1
118,16,6,6
118,121,0,63
118,0,10,10
118,123,0,20
118,8,15,15
118,9,5,5
118,60,0,1
118,61,0,3
118,62,0,4
118,63,0,2
118,23,11,11
118,29,141,143
118,30,109,110
118,31,10,10
118,100,0,14
118,103,0,67
118,105,0,12
118,106,0,4
118,107,0,7
118,108,0,7
118,82,0,33
118,109,1,1
118,83,0,1
118,84,0,16
118,85,0,19
118,86,0,3
118,87,0,8
92,88,0,1
92,46,0,6
92,110,0,2
92,112,0,19
92,113,0,2
92,116,0,17
92,117,0,15
92,90,0,12
92,91,0,4
92,118,0,76
92,92,0,1
92,119,0,59
92,93,0,4
92,50,0,1
92,94,0,4
92,51,0,3
92,95,0,4
92,52,0,3
92,53,0,4
92,54,0,4
92,55,0,3
92,11,0,5
92,12,57,1
92,56,0,3
92,57,0,3
92,58,0,2
92,15,6,0
92,59,0,1
92,16,98,9
92,17,3972,3659
92,18,4423,9202
92,19,4139,4363
92,120,96,18
92,121,0,8
92,122,0,6
92,124,0,45
92,5,145,104
92,126,0,1
92,127,0,1
92,6,494,227
92,7,290,147
92,8,0,3
92,60,0,1
92,61,0,1
92,62,0,1
92,63,0,1
92,64,0,1
92,20,1209,1125
92,21,5487,5014
92,65,0,3
92,66,0,5
92,22,2445,1800
92,23,259,234
92,27,0,3
92,28,0,5
92,29,0,1
92,30,0,1
92,105,0,3
92,107,0,16
119,88,0,34
119,89,0,15
119,110,6,41
119,111,0,2
119,112,0,2
119,114,0,8
119,115,0,38
119,116,0,5
119,90,0,1
119,91,0,22
119,92,0,7
119,50,0,1
119,95,0,40
119,51,0,2
119,52,0,2
119,96,0,2
119,97,0,7
119,53,0,2
119,54,0,2
119,55,0,2
119,56,0,6
119,57,0,6
119,58,0,5
119,59,0,1
119,0,28,28
119,122,0,2
119,123,0,31
119,8,5,5
119,9,31,31
119,60,0,1
119,61,0,1
119,62,0,1
119,24,27,27
119,25,34,34
119,28,15,15
119,29,30,30
119,30,54,55
119,31,65,66
119,32,21,21
119,100,0,23
119,101,0,15
119,102,0,66
119,105,0,21
119,106,0,1
119,107,0,6
119,108,0,4
119,81,0,1
119,82,0,4
119,83,0,102
119,85,0,4
119,86,0,35
119,87,0,8
93,89,0,2
93,46,0,3
93,114,0,2
93,115,0,1
93,116,0,13
93,117,0,1
93,118,0,3
93,92,0,40
93,93,0,2
93,94,0,4
93,95,0,3
93,51,0,2
93,96,0,44
93,52,0,4
93,53,0,6
93,54,0,5
93,99,0,9
93,55,0,3
93,12,15,0
93,56,0,4
93,13,512,105
93,57,0,3
93,58,0,2
93,14,175,22
93,15,4,0
93,59,0,1
93,16,191,29
93,17,134,9
93,18,4593,3240
93,19,4421,4573
93,120,194,20
93,122,0,1
93,124,0,2
93,125,0,1
93,5,73,86
93,6,708,489
93,127,0,15
93,7,358,111
93,60,0,1
93,61,0,1
93,62,0,1
93,63,0,1
93,20,4293,4326
93,64,0,1
93,21,1349,1494
93,65,0,1
93,66,0,1
93,22,4426,3528
93,23,259,176
93,28,0,1
93,33,0,13
93,39,0,1
93,105,0,2
93,107,0,73
94,48,0,3
94,110,0,5
94,113,0,4
94,118,0,28
94,119,0,13
94,94,0,1
94,51,0,1
94,95,0,2
94,52,0,6
94,53,0,5
94,54,0,5
94,99,0,7
94,55,0,5
94,56,0,5
94,57,0,3
94,58,0,2
94,14,134,34
94,15,0,2
94,59,0,3
94,17,4637,3751
94,18,5491,4814
94,19,3479,1649
94,120,0,83
94,121,0,1
94,122,0,13
94,125,0,2
94,4,0,2
94,126,0,2
94,5,48,19
94,6,575,372
94,127,0,5
94,7,362,209
94,8,460,397
94,9,32,64
94,60,0,1
94,61,0,1
94,62,0,1
94,20,2485,1087
94,64,0,1
94,65,0,1
94,21,2365,2756
94,66,0,1
94,22,1315,1157
94,67,0,1
94,23,226,44
94,24,168,151
94,68,0,1
94,25,0,11
94,26,0,24
94,39,0,1
94,104,0,27
94,107,0,1
94,80,0,1
94,81,0,1
94,84,0,2
94,86,0,2
95,22,3,5
95,47,0,1
95,26,37,2
95,110,0,16
95,111,0,59
95,112,0,37
95,118,38,49
95,119,0,21
95,51,0,2
95,30,0,3
95,52,0,7
95,53,0,6
95,54,0,5
95,99,0,38
95,55,0,5
95,56,0,4
95,12,537,8
95,57,0,4
95,13,1601,508
95,58,0,4
95,14,576,184
95,59,0,4
95,15,21,5
95,38,0,1
95,17,633,302
95,39,0,1
95,18,129,37
95,19,245,80
95,120,0,1
95,121,0,4
95,101,0,12
95,103,0,35
95,5,20,3
95,104,0,44
95,6,415,412
95,7,523,361
95,8,125,71
95,107,0,7
95,9,13,7
95,81,0,3
95,60,0,4
95,61,0,1
95,62,0,1
95,86,0,1
95,20,176,25
95,21,162,177
96,45,0,8
96,47,0,22
96,111,0,9
96,112,38,22
96,113,10,0
96,114,0,14
96,115,0,2
96,119,0,36
96,94,0,2
96,50,0,1
96,51,0,5
96,95,0,2
96,52,0,7
96,53,0,6
96,97,56,49
96,10,41,90
96,54,0,5
96,11,134,29
96,99,0,4
96,55,0,4
96,12,354,68
96,56,0,4
96,13,1820,875
96,57,0,4
96,14,118,55
96,58,0,4
96,15,0,9
96,59,0,4
96,17,108,29
96,18,81,23
96,19,61,81
96,123,0,1
96,5,0,1
96,126,0,21
96,127,0,2
96,6,49,29
96,7,194,90
96,8,9,6
96,9,42,123
96,60,0,4
96,61,0,3
96,20,9,3
96,21,0,36
96,22,0,2
96,27,314,70
96,28,66,17
96,30,0,39
96,31,0,38
96,32,0,1
96,33,0,10
96,34,0,11
96,38,0,26
96,39,0,3
96,100,0,3
96,104,0,19
96,106,58,84
96,107,0,1
96,81,0,3
96,82,0,17
96,86,0,2
96,42,0,2
96,43,0,1
97,45,0,1
97,46,0,1
97,47,0,1
97,48,0,48
97,49,0,2
97,110,0,7
97,113,0,11
97,92,0,2
97,93,0,3
97,50,0,7
97,94,0,4
97,51,0,7
97,95,0,2
97,52,0,7
97,53,0,7
97,54,0,5
97,10,740,217
97,11,1633,1274
97,55,0,9
97,12,1061,702
97,56,0,14
97,57,0,16
97,13,36,2
97,14,616,417
97,58,0,19
97,59,0,4
97,15,499,279
97,16,593,502
97,17,252,60
97,19,47,8
97,120,4,0
97,5,60,37
97,6,291,235
97,7,334,192
97,8,118,170
97,9,0,6
97,60,0,1
97,21,18,56
97,22,35,5
97,23,0,24
97,25,0,1
97,26,0,1
97,27,38,116
97,28,79,69
97,29,0,110
97,34,0,3
97,35,0,8
97,79,0,1
97,36,0,12
97,37,0,22
97,39,0,2
97,100,0,3
97,102,0,21
97,104,0,9
97,105,0,4
97,106,28,23
97,108,0,12
97,82,0,14
97,109,0,21
97,84,0,1
97,42,0,1
10,44,0,9
10,22,80,85
10,89,0,10
10,24,121,128
10,26,15,16
10,48,9,31
10,27,9,10
10,49,15,23
10,28,6,6
10,110,0,1
10,113,0,1
10,90,0,1
10,91,0,2
10,70,55,8
10,92,0,7
10,71,4,0
10,72,4,20
10,73,18,2
10,95,0,17
10,52,0,4
10,30,1,3
10,74,2,0
10,31,26,3
10,53,0,1
10,75,0,2
10,98,0,2
10,33,20,8
10,99,0,6
10,34,0,4
10,35,0,2
10,36,103,12
10,59,0,5
10,37,238,72
10,39,116,66
10,101,0,7
10,104,0,1
10,105,0,1
10,127,0,5
10,107,0,1
10,108,0,1
10,109,0,1
10,61,0,6
10,40,238,119
10,20,4,4
10,21,287,295
98,44,0,3
98,110,0,9
98,111,0,7
98,112,0,23
98,113,0,4
98,92,0,2
98,93,0,4
98,94,0,4
98,50,0,4
98,51,0,7
98,95,0,2
98,52,0,7
98,53,0,9
98,54,0,9
98,10,1350,610
98,11,950,396
98,55,0,9
98,56,0,11
98,12,49,4
98,57,0,13
98,58,0,8
98,59,0,5
98,16,650,268
98,17,171,71
98,19,0,3
98,121,0,29
98,122,0,6
98,125,0,18
98,5,17,65
98,126,0,7
98,6,401,290
98,127,0,2
98,7,59,14
98,8,95,82
98,9,84,150
98,60,0,39
98,66,0,2
98,22,77,6
98,23,0,81
98,25,0,2
98,26,0,2
98,27,0,1
98,28,0,2
98,102,0,10
98,103,0,16
98,104,0,10
98,105,0,4
98,106,0,5
98,107,0,3
98,81,0,13
98,108,0,2
98,82,0,49
98,109,0,1
98,83,0,51
98,84,0,1
99,44,0,1
99,45,0,1
99,46,0,1
99,49,0,1
99,111,0,15
99,112,0,2
99,113,0,26
99,118,0,39
99,92,0,1
99,93,0,3
99,50,0,3
99,94,0,4
99,51,0,5
99,95,0,2
99,52,0,5
99,53,0,8
99,10,15,1
99,54,0,9
99,55,0,9
99,11,0,2
99,12,0,1
99,56,0,14
99,57,0,13
99,58,0,8
99,14,35,1
99,59,0,7
99,16,96,70
99,19,36,11
99,120,0,104
99,121,11,13
99,122,0,1
99,123,0,15
99,124,17,0
99,125,37,1
99,5,310,204
99,126,0,7
99,6,54,48
99,7,44,3
99,8,88,34
99,9,101,42
99,60,0,2
99,61,0,1
99,20,78,48
99,65,0,11
99,21,190,33
99,24,83,10
99,69,0,129
99,26,16,10
99,27,0,4
99,28,0,5
99,29,0,4
99,30,0,1
99,31,0,1
99,33,49,8
99,34,0,2
99,102,0,6
99,103,0,10
99,104,0,6
99,107,0,12
99,108,0,51
99,84,0,42
11,44,0,2
11,89,0,2
11,23,2,4
11,67,0,6
11,24,24,23
11,25,7,8
11,47,29,8
11,48,38,45
11,27,31,33
11,49,16,2
11,110,0,1
11,111,0,1
11,91,0,9
11,92,0,1
11,71,3,0
11,94,0,2
11,72,5,0
11,51,9,7
11,73,12,3
11,52,0,3
11,97,5,3
11,53,0,3
11,98,68,93
11,33,46,28
11,99,34,19
11,34,53,20
11,57,4,10
11,35,337,452
11,36,202,177
11,59,0,9
11,37,216,24
11,38,81,237
11,39,75,37
11,100,0,1
11,101,0,10
11,104,0,3
11,127,15,4
11,105,0,3
11,107,0,1
11,108,0,1
11,60,8,0
11,40,718,351
11,62,0,3
11,41,0,1
11,63,16,17
11,20,49,52
11,64,4,0
11,21,108,115
12,22,2,4
12,66,3,17
12,23,0,12
12,24,27,25
12,46,2,0
12,25,13,14
12,47,0,9
12,48,45,5
12,27,13,14
12,111,0,1
12,112,0,1
12,50,0,1
12,94,0,1
12,51,9,3
12,95,0,1
12,96,0,3
12,97,1,0
12,53,0,1
12,31,30,9
12,33,37,30
12,55,2,0
12,56,1,14
12,34,15,24
12,35,102,88
12,36,559,308
12,37,525,349
12,38,384,647
12,39,441,158
12,18,11,12
12,19,41,37
12,100,0,2
12,102,0,5
12,103,0,1
12,104,0,3
12,105,0,3
12,108,24,0
12,109,2,45
12,60,0,7
12,61,0,1
12,40,2298,3827
12,41,203,421
12,63,12,21
12,42,0,1
12,20,121,129
12,21,6,6
13,22,6,18
13,66,23,27
13,23,35,35
13,67,0,4
13,24,7,8
13,46,0,4
13,47,45,71
13,48,9,0
13,49,24,3
13,28,12,13
13,92,0,1
13,72,0,6
13,50,0,1
13,95,19,42
13,52,0,2
13,96,6,34
13,31,5,2
13,75,4,14
13,76,0,13
13,99,0,2
13,55,6,32
13,33,14,4
13,56,0,14
13,34,14,24
13,35,26,2
13,36,222,1
13,37,0,3
13,38,184,56
13,39,2932,3742
13,18,13,14
13,19,102,107
13,100,0,22
13,101,0,6
13,102,0,2
13,104,0,2
13,105,0,2
13,127,0,1
13,82,0,22
13,61,0,8
13,40,3378,6577
13,41,2894,5473
13,42,100,20
13,20,15,16
13,65,2,0
14,22,38,30
14,45,18,28
14,67,0,1
14,23,34,29
14,24,15,16
14,68,15,7
14,46,0,10
14,69,141,19
14,47,6,7
14,27,4,0
14,49,0,2
14,28,47,50
14,90,0,1
14,91,0,1
14,92,0,1
14,70,0,13
14,71,0,17
14,94,1,5
14,50,0,8
14,95,7,26
14,74,4,8
14,75,2,5
14,54,0,11
14,76,0,1
14,55,18,38
14,57,13,0
14,35,3,1
14,39,1032,549
14,18,18,15
14,19,49,49
14,101,0,4
14,102,0,1
14,126,0,1
14,60,9,13
14,61,51,44
14,40,1063,1160
14,62,14,2
14,63,0,1
14,41,2371,2319
14,20,37,39
15,22,129,133
15,44,14,6
15,23,40,37
15,45,16,7
15,68,10,9
15,46,0,4
15,47,7,6
15,91,0,3
15,70,9,1
15,92,0,58
15,93,49,8
15,94,26,117
15,50,0,1
15,74,2,7
15,96,0,4
15,97,0,6
15,31,0,3
15,53,0,1
15,98,0,1
15,99,0,1
15,33,22,1
15,55,17,0
15,78,0,3
15,34,52,12
15,56,15,0
15,35,0,39
15,57,49,0
15,37,0,1
15,59,26,2
15,18,195,202
15,100,0,1
15,101,0,1
15,126,18,14
15,105,0,3
15,127,30,96
15,106,0,3
15,107,0,1
15,108,3,0
15,60,66,22
15,61,71,46
15,40,491,146
15,41,787,567
15,63,0,5
15,21,45,47
15,65,18,29
16,44,14,9
16,46,7,0
16,47,112,40
16,48,3,20
16,90,0,1
16,91,0,1
16,92,0,6
16,97,0,36
16,53,0,8
16,98,0,15
16,99,0,1
16,56,2,0
16,57,76,30
16,58,67,95
16,59,134,131
16,18,44,47
16,19,46,45
16,127,10,52
16,60,511,452
16,61,110,76
16,62,52,16
16,64,21,47
16,21,108,97
16,65,7,15
16,22,55,52
16,67,12,0
16,23,16,17
16,68,0,23
16,69,26,15
16,70,0,2
16,71,9,43
16,73,4,16
16,74,35,46
16,31,0,3
16,75,0,20
16,77,6,0
16,33,69,5
16,79,0,2
16,38,0,4
16,39,29,4
16,100,0,1
16,101,0,1
16,102,0,1
16,105,0,2
16,106,0,3
16,107,0,2
16,108,9,0
16,40,548,160
16,41,115,38
16,42,5,16
16,43,99,39
17,44,7,6
17,47,10,4
17,49,8,15
17,91,0,2
17,93,28,2
17,94,35,53
17,95,16,2
17,73,6,18
17,52,16,12
17,96,25,18
17,31,0,1
17,97,0,1
17,32,18,8
17,76,2,0
17,77,4,0
17,33,28,3
17,99,0,1
17,34,12,3
17,56,21,15
17,57,80,31
17,35,27,2
17,58,1819,2479
17,59,971,1143
17,39,17,15
17,18,37,39
17,19,376,395
17,100,0,1
17,101,0,1
17,102,0,1
17,60,613,434
17,61,0,56
17,62,10,6
17,40,30,64
17,20,23,20
17,42,0,1
17,64,30,44
17,65,0,4
17,21,136,128
17,43,5,15
18,67,6,3
18,49,0,2
18,28,0,7
18,90,0,4
18,91,14,24
18,92,39,3
18,93,39,0
18,94,9,39
18,74,0,1
18,30,0,1
18,96,0,18
18,31,19,16
18,32,26,0
18,76,7,27
18,98,0,1
18,99,0,1
18,33,13,0
18,34,12,4
18,57,69,18
18,58,2108,2168
18,37,0,1
18,59,1811,2100
18,16,41,37
18,17,15,16
18,18,116,124
18,19,95,101
18,100,0,1
18,101,0,1
18,102,0,1
18,103,0,1
18,60,20,58
18,61,0,19
18,62,0,2
18,40,25,26
18,41,12,17
18,20,14,14
18,65,11,4
18,43,0,1
18,21,42,40
19,22,44,47
19,44,2,16
19,88,0,1
19,89,45,23
19,67,0,23
19,45,16,5
19,27,0,2
19,28,0,5
19,29,16,19
19,91,48,15
19,92,24,0
19,70,6,0
19,71,0,16
19,93,16,52
19,94,2,14
19,73,12,1
19,30,19,1
19,74,2,0
19,75,0,90
19,76,0,1
19,98,0,1
19,33,17,6
19,99,0,1
19,77,2,0
19,78,0,1
19,34,36,19
19,79,0,19
19,57,2,10
19,58,57,10
19,59,12,5
19,16,0,17
19,18,10,11
19,19,7,8
19,100,0,2
19,101,0,2
19,102,0,1
19,103,0,1
19,104,0,1
19,61,49,55
19,62,4,17
19,40,56,22
19,41,16,33
19,42,0,1
19,64,0,12
19,20,62,66
19,21,30,18
120,88,0,5
120,89,0,1
120,26,9,9
