x,y,TOT_P,avg_time_nearest_ep,avg_time_nearest_h
0,0,144,10.4,18
0,1,40,10.2,22
0,2,21,10.9,22
0,5,82,5.9,18
0,7,20,7.7,26
0,8,358,4.9,18
0,11,155,6,18
0,13,330,4.8,19
0,15,193,5.9,21
0,16,51,5.7,19
0,17,306,2.4,16
0,18,919,1.7,15
0,20,13,6.9,21
0,21,65,5.4,19
0,23,50,9.4,20
0,24,45,6.8,22
0,25,604,1.1,16
0,27,384,4.5,14
0,28,239,7.7,13
0,31,7,3.5,6
0,32,474,4.7,7
0,33,2,6.8,10
0,34,74,8.3,10
0,37,8,6.2,16
0,38,90,9.1,19
0,39,393,9.2,20
0,40,319,11.1,22
0,41,296,11.4,21
0,42,164,10.8,19
0,43,923,8,16
0,44,54,5.9,14
0,46,3,5.4,15
0,47,32,5.3,15
0,48,324,2,12
0,49,1447,3.2,11
0,50,197,5.3,10
0,51,45,8.9,11
0,52,152,6.5,8
0,54,356,8.3,11
0,55,82,5.7,12
0,56,340,4.1,12
0,57,49,5,13
0,58,2,3.8,11
0,60,16,10.3,19
0,61,299,3.9,13
0,62,1641,2.3,9
0,63,2469,1.5,7
0,64,197,5.1,9
0,65,707,2.9,7
0,66,217,2.4,9
0,67,175,2.3,9
0,68,87,7,14
0,69,67,9.2,16
0,70,266,10,16
0,71,34,10.6,17
0,72,468,7.5,15
0,73,417,5,17
0,74,318,3.9,15
0,75,931,3.1,14
0,76,186,4.8,12
0,77,75,8.6,15
0,78,61,9.9,16
0,79,557,8.8,15
0,80,186,7.5,21
0,81,199,5.4,18
0,82,7,4.3,17
0,85,1,15.7,32
0,86,264,10.9,28
0,87,110,14.6,31
0,88,88,17.4,33
0,89,57,13.8,30
0,90,118,11.9,27
0,91,454,7.6,23
0,92,207,8.3,24
0,93,127,6.5,22
0,94,180,7,16
0,95,73,6.1,14
0,96,125,7,14
0,97,81,5.8,11
0,98,483,7.9,12
0,99,182,9.3,13
0,100,135,9.2,11
0,101,330,9.7,13
0,102,133,6.4,13
0,103,67,5.4,14
0,104,195,5.6,18
0,105,180,3.9,17
0,106,244,5.9,18
0,107,137,7.3,21
0,108,75,6.1,23
0,109,50,5.8,25
0,110,45,3.3,26
0,111,271,0.9,27
0,112,470,3,30
