x,y,BASIC_EDUCATION_OR_LESS,INACTIVE_POPULATION,LABOUR_FORCE,MEN,MEN_0_14,MEN_15_64_,MEN_65p,TERTIARY_EDUCATION,TOTAL,TOTAL_0_14,TOTAL_15_64,TOTAL_65p,UPPER_SECONDARY_EDUCATION,WOMEN,WOMEN_0_14,WOMEN_15_64,WOMEN_65p
0,8,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0
0,9,104,91,72,94,17,60,17,0,192,29,120,43,50,98,12,60,26
0,19,74,58,67,74,14,49,11,0,153,28,95,30,43,79,14,46,19
0,20,287,263,265,290,60,189,41,48,649,121,390,138,193,359,61,201,97
0,21,115,98,87,106,20,71,15,12,230,45,129,56,58,124,25,58,41
0,22,41,26,28,31,0,20,6,0,63,9,35,19,12,32,0,15,13
0,23,36,18,28,27,0,11,9,0,54,8,25,21,0,27,0,14,12
0,24,0,0,0,10,0,9,0,0,16,0,14,0,0,6,0,5,0
0,28,0,0,0,5,0,0,0,0,10,0,6,0,0,5,0,0,0
0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,30,119,84,83,101,19,64,18,0,195,28,128,39,44,94,9,64,21
0,31,33,31,28,38,11,20,7,0,78,19,42,17,25,40,8,22,10
1,7,37,31,23,31,0,22,0,0,61,7,41,13,14,30,0,19,0
1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14,35,37,39,38,6,29,0,0,91,15,67,9,38,53,9,38,0
1,20,97,79,71,99,20,66,13,0,183,33,114,36,48,84,13,48,23
1,21,11,0,0,16,0,9,0,0,22,8,14,0,0,6,0,5,0
1,22,0,0,0,7,0,0,0,0,17,0,9,5,0,10,0,0,0
1,23,33,31,24,26,0,15,10,0,58,0,36,19,20,32,0,21,9
1,24,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
1,26,67,53,41,69,18,42,9,0,125,31,71,23,27,56,13,29,14
1,27,18,0,11,13,0,10,0,0,27,6,18,0,0,14,0,8,0
1,28,43,33,26,40,17,21,0,0,91,32,48,11,16,51,15,27,0
1,29,20,17,0,17,0,12,0,0,31,0,20,7,0,14,0,8,0
1,30,265,217,230,259,43,175,41,21,527,80,350,97,161,268,37,175,56
1,31,14,0,0,14,0,0,0,0,24,6,13,5,0,10,0,0,0
2,3,22,17,0,17,0,9,5,0,31,0,15,12,0,14,0,6,7
2,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
2,7,23,30,17,26,0,21,0,0,50,0,37,10,24,24,0,16,0
2,8,101,102,83,100,13,73,14,0,218,33,145,40,75,118,20,72,26
2,9,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0
2,12,27,34,45,43,6,34,0,0,90,11,68,11,46,47,5,34,0
2,13,85,103,110,118,20,85,13,20,248,35,170,43,108,130,15,85,30
2,14,125,148,139,148,14,109,25,36,328,41,224,63,126,180,27,115,38
2,19,12,0,0,10,0,7,0,0,23,10,13,0,0,13,0,6,0
2,20,11,0,0,8,0,5,0,0,19,0,13,0,0,11,0,8,0
2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,25,18,13,14,20,0,13,0,0,37,10,22,5,0,17,0,9,0
2,26,22,17,16,16,0,11,0,0,37,0,25,8,0,21,0,14,0
2,28,34,19,24,26,0,22,0,0,47,0,34,9,0,21,0,12,0
2,29,11,0,0,8,0,0,0,0,16,0,11,0,0,8,0,0,0
2,30,18,14,0,10,0,6,0,0,24,0,12,9,0,14,0,6,0
3,0,0,0,0,5,0,0,0,0,11,0,8,0,0,6,0,0,0
3,1,30,15,26,23,0,13,8,0,44,0,24,17,0,21,0,11,9
3,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
3,4,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0
3,6,76,88,47,81,11,49,21,0,153,18,87,48,53,72,7,38,27
3,7,96,83,90,103,15,73,15,0,206,33,139,34,72,103,18,66,19
3,8,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0
3,11,0,0,0,5,0,0,0,0,13,0,9,0,0,8,0,0,0
3,12,232,342,377,417,82,292,43,118,849,130,588,131,369,432,48,296,88
3,13,371,620,708,739,117,539,83,251,1555,226,1099,230,707,816,109,560,147
3,14,39,47,49,61,14,38,9,0,120,24,77,19,47,59,10,39,10
3,17,0,0,0,9,0,0,0,0,17,0,11,6,0,8,0,0,0
3,18,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0
3,19,38,24,36,40,9,30,0,0,81,21,53,7,20,41,12,23,0
3,20,64,59,37,64,13,39,12,0,118,22,71,25,27,54,9,32,13
3,21,13,0,0,13,0,8,0,0,24,6,14,0,0,11,0,6,0
3,23,11,0,0,7,0,0,0,0,15,0,7,6,0,8,0,0,0
3,24,37,29,17,26,0,15,8,0,59,13,31,15,0,33,0,16,7
3,25,53,37,30,42,7,27,8,0,84,17,46,21,14,42,10,19,13
