lat,lng,continent
47.83333,-0.7,EU
-10.26667,40.18333,AF
-26.08577,27.77515,AF
12.55561,-12.18076,AF
-8.7818,120.7152,AS
-37.94853,145.15274,OC
25.34165,117.4221,AS
47.26667,10.76667,EU
50.75922,4.15983,EU
10.75567,106.66745,AS
40.1215,-75.3399,NA
22.53628,76.68452,AS
49.08932,1.98154,EU
50.29691,27.6622,EU
49.565,6.16361,EU
48.84721,3.23232,EU
11.7,122.36667,AS
38.10409,-122.25664,NA
49.97883,21.29228,EU
50.07829,22.03712,EU
43.81746,12.26708,EU
48.45,0.06667,EU
49.23333,6.01667,EU
-8.1959,114.2985,AS
48.11667,14.8,EU
-27.33056,-55.86667,SA
34.38447,-111.45514,NA
9.57203,99.16586,AS
51.75905,-1.59435,EU
18.71267,99.55758,AS
51.11073,50.29454,AS
23.637,112.95568,AS
-24.06222,-53.00694,SA
49.734610000000004,4.78616,EU
15.42977,75.62971,AS
31.19494,109.88054,AS
33.28596,112.34895,AS
-7.2122,111.7011,AS
41.01053,-0.91882,EU
23.6164,87.13061,AS
45.10324,10.47988,EU
-7.3301,108.4014,AS
-10.66667,-77.83333,SA
17.25679,-96.02786,NA
42.44094,3.16518,EU
41.14149,-73.3579,NA
40.98588,37.16028,EU
51.039790000000004,-1.60941,EU
28.18348,114.31217,AS
-6.8767,112.00205,AS
59.61395,16.22846,EU
41.85068,22.51132,EU
19.29889,-99.82389,NA
42.10422,-79.3331,NA
35.33401,-81.8651,NA
29.79269,111.76927,AS
47.05101,6.95489,EU
30.52505,111.58549,AS
47.61879,-117.64826,NA
54.91922,-1.74489,EU
9.80726,6.15238,AF
28.47195,-81.36785,NA
49,1.88333,EU
48.24765,7.77823,EU
49.03685,8.70745,EU
17.47378,121.46799,AS
47.93333,-4.01667,EU
2.43333,-76.8,SA
38.95817,-76.21023,NA
49.30482,2.79636,EU
21.43054,-157.81611,NA
-38.19528,146.5415,OC
13.4124,122.4846,AS
50.41973,23.19626,EU
20.27527,-98.12469,NA
45.52669,11.4461,EU
13.2615,123.4334,AS
55.5875,38.00556,EU
-7.1088,113.7173,AS
29.73627,108.61978,AS
-31.95833,115.79722,OC
-7.1,109.01667,AS
-6.6923,111.2677,AS
-7.29944,-35.47944,SA
49.89341,16.0285,EU
-8.78333,36.35,AF
49.8,6.71667,EU
40.87908,41.72953,EU
-8.4402,120.1931,AS
49.93056,8.15556,EU
46.45148,135.82738,EU
40.02818,18.34591,EU
47.66952,-2.10809,EU
23.29243,116.65444,AS
56.43079,10.37818,EU
29.91369,108.02711,AS
47.37161,8.54501,EU
41.15009,14.64425,EU
39.96639,66.48611,AS
-6.6313,111.528,AS
60.60416,22.07926,EU
58.15517,7.83576,EU
-16.51667,28.8,AF
53.63459,10.01608,EU
43.69973,1.51049,EU
13.84166,120.08872,AS
-27.31005,31.89198,AF
48.18312,1.38524,EU
39.78639,117.41667,AS
49.81667,10.86667,EU
-8.7945,121.6482,AS
40.65371,-73.93042,NA
2.98056,34.13306,AF
50.25841,19.02754,EU
44.10035,-70.21478,NA
27.04753,79.64811,AS
56.83058,86.62734,EU
38.64631,35.44937,EU
42.77361,-81.18038,NA
46.08049,10.39823,EU
48.45162,3.06503,EU
52.00623,19.80294,EU
39.87233,-75.33713,NA
50.20575,-5.11993,EU
49.10667,8.81278,EU
52.51036,21.0691,EU
-15.23333,-70.25,SA
6.834,152.701,OC
13.7373,123.868,AS
-4.21667,-45.18333,SA
48.29734,25.27406,EU
53.67526,8.51646,EU
46.68701,127.22031,AS
29.07134,108.13804,AS
40.65642,17.70814,EU
24.15277,115.56809,AS
53.9096,37.736,EU
43.43137,-96.69727,NA
40.58618,-79.53143,NA
18.45104,-97.02991,NA
41.95952,12.8016,EU
37.43333,42.77417,EU
32.06409,120.8042,AS
49.65308,9.94441,EU
-6.57019,111.03254,AS
45.59966,5.63436,EU
48.76688,-80.68307,NA
49.61667,6.88333,EU
-37.8329,145.0367,OC
47.38333,0.68333,EU
53.03113,5.67716,EU
40.81667,-96.43029,NA
6.26549,6.30962,AF
47.24254,8.72342,EU
46.61714,6.47223,EU
40.55565,-75.98188,NA
36.38286,-84.11993,NA
50.0132,8.45253,EU
36.03452,-89.38563,NA
46.22712,-116.02931,NA
40.68783,-84.64663,NA
22.685,113.4275,AS
66.8654,70.83784,EU
46.36667,24.48333,EU
10.94108,78.90816,AS
43.13671,-5.03786,EU
52.58333,7.51667,EU
-32.02489,115.802,OC
55.03211,11.88356,EU
51.46043,13.52001,EU
18.25667,-98.10222,NA
45.58278,13.75667,EU
49.89795,18.19196,EU
52.31667,-2.85,EU
9.3721,-83.70399,NA
41.57935,-5.5003,EU
4.76667,100.93333,AS
47.74161,19.92876,EU
53.45401,-2.85396,EU
46.14678,-122.90844,NA
40.80685,15.32639,EU
40.6168,122.86091,AS
12.44722,124.31111,AS
45.43018,7.79128,EU
-34.48333,-54.33333,SA
30.86105,113.72608,AS
34.209,74.34285,AS
9.4023,122.8244,AS
47.36667,-1.16667,EU
40.18139,40.40417,EU
21.3845,110.43754,AS
8.05444,125.28389,AS
20.28784,-102.54514,NA
51.29993,13.38555,EU
-34.97682,138.55588,OC
-25.49768,28.10065,AF
49.95,7.46667,EU
45.77407,8.70403,EU
50.93934,4.32655,EU
40.10056,22.49778,EU
0.7025,32.88861,AF
34.71189,32.8634,AS
-2.24444,-49.49583,SA
8.1218,123.7995,AS
28.89994,120.34615,AS
32.76205,120.26944,AS
16.98545,121.82664,AS
30.44523,114.4486,AS
38.29575,-121.24439,NA
52.19056,6.01338,EU
50.1,6.53333,EU
44.3351,7.07878,EU
18.6,-96.15,NA
48.53333,-2.06667,EU
41.95959,-0.00326,EU
44.85,0.48333,EU
44.02405,10.17259,EU
41.79982,-74.38071,NA
48.47089,11.93811,EU
10.37808,-74.88356,SA
63.8397,20.47857,EU
56.16974,36.12545,EU
39.03554,8.99695,EU
-3.27778,-39.26889,SA
56.1192,60.26804,EU
49.73332,-114.88532,NA
18.46717,-66.341,NA
44.81667,24.15,EU
55.63755,37.76438,EU
39.91373,-74.5646,NA
43.58333,121.2,AS
11.34735,162.33733,OC
35.72806,126.73194,AS
26.56377,113.60096,AS
45.51667,27.31667,EU
20.53523,-100.48828,NA
27.60528,118.85583,AS
41.14006,-80.76897,NA
63.70602,20.36409,EU
45.60979,27.27091,EU
28.08139,120.17877,AS
45.45949,-69.59061,NA
37.11129,41.38359,EU
35.77799,10.82617,AF
44.89877,8.40495,EU
42.08485,14.65386,EU
-7.2127,108.4656,AS
-6.7353,111.4931,AS
40.58565,122.96524,AS
20.26821,-102.56195,NA
42.45286,-75.06377,NA
44.86667,25.23333,EU
51.34018,-0.47254,EU
-28.84051,-58.8265,SA
45.40204,10.27681,EU
40.83538,-73.62374,NA
46.55,26.65,EU
-17.61667,18.6,AF
28.26648,103.56838,AS
50.09272,14.44711,EU
41.17036,-76.87691,NA
25.64028,-103.325,NA
54.28333,9.16667,EU
11.5591,123.1551,AS
51.7676,55.3694,EU
29.41525,111.65007,AS
-6.8982,113.2463,AS
40.93305,-5.65026,EU
10.2522,-75.0198,SA
43.0125,-89.28984,NA
19.60889,-88.56148,NA
29.10783,110.05115,AS
41.73703,0.5845,EU
43.80742,10.87733,EU
29.87673,120.37803,AS
-35.47545,-69.58427,SA
2.269,102.1427,AS
48.34908,1.99182,EU
20.70423,-97.30994,NA
19.74423,-99.18113,NA
39.8993,-8.83171,EU
18.96146,-99.66827,NA
-8.7872,116.4814,AS
49.91667,6.36667,EU
18.84864,109.31708,AS
29.2475,119.24219,AS
42.29002,-87.90341,NA
-7.5566,108.0322,AS
26.1879,117.84999,AS
48.54968,26.48744,EU
48.46667,21.28333,EU
36.79219,99.07372,AS
29.03109,109.09221,AS
38.05067,16.1332,EU
11.41667,125.16667,AS
38.21991,15.63689,EU
39.46955,-76.2044,NA
10.51077,122.5315,AS
42.37199,-5.50877,EU
45.40817,9.62876,EU
52.73785,15.41021,EU
50.00935,7.02355,EU
31.92861,70.45917,AS
33.52319,107.983,AS
43.59583,43.59944,EU
45.65002,9.20548,EU
20.63333,-100.26278,NA
38.5051,16.50669,EU
23.67027,58.18911,AS
-6.904,113.7056,AS
-8.691,120.5294,AS
-31.87472,116.138,OC
49.85359,20.90595,EU
16.01191,76.44203,AS
42.30293,12.62135,EU
-18.775,-42.9325,SA
42.24177,-70.88977,NA
41.71187,-112.16551,NA
26.79681,80.32093,AS
-7.3202,108.0591,AS
29.82993,110.42836,AS
39.85978,16.38368,EU
54.26548,37.48746,EU
50.39703,12.09998,EU
8.11733,12.04611,AF
47.3153,27.13839,EU
41.21972,26.82278,EU
54.43551,17.73485,EU
40.78447,8.74358,EU
15.13333,-88.23333,NA
39.57384,115.89571,AS
45.52221,12.10151,EU
33.47069,-82.50457,NA
-27.42573,29.16585,AF
57.83005,39.58989,EU
39.86667,-1.08333,EU
37.97476,-87.55585,NA
21.93248,112.06676,AS
48.89915,-1.51225,EU
42.85361,-89.3704,NA
36.98801,-121.95663,NA
50.23333,6.36667,EU
-26.2552,-53.64581,SA
38.27199,-87.6878,NA
47.83182,1.96672,EU
-7.69916,36.95722,AF
47.88333,26.41667,EU
43.48381,2.13989,EU
3.19698,-75.64506,SA
53.10459,20.17639,EU
45.75123,3.08355,EU
53.72005,-0.80329,EU
43.79916,146.72164,EU
45.68829,9.43712,EU
47.0396,7.01872,EU
38.95788,16.58521,EU
46.84201,18.33763,EU
49.70444,8.24806,EU
21.08718,72.88153,AS
28.90196,89.27481,AS
38.92574,16.48757,EU
49.12187,-0.29786,EU
33.62064,-100.32289,NA
41.08278,39.38278,EU
21.01078,-89.29147,NA
9.9818,122.5369,AS
-13.06667,-71.16667,SA
43.32628,125.29726,AS
38.42621,27.41731,EU
38.70588,-87.76003,NA
54.18333,10.86667,EU
48.66667,15.06667,EU
52.46667,13.35,EU
45.2,0.13333,EU
18.58182,-68.40431,NA
40.90593,-72.36203,NA
-5.83722,-43.83361,SA
-8.1819,112.4548,AS
39.64026,-106.3742,NA
42.93127,1.84656,EU
38.78751,-94.26939,NA
55.79062,-4.23584,EU
48.65,16.38333,EU
36.935,101.67361,AS
46.66347,-118.86111,NA
24.35022,56.70765,AS
36.03849,-77.90637,NA
44.7,127.2,AS
21.6604,-97.85049,NA
9.84701,78.48358,AS
52.66277,-2.01111,EU
39.37457,9.15851,EU
38.85279,-99.1476,NA
41.70566,-70.37447,NA
35.46756,-97.51643,NA
28.46186,114.00785,AS
-8.2873,122.9267,AS
30.89182,111.87118,AS
52.11161,-2.32515,EU
22.41479,-80.2931,NA
51.08929,11.62474,EU
16.85,121.48333,AS
50.751,-1.96862,EU
44.94369,9.27504,EU
52.01954,4.42946,EU
13.55,-14.91667,AF
38.98306,30.92472,EU
8.334,123.8547,AS
51.31339,20.99067,EU
50.67753,8.86425,EU
43.8,25.48333,EU
39.5,98.66667,AS
53.69901,22.43183,EU
24.66917,102.36083000000001,AS
-7.51861,109.06944,AS
51.69833,5.97361,EU
11.6439,122.3083,AS
1.43314,31.35241,AF
29.83279,122.2765,AS
51.32269,11.32002,EU
47.38484,37.06792,EU
48.81418,1.90567,EU
40.50209,-5.30131,EU
33.4615,-86.90888,NA
42.17756,13.96091,EU
47.42366,7.48024,EU
-7.2697,108.4222,AS
44.66667,24,EU
40.44479,-78.84113,NA
47.80039,3.53144,EU
44.80845,-0.54809,EU
23.79575,98.80397,AS
32.28379,120.55941,AS
35.35864,24.43857,EU
-3.0136,114.7687,AS
56.15053,28.6758,EU
45.35505,5.49927,EU
13.54057,103.02693,AS
43.64631,0.78441,EU
35.65903,-0.52168,AF
28.31394,120.55608,AS
36.6,4.61667,AF
50.79924,11.77155,EU
45.64057,8.11412,EU
1.87884,-76.26722,SA
38.81195,-94.5319,NA
2.95481,-76.26839,SA
54.09174,37.99053,EU
-0.40306,31.15722,AF
6.14978,6.78569,AF
55.2769,85.6163,EU
54.57864,33.18373,EU
49.70361,10.02605,EU
-26.93139,-48.95889,SA
14.07417,-90.41667,NA
36.36454,-95.83888,NA
45.93149,133.73906,EU
13.44547,101.61133,AS
-10.1786,123.621,AS
53.90063,51.2117,EU
44.90483,8.94835,EU
27.55831,116.63978,AS
34.82651,-82.43901,NA
43.40982,13.4369,EU
13.35861,123.73361,AS
13.32328,121.30282,AS
39.8,-0.7,EU
46.75,22.23333,EU
43.82396,11.48673,EU
6.54433,3.26379,AF
31.22201,-82.38725,NA
40.62015,29.22536,EU
45.82398,8.91523,EU
41.74427,-71.90924,NA
44.83035,8.25904,EU
-8.1666,112.5992,AS
47.95,13.2,EU
48.04263,9.01308,EU
34.81451,107.39274,AS
46.25021,20.94885,EU
31.86378,-92.29597,NA
37.35806,115.37444,AS
26.04924,-97.74499,NA
50.53333,10.5,EU
27.25449,-80.22977,NA
-7.3635,108.3156,AS
45.35,14.43028,EU
35.47375,-81.25453,NA
-3.58639,30.72028,AF
46.69337,6.69213,EU
50.7,7.51667,EU
38.10823,15.16933,EU
57.70338,12.44657,EU
52.43058,21.43561,EU
13.97361,-89.21861,NA
-5.6765,119.7484,AS
48.98983,13.65986,EU
23.67211,-100.18134,NA
40.43967,-5.61772,EU
39.18342,36.07189,EU
48.53695,9.2833,EU
-4.61667,55.41667,AF
32.46859,36.24363,AS
15.36357,-61.39701,NA
55.31246,89.83301,EU
-22.48056,-42.20417,SA
52.30154,-3.51146,EU
30.75202,73.02834,AS
-27.98311,-55.52031,SA
45.54596,12.06445,EU
41.03435,37.59409,EU
45.12532,11.87018,EU
48.65171,7.69913,EU
7.40542,99.51561,AS
-27.35538,152.99432,OC
34.13333,119.05,AS
-7.3409,108.3688,AS
17.43526,-95.02637,NA
46.75,26.65,EU
18.73742,-102.78934,NA
44.94004,7.05241,EU
11.7195,122.0949,AS
-6.9001,113.5144,AS
31.37389,34.34085,AS
26.1487,102.5592,AS
32.54875,-96.85667,NA
-34.45002,150.44572,OC
47.41658,0.75521,EU
42.71693,42.052,AS
51.73583,5.0875,EU
40.84694,30.94111,EU
30.84094,119.3059,AS
46.25033,-1.11566,EU
30.4138,-91.0876,NA
25.70581,119.3142,AS
60.16562,29.908,EU
46.2856,123.72575,AS
40.95732,-73.96347,NA
10.76405,122.3177,AS
-33.31664,115.70503,OC
49.18889,29.52697,EU
44.76112,27.00693,EU
41.99531,-87.88451,NA
9.25929,76.55642,AS
46.12786,13.42933,EU
16.97756,-96.78081,NA
47.45424,8.59066,EU
-24.00583,-48.34944,SA
39.29228,-84.618,NA
50.35737,106.45033,EU
41.35654,16.08924,EU
29.64157,105.62161,AS
48.232170000000004,7.36843,EU
52.56667,13.33333,EU
50.92203,16.10111,EU
46.621339999999996,108.35804,AS
40.78283,22.27388,EU
26.1844,91.7458,AS
33.94288,-91.84347,NA
4.40367,-74.3867,SA
6.97078,80.78286,AS
49.90672,2.50682,EU
48.78445,1.81247,EU
47.65097,26.4753,EU
-8.2018,111.8338,AS
47.78333,23.93333,EU
31.27769,-94.57659,NA
37.84871,-81.99346,NA
27.98562,-15.49725,EU
43.40424,11.77228,EU
47.2,14.5,EU
47.34365,7.86982,EU
36.85034,40.07055,AS
44.917230000000004,8.69384,EU
-33.04222,-71.37333,SA
25.0612,115.72019,AS
48.5,12.1,EU
52.2763,6.14926,EU
46.31479,8.60332,EU
34.11159,-82.86863,NA
32.32184,119.57606,AS
14.86954,-61.11504,NA
39.92083,40.695,EU
-24.66667,25.78222,AF
47.41667,22.93333,EU
44.59234,18.56458,EU
22.34184,-80.55596,NA
13.45,120.43333,AS
24.49417,-107.31778,NA
41.13648,-74.08236,NA
20.34173,-77.12126,NA
37.81724,-96.86225,NA
-19.33225,30.17768,AF
67.58355,63.79399,EU
48.31771,5.58125,EU
21.62254,105.18462,AS
57.6757,-2.96238,EU
26.57696,103.04698,AS
46.13148,8.54569,EU
49.88389,8.08222,EU
45.01086,9.16245,EU
45.19853,36.09144,EU
41.36336,1.29152,EU
37.76005,-89.0773,NA
50.01667,7,EU
45.89669,6.63444,EU
33.54817,-83.97435,NA
29.15007,119.69441,AS
5.44397,10.05332,AF
42.50988,12.33015,EU
51.25,14.23333,EU
50.16667,7.01667,EU
-10.4979,121.9733,AS
35.78099,-78.36972,NA
46.78963,11.60998,EU
49.01636,-122.8026,NA
8.71441,-11.17057,AF
-17.75,-149.31667,OC
33.11559,110.90973,AS
51.18548,-0.70536,EU
50.7566,10.78769,EU
51.98703,43.2731,EU
43.0325,23.37806,EU
54.27555,18.19885,EU
4.48388,7.41446,AF
41.61482,-73.79819,NA
-8.7361,120.5721,AS
46.13369,6.52416,EU
41.53033,14.67223,EU
4.94829,-74.59392,SA
42.17506,13.03844,EU
41.05997,17.09001,EU
52.01653,0.37886,EU
44.70478,-1.03562,EU
44.41181,7.38068,EU
51.14479,15.23057,EU
35.20924,48.72341,AS
49.88477,127.5032,AS
62.85,29.36667,EU
49.32346,-0.37346,EU
41.26766,-8.64515,EU
60.52408,6.7194,EU
38.81039,-76.82414,NA
-6.45528,-36.20333,SA
37.11181,-79.28558,NA
18.10138,-96.7959,NA
42.04818,-0.91025,EU
26.39812,118.44389,AS
48.61172,9.26371,EU
10.825,122.713,AS
37.3229,43.37482,EU
-9.9708,123.948,AS
40.26956,22.50608,EU
42.36418,-85.2665,NA
51.15612,2.96387,EU
36.51784,-5.31581,EU
32.44014,-90.54899,NA
7.28889,126.57333,AS
49.61667,7.75,EU
37.22556,-107.59811,NA
4.95334,-77.36598,SA
21.54333,-105.28558,NA
46.01667,23.66667,EU
50.68265,21.74898,EU
-6.9378,113.8018,AS
-7.4948,108.152,AS
49.34861,9.25389,EU
24.67555,116.88774,AS
40.615,22.9762,EU
50.41667,3.01667,EU
45.96667,24.61667,EU
-10.4771,121.9882,AS
59.93796,29.57721,EU
41.76055,86.15231,AS
41.5067,-90.51513,NA
47.35705,-0.65696,EU
-7.1163,107.9246,AS
26.39267,117.77488,AS
41.07663,1.14163,EU
54.65,9.65,EU
39.30636,16.31746,EU
46.37611,28.14778,EU
38.32117,16.39689,EU
55.28782,23.97275,EU
52.38529,9.18813,EU
50.15,6.91667,EU
51.51964,30.73434,EU
52.25332,9.96915,EU
36.25154,96.949,AS
-22.45389,-43.46889,SA
39.93682,-120.94647,NA
31.02023,119.37711,AS
40.80939,-2.99218,EU
6.5225,124.65917,AS
33.89001,-116.35251,NA
-34.92866,138.59863000000001,OC
50.77266,12.24361,EU
-7.3015,108.7249,AS
43.14202,13.36724,EU
30.18911,120.22669,AS
-32.3757,-65.9296,SA
44.52358,-89.57456,NA
14.10005,107.96896,AS
46.31481,11.04747,EU
47.08333,11.41667,EU
62.12695,27.46276,EU
45.0579,25.83976,EU
33.3654,-93.49518,NA
37.03578,-121.86246,NA
17.36685,-97.03291,NA
51.26652,5.08242,EU
49.38547,-1.5331,EU
10.9465,123.288,AS
41.78392,14.10653,EU
-7.0274,107.9253,AS
31.3301,109.43991,AS
35.62246,-117.6709,NA
-27.5079,-58.55454,SA
46.3,27.61667,EU
27.25341,118.49501,AS
52.74752,35.38277,EU
46.98631,4.8262,EU
45.23888,39.80499,EU
41.39482,-73.45401,NA
47.33319,8.80982,EU
48.76476,2.3503,EU
50.60155,36.01549,EU
48.19677,41.27558,EU
-12.31086,44.43702,AF
40.85986,122.81625,AS
-6.87222,-36.91861,SA
45.7088,11.47959,EU
0.66749,-76.87297,SA
-6.7581,105.7483,AS
37.85944,126.785,AS
47.62667,23.25056,EU
51.02681,10.75932,EU
-0.6221,100.82507,AS
-8.13861,-79.04028,SA
48.15,21.18333,EU
53.56667,-1.58333,EU
55.89125,50.23992,EU
-30.86667,121.76667,OC
-7.1684,108.1309,AS
34.89149,-92.15955,NA
16.88392,-92.71329,NA
-33.96667,151.08333,OC
60.47369,25.08992,EU
33.328360000000004,35.92144,AS
40.06542,44.41618,AS
50.29658,4.10108,EU
18.18938,-98.38935,NA
45.02088,26.32722,EU
47.66186,8.88674,EU
-7.0676,113.9589,AS
-6.7482,105.9866,AS
-6.344,106.0289,AS
30.08215,-93.75822,NA
10.31978,-68.78386,SA
20.56667,-103.21889,NA
48.04193,-4.2047,EU
37.76251,-97.26699,NA
41.85228,-79.31866,NA
51,0.76667,EU
32.51463,111.48443,AS
-4.4651,102.90386,AS
7.70483,5.04054,AF
47.00509,3.18756,EU
-33.95,151.1,OC
37.91351,40.22859,EU
32.52593,106.04673,AS
48.75089,24.36731,EU
21.03907,-104.37116,NA
64.50111,-165.40639,NA
30.6455,118.30842,AS
43.29056,45.30139,EU
52.06057,-1.62778,EU
6.97694,7.16262,AF
39.25375,117.34814,AS
32.50131,-115.06382,NA
46.78179,27.70093,EU
50.31667,6.6,EU
39.93651,18.11822,EU
50.82838,-0.13947,EU
23.24018,91.12143,AS
42.11236,2.16083,EU
54.23326,23.51466,EU
-32.89084,-68.82717,SA
-32.74976,-70.72584,SA
33.6525,-85.8742,NA
48.40531,-1.26369,EU
42.79345,13.64433,EU
46.99036,18.24357,EU
9.622,138.154,OC
39.02219,16.4861,EU
41.73778,-3.42914,EU
18.2529,120.6125,AS
-6.5991,105.9199,AS
42.72537,-6.65439,EU
49.89876,18.42815,EU
39.4308,28.99558,EU
50.48432,30.90304,EU
21.10621,-89.45217,NA
38.30844,-0.8533,EU
19.14771,110.32005,AS
50.84524,20.85814,EU
41.62004,13.79905,EU
-2.68333,33,AF
10.8,122.51667,AS
29.60147,118.755,AS
19.86722,-99.11611,NA
39.15177,-77.98222,NA
26.44322,43.2534,AS
47.75,13.06667,EU
39.79559,113.9579,AS
37.72894,39.63547,EU
48.71402,2.36283,EU
-7.4488,108.655,AS
41.2913,113.24405,AS
14.3198,46.73922,AS
47.81102,8.81224,EU
28.54334,118.48588,AS
44.5,-0.78333,EU
29.78004,77.26346,AS
40.8046,44.54025,AS
44.56667,24.55,EU
-11.74611,-44.91,SA
32.00355,120.06722,AS
49.30539,1.24353,EU
34.95828,137.08054,AS
3.38333,-59.8,SA
26.69929,88.31177,AS
48.84687,8.92828,EU
59.5671,17.52781,EU
-7.22439,113.51508,AS
42.42216,2.92524,EU
37.35617,-4.98896,EU
30.48548,-92.8507,NA
28.98538,89.10555,AS
38.88444,-2.1518,EU
19.70083,-100.47847,NA
55.97153,9.61129,EU
43.86663,-93.05103,NA
47.46315,-69.22666,NA
49.74233,8.76687,EU
53.69157,43.05744,EU
45.86234,-122.67038,NA
52.08534,4.37263,EU
34.3482,45.39065,AS
49.20934,17.53944,EU
-8.7191,116.284,AS
8.0684,125.9308,AS
47.35,-0.21667,EU
49.38046,117.10998,AS
-38.53066,-72.43652,SA
34.13488,-79.93979,NA
14.63823,-91.22901,NA
43.4423,-71.58896,NA
11.37389,-69.13722,SA
28.95051,114.15913,AS
59.57639,30.12833,EU
36.40352,58.03894,AS
39.84323,18.36962,EU
-14.26667,-69.2,SA
34.02849,133.80616,AS
34.14878,-77.9136,NA
51.5386,5.09028,EU
32.8043,-91.17011,NA
51.03248,2.86384,EU
39.74926,-77.38304,NA
-34.76459,-61.89093,SA
2.11248,-75.82419,SA
5.26667,-74.56667,SA
-6.7635,111.3709,AS
-33.78333,151.16667,OC
36.84532,-86.88722,NA
43.94187,10.48115,EU
35.64999,102.93122,AS
45.75,23.96667,EU
44.277589999999996,134.96106,EU
45.53148,9.70586,EU
53.46667,-2,EU
28.05835,-81.90536,NA
31.17991,-83.78906,NA
51.92754,16.36456,EU
49.61667,7.63333,EU
44.46764,8.08824,EU
14.84782,102.68401,AS
47.44826,16.41516,EU
55.17889,53.80278,EU
41.10693,-5.42515,EU
45.7,25.85,EU
-7.1606,108.0142,AS
48.01667,21.38333,EU
34.41972,112.41917,AS
29.68456,116.43811,AS
49.9352,22.34602,EU
29.23574,109.42552,AS
29.83291,106.45066,AS
50.58639,3.04394,EU
30.47832,120.18105,AS
48.66918,10.86749,EU
44.53101,10.86888,EU
54.17226,10.55968,EU
47.08333,2.4,EU
47.96762,-1.79534,EU
31.04704,113.14098,AS
-8.0934,111.9629,AS
45.71262,11.35671,EU
32.82346,-97.17057,NA
56.02895,47.29255,EU
13.0121,120.762,AS
47.09643,28.86791,EU
51.635,4.36944,EU
40.28333,97.2,AS
41.07275,-1.42376,EU
29.96009,119.35471,AS
25.57898,85.04564,AS
-12.78444,-38.40389,SA
46.16852,9.87134,EU
55.55194,37.0801,EU
45.45458,10.11717,EU
17.53667,-98.59944,NA
37.54,127.20556,AS
49.04832,1.60168,EU
50.33333,7.1,EU
60.95451,29.13391,EU
47.98159,23.91041,EU
-8.91093,-140.09972,OC
50.78076,17.81227,EU
45.57438,9.07537,EU
40.71598,22.72841,EU
20.0424,74.48944,AS
31.08515,107.86508,AS
60.44869,26.03187,EU
49.65,7.1,EU
34.88333,136.85,AS
32.62639,116.99694,AS
45.307,-69.03337,NA
15.85083,-92.06222,NA
16.02872,-91.9721,NA
15.43438,-92.1157,NA
-26.53333,29.06667,AF
32.26986,91.68101,AS
-22.60611,-46.91944,SA
40.29169,45.13068,AS
47.92383,-1.24124,EU
41.67907,12.92116,EU
30.45413,119.75454,AS
-44.74736,-72.69695,SA
-21.83833,-51.61028,SA
45.17667,16.80944,EU
49.95255,19.97452,EU
43.43925,-70.77422,NA
35.88556,14.5275,EU
53.75592,-1.66443,EU
38.45009,-81.9293,NA
52.43333,10.58333,EU
46.11667,21.58333,EU
49.70182,11.25749,EU
34.96732,-5.57295,AF
49.61391,1.54449,EU
-20.36333,-40.65917,SA
44.63417,40.73556,EU
49.7272,19.87161,EU
26.71139,119.59194,AS
46.0844,11.21736,EU
26.23535,-97.58193,NA
42.84664,-94.85193,NA
-6.69167,-35.53333,SA
18.98139,-98.35889,NA
3.72315,-75.48316,SA
-37.75,145.23333,OC
53.43058,50.119,EU
40.6727,-4.08949,EU
28.05419,-81.86064,NA
-8.7803,122.0136,AS
41.50579,-3.32872,EU
41.51695,1.43333,EU
39.16673,117.24191,AS
14.73779,43.96489,AS
15.19422,-12.94482,AF
54.2438,27.0758,EU
28.63953,117.10369,AS
54.8,9.56667,EU
49.13041,6.12376,EU
34.25848,108.92421,AS
-22.8075,-43.41389,SA
46.48472,15.97139,EU
14.54528,-90.67528,NA
38.1519,27.36223,EU
59.35,18.2,EU
42.48092,-0.9342,EU
36.72893,99.776840000000007,AS
56.75,12.93333,EU
25.20229,115.07538,AS
47.60285,19.68839,EU
51.98197,20.83394,EU
38.61352,21.38072,EU
31.79735,119.87857,AS
36.53565,-95.43247,NA
43.09061,10.54246,EU
-7.3167,106.8395,AS
47.14556,14.40583,EU
-44.7,169.15,OC
-35.29596,139.03591,OC
18.93056,-98.95889,NA
51.99381,5.1026300000000004,EU
50.54551,23.21308,EU
6.964,158.2062,OC
-1.9,34.01667,AF
-6.9632,112.354,AS
47.53657,10.28883,EU
53.9102,-1.75798,EU
53.50015,-112.05182,NA
27.62333,119.98417,AS
28.03197,-15.50425,EU
36.04637,-112.15406,NA
61.12724,21.51127,EU
10.79475,106.6763,AS
11.651,122.3575,AS
-35.22676,173.94739,OC
29.48495,-98.46585,NA
29.27472,82.18383,AS
32.20434,35.11433,AS
32.89346,-97.44446,NA
40.87589,-81.40234,NA
22.33417,88.29778,AS
43.7379,4.18066,EU
39.29846,9.09248,EU
37.3637,120.09676,AS
51.50417,3.88889,EU
45.34301,3.31837,EU
20.11783,100.09919,AS
12.22854,123.50851,AS
49.3523,11.15069,EU
39.50984,-0.41327,EU
40.40084,-93.5805,NA
13.1,123.71667,AS
47.05784,6.60716,EU
19.23041,-104.68451,NA
0.9411,124.1556,AS
50.23805,8.86704,EU
30.09965,-91.99012,NA
45.74395,-0.81471,EU
45.57139,21.97667,EU
-7.2616,108.1972,AS
51.33333,10.06667,EU
50.84184,10.68693,EU
-8.519,116.9933,AS
