lat,lng,continent
-15.64917,-71.65778,SA
31.44156,119.32897,AS
-17.81667,25.15,AF
65.17654,25.35233,EU
45.78071,12.84052,EU
40.43841,-8.43352,EU
31.27491,106.28714,AS
50.14328,8.57111,EU
46.94971,3.14807,EU
37.10444,15.21172,EU
42.0978,-88.53036,NA
14.57889,-92.14137,NA
38.27257,-85.66274,NA
31.96257,44.60075,AS
39.80194,29.60918,EU
16.47206,-61.50778,NA
35.83111,14.47417,EU
26.26467,86.27993,AS
33.29865,-115.95611,NA
45.85437,10.16646,EU
6.25,10.26667,AF
53.82209,-2.40712,EU
33.8104,36.15787,AS
47.31667,11.01667,EU
10.3896,123.069,AS
30.58808,118.24803,AS
45.91667,23.2,EU
55.09681,36.61006,EU
50.58362,5.50115,EU
35.49399,101.95145,AS
9.92787,-84.13722,NA
47.24139,52.94111,AS
52.11944,107.27083,EU
51,12.35,EU
-19.56667,18.11667,AF
49.5786,42.736,EU
32.06878,35.15286,AS
49.90277,4.2799,EU
49.56853,19.28289,EU
40.19338,-85.38636,NA
47.56304,130.83349,AS
35.1303,24.90412,EU
32.43058,76.01428,AS
36.13423,-90.15982,NA
51.22602,-58.65017,NA
48.79083,6.04472,EU
14.0775,-3.51594,AF
52.83368,13.92843,EU
40.72146,120.92558,AS
-8.6898,116.5506,AS
29.55083,107.48688,AS
37.10699,27.66578,EU
51.28511,5.75898,EU
56.1513,96.9173,EU
47.84936,123.12774,AS
27.71806,109.01889,AS
-7.1485,108.4315,AS
-8.4746,118.5373,AS
44.61918,23.52838,EU
-8.5132,115.1099,AS
31.16189,113.6338,AS
45.60979,10.39737,EU
38.67852,114.64741,AS
20.64337,-100.99286,NA
-9.89128,120.62165,AS
41.87833,19.40556,EU
27.23467,88.50168,AS
48.88333,-0.71667,EU
45.44914,7.84198,EU
32.63063,35.34885,AS
51.84861,41.46056,EU
42.12019,-4.0775,EU
16.32101,42.81299,AS
-10.1419,120.7186,AS
22.15777,105.59559,AS
9.43513,-70.77612,SA
46.68861,83.4053,AS
46.22142,11.9557,EU
52.90083,21.55578,EU
42.22226,-83.3966,NA
20.64091,-103.29327,NA
48.62189,-2.13435,EU
40.57055,45.81229,AS
19.15333,-98.30472,NA
8.27083,125.79972,AS
39.87678,3.01626,EU
-28.00029,153.43088,OC
29.18361,117.55528,AS
41.85113,-4.40973,EU
-33.77867,151.28569,OC
43.87522,10.73482,EU
51.82667,5.12917,EU
42.1193,2.10135,EU
49.73333,7.68333,EU
8.2444,4.17181,AF
50.71717,4.60138,EU
15.49142,-91.76551,NA
31.94746,35.02031,AS
10.65993,107.77206,AS
57.7584,16.63733,EU
33.06218,104.92142,AS
32.87791,-85.18327,NA
47.51799,-2.57698,EU
31.12063,111.60744,AS
45.08936,16.01906,EU
-33.73349,150.83542,OC
47.61018,27.1673,EU
50.93674,17.17961,EU
52.86571,14.04508,EU
-8.2137,113.1146,AS
48.44061,38.732,EU
6.46875,6.92893,AF
54.3422,18.36476,EU
41.93708,-2.02638,EU
35.9132,-79.05584,NA
47.52682,8.21486,EU
29.39541,77.2054,AS
44.35525,12.2543,EU
-6.66306,-76.28667,SA
36.41177,-82.42459,NA
40.21487,9.28189,EU
29.31506,120.07676,AS
33.25958,113.66103,AS
43.82442,90.19476,AS
34.83444,37.32396,AS
-7.1462,107.9783,AS
40.51662,15.92457,EU
41.02252,29.02369,EU
19.49016,-99.10978,NA
45.11722,18.53694,EU
7.98858,5.12291,AF
49.41667,7.61667,EU
26.77534,-80.0581,NA
68.97917,33.09251,EU
30.22538,121.25951,AS
36.22683,27.85645,EU
44.3022,23.75848,EU
-8.5832,116.1351,AS
52.59541,22.14707,EU
-19.96778,-44.19833,SA
45.90841,5.19527,EU
42.17455,-2.54282,EU
34.09001,-117.89034,NA
-8.1095,115.0928,AS
6.844,80.0024,AS
33.559,-97.84865,NA
48.16667,16.88333,EU
41.46705,13.33457,EU
35.00096,105.75887,AS
48.59209,1.56444,EU
50.69255,12.42585,EU
39.89916,-6.34999,EU
50.51667,12.95,EU
52.43435,10.50997,EU
10.2375,124.77194,AS
31.81667,130.3,AS
46.96667,21.08333,EU
40.63316,-73.67041,NA
-33.88382,150.96153,OC
51.86674,-0.18394,EU
54.57946,24.52683,EU
12.66258,76.64861,AS
-10.45333,-36.65139,SA
46.52139,14.85444,EU
54.38547,8.766,EU
17.591,104.60388,AS
53.73333,10.75,EU
48.81667,3.01667,EU
48.53688,3.352,EU
41.44406,-5.12491,EU
50.19192,8.05732,EU
50.65,6.2,EU
54.1,-4.68333,EU
32.76783,-117.02308,NA
-7.4722,107.4113,AS
8.25801,-76.14928,SA
36.27619,-84.12881,NA
34.18619,-103.3344,NA
21.18893,80.75459,AS
39.7423,115.95651,AS
38.1814,-1.1259,EU
18.29656,-70.58635,NA
8.2087,123.0141,AS
43.25186,2.36552,EU
17.98461,-97.69006,NA
39.68274,99.55445,AS
48.31667,11.85,EU
41.72185,12.71809,EU
47.2995,8.60188,EU
49.16553,4.04568,EU
51.54676,12.6293,EU
41.45555,-3.70753,EU
21.11079,73.39365,AS
43.10694,128.92167,AS
42.16139,14.50306,EU
52.31945,38.34527,EU
14.05,121.21667,AS
45.53338,-73.28246,NA
40.07233,44.21948,AS
35.56157,115.50134,AS
-8.5126,115.2399,AS
55.42583,-5.60764,EU
38.82037,-5.08417,EU
37.65896,-5.52751,EU
40.63839,117.32301,AS
50.85762,12.42309,EU
40.47976,-85.62775,NA
44.91847,0.92714,EU
38.66429,-121.87566,NA
24.93,-111.62806,NA
44.11748,12.33705,EU
44.91928,-123.31705,NA
49.0138,16.65431,EU
50.28537,15.02049,EU
42.37757,-3.5079,EU
47.86667,24.2,EU
-6.7039,111.0431,AS
45.48706,-122.80371,NA
56.06901,37.14979,EU
27.73532,119.59535,AS
54.32814,-5.71529,EU
46.0075,13.21694,EU
69.31428,16.11939,EU
57.3654,57.2495,EU
43.40272,-5.81215,EU
50.93571,2.42422,EU
3.9971,97.3384,AS
29.65163,-82.32483,NA
51.18745,11.24488,EU
46.24998,30.44127,EU
41.56397,-5.0558,EU
49.7464,-112.93246,NA
54.14147,21.8597,EU
18.2311,-72.39545,NA
19.67583,-100.55361,NA
48.05176,-122.17708,NA
44.93726,5.03118,EU
18.00747,-65.93683,NA
40.80132,-5.28073,EU
55.63616,-4.78588,EU
25.89519,116.70631,AS
40.90406,14.56536,EU
13.92629,121.35415,AS
47.05,25.96667,EU
44.05,28.6,EU
42.9836,-90.6554,NA
14.81667,-91.5,NA
48.86667,1.41667,EU
47.28477,39.48232,EU
50.8209,23.55057,EU
22.38333,114.18333,AS
29.58856,110.03864,AS
34.86667,137.05,AS
45.52889,17.97583,EU
6.51155,8.12984,AF
48.63053,7.66932,EU
61.77277,6.21496,EU
26.4521,74.63867,AS
12.1679,125.4503,AS
11.91667,-8.36667,AF
51.03078,3.85077,EU
40.42885,-0.25775,EU
52.79468,7.86715,EU
50.94234,5.96519,EU
44.66132,25.34346,EU
-8.7136,120.3877,AS
59.90781,31.0711,EU
54.43333,10.01667,EU
15.6752,120.5364,AS
18.62292,73.80696,AS
39.47817,-75.13129,NA
31.37807,118.516,AS
49.27,8.32861,EU
54.13579,-1.52826,EU
51.00526,3.97683,EU
20.35472,-101.5275,NA
32.42973,73.57745,AS
48.5132,32.2597,EU
45.96855,7.96708,EU
49.31501,6.28552,EU
29.07954,107.91766,AS
31.483,94.38641,AS
38.5404,-76.5844,NA
30.61336,110.50761,AS
57.87944,34.9925,EU
44.65451,7.39026,EU
49.80939,30.11209,EU
46.2781,11.36665,EU
52.25,-2.7,EU
40.65722,-96.1864,NA
31.99008,-110.43535,NA
48.64182,11.78093,EU
43.2787,-2.12537,EU
48.51429,-2.66634,EU
-6.8337,111.891,AS
48.72083,16.49139,EU
48.83333,12.8,EU
17.46639,121.75222,AS
17.54835,-99.175,NA
31.36876,108.24215,AS
34.17355,69.64573,AS
15.16375,-91.93256,NA
47.15585,7.66567,EU
33.50398,11.11215,AF
36.02506,-86.77917,NA
51.73333,8.25,EU
42.57926,-71.43784,NA
41.69177,-70.49947,NA
48.04326,13.78982,EU
13.27073,121.91086,AS
37.70936,21.72117,EU
-6.7359,111.3451,AS
30.79186,-83.78989,NA
39.48333,-0.68333,EU
22.04171,75.05519,AS
25.9445,116.13414,AS
39.77345,76.97267,AS
38.39977,-91.33071,NA
52.83983,-1.55061,EU
30.3531,107.51289,AS
41.6861,12.87917,EU
49.63051,20.66425,EU
55.74212,37.27926,EU
55.73423,37.82616,EU
36.3,139.98333,AS
47.09775,9.06361,EU
53.56667,10.45,EU
40.60587,-88.9873,NA
27.51583,109.80889,AS
41.2046,1.27996,EU
22.33023,114.15945,AS
42.10369,13.20163,EU
42.32773,-5.9383,EU
47.28183,23.70157,EU
46.24667,27.8052,EU
38,-6.58333,EU
44.53395,-70.4559,NA
48.1,10.65,EU
37.86913,116.15058,AS
50.27767,2.52957,EU
-23.28333,-47.67222,SA
53.61191,22.06321,EU
52.77237,6.88713,EU
47.59837,23.52459,EU
42.6225,-97.2645,NA
28.3111,107.50492,AS
53.52209,22.31915,EU
39.80284,-82.80628,NA
44.78639,21.79444,EU
51.47,5.55278,EU
41.20337,14.1953,EU
44.66667,24.88333,EU
4.4516,7.17074,AF
14.1054,122.2016,AS
6.62,124.88306,AS
31.159300000000002,75.61755,AS
44.85726,1.89415,EU
39.88645,-83.44825,NA
9.6241,123.0188,AS
44.31667,26.5,EU
10.0613,-65.04207,SA
2.98861,105.70694,AS
26.99123,33.89952,AF
49.52688,19.67342,EU
6.57222,124.87722,AS
16.00022,120.15904,AS
30.24215,-93.25071,NA
51.40698,91.29244,EU
16.37784,-96.33589,NA
49.62846,16.34679,EU
37.99425,-83.8877,NA
44.9497,34.17924,EU
45.94763,-1.07795,EU
38.17902,-0.87059,EU
47.38185,101.90815,AS
38.96722,27.07222,EU
69.30958,139.97571,EU
49.73333,7.8,EU
21.8771,112.38902,AS
-13.71135,-76.1498,SA
46.91054,-98.70844,NA
36.36479,-93.56797,NA
39.07017,8.45243,EU
46.52083,16.1975,EU
40.08964,38.03467,EU
33.01027,105.76643,AS
25.93176,116.39547,AS
14.3835,121.4786,AS
46.74622,0.37626,EU
51.13633,21.76563,EU
10.57973,-64.25826,SA
13.1043,123.9682,AS
18.55167,-99.58111,NA
15.8793,120.8983,AS
8.96972,126.28611,AS
29.17861,106.93083,AS
40.55779,-3.89173,EU
-6.3441,106.0666,AS
43.03534,45.73046,EU
51.69915,9.87107,EU
39.27762,-74.5746,NA
49.62383,12.33808,EU
43.10584,-88.06953,NA
32.04884,111.83767,AS
36.13686,107.63228,AS
47.55979,11.13919,EU
53.67076,13.37032,EU
29.83912,108.26609,AS
11.48451,12.31264,AF
31.79304,113.74546,AS
48.28333,11.16667,EU
38.81967,-0.03406,EU
45.74684,4.72661,EU
40.60219,117.10461,AS
49.51555,14.03582,EU
-8.6127,116.8505,AS
48.01667,21.63333,EU
14.51667,-87.4,NA
42.41697,-88.07397,NA
9.84672,77.29577,AS
33.99307,-117.96868,NA
39.14763,-6.43619,EU
39.63526,-4.47012,EU
20.02111,-99.57611,NA
-7.88333,111.11667,AS
-6.9286,112.0989,AS
-5.91667,-77.93333,SA
35.94897,139.86793,AS
27.819,74.43936,AS
45.54889,20.98444,EU
24.7602,103.26647,AS
-9.29782,14.91162,AF
41.06825,23.3903,EU
43.17403,6.52715,EU
41.08829,-6.00178,EU
21.53768,84.73372,AS
45.68722,12.01853,EU
46.25194,16.61472,EU
37.90557,101.82163,AS
26.14995,74.00094,AS
39.00298,16.17151,EU
41.43893,-87.11142,NA
44.29844,9.95347,EU
49.12886,4.53446,EU
7.40361,122.81722,AS
43.1958,0.1206,EU
19.39167,-88.07417,NA
44.1994,86.45808,AS
17.07389,-95.04667,NA
9.03183,105.42115,AS
44.66344,8.29514,EU
40.0013,44.59296,AS
43.19441,-0.61069,EU
46.02253,9.364,EU
46.48552,-94.36056,NA
44.88721,-87.86455,NA
40.93789,120.54292,AS
47.51667,6.8,EU
15.68333,-87.31667,NA
58.74921,8.86254,EU
14.51667,-89.45,NA
49.3781,-1.40048,EU
27.81753,-82.22259,NA
39.11707,117.1788,AS
29.35198,105.7268,AS
59.83028,15.69337,EU
49.75185,10.71335,EU
-7.4594,108.5584,AS
53.16036,17.44912,EU
47.25368,8.85654,EU
20.62248,-103.06766,NA
46.13106,-92.86742,NA
11.56245,104.91601,AS
20.03361,-98.33778,NA
52.758,26.43,EU
44.80373,33.87005,EU
45.40769,11.4019,EU
48.30752,15.64127,EU
10.936,125.8264,AS
52.62481,18.52771,EU
54.86964,31.38609,EU
47.76667,12.91667,EU
30.53696,108.1252,AS
43.77935,12.73214,EU
35.17897,32.686,AS
56.16854,22.09071,EU
6.23278,-75.33611,SA
29.38385,-94.9027,NA
36.20619,-94.23437,NA
43.93813,-70.90868,NA
44.75843,21.75067,EU
30.52409,-94.44158,NA
44.57868,-0.2592,EU
41.21504,-86.77585,NA
9.18293,-80.19063,NA
20.67474,-102.56989,NA
49.78833,9.84667,EU
47.53315,-122.61014,NA
38.17379,-3.77477,EU
39.696040000000004,42.14277,EU
45.30751,8.12202,EU
52.25,8.48333,EU
36.51543,-4.88583,EU
-8.4718,115.353,AS
38.99818,114.04227,AS
52.71583,4.80556,EU
48.13333,12.68333,EU
28.20992,84.3638,AS
50.7,11.68333,EU
25.6428,115.42234,AS
43.50333,16.94778,EU
35.02004,33.17806,AS
32.06786,73.68545,AS
29.19331,114.45353,AS
41.29762,-4.1067,EU
44.96,16.17917,EU
46.04208,8.91832,EU
39.56308,40.1757,EU
-7.371,108.0485,AS
-6.4705,111.0358,AS
44.07626,4.99922,EU
51.02876,22.85053,EU
53.0511,8.63091,EU
13.61945,108.99805,AS
45.67126,3.12799,EU
17.78333,-92.28333,NA
50.39002,2.92425,EU
40.30583,18.14022,EU
13.93226,100.74937,AS
48.40418,24.93874,EU
59.02251,6.04078,EU
29.38414,109.68811,AS
34.97453,-92.01653,NA
45.34953,8.66878,EU
-7.63369,39.05818,AF
-4.38361,15.39139,AF
47.46667,27.21667,EU
40.99203,-76.05659,NA
-26.80215,-59.56089,SA
4.35111,-72.45639,SA
56.03044,93.11164,EU
45.21328,10.97989,EU
29.85012,119.35464,AS
52.4828,48.2137,EU
-26.55,31.01667,AF
42.5033,12.88524,EU
48.27748,11.78206,EU
37.80544,29.04236,EU
38.77638,16.461,EU
49.25821,6.06975,EU
-6.6677,111.1028,AS
39.27694,141.86801,AS
45.33857,25.72767,EU
52.58535,13.22758,EU
45.45582,5.50497,EU
13.53605,144.88855,OC
5.98944,124.62417,AS
45.76379,3.04955,EU
35.11041,-5.29015,AF
40.32803,18.17877,EU
33.37955,-96.24748,NA
-14.74472,-50.57056,SA
19.40056,-99.45944,NA
-6.2485,106.01,AS
42.03201,-0.287,EU
44.21062,26.16547,EU
48.43198,-2.11748,EU
48.34042,7.86886,EU
30.06263,31.24967,AF
50.75155,22.82976,EU
45.54528,18.28583,EU
40.66886,72.56002,AS
43.2238,2.62455,EU
49.96659,3.83587,EU
-12.9486,-76.38112,SA
43.60508,-70.59311,NA
45.6429,-122.49398,NA
28.4414,56.3728,AS
46.7375,13.07833,EU
29.97421,48.47309,AS
6.14353,-75.18532,SA
-8.58333,-77.91667,SA
28.90889,106.3404,AS
-5.5475,119.9509,AS
48.53224,7.63329,EU
45.59861,20.13556,EU
63.66667,28.8,EU
30.53932,112.17699,AS
7.7102,81.6924,AS
51.01556,12.46914,EU
51.0374,21.07126,EU
53.153,103.7714,EU
41.41667,0.36667,EU
52.37397,140.43579,EU
49.70739,6.53944,EU
51.45342,6.6326,EU
43.1151,-2.4175,EU
39.43333,-1.75,EU
52.78333,-2.4,EU
41.65593,-73.91347,NA
36.64997,3.3308,AF
-27.03333,-62.71667,SA
30.65,113.1,AS
42.08336,21.05994,EU
48.27955,46.17217,EU
14.88722,38.81528,AF
44.78333,25.71667,EU
8.41066,-82.71332,NA
45.96679,9.61215,EU
40.85791,-0.42709,EU
45.51128,9.98086,EU
47.91203,24.15842,EU
41.1748,21.36464,EU
45.06345,25.45342,EU
45.6555,8.62846,EU
39.53751,2.44806,EU
47.54548,16.44619,EU
29.99798,-92.28485,NA
44.93644,-72.2051,NA
41.52858,-109.46625,NA
51.56955,13.57226,EU
41.99652,-7.75175,EU
48.67465,-1.91092,EU
39.94113,-4.01979,EU
42.55363,-88.29454,NA
39.95072,116.26545,AS
24.21405,110.51775,AS
5.87739,-73.6781,SA
16.24844,-97.38427,NA
29.12358,121.37344,AS
48.41253,-1.15245,EU
33.88946,-118.33091,NA
45.819,-122.84899,NA
20.72102,84.53505,AS
43.85363,-83.96499,NA
44.94674,7.63252,EU
37.375,28.03111,EU
50.7,7.8,EU
18.97624,-98.44861,NA
45.15659,24.9954,EU
49.67385,5.60019,EU
-8.4213,121.0256,AS
50.54452,10.06828,EU
25.3604,60.3995,AS
65.67624,21.00162,EU
38.84872,-76.92386,NA
46.76986,9.06036,EU
45.90802,13.516540000000001,EU
51.30833,3.38611,EU
45.97139,13.64944,EU
39.43534,-84.20299,NA
-28.41789,32.18483,AF
47.45,26.41667,EU
50.36667,6.96667,EU
52.73333,-2.33333,EU
-6.9856,112.5206,AS
57.11667,8.61667,EU
9.52392,-75.58139,SA
31.58417,73.68778,AS
40.07306,35.49472,EU
50.95783,31.92085,EU
-8.5416,113.9604,AS
53.95,10.25,EU
40.26983,-74.79988,NA
40.04977,-84.93969,NA
38.37224,-96.54278,NA
5.11705,-75.01732,SA
46.4991,-87.6118,NA
15.82496,44.06204,AS
19.20972,-96.20889,NA
26.75328,117.18014,AS
-0.78129,35.34156,AF
-10.5822,121.8062,AS
49.38333,7.58333,EU
46.68333,25.51667,EU
37.74394,14.0947,EU
-18.8625,-41.12278,SA
49.56806,6.15139,EU
-6.7115,111.1413,AS
42.44559,-5.90462,EU
44.75618,25.79829,EU
45.08338,-73.13245,NA
31.80238,-97.09167,NA
-7.0189,106.9553,AS
37.50272,-122.46942,NA
21.06056,-101.44944,NA
38.90684,-120.83855,NA
51.16406,18.29069,EU
47.23962,26.27209,EU
53.08333,11.01667,EU
47.95371,19.7461,EU
45.69088,9.39925,EU
52.29242,20.93531,EU
-32.95,151.66667,OC
42.53192,-4.55884,EU
54.63118,13.22831,EU
53.21667,9.31667,EU
48.09057,-105.64056,NA
45.36264,9.68176,EU
15.22901,74.15149,AS
48.52525,2.38604,EU
27.32574,88.61216,AS
44.81791,25.44106,EU
34.78187,47.59945,AS
50.36667,3.06667,EU
47.50596,8.7515,EU
22.08396,110.87118,AS
49.09292,1.46332,EU
40.34448,-86.66528,NA
51.25869,18.31953,EU
45.66667,-0.33333,EU
60.67452,17.14174,EU
-26.45,-56.4,SA
39.73897,-79.89867,NA
45.46405,9.9126,EU
45.60425,8.79978,EU
51.02496,7.65599,EU
49.80556,6.42222,EU
41.28781,-88.28562,NA
52.2857,16.84925,EU
44.44454,84.71326,AS
18.87417,-98.96972,NA
42.36978,12.12515,EU
29.57791,106.41258,AS
31.1,77.11667,AS
44.11667,28.56667,EU
16.10079,-96.22181,NA
2.53453,34.66659,AF
41.3525,79.46861,AS
33.00793,-81.30844,NA
60.53194,-151.08528,NA
35.14778,-114.5683,NA
-10.539,121.8525,AS
18.83047,-71.93563,NA
25.12446,86.55578,AS
46.80917,15.81167,EU
19.24092,109.16997,AS
40.4933,-74.4711,NA
7.87111,126.36417,AS
30.76491,-90.51176,NA
40.68926,-75.50768,NA
39.05563,26.45053,EU
-10.38821,-77.07956,SA
35.0618,33.54156,AS
31.06722,35.69486,AS
43.29507,22.0057,EU
52.74547,7.57036,EU
46.81345,7.50881,EU
-8.8124,116.3375,AS
42.37769,-4.67085,EU
49.98167,9.09,EU
46.2286,-73.01917,NA
4.45265,-75.78746,SA
41.83085,-3.70564,EU
34.64851,103.96485,AS
54.86796,-1.69846,EU
41.67338,-84.32689,NA
29.26275,119.03807,AS
38.23825,-122.04024,NA
42.15569,-4.2594,EU
14.2266,121.4298,AS
43.83883,7.87935,EU
54.9157,56.9827,EU
32.28493,34.98106,AS
42.05945,-91.44267,NA
31.53436,114.36356,AS
47.18333,27.15,EU
40.42645,-83.29686,NA
46.91667,27.68333,EU
20.02083,-75.82667,NA
48.53366,2.54419,EU
68.7471,17.80621,EU
45.00608,-93.15661,NA
44.53889,10.81166,EU
51.65986,-4.72399,EU
30.80563,70.84911,AS
38.065,30.16557,EU
53.68333,8.56667,EU
53.80967,21.94811,EU
10.5291,125.1618,AS
11.15583,42.7125,AF
41.04722,14.91194,EU
50.60472,7.90361,EU
30.66155,119.01476,AS
37.91,140.11667,AS
-43.03124,147.04813,OC
25.02466,116.58014,AS
49.06642,9.00175,EU
49.90558,19.78827,EU
37.94843,22.79203,EU
29.28988,78.28437,AS
40.85753,-4.73045,EU
-32.06907,115.75453,OC
27.68333,84.43333,AS
54.45143,17.93454,EU
9.2627,-83.58202,NA
5.65861,-73.9825,SA
31.16667,76.48333,AS
39.67833,46.94884,AS
-17.10778,-43.815,SA
43.31667,-2.71667,EU
51.13981,3.33896,EU
45.31658,35.74643,EU
53.17466,11.29446,EU
21.30626,106.38673,AS
-28.17442,-66.21177,SA
33.80385,97.13627,AS
50.37764,9.91092,EU
39.06233,-78.96947,NA
6.44344,-75.72815,SA
-6.9993,113.5325,AS
-32.26118,150.89009,OC
-8.4815,114.1142,AS
50.37957,19.75831,EU
43.02396,-2.68759,EU
54.77775,34.32674,EU
51.67204,39.1843,EU
45.25284,8.27749,EU
45.65922,25.38744,EU
27.66684,68.3609,AS
11.86752,75.35763,AS
-6.8005,111.1463,AS
61.73333,26.11667,EU
40.39767,8.65931,EU
23.25838,116.17542,AS
33.57705,-97.01306,NA
53.54296,-1.22051,EU
54.11285,33.29648,EU
47.2,26.86667,EU
50.99371,10.15694,EU
53.08361,-2.87464,EU
4.87206,-72.89879,SA
39.49344,26.33316,EU
41.02737,-2.85878,EU
29.56919,111.12814,AS
43.23812,13.06782,EU
19.25756,101.71032,AS
3.93726,41.85688,AF
14.56889,-90.49528,NA
51.16707,18.00453,EU
7.59881,5.1047,AF
51.08994,11.45286,EU
48.7606,8.23975,EU
-8.3085,114.1738,AS
51.63496,14.81609,EU
47.87764,14.13357,EU
34.03791,48.462,AS
-2.44889,-44.7825,SA
51.19139,6.51352,EU
51.0661,5.98815,EU
15.95395,120.48949,AS
44.41085,-83.33219,NA
50.04003,8.15545,EU
40.09737,9.11923,EU
36.55,139.73333,AS
31.25999,109.94767,AS
28.9305,110.4301,AS
41.69083,20.42167,EU
28.86773,121.15253,AS
29.56412,-95.02548,NA
46.45298,26.64607,EU
42.71562,-78.00556,NA
46.67453,-0.14912,EU
35.8,137.23333,AS
39.06667,-0.55,EU
-8.5034,122.7139,AS
38.06118,-85.70968,NA
30.5488,63.7888,AS
40.10098,-6.46383,EU
45.69405,8.21228,EU
49.6,7.66667,EU
-19.59333,-46.94056,SA
32.82737,110.3693,AS
52.77463,-3.20273,EU
52.44183,-0.82126,EU
42.7548,2.85232,EU
33.68289,-88.32448,NA
-8.0989,122.8333,AS
30.82888,120.74809,AS
59.16809,18.13796,EU
33.77105,105.81809,AS
10.78333,122.56667,AS
38.62083,66.24806,AS
31.32769,118.87489,AS
39.48834,-1.10044,EU
56.01141,-3.72183,EU
24.22306,103.09806,AS
46.62139,19.28528,EU
52.24472,7.37183,EU
52.38938,21.36738,EU
41.97503,-88.00729,NA
51.65009,17.16957,EU
32.11097,-98.53588,NA
44.33673,-75.46299,NA
-0.9516,122.7875,AS
13.3356,120.6588,AS
28.74373,121.23596,AS
42.82942,-102.99991,NA
47.24496,8.53299,EU
53.10679,14.82237,EU
45.76994,20.2839,EU
9.789,125.495,AS
42.69051,-1.76931,EU
-6.9602,112.8521,AS
38.78407,76.20033,AS
22.89639,88.47528,AS
51.03078,12.43746,EU
49.29524,1.70404,EU
44.13769,84.29359,AS
48.2054,7.36299,EU
44.03071,5.97681,EU
39.93857,16.60585,EU
-10.88528,-61.95167,SA
39.09553,43.19616,EU
28.90521,111.73606,AS
34.86158,-1.33935,AF
36.73363,31.89837,EU
10.03241,78.3393,AS
-34.66268,-54.16452,SA
55.15735,8.76901,EU
32.96465,35.496,AS
51.20621,-1.76901,EU
44.8676,33.78995,EU
44.91077,25.57223,EU
40.36207,-8.02936,EU
33.92455,-85.61135,NA
52.06663,10.74085,EU
-8.5413,115.12522,AS
31.79819,35.80986,AS
54.18803,9.07066,EU
36.33591,-94.46077,NA
48.68735,33.92279,EU
49.86352,10.22813,EU
-12.42032,130.85506,OC
47.52497,7.47783,EU
-15.24835,23.12741,AF
41.33036,-5.08095,EU
48.63292,-4.40884,EU
49.85861,9.69556,EU
8.6125,124.84556,AS
31.62876,120.55454,AS
44.95,26.35,EU
48.81336,13.4713,EU
57.82533,12.01604,EU
53.09176,11.47453,EU
41.19627,-4.43754,EU
-28.24,-48.67028,SA
51.35,11.65,EU
52.09311,4.27577,EU
47.21667,2.95385,EU
6.44852,2.35566,AF
41.78482,-73.93319,NA
44.47133,0.93876,EU
44.30977,-73.26096,NA
45.40567,-64.32585,NA
29.41386,77.4689,AS
41.25182,15.16915,EU
47.28439,8.5483,EU
49.7972,9.15389,EU
48.36306,134.28917,AS
44.56654,129.57772,AS
27.14872,79.50078,AS
43.0775,-89.44568,NA
-37.73333,145.06667,OC
22.99645,-99.71171,NA
42.89061,-78.5778,NA
47.2,11.41667,EU
49.65412,12.04074,EU
18.65,-74.11667,NA
44.44685,33.77588,EU
51.46839,-0.36092,EU
8.73556,117.78,AS
39.14506,-84.37438,NA
55.44528,-4.5195,EU
51.78341,-114.10199,NA
48.76124,14.73502,EU
37.9253,14.08665,EU
44.1953,42.017,EU
52.50462,9.45871,EU
40.84101,33.26028,EU
-8.4788,117.4788,AS
47.45419,19.70143,EU
5.3618,95.5765,AS
42.49702,-6.15734,EU
26.72501,115.39104,AS
48.36502,3.999,EU
33.07318,-97.13168,NA
49.63333,7.73333,EU
10.46941,-66.83063,SA
-34.87928,138.63562,OC
46.35521,2.62074,EU
-8.0657,111.9025,AS
17.65872,83.27419,AS
45.39889,18.37222,EU
53.37084,-2.57406,EU
35.86139,14.38222,EU
42.01667,2.03333,EU
15.62378,-91.66521,NA
50.3,6.96667,EU
41.41991,21.29078,EU
10.69289,76.34387,AS
43.65806,4.11472,EU
35.263420000000004,25.42305,EU
17.67332,-96.12879,NA
47.9413,10.29971,EU
41.83826,-111.83272,NA
30.45906,31.17858,AF
44.1,44.6,EU
47.46667,14.01667,EU
44.72202,12.21712,EU
40.35144,-84.37384,NA
33.47097,-81.97484,NA
42.32724,-4.65293,EU
46.04663,10.75969,EU
25.69371,-80.16282,NA
12.78987,45.00244,AS
45.30598,9.31397,EU
46.68139,15.07833,EU
38.84731,16.34116,EU
44.99324,124.05811,AS
37.15881,15.02998,EU
44.24833,8.44402,EU
37.74781,-81.14352,NA
52.61667,6.73333,EU
47.24329,0.6952,EU
49.81028,8.1275,EU
52.73679,15.22878,EU
40.12727,35.28765,EU
11.67893,10.70792,AF
49.74773,0.64048,EU
45.34801,25.16925,EU
43.54165,1.56574,EU
51.42212,10.21866,EU
16.3865,121.1066,AS
19.11359,-99.52425,NA
40.56972,36.13917,EU
40.22593,-76.30246,NA
43.42504,3.6059,EU
8.12923,-63.54086,SA
49.45389,28.52608,EU
-8.51758,179.20094,OC
27.23541,78.19829,AS
46.4,22.96667,EU
43.9383,8.01464,EU
52.88757,21.39105,EU
33.04041,112.0254,AS
55.82749,-3.70741,EU
19.88601,102.13503,AS
10.58806,77.24779,AS
18.77223,-96.8698,NA
14.06667,-86.3,NA
40.37532,-85.20941,NA
44.90256,12.09925,EU
