x,y,value
0,17,18108
0,18,18108
0,19,18108
0,74,226772
0,75,226772
0,76,226772
1,15,7333
1,16,7333
1,17,20872
1,18,18108
1,19,18108
1,74,226772
1,75,226772
1,76,226772
2,12,7751
2,13,7751
2,14,7751
2,15,7333
2,16,7333
2,17,20872
2,18,18108
2,19,18108
2,73,227135
2,74,227135
2,75,227135
3,11,7770
3,12,7770
3,13,7770
3,14,7751
3,15,7333
3,16,7333
3,17,7770
3,18,4151
3,19,4151
3,73,227235
3,74,227235
3,75,227235
4,11,7770
4,12,7770
4,13,7770
4,14,7751
4,73,227235
4,74,227235
4,75,227235
5,11,7770
5,12,7770
5,13,7770
5,73,227235
5,74,227235
5,75,227235
7,72,63675
7,73,63675
7,74,63675
8,70,63667
8,71,63857
8,72,63857
8,73,63857
8,74,63675
9,10,7623
9,11,7623
9,12,7623
9,70,63667
9,71,63857
9,72,63857
9,73,63857
9,74,63675
10,10,7623
10,11,7623
10,12,7623
10,70,63667
10,71,63857
10,72,63857
10,73,63553
11,10,7623
11,11,7623
11,12,7623
12,9,6346
12,10,6346
12,11,6346
13,9,6346
13,10,6346
13,11,6346
14,9,6346
14,10,6346
14,11,6346
14,71,8641
14,72,8641
14,73,8641
15,6,6509
15,7,6509
15,8,6509
15,71,8641
15,72,8641
15,73,8641
16,6,6509
16,7,6509
16,8,6509
16,9,1287
16,10,1287
16,71,8641
16,72,8641
16,73,8641
17,6,6509
17,7,6509
17,8,6509
17,9,1287
17,10,1287
17,71,9146
17,72,9146
17,73,9146
18,8,1287
18,9,1287
18,10,1287
18,71,9146
18,72,9146
18,73,9146
19,70,9722
19,71,9722
19,72,9722
19,73,9146
20,3,6562
20,4,6562
20,5,6562
20,70,9722
20,71,9722
20,72,9722
21,3,6562
21,4,6562
21,5,6562
21,70,9722
21,71,9722
21,72,9722
22,3,6613
22,4,6613
22,5,6613
23,3,6353
23,4,6394
23,5,6394
23,6,6394
23,70,6629
23,71,7021
23,72,9224
23,73,9224
23,74,9224
24,3,6353
24,4,6394
24,5,6394
24,6,6394
24,70,6629
24,71,7021
24,72,9224
24,73,9224
24,74,9224
25,3,6444
25,4,6444
25,5,6444
25,6,6394
25,70,6629
25,71,7021
25,72,9224
25,73,9224
25,74,9224
26,3,6444
26,4,6444
26,5,6444
27,3,6444
27,4,6444
27,5,6444
27,73,10120
27,74,10120
27,75,10120
28,3,6474
28,4,6474
28,5,6474
28,73,10120
28,74,10120
28,75,10120
29,3,6474
29,4,6474
29,5,6474
29,73,10120
29,74,10120
29,75,10120
29,76,8872
30,3,6474
30,4,6474
30,5,6474
30,74,8872
30,75,8872
30,76,8872
31,74,8872
31,75,8872
31,76,8872
33,75,8882
33,76,8882
33,77,8882
34,75,8882
34,76,8882
34,77,8882
35,75,8882
35,76,8993
35,77,8993
35,78,9189
35,79,9189
35,80,9189
36,76,8993
36,77,8993
36,78,9189
36,79,9189
36,80,9189
37,76,8993
37,77,8993
37,78,9189
37,79,9189
37,80,9189
38,76,12028
38,77,12028
38,78,12028
39,76,12028
39,77,12028
39,78,12028
40,76,12028
40,77,12028
40,78,12028
41,75,12665
41,76,12665
41,77,12665
42,75,12665
42,76,12665
42,77,12665
43,75,12665
43,76,12665
43,77,12665
44,74,13068
44,75,13068
44,76,13068
45,74,13068
45,75,13068
45,76,13068
46,74,13068
46,75,13068
46,76,13068
47,74,10857
47,75,10857
47,76,10857
48,74,10857
48,75,10857
48,76,10857
49,74,10857
49,75,10857
49,76,10857
50,71,11056
50,72,11056
50,73,11056
51,71,11056
51,72,11056
51,73,11056
52,70,13518
52,71,13518
52,72,13518
52,73,11056
53,70,13518
53,71,13518
53,72,13518
54,70,13518
54,71,13518
54,72,13518
55,70,13518
55,71,13518
55,72,13518
56,70,13672
56,71,13672
56,72,13672
57,70,12591
57,71,12591
57,72,12591
58,69,13236
58,70,13236
58,71,13236
58,72,12591
59,69,13236
59,70,13236
59,71,13236
60,69,13236
60,70,13236
60,71,13236
94,0,3298
94,1,3298
94,2,3298
95,0,3298
95,1,3298
95,2,3298
96,0,3298
96,1,3298
96,2,3298
98,48,229143
98,49,229143
98,50,229143
99,13,17907
99,14,17907
99,15,17907
99,48,229143
99,49,233733
99,50,233733
99,51,233437
100,13,17907
100,14,17907
100,15,17907
100,48,229143
100,49,233733
100,50,233733
100,51,233437
101,13,17907
101,14,17907
101,15,17907
101,49,233733
101,50,233733
101,51,233733
102,49,232455
102,50,232455
102,51,232455
103,49,232455
103,50,232455
103,51,233733
103,52,233574
103,53,233574
104,19,26782
104,20,26782
104,21,26782
104,51,268398
104,52,268398
104,53,268398
105,19,26782
105,20,26782
105,21,26782
105,51,268398
105,52,268398
105,53,268398
105,54,268001
105,55,268001
106,19,26782
106,20,26782
106,21,26936
106,22,26867
106,23,26867
106,26,43038
106,27,43038
106,28,43038
106,51,268187
106,52,268187
106,53,268398
106,54,268001
106,55,268001
107,21,26867
107,22,26867
107,23,26867
107,26,43038
107,27,43038
107,28,43038
107,53,268001
107,54,268001
107,55,268001
108,21,26867
108,22,26867
108,23,26867
108,26,226986
108,27,226986
108,28,226986
108,52,266660
108,53,266660
108,54,266660
109,26,226478
109,27,226478
109,28,226478
109,33,238261
109,34,238261
109,35,238261
109,52,266660
109,53,266660
109,54,266660
110,26,226478
110,27,226478
110,28,226986
110,29,225425
110,30,238829
110,31,238398
110,32,238829
110,33,238829
110,34,238829
110,35,238261
110,40,246490
110,41,254167
110,42,254167
110,43,240643
110,45,241833
110,46,241833
110,47,241833
110,52,297586
110,53,297586
110,54,297586
111,28,225425
111,29,225425
111,30,238829
111,31,238398
111,32,238829
111,33,238829
111,34,238829
111,35,238261
111,40,246490
111,41,254167
111,42,254167
111,43,240643
111,45,241833
111,46,241833
111,47,241833
111,51,294864
111,52,297586
111,53,297586
111,54,297330
112,28,225425
112,29,225425
112,30,238829
112,31,238398
112,32,238829
112,33,238824
112,34,238824
112,40,246490
112,41,254167
112,42,254167
112,43,240643
112,45,241833
112,46,241833
112,47,242055
112,48,240697
112,49,240697
112,51,294931
112,52,297586
112,53,297586
112,54,297330
113,47,240697
113,48,254009
113,49,254009
113,50,333782
113,51,297586
113,52,297586
113,53,294931
114,47,240697
114,48,254009
114,49,254009
114,50,333782
114,51,297586
114,52,297586
114,53,297586
114,54,295278
114,55,295278
115,48,243583
115,49,308185
115,50,344583
115,51,332398
115,52,296459
115,53,295278
115,54,297586
115,55,297586
115,56,293979
116,49,296000
116,50,296000
116,51,296000
116,53,295278
116,54,297586
116,55,297586
116,56,293979
117,49,296000
117,50,296000
117,51,296000
117,54,293979
117,55,294931
117,56,294931
117,57,293892
118,49,311212
118,50,311212
118,51,311212
118,55,293892
118,56,293892
118,57,293892
119,49,311212
119,50,311212
119,51,311212
119,55,293892
119,56,305223
119,57,305223
119,58,305108
120,49,311212
120,50,312920
120,51,312920
120,52,312550
120,56,305108
120,57,305108
120,58,305108
121,49,320295
121,50,320415
121,51,320415
121,52,312550
121,56,305108
121,57,307162
121,58,307162
121,59,305652
122,49,320295
122,50,320415
122,51,320415
122,52,312550
122,57,305652
122,58,305652
122,59,305652
123,49,320295
123,50,320295
123,51,320295
123,57,305652
123,58,307162
123,59,307162
123,60,302961
124,58,302961
124,59,302961
124,60,302961
125,58,305223
125,59,305223
125,60,305223
126,51,321003
126,52,321003
126,53,321003
126,58,303654
126,59,303654
126,60,303654
127,51,321003
127,52,321003
127,53,321003
127,58,327474
127,59,327474
127,60,327474
