x,y,value
20,54,393610
20,55,393610
20,56,393610
21,54,393610
21,55,393610
21,56,393610
22,54,393610
22,55,393610
22,56,393610
42,83,1529676
42,84,1529676
42,85,1529676
43,83,1529676
43,84,1529676
43,85,1529676
44,83,1529676
44,84,1529676
44,85,1529676
58,70,39670
58,71,39670
58,72,39670
59,70,39670
59,71,39670
59,72,39670
60,70,39670
60,71,39670
60,72,39670
69,26,12011
69,27,12011
69,28,12011
70,26,12011
70,27,12011
70,28,12011
70,87,48266
70,88,48266
70,89,48266
71,26,12011
71,27,12011
71,28,12011
71,87,48266
71,88,48266
71,89,48266
72,87,48266
72,88,48266
72,89,48266
76,39,46663
76,40,46663
76,41,46663
77,39,46663
77,40,46663
77,41,46663
78,39,46663
78,40,46663
78,41,46663
82,51,28493
82,52,28493
82,53,28493
83,51,28493
83,52,28493
83,53,28493
84,51,28493
84,52,28493
84,53,28493
89,77,75724
89,78,75724
89,79,75724
90,77,75724
90,78,75724
90,79,75724
91,77,75724
91,78,75724
91,79,75724
104,93,62780
104,94,62780
104,95,62780
105,93,62780
105,94,62780
105,95,62780
106,93,62780
106,94,62780
106,95,62780
110,117,92018
110,118,92018
110,119,92018
111,117,92018
111,118,92018
111,119,92018
112,117,92018
112,118,92018
112,119,92018
117,116,91283
117,117,91283
117,118,91283
118,116,91283
118,117,91283
118,118,91283
119,116,91283
119,117,91283
119,118,91283
