x,y,ACCOMMODATION UNITS (ROOMS APARTMENTS CAMPING SITES) - TOTAL,A_AUSTRIAN TOURISTS,A_DOMESTIC TOURISTS - TOTAL,A_FOREIGN TOURISTS - TOTAL,A_GERMAN TOURISTS,A_ITALIAN TOURISTS,A_SLOVENIAN TOURISTS,ESTABLISHMENTS - TOTAL,NUMBER OF PERMANENT BEDS,N_AUSTRIAN TOURISTS,N_DOMESTIC TOURISTS - TOTAL,N_FOREIGN TOURISTS - TOTAL,N_GERMAN TOURISTS,N_ITALIAN TOURISTS,N_SLOVENIAN TOURISTS,TOTAL ARRIVALS,TOTAL NIGHTS
121,93,305,2603,702,14718,1839,2430,4520,116,899,11517,1788,77555,13288,9044,24667,15420,79343
121,94,1373,5752,2534,62977,10759,6607,27693,101,4122,28236,10038,331658,71952,25329,138201,65511,341696
122,89,106,203,106,3337,505,327,1690,37,329,1094,429,22926,4371,1867,11324,3443,23355
122,90,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
122,91,2856,19532,4848,91139,16878,10940,16475,489,7424,90108,16780,533263,148993,48325,71665,95987,550043
122,92,2889,44135,18553,186770,29154,26467,39032,51,7295,200846,52333,937951,211125,94361,135367,205323,990284
122,93,17,45,1,262,54,14,37,10,41,234,4,1741,388,86,239,263,1745
122,94,587,6636,1949,28667,4222,1984,5441,71,1576,25731,4902,140400,27340,6760,27083,30616,145302
123,85,82,483,31,1374,229,118,192,7,214,2393,121,7843,1761,664,993,1405,7964
123,86,392,467,112,8682,1096,551,5046,118,1277,2680,436,56300,9999,3045,31405,8794,56736
123,87,1655,0,0,0,0,0,0,46,5600,0,0,0,0,0,0,0,0
123,88,268,1139,65,6806,1130,1151,1796,71,719,6464,201,43004,9573,7455,9175,6871,43205
123,89,325,1571,275,16963,3845,1491,5376,60,912,7154,952,80782,20408,5732,27353,17238,81734
123,90,74,287,148,2370,352,560,365,31,201,1338,521,10985,2372,2187,1189,2518,11506
123,92,125,314,267,3381,727,689,594,58,320,1707,958,19511,6039,2995,2555,3648,20469
123,93,6,0,0,0,0,0,0,2,18,0,0,0,0,0,0,0,0
124,84,36,113,18,725,153,110,65,19,88,549,94,4605,1213,824,270,743,4699
124,85,3998,44197,7456,187095,38775,15002,53501,494,11145,202656,20703,1001361,278548,59897,249870,194551,1022064
124,86,5,47,0,164,45,14,29,3,10,310,0,991,403,57,82,164,991
124,87,66,351,31,1433,496,87,138,28,152,2777,239,11068,4160,475,811,1464,11307
124,88,10,0,0,0,0,0,0,2,20,0,0,0,0,0,0,0,0
124,89,68,248,116,1878,626,320,133,32,167,1709,311,12418,5460,1741,422,1994,12729
124,90,21,0,0,0,0,0,0,14,54,0,0,0,0,0,0,0,0
124,91,62,243,129,1730,459,293,152,28,160,1337,600,10242,3700,1188,507,1859,10842
124,92,60,82,55,691,125,193,80,23,141,421,143,3636,847,908,214,746,3779
124,93,46,192,88,1626,333,397,182,19,124,810,234,7824,2774,1315,531,1714,8058
124,94,426,0,0,0,0,0,0,2,1256,0,0,0,0,0,0,0,0
125,78,241,0,0,0,0,0,0,1,642,0,0,0,0,0,0,0,0
125,79,370,4606,2105,20183,4280,3398,1260,85,818,20781,4524,97371,27634,13128,3835,22288,101895
125,80,2190,44980,16860,156358,27611,22616,10348,59,4700,191995,40001,743496,172135,74689,27477,173218,783497
125,81,295,1230,81,6684,2001,686,427,43,860,7652,339,50507,18068,4088,1827,6765,50846
125,82,1229,0,0,0,0,0,0,147,3613,0,0,0,0,0,0,0,0
125,83,3009,0,0,0,0,0,0,3,9026,0,0,0,0,0,0,0,0
125,85,37,128,37,1052,234,210,125,21,96,639,141,5643,1707,972,419,1089,5784
125,86,132,305,210,2483,927,320,257,50,327,1799,699,17259,8934,1616,1016,2693,17958
125,87,33,0,0,0,0,0,0,11,92,0,0,0,0,0,0,0,0
125,88,17,37,24,319,64,12,20,10,46,266,53,2203,567,33,54,343,2256
125,89,33,163,46,668,263,58,33,14,76,1139,179,5218,2413,332,175,714,5397
125,90,5,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0
125,91,2,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0
126,75,6291,35719,4217,204435,61980,24424,32078,249,17667,233426,16029,1556399,603207,135330,179902,208652,1572428
126,76,317,60,40,846,312,174,36,27,670,354,116,5726,2323,974,179,886,5842
126,77,6167,18969,7147,212213,55614,20866,33893,177,17610,129015,29902,1624791,541934,109806,175739,219360,1654693
126,78,38,128,52,754,141,215,62,12,90,597,141,4264,1115,1341,230,806,4405
126,79,213,701,183,5317,1541,738,297,107,603,3818,720,37468,13538,4224,1233,5500,38188
126,80,4619,46218,12455,231990,57740,24938,25973,728,10985,222394,35470,1337850,415746,101378,112702,244445,1373320
126,81,659,2324,627,18942,6381,2858,951,315,1773,12391,2819,126236,55633,14545,3597,19569,129055
126,82,83,267,33,1790,741,205,160,24,191,1829,162,13019,6696,1037,909,1823,13181
126,83,252,1021,244,6053,2224,696,222,113,685,7154,1048,46989,21080,4519,1064,6297,48037
126,84,3184,28712,2583,113183,31881,11994,13327,78,8894,182732,9793,763670,263375,64321,67669,115766,773463
126,87,7,0,0,0,0,0,0,4,20,0,0,0,0,0,0,0,0
126,88,45,576,341,2061,297,317,189,19,101,1841,681,6843,1414,1054,335,2402,7524
126,89,4,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0
126,90,9,14,0,122,77,0,0,3,18,98,0,1217,860,0,0,122,1217
126,92,34,131,67,1176,269,221,53,9,75,392,111,4368,2206,448,71,1243,4479
127,71,120,0,0,0,0,0,0,1,290,0,0,0,0,0,0,0,0
127,72,20,94,18,650,111,113,9,12,50,377,59,3195,739,607,56,668,3254
127,73,30,93,15,633,290,38,2,16,84,607,56,5162,2862,327,56,648,5218
127,75,5,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0
127,78,80,154,65,1655,621,258,62,38,243,962,322,12791,5816,1570,265,1720,13113
127,79,177,380,130,4164,1660,699,198,88,520,2144,645,30816,15726,3908,805,4294,31461
127,80,28,90,20,699,231,116,50,16,72,517,56,4365,2124,493,153,719,4421
127,81,6,0,0,0,0,0,0,4,20,0,0,0,0,0,0,0,0
127,82,165,444,235,4243,1507,744,227,80,467,2539,966,29223,13698,3711,652,4478,30189
127,83,34,0,0,0,0,0,0,13,82,0,0,0,0,0,0,0,0
127,84,30,19,2,139,74,4,9,16,81,125,8,1080,653,44,42,141,1088
127,85,3,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
