x,y,0_15,0_5,100_,15_20,20_25,25_30,30_35,35_40,40_45,45_50,50_55,55_60,5_10,60_65,65_70,70_75,75_80,80_85,85_90,90_95,95_100,f,m,pop
0,121,96,107,0,108,91,119,110,97,99,124,110,124,123,118,87,88,69,55,30,8,3,888,878,1766
0,122,149,175,0,128,175,187,210,191,150,149,158,216,144,197,200,189,144,124,78,45,8,1495,1522,3017
0,123,3,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,0,0,0,5,8,13
0,124,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10
0,125,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,5,3,8
0,126,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3
0,127,0,3,0,3,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,8,3,11
1,120,7,5,0,5,4,4,5,4,6,5,10,9,3,7,10,8,8,10,0,0,3,60,51,111
1,121,132,125,0,122,103,116,129,118,113,110,138,156,126,112,110,104,78,41,23,6,0,973,990,1963
1,122,17,12,0,12,11,14,24,14,17,12,32,42,16,33,24,27,18,9,5,0,0,152,189,341
1,123,0,0,0,0,0,0,4,3,3,0,0,0,3,5,0,0,0,0,3,0,0,9,14,23
1,124,0,0,0,0,0,0,0,3,3,3,0,3,3,0,3,0,0,0,0,0,0,10,6,16
1,125,0,3,0,5,0,4,4,6,3,4,7,3,5,5,5,3,0,3,0,3,0,28,33,61
1,126,0,4,0,3,3,3,4,4,3,4,4,3,3,3,5,3,0,0,0,0,0,22,20,42
1,127,0,0,0,0,0,0,3,3,4,0,0,0,3,0,0,3,3,0,3,0,0,7,12,19
2,120,40,42,0,32,14,16,45,27,40,35,39,47,40,33,50,40,13,6,0,0,0,285,275,560
2,121,4,20,0,7,6,9,21,5,8,10,3,11,10,18,12,6,6,3,3,0,0,79,81,160
2,122,0,0,0,3,0,0,0,0,3,3,0,3,0,4,5,0,0,0,0,0,0,9,11,20
2,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3
2,124,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,0,0,0,0,8,8,16
2,125,8,5,0,9,5,5,6,8,3,10,9,7,4,10,4,3,3,0,3,0,0,47,52,99
2,126,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,4,3,7
2,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,119,9,6,0,12,3,3,6,5,7,14,13,12,6,10,11,14,8,3,3,0,0,80,65,145
3,120,92,51,0,101,38,38,44,58,80,105,106,77,77,60,47,64,50,33,16,5,0,566,576,1142
3,121,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
3,122,0,0,0,0,0,0,0,0,3,3,0,0,3,0,3,3,0,0,0,0,0,5,4,9
3,123,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,3,8
3,124,3,0,0,0,3,3,3,3,0,0,0,3,0,3,3,0,3,0,0,0,0,10,16,26
3,125,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,4,5,9
3,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,4,9
3,127,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,7,13
4,119,21,19,0,21,12,12,9,16,27,26,25,31,23,19,34,35,29,17,10,3,0,202,187,389
4,120,27,16,0,27,9,5,9,25,21,24,26,21,30,15,11,15,4,9,0,0,0,153,142,295
4,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,4,8
4,122,4,5,0,0,5,4,6,7,3,7,6,7,4,11,7,5,9,0,0,3,0,49,45,94
4,123,0,0,0,0,0,0,0,3,0,0,3,0,3,3,3,0,0,0,0,0,0,6,7,13
4,124,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,7
4,125,0,3,0,3,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,8,9,17
4,126,5,3,0,5,5,3,0,3,8,6,13,12,5,3,5,5,4,3,3,3,0,46,42,88
4,127,3,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,4,8,12
5,118,3,3,0,4,3,0,3,0,3,6,3,6,3,3,0,3,4,0,0,0,0,21,23,44
5,119,32,23,0,19,9,4,26,18,26,19,42,24,27,16,25,20,27,8,4,3,0,190,182,372
5,120,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,5,5
5,121,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,7,12
5,122,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,6,6,12
5,123,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,3,6,9
5,124,0,0,0,0,3,0,0,3,0,0,5,0,3,3,4,3,0,0,0,0,0,12,13,25
5,125,3,3,0,0,0,4,3,0,3,3,3,4,3,4,3,3,3,0,3,0,0,21,17,38
5,126,3,0,0,5,3,3,3,3,0,4,5,0,0,0,0,3,3,0,0,0,0,16,14,30
5,127,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,4,9
6,118,15,9,0,13,10,4,13,11,12,22,18,27,16,15,28,27,16,8,4,0,0,133,136,269
6,119,7,0,0,0,3,0,0,3,3,7,5,3,4,3,0,3,3,0,0,0,0,24,24,48
6,120,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
6,121,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,3,6,9
6,122,3,4,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,7,14
6,123,3,0,0,3,3,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,5,9,14
6,124,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,0,0,5,5,10
6,125,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,6,6,12
6,126,0,0,0,0,3,3,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,6,6,12
6,127,0,3,0,3,0,0,0,3,3,3,3,0,0,0,0,0,3,3,0,0,0,8,8,16
