x,y,0_5,100_,10_15,15_20,20_25,25_30,30_35,35_40,40_45,45_50,50_55,55_60,5_10,60_65,65_70,70_75,75_80,80_85,85_90,90_95,95_100,f,m,pop
0,21,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,3,3
0,22,0,0,0,3,0,3,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,8,9,17
0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28,3,0,0,0,0,0,3,3,0,0,0,0,3,0,3,0,0,0,0,0,0,5,6,11
0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3
0,30,0,0,0,3,0,3,3,3,0,0,0,3,3,5,3,0,0,0,0,0,0,13,11,24
0,31,0,0,0,0,3,0,0,0,3,3,3,0,0,0,0,0,3,0,0,0,3,7,5,12
0,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
0,33,3,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,6
0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
0,52,0,0,0,3,3,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,8,10,18
0,53,7,0,0,3,0,9,9,4,0,6,5,4,0,10,8,9,0,3,0,0,0,41,42,83
0,54,3,0,3,0,0,0,4,4,0,0,0,3,0,5,0,4,0,0,0,0,0,17,13,30
0,55,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3
0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
0,60,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3
0,61,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,6,6,12
0,62,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,6
0,64,3,0,0,0,0,0,0,0,3,3,0,3,0,0,3,0,0,0,0,0,0,8,11,19
0,65,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,0,0,0,0,5,7,12
0,76,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,82,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,0,0,0,3,0,0,8,7,15
