x,y,0_5,100_,10_15,15_20,20_25,25_30,30_35,35_40,40_45,45_50,50_55,55_60,5_10,60_65,65_70,70_75,75_80,80_85,85_90,90_95,95_100,f,m,pop
0,1,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,6,9
0,2,0,0,3,5,0,0,0,3,0,0,5,0,3,3,0,3,0,3,0,0,0,14,14,28
0,3,0,0,0,3,3,3,0,3,5,0,3,4,0,8,3,4,3,3,0,0,0,16,23,39
0,4,0,0,4,0,0,0,0,0,6,3,3,3,6,3,3,0,0,0,0,0,0,15,16,31
0,5,0,0,3,3,0,0,4,3,3,3,3,3,3,0,0,3,0,0,0,0,0,18,15,33
0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3
0,7,0,0,0,3,3,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,6,3,9
0,8,0,0,0,0,0,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,3,8,11
0,9,3,0,4,3,0,0,0,0,4,0,4,3,3,0,0,0,0,0,0,0,0,14,12,26
0,10,3,0,5,0,0,3,3,3,7,0,8,0,0,5,5,0,0,3,0,0,0,25,25,50
0,11,0,0,0,0,0,0,3,3,0,3,0,0,0,5,0,3,0,0,0,0,0,10,12,22
0,12,0,0,0,0,0,0,3,0,3,0,3,0,0,3,3,0,0,0,0,0,0,3,5,8
0,13,3,0,7,0,0,3,0,4,0,8,3,3,3,0,3,4,3,3,0,0,0,22,22,44
0,14,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,7,11
0,15,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
0,16,53,0,94,65,29,23,46,59,97,79,56,38,71,17,32,32,28,14,11,4,3,417,433,850
0,17,96,0,25,5,7,25,70,67,37,24,14,10,68,4,4,11,5,5,0,0,0,231,248,479
0,18,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
0,19,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,0,6,5,11
0,20,0,0,4,3,3,0,3,0,0,3,3,0,3,0,0,0,0,0,0,0,0,7,10,17
0,21,6,0,5,5,3,3,7,7,3,7,11,3,4,6,6,3,3,3,0,0,0,42,39,81
0,22,6,0,3,5,3,3,3,5,7,0,0,6,0,7,0,0,3,3,0,0,0,30,26,56
0,23,3,0,3,4,6,3,0,0,0,4,6,3,0,3,3,0,0,0,0,0,0,18,15,33
0,24,0,0,0,3,3,0,0,0,0,0,3,5,0,0,0,0,0,0,3,0,0,11,7,18
0,25,6,0,3,0,0,3,3,3,3,4,0,4,3,3,0,3,3,0,0,0,0,20,20,40
0,26,27,0,5,5,0,5,20,26,8,3,8,10,16,0,6,0,3,3,3,0,0,71,77,148
0,27,42,0,6,3,0,5,25,26,16,10,4,4,18,8,3,0,0,0,0,0,0,88,83,171
0,28,7,0,19,9,3,3,3,8,16,14,8,3,9,8,3,3,3,0,3,0,0,51,66,117
0,29,0,0,3,3,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,6,5,11
0,30,224,3,254,236,247,287,334,321,291,288,273,246,260,206,203,204,174,83,60,28,10,2167,2065,4232
0,31,148,0,106,132,564,542,351,216,136,98,98,114,101,93,101,74,79,34,15,9,0,1498,1515,3013
0,32,95,0,113,81,59,66,100,128,111,105,76,110,126,92,124,92,53,30,9,0,0,808,764,1572
0,33,121,0,155,130,113,90,141,136,139,169,126,157,136,188,193,145,90,33,24,3,0,1190,1099,2289
0,34,3,0,0,0,0,0,0,3,3,0,0,0,3,0,4,0,0,0,0,0,0,6,11,17
0,35,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
0,36,0,0,0,0,0,3,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,6,7,13
0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,6
0,38,3,0,3,0,0,0,5,3,0,0,4,0,0,0,3,0,0,0,0,0,0,12,13,25
0,39,0,0,3,0,3,0,0,3,0,3,6,3,0,3,3,3,0,0,0,0,0,16,15,31
0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,41,3,0,5,3,3,7,4,0,7,0,6,5,4,5,4,5,3,0,3,0,0,30,37,67
0,42,0,0,11,0,3,3,0,0,9,6,3,8,4,3,0,3,0,3,3,0,0,23,37,60
0,43,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,4,11
0,44,4,0,6,3,0,0,0,5,6,4,3,3,0,4,0,0,3,0,3,0,0,19,24,43
0,45,0,0,3,0,0,0,0,6,0,0,0,3,0,3,3,0,0,0,0,0,0,10,11,21
0,46,0,0,0,3,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,6,8,14
0,47,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,5,3,8
0,48,65,0,64,50,36,84,79,74,55,55,58,66,75,52,37,37,35,19,20,4,3,445,523,968
0,49,16,0,16,7,5,6,22,17,10,11,7,5,15,6,4,8,5,4,0,0,0,77,87,164
0,50,0,0,0,3,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,11,17
0,51,0,0,0,3,0,3,0,0,0,5,3,5,0,3,0,0,3,0,0,0,0,11,15,26
