x,y,pp,ra,rp
0,0,9258539,4757693,51
0,1,9227233,4281529,46
0,3,9157094,4320150,47
0,4,9131380,4306166,47
0,11,9039832,5851331,64
0,14,8891826,6017809,67
0,16,8768560,6701829,76
0,17,8735825,6248813,71
0,22,8711284,6118658,70
0,26,8694462,5817223,66
0,27,8662870,5427442,62
0,30,8576208,4819921,56
0,31,8543391,4878571,57
0,32,8504929,4563593,53
0,33,8465121,3973476,46
0,34,8401983,4055143,48
0,35,8330829,4644429,55
0,36,8271026,4244637,51
0,37,8205894,3670554,44
0,46,7616238,2621514,34
0,48,7516144,2646806,35
0,50,7438524,2776254,37
0,51,7359759,2923443,39
0,54,7176148,2729784,38
0,56,7093406,2736498,38
0,57,7032017,2705540,38
0,63,6732416,2950296,43
0,64,6674173,2985910,44
0,69,6469074,2628142,40
0,76,6080588,2591475,42
0,78,6084739,2655663,43
0,79,6048849,2712613,44
0,80,6017655,2764463,45
0,82,5920382,2838674,47
0,83,5894635,2890861,49
0,84,5885968,2991229,50
0,85,5894237,3082109,52
0,86,5878426,3159616,53
0,87,5861109,3222597,54
0,88,5855495,3325689,56
0,94,5910135,2706536,45
0,95,5914848,2827989,47
0,96,5925934,2749200,46
0,97,5957877,2882525,48
0,98,5993358,2747450,45
0,99,6015239,2729775,45
0,100,6080915,2681058,44
0,101,6136485,2599429,42
0,102,6174011,2493157,40
0,103,6214436,2572005,41
0,104,6264036,2642602,42
0,105,6309774,2593237,41
0,108,6463333,2641587,40
0,109,6511465,2643836,40
0,110,6522984,2635060,40
0,111,6510420,2749846,42
0,112,6494584,2835382,43
0,113,6518203,2844437,43
0,115,6527948,2837306,43
0,117,6524426,2798668,42
0,122,6468353,2520493,38
0,123,6458638,2484295,38
0,124,6436258,2629960,40
0,125,6420871,2669413,41
0,126,6427325,2611937,40
0,127,6438302,2636386,40
1,0,9276783,4422890,47
1,11,9061406,5770406,63
1,16,8810742,6451426,73
1,17,8761244,6886252,78
1,27,8664078,5563927,64
1,30,8559168,4731773,55
1,33,8480123,3905081,46
1,35,8366727,4437619,53
1,36,8321457,4125485,49
