x,y,dlt,tcd
0,14,,1
0,15,,2
0,18,,5
0,19,,4
0,26,,1
0,27,,23
0,28,,7
0,41,,11
0,50,,11
0,51,,29
0,54,,43
0,55,,44
0,58,,15
0,70,,8
0,71,,17
0,72,,7
0,93,1,6
0,94,1,45
0,95,,42
0,96,,5
0,97,,4
0,98,,9
0,99,2,48
0,100,,27
0,101,1,44
0,102,1,31
0,103,1,34
0,108,,8
0,112,,5
0,113,,22
0,115,1,19
0,116,1,29
0,117,,34
0,118,,8
0,119,,10
0,120,,14
0,121,,38
0,122,,19
0,123,,13
1,16,,9
1,35,,3
1,36,,24
1,37,,34
1,38,,21
1,51,,4
1,52,,19
1,54,1,16
1,55,,18
1,56,,8
1,58,,38
1,60,,5
1,61,,20
1,62,,6
1,83,,2
1,84,,12
1,96,,18
1,99,2,18
1,100,2,33
1,101,,14
1,102,,15
1,105,,2
1,108,,4
1,109,,27
1,110,,3
1,112,,14
1,113,,42
1,115,1,34
1,116,1,
1,117,,7
1,118,,31
1,119,,2
2,15,,14
2,16,,1
2,18,,6
2,19,,4
2,24,,8
2,28,,25
2,35,,10
2,36,,43
2,37,,3
2,38,,20
2,39,,8
2,52,,2
2,53,,3
2,54,,12
2,55,,32
2,56,,9
2,58,,7
2,60,,36
2,61,1,31
2,62,,10
2,63,,1
2,83,,2
2,84,,25
2,85,,6
2,87,,7
2,88,,9
2,98,,17
2,99,,24
2,100,2,38
2,101,,11
2,105,,1
2,110,,25
2,111,,1
2,115,,12
2,119,,1
3,35,,25
3,36,1,
3,37,,2
3,38,1,15
3,39,,35
3,41,,7
3,42,,19
3,51,,3
3,52,1,47
3,53,1,29
3,56,,20
3,57,,1
3,61,2,35
3,62,2,55
3,63,,20
3,64,,27
3,65,,10
3,73,,15
3,97,,2
3,98,,48
3,99,,7
3,100,,24
3,101,,9
3,110,,23
3,111,,9
3,117,,14
3,119,,7
3,120,,10
4,18,,6
4,23,,1
4,24,,2
4,25,,13
4,26,,6
4,28,,6
4,30,,4
4,31,,8
4,34,,7
4,35,,9
4,36,,5
4,37,,2
4,38,,5
4,39,,1
4,41,,3
4,42,,9
4,43,,22
4,44,,12
4,48,,5
4,51,,7
4,52,2,47
4,53,2,46
4,54,1,38
4,55,,28
4,56,,5
4,60,,5
4,61,1,49
4,62,1,54
4,63,,38
4,64,,24
4,65,,44
4,66,,9
4,67,,2
4,73,,7
4,97,,1
4,98,,50
4,99,,9
4,100,,5
4,101,,2
4,108,,6
4,110,,41
4,111,,19
4,114,,3
4,115,,8
4,117,,7
4,119,,17
4,120,,17
4,122,,19
5,20,,15
