x,y,val
9,8,3559
15,6,1065
9,7,1558
4,0,5143
7,0,5809
9,13,7299
5,5,5089
5,4,2892
11,11,7174
4,12,10048
4,15,8535
5,12,4799
3,10,13095
0,11,8007
10,0,696
4,11,4163
11,2,4320
5,10,8605
10,9,6144
9,11,3235
5,14,9238
7,8,4703
12,0,364
15,1,774
3,11,10025
7,1,976
13,8,3050
11,10,9286
10,2,3284
6,4,6042
2,12,5540
0,10,2127
2,15,7611
7,4,4390
12,7,703
4,1,1658
2,1,4579
14,6,2791
4,5,2801
13,9,1356
9,10,15624
6,10,7504
1,10,5335
9,15,4730
10,7,2076
2,8,4246
5,9,6839
11,13,1924
3,8,5132
0,6,5349
6,12,39509
2,11,71
9,6,2615
10,14,538
4,13,8313
8,11,5851
15,4,933
0,13,2572
5,0,429
8,13,4281
2,9,602
15,3,3540
5,11,6801
9,2,4664
11,5,3890
3,4,12425
0,3,3874
5,2,3693
6,1,139
3,3,118062
11,6,58705
10,4,2754
6,11,13277
3,1,1301
3,6,4725
7,10,17284
6,6,4204
2,6,3849
5,3,3060
11,9,144298
9,12,2643
11,4,5286
14,8,869
12,3,723
11,14,1441
8,2,4765
7,11,1634
3,15,4456
14,0,1286
14,5,2710
6,8,3971
12,1,2292
6,14,5461
0,15,46966
9,1,3062
13,5,3187
11,0,4915
15,0,897
4,8,20361
3,14,17912
2,13,156
1,8,3654
9,3,589
6,13,9302
5,13,5436
1,14,1691
15,2,879
0,4,6879
8,4,9489
8,10,56
2,3,10066
11,7,131639
8,3,1283
5,7,6840
5,15,4151
6,5,2057
2,14,6202
12,2,1383
7,12,7742
6,9,5145
0,7,3332
7,2,5148
8,5,964
1,11,3180
11,1,3152
10,12,8345
9,4,2267
1,6,2487
8,8,1624
11,3,4160
4,14,7014
14,3,2210
13,6,4783
7,3,2170
4,2,3456
8,15,3515
1,13,3375
14,4,604
9,9,7481
3,0,2630
0,9,984
7,6,3088
2,2,5279
1,9,3880
10,5,2928
5,1,7266
8,12,8457
9,14,2879
0,5,3475
2,7,2931
6,15,5674
13,0,10863
6,2,6666
2,0,6664
1,3,3962
10,15,3253
8,0,5429
10,6,2642
3,12,13989
10,3,3709
5,6,5679
12,9,13652
7,9,5535
5,8,1297
1,2,9064
14,2,2140
14,1,962
13,3,439
8,1,5139
1,5,5396
0,1,21377
4,9,11380
9,5,4521
10,13,30
4,10,84299
8,6,2025
8,14,4965
13,4,1985
13,7,12542
6,0,4506
15,8,4463
10,11,2673
12,8,1592
7,13,6471
1,12,4100
0,14,3994
15,5,1299
1,7,5131
7,14,4022
3,13,8975
7,15,3309
13,2,1836
11,8,99574
3,5,7895
0,2,4888
9,0,3932
4,4,4462
0,12,4682
4,7,9039
15,7,4536
14,7,3413
13,1,3286
6,3,5608
6,7,2823
8,7,2011
11,12,5613
1,4,9271
3,2,12715
3,7,5414
2,10,5075
7,7,1485
1,15,6370
1,1,3996
4,3,10908
7,5,5655
1,0,5027
10,1,2211
2,4,16317
3,9,6752
2,5,6008
0,0,5749
10,8,5180
4,6,44321
8,9,8562
