x,y,Ind,Ind_0_3,Ind_11_17,Ind_18_24,Ind_25_39,Ind_40_54,Ind_4_5,Ind_55_64,Ind_65_79,Ind_6_10,Ind_80p,Ind_inc,Ind_snv,Men,Men_pauv
88,44,5,0.3,0.6,0.2,0.7,1.1,0.1,0.6,0.7,0.3,0.4,0,94704.7,2,0.3
88,45,4,0.2,0.5,0.2,0.6,0.9,0.1,0.5,0.5,0.2,0.3,0,75763.8,1.6,0.3
88,38,3,0.1,0.3,0.2,0.3,0.6,0.1,0.6,0.5,0.2,0,0.1,63363,1.1,0.1
88,39,11,0.3,1.2,0.7,1,2.1,0.4,2.3,1.7,0.7,0.2,0.4,232331,4.2,0.3
88,2,4,0.1,0.3,0.3,0.3,0.7,0,1.3,0.3,0.1,0.2,0.4,98729,1.5,0.2
88,3,10,0.2,0.7,0.7,0.9,1.8,0,3.2,0.9,0.2,0.5,0.9,246822.6,3.6,0.5
88,4,13,0.3,1.2,1.2,1.6,3.1,0,1.2,1.6,0.3,1.6,0.9,292818,4.6,0.3
88,125,21,0.3,0.9,1.6,1.9,2.6,0.2,4.4,6.1,0.3,2.3,0.4,520482.5,10.7,0.4
88,126,61,4,4,6,10,12,2,5,7,5,6,0,1336496.8,28,3
88,127,103,3,10,7,16,25,0,12,17,6,3,4,2145501.1,49,8
88,107,4,0.2,0.6,0.1,0.8,1,0.2,0.2,0.3,0.4,0.2,0,93869.3,1.3,0
88,40,25.5,4,1.5,0,10,6,0,1,1,2,0,0,547347.8,12,0
88,41,31,0,2,2,1,9,0,8,8,0,1,0,693368.3,14,0
88,75,2,0,0.2,0.1,0.3,0.3,0.1,0.4,0.6,0,0,0,43348.8,0.9,0.1
88,42,14,0.4,1.6,0.9,1.3,2.7,0.4,2.9,2.2,0.9,0.2,0.5,295694,5.3,0.4
88,43,5,0.2,0.5,0.3,0.5,0.9,0.2,1,0.8,0.3,0.1,0.2,105605,1.9,0.2
88,10,2,0.1,0.2,0.2,0.2,0.5,0,0.2,0.2,0.1,0.2,0.1,45048.9,0.7,0
89,37,2,0.1,0.2,0.1,0.2,0.4,0.1,0.4,0.3,0.1,0,0.1,42242,0.8,0.1
89,38,18,0.6,2,1.1,1.7,3.4,0.6,3.7,2.9,1.1,0.3,0.6,380178,6.9,0.6
89,39,41.5,3,7.5,5,4,12,0,4,2,2,2,0,826158.2,15,2
