x,y,clc
0,0,24
0,1,24
0,2,24
0,3,24
0,4,24
0,5,23
0,6,23
0,7,23
0,8,7
0,9,7
0,11,24
0,14,24
0,15,24
0,16,24
0,17,24
0,18,24
0,19,24
0,20,12
0,21,21
0,22,24
0,23,24
0,24,24
0,25,24
0,26,23
0,30,24
0,31,24
0,32,21
0,33,21
0,34,27
0,35,24
0,36,24
0,37,24
0,38,23
0,39,23
0,40,27
0,41,32
0,42,32
0,43,32
0,44,27
0,45,25
0,46,25
0,47,24
0,48,25
0,49,23
0,50,41
0,51,41
0,52,23
0,53,23
0,54,32
0,55,27
0,56,41
0,57,41
0,58,32
0,59,32
0,60,32
0,61,32
0,62,32
0,63,41
0,64,32
0,65,32
0,66,23
0,67,23
0,68,20
0,69,21
0,70,21
0,71,21
0,72,23
0,73,23
0,74,23
0,75,23
0,76,21
0,77,21
0,78,21
0,79,12
0,80,23
0,81,23
0,82,27
0,83,27
0,84,27
0,85,27
0,86,27
0,87,23
0,88,23
0,89,23
0,90,23
0,94,23
0,95,23
0,96,23
0,97,23
0,98,23
0,99,27
0,100,27
0,101,27
0,102,27
0,103,23
0,104,27
0,105,27
0,106,32
0,107,27
0,108,23
0,109,21
0,110,23
0,111,23
0,112,23
0,113,23
0,114,41
0,115,23
0,116,23
0,117,23
0,118,23
0,119,32
0,120,32
0,121,32
0,122,32
0,123,32
0,124,32
0,125,32
0,126,32
0,127,32
1,0,24
1,1,24
1,2,24
1,3,24
1,4,24
1,5,24
1,6,23
1,7,23
1,8,7
1,9,7
1,10,7
1,16,24
1,17,24
1,18,24
1,19,24
1,20,12
1,21,21
1,22,21
1,23,23
1,24,23
1,25,25
1,26,23
1,30,24
1,31,24
1,32,24
1,33,25
1,34,25
1,35,24
1,36,24
1,37,24
1,38,23
1,39,32
1,40,27
1,41,32
1,42,32
1,43,32
1,44,32
1,45,32
1,46,24
1,47,24
1,48,24
1,49,23
1,50,23
1,51,41
1,52,23
1,53,23
1,54,27
1,55,27
1,56,41
1,57,41
1,58,41
1,59,32
1,60,32
1,61,32
1,62,32
1,63,32
1,64,27
1,65,32
1,66,23
1,67,23
1,68,23
1,69,21
1,70,21
1,71,21
1,72,23
1,73,23
1,74,27
1,75,23
1,76,23
1,77,23
1,78,12
1,79,12
1,80,23
1,81,23
1,82,23
1,83,27
1,84,27
1,85,32
1,86,32
1,87,23
1,88,23
1,93,23
1,94,23
1,95,23
1,96,27
1,97,27
1,98,27
1,99,27
1,100,27
1,101,27
1,102,27
1,103,27
1,104,27
1,105,27
1,106,27
1,107,27
1,108,23
1,109,23
1,110,23
1,111,27
1,112,32
1,113,23
1,114,23
1,115,41
1,116,23
1,117,23
1,118,23
1,119,23
1,120,32
1,121,32
1,122,32
1,123,32
1,124,32
1,125,32
1,126,32
1,127,27
2,0,24
2,1,24
2,2,24
2,3,24
2,4,24
2,5,24
2,6,24
2,7,24
2,8,24
2,9,7
2,10,7
2,16,24
2,17,24
2,18,24
2,19,24
2,20,23
2,21,21
2,22,21
2,23,23
2,24,23
2,25,23
2,26,24
2,30,24
2,32,24
2,33,24
2,34,25
2,35,24
2,36,24
2,37,24
2,38,27
2,39,27
2,40,27
2,41,32
2,42,32
2,43,32
2,44,32
2,45,32
2,46,23
2,47,23
2,48,24
2,49,23
2,50,25
2,51,41
2,52,23
2,53,23
2,54,27
2,55,27
2,56,32
2,57,41
2,58,32
2,59,27
2,60,27
2,61,32
2,62,32
2,63,32
2,64,27
2,65,36
2,66,32
2,67,23
2,68,23
2,69,21
2,70,41
2,71,41
2,72,23
2,73,23
2,74,23
2,75,27
2,76,23
2,77,23
2,78,23
2,79,12
2,80,23
2,81,23
2,82,23
2,83,27
2,84,27
2,85,32
2,86,23
2,87,23
2,88,23
2,89,23
2,93,23
2,94,23
2,95,23
2,96,27
2,97,27
2,98,27
2,99,27
2,100,27
2,101,27
2,102,27
2,103,27
2,104,27
2,105,32
2,106,27
2,107,27
2,108,23
2,109,23
2,110,23
2,111,27
2,112,32
2,113,23
2,114,23
2,115,23
2,116,23
2,117,32
2,118,24
2,119,23
2,120,27
2,121,27
2,122,27
2,123,32
2,124,32
2,125,32
2,126,27
2,127,23
3,0,24
3,1,24
3,2,24
3,3,24
3,4,24
3,5,24
3,6,24
3,7,24
3,8,24
3,9,24
3,10,7
3,16,24
3,17,21
3,18,21
3,19,12
3,20,23
3,21,23
3,22,23
3,23,23
3,24,23
3,25,24
3,26,24
3,31,24
3,32,24
3,33,24
3,34,24
3,35,25
3,36,36
3,37,25
3,38,27
