x,y,TOT_P,avg_time_nearest_ep,avg_time_nearest_h
0,0,33,5.3,6
0,1,969,2.7,4
0,2,104,3.4,5
0,3,57,3.8,7
0,4,61,4.6,9
0,5,59,4.6,11
0,6,93,5.9,14
0,7,53,7.3,16
0,8,50,5.5,17
0,9,670,3.6,17
0,10,1931,2.4,14
0,11,116,2.9,12
0,12,207,2.1,10
0,13,72,4.7,9
0,14,42,4.7,6
0,15,133,3.3,4
0,16,110,3.3,3
0,17,48,5.5,5
0,18,50,5.1,7
0,19,26,4,9
0,20,32,3.6,10
0,21,65,5.8,12
0,22,44,6.4,16
0,23,44,3.5,15
0,24,80,5.9,15
0,25,26,7.6,16
0,26,56,5.4,17
0,27,63,2.3,19
0,28,56,2.8,21
0,29,17,5.8,18
0,30,41,4.7,17
0,31,38,3.4,15
0,32,57,3.6,15
0,33,39,6.2,15
0,34,32,6.6,14
0,35,100,5,12
0,36,197,3.1,12
0,37,110,2.4,12
0,38,222,2.7,12
0,39,147,3.6,13
0,40,133,2.2,15
0,41,700,2.5,14
0,42,118,3.5,15
0,43,186,3.8,16
0,44,62,3.4,14
0,45,58,4.7,13
0,46,756,3.4,12
0,47,561,3.7,14
0,48,64,4.3,13
0,49,58,4.3,11
0,50,291,5.1,9
0,51,81,6.1,8
0,52,165,5.9,7
0,53,367,3,6
0,54,369,4.6,9
0,55,203,3.6,9
0,56,238,1.8,9
0,57,307,2,11
0,58,106,4,13
0,59,101,4.9,17
0,60,26,2.9,19
0,61,45,4.5,21
0,62,38,5.5,23
0,63,38,4.1,25
0,64,137,1.5,22
0,65,48,3.2,23
0,66,68,4.3,19
0,67,73,5.1,20
0,68,59,5.8,19
0,69,43,5.8,17
0,70,43,6.2,16
0,71,102,5.9,16
0,72,49,5.4,19
0,73,47,3.1,17
0,74,146,2.2,20
0,75,27,3.3,22
0,76,65,3.8,22
0,77,621,1.9,20
0,78,123,5.3,20
0,79,107,7.4,21
0,80,30,5.6,21
0,81,42,5.2,18
0,82,76,3.8,18
0,83,91,4,20
0,84,64,6.5,21
0,85,36,3.7,21
0,86,264,1.9,21
0,87,99,5.5,24
0,88,136,5.2,22
0,89,81,2,18
0,90,119,2.6,17
0,91,151,2.6,18
0,92,112,4.6,17
0,93,833,3.6,13
0,94,375,3.2,11
0,95,138,4.8,9
0,96,441,3.6,7
0,97,992,3.8,7
0,98,161,3.9,8
0,99,137,3.2,10
0,100,317,2.5,12
0,101,137,5.5,13
0,102,107,6.2,12
0,103,40,5.4,8
0,104,37,3.5,6
0,105,214,2.6,4
0,106,102,6.6,6
0,107,58,7.1,7
0,108,136,9,10
0,109,32,9.4,12
0,110,29,10.5,12
0,111,56,10.9,15
0,112,12,12.4,16
0,113,78,9.6,14
0,114,12,7.7,12
0,115,40,8.8,13
0,116,1,8.6,15
0,117,32,3.9,11
0,118,310,3.6,14
0,119,197,4,16
0,120,61,3.5,18
0,121,65,5.2,22
0,122,43,5.7,21
0,123,173,5.1,20
0,124,91,6.4,21
0,125,74,5.1,19
0,126,98,6.5,17
0,127,40,6.8,14
1,0,100,4.7,6
1,1,916,3,4
1,2,1465,1.8,4
1,3,360,3.6,8
1,4,57,3.1,11
1,5,26,2.6,13
1,6,26,5.2,15
1,7,76,6.5,17
1,8,213,4.7,18
1,9,36,3.8,17
1,10,71,5.1,16
1,11,84,2.6,11
1,12,59,3.7,10
1,13,42,3.4,8
1,14,57,3.6,6
1,15,787,2.5,4
1,16,918,3.8,5
1,17,57,5,6
1,18,127,5,7
1,19,56,4.7,10
1,20,59,3.6,12
1,21,40,6,14
1,22,63,7.2,13
1,23,26,6.3,13
1,24,41,6.7,14
1,25,13,8.7,14
1,26,17,6.8,17
1,27,29,5.5,19
1,28,26,6.8,21
1,29,67,5.4,18
1,30,76,4.9,17
1,31,134,2.7,15
1,32,116,2.9,12
1,33,113,5.6,13
1,34,52,7.3,12
1,35,26,5.8,11
1,36,195,3,10
1,37,946,2.1,10
1,38,670,3.5,9
1,39,167,5.1,11
1,40,76,6.1,14
1,41,81,3.3,16
1,42,53,3.7,17
1,43,434,2.1,18
1,44,91,2.7,18
1,45,52,4.1,16
1,46,89,4.6,15
1,47,53,4.9,15
1,48,58,5.2,14
1,49,437,2.3,10
1,50,64,3.6,7
1,51,158,3.6,5
1,52,98,4,5
1,53,290,4,7
1,54,143,2.9,8
1,55,137,5.3,9
1,56,58,4.7,12
1,57,59,3.4,12
1,58,89,4.4,15
1,59,117,4.4,17
1,60,1176,2,18
1,61,61,3.2,20
1,62,51,4.7,22
1,63,28,4,23
1,64,67,3.3,22
1,65,63,3.4,17
1,66,1092,1.9,15
1,67,84,3.4,15
1,68,36,4.7,16
1,69,56,2.8,14
1,70,68,3.7,14
1,71,46,4.6,13
1,72,43,3.3,15
1,73,122,2,15
1,74,31,2.7,16
1,75,64,3,19
1,76,353,3.2,20
1,77,780,1.9,20
1,78,94,4.8,23
1,79,50,6.3,23
1,80,125,4.5,22
1,81,79,4.8,21
1,82,72,3.1,19
1,83,54,4.1,21
1,84,33,6,23
1,85,10,3,24
1,86,161,2.6,23
1,87,67,4.6,22
1,88,40,3.9,20
1,89,28,3.6,18
1,90,62,3.6,16
1,91,104,4.8,16
1,92,112,4,15
1,93,446,4.6,13
1,94,185,5.3,11
1,95,70,4.7,10
1,96,1030,4.2,11
1,97,1564,2.7,9
1,98,1237,4.3,10
1,99,592,5.8,14
1,100,209,5.3,14
1,101,181,5.1,14
1,102,191,3.6,13
1,103,224,3.7,10
1,104,50,5,8
1,105,136,4.2,6
1,106,25,4.6,5
1,107,31,6.3,5
1,108,107,7.7,9
1,109,56,7.8,10
1,110,51,10.5,13
1,111,41,11.3,15
1,112,9,10.6,14
1,113,23,7.4,11
1,114,12,5.6,10
1,115,114,6.6,11
1,116,30,7.9,12
1,117,79,6.2,12
1,118,100,4.3,12
1,119,85,3.7,15
1,120,51,5.7,18
1,121,62,6.1,22
1,122,64,4.9,21
1,123,51,7.2,24
1,124,43,8.2,22
1,125,222,6.6,21
1,126,106,8.4,18
1,127,44,7.9,16
2,0,46,5.2,7
2,1,50,3.7,6
2,2,127,4,6
2,3,176,3.4,7
2,4,163,2,10
2,5,81,2.8,13
2,6,52,5,15
2,7,41,4.6,19
2,8,54,4.7,21
2,9,58,4.8,18
2,10,19,4.6,15
2,11,151,2.1,12
2,12,146,2.8,10
2,13,286,2,8
2,14,61,4.4,9
2,15,47,3.6,6
2,16,56,3.8,7
2,17,47,4.2,9
2,18,38,3.8,11
2,19,91,2.4,10
2,20,300,2.9,11
2,21,76,5.3,12
2,22,37,7.4,12
2,23,50,8.3,11
2,24,20,7.5,10
2,25,13,7.3,13
2,26,40,6.6,14
2,27,89,5.6,17
2,28,37,6.3,17
2,29,24,6.7,18
2,30,30,5.8,18
2,31,35,3.6,15
2,32,24,3.5,12
2,33,52,4.1,10
2,34,99,6.3,9
2,35,382,5.7,8
2,36,62,3.1,7
2,37,783,2.3,6
2,38,129,5.2,8
2,39,71,6.7,11
2,40,33,6.1,15
2,41,142,2.5,18
2,42,125,3.3,21
2,43,77,5.6,21
2,44,60,5.4,20
2,45,91,4.7,18
2,46,198,3,16
2,47,146,4.8,16
2,48,148,5.9,14
2,49,174,1.6,9
2,50,60,5,9
2,51,173,3.1,5
2,52,1131,1.5,2
2,53,1617,1.7,4
2,54,41,5,8
2,55,51,5.4,9
2,56,54,3.9,12
2,57,165,2,14
2,58,70,2.8,16
2,59,111,3.8,18
2,60,194,2.3,19
2,61,79,3.8,21
2,62,120,5.7,22
2,63,56,6.8,23
2,64,30,5.9,23
2,65,138,4.2,17
2,66,120,3.3,16
2,67,98,3.6,13
2,68,54,4.3,14
2,69,116,2.1,13
2,70,53,2,11
2,71,96,3.7,10
2,72,53,3.6,12
2,73,60,3.3,14
2,74,39,4.5,15
2,75,86,5.1,18
2,76,77,4.3,19
2,77,1046,2.8,22
2,78,286,5,26
2,79,116,5,27
2,80,211,2.6,25
2,81,39,2.6,23
2,82,73,5.2,21
2,83,26,6.7,23
2,84,29,8.2,25
2,85,76,4.9,26
2,86,115,3.9,25
2,87,155,4,22
2,88,235,4.1,20
2,89,55,4.9,16
2,90,138,6.5,16
2,91,48,4.8,14
2,92,234,2.8,11
2,93,218,6.2,11
2,94,169,5,9
2,95,1352,2.6,9
2,96,686,3.4,10
2,97,1771,2.2,9
2,98,1545,2.2,11
2,99,360,5.5,15
2,100,229,5.5,17
2,101,106,5.3,16
2,102,85,3.6,13
2,103,87,3,11
2,104,75,3.1,9
2,105,92,6.7,11
2,106,533,3.3,7
2,107,782,3.8,7
2,108,154,4.7,8
2,109,37,8.3,11
2,110,27,10.6,14
2,111,52,11.4,16
2,112,8,8.2,12
2,113,42,7,11
2,114,94,4.2,9
2,115,93,4.8,9
2,116,118,6.7,9
2,117,48,6.2,8
2,118,41,7.5,12
2,119,101,5.2,15
2,120,33,7.3,16
2,121,42,6.2,19
2,122,34,3.7,20
2,123,173,3.1,22
2,124,42,7.6,24
2,125,121,7.6,22
2,126,35,10.3,22
2,127,32,8.2,18
3,0,121,2.5,9
3,1,94,3.1,9
3,2,104,5.3,8
3,3,119,4.8,9
3,4,103,4.6,11
3,5,153,6.3,13
3,6,69,5.2,16
3,7,253,1.8,19
3,8,37,5,22
3,9,94,4.7,18
3,10,79,5.6,16
3,11,92,5.4,14
3,12,159,5,11
3,13,63,3.8,10
3,14,74,4.6,10
3,15,87,1.8,8
3,16,17,3.2,9
3,17,76,2.4,10
3,18,162,1.8,11
3,19,52,3.6,13
3,20,47,4.6,12
3,21,59,4,9
3,22,86,5.1,9
3,23,69,6.1,8
3,24,105,5,8
3,25,28,3.9,10
3,26,58,4.8,12
3,27,73,3.6,15
3,28,79,3.4,15
3,29,29,5.9,17
3,30,33,5.8,17
3,31,29,5.8,18
3,32,135,2.7,14
3,33,131,4.7,11
3,34,225,3.2,9
3,35,69,4,8
3,36,989,3,5
3,37,777,4,5
3,38,108,7.1,8
3,39,35,9,12
3,40,56,6.7,14
3,41,41,3.7,16
3,42,48,5,21
3,43,82,5.2,22
3,44,48,3.9,22
3,45,64,5.1,20
3,46,74,5.1,17
3,47,105,4.8,14
3,48,43,4.3,11
3,49,71,4.1,10
