x,y,TOT_P,avg_time_nearest_h
0,0,5380,NA
0,1,5154,NA
0,2,4555,NA
0,3,12243,NA
0,4,14017,NA
0,5,3061,NA
0,6,15405,NA
0,7,8742,NA
0,8,16941,NA
0,9,12597,NA
0,10,11238,NA
0,11,12535,NA
0,12,3716,NA
0,13,6547,NA
0,14,12844,NA
0,15,4962,NA
0,16,5205,NA
0,17,4094,NA
0,18,6330,NA
0,19,1036,NA
0,20,60,NA
0,21,62,NA
0,22,1819,NA
0,23,974,NA
0,24,116,NA
0,25,982,NA
0,26,271,NA
0,27,82,NA
0,28,36,NA
0,29,76,NA
0,30,264,NA
0,31,39,NA
0,32,610,NA
0,33,45,NA
0,34,29,NA
0,35,29,NA
0,36,82,NA
0,37,18,NA
0,38,33,NA
0,39,81,NA
0,40,26,NA
0,41,25,NA
0,42,22,NA
0,43,155,NA
0,44,4,NA
0,122,1,NA
0,123,346,NA
0,124,509,NA
0,125,25,NA
0,126,88,NA
0,127,82,NA
1,0,9902,NA
1,1,7852,NA
1,2,4724,NA
1,3,4366,NA
1,4,3422,NA
1,5,324,NA
1,6,1833,NA
1,7,14620,NA
1,8,10262,NA
1,9,14172,NA
1,10,6723,NA
1,11,3869,NA
1,12,1457,NA
1,13,4122,NA
1,14,35,NA
1,15,188,NA
1,16,4557,NA
1,17,5392,NA
1,18,4706,NA
1,19,14841,NA
1,20,15,NA
1,21,565,NA
1,22,200,NA
1,23,46,NA
1,24,106,NA
1,25,2062,NA
1,26,1080,NA
1,27,87,NA
1,28,1357,NA
1,29,116,NA
1,30,37,NA
1,31,930,NA
1,32,27,NA
1,33,29,NA
1,34,37,NA
1,35,197,NA
1,36,11,NA
1,37,271,NA
1,38,17,NA
1,39,13,NA
1,40,45,NA
1,41,13,NA
1,42,40,NA
1,43,163,NA
1,123,0,NA
1,124,2988,NA
1,125,3683,NA
1,126,547,NA
1,127,190,NA
2,0,1686,NA
2,1,2317,NA
2,2,3759,NA
2,3,4326,NA
2,4,4460,NA
2,5,2240,NA
2,6,11455,NA
2,7,11469,NA
2,8,7052,NA
2,9,11397,NA
2,10,5302,NA
2,11,7303,NA
2,12,2951,NA
2,13,4016,NA
2,14,333,NA
2,15,16555,NA
2,16,12473,NA
2,17,493,NA
2,18,2349,NA
2,19,8109,NA
2,20,86,NA
2,21,3773,NA
2,22,209,NA
2,23,16,NA
2,25,21,NA
2,26,34,NA
2,27,5884,NA
2,28,136,NA
2,29,26,NA
2,31,478,NA
2,32,212,NA
2,33,1350,NA
2,34,79,NA
2,35,4,NA
2,36,30,NA
2,37,436,NA
2,38,84,NA
2,39,6,NA
2,40,137,NA
2,41,1737,NA
2,42,98,NA
2,124,70,NA
2,125,2320,NA
2,126,3046,NA
2,127,119,NA
3,0,298,NA
3,1,11542,NA
3,2,15416,NA
3,3,15464,NA
3,4,11266,NA
3,5,5463,NA
3,6,11816,NA
3,7,12321,NA
3,8,2992,NA
3,9,21298,NA
3,10,11937,NA
3,11,17179,NA
3,12,1711,NA
3,13,2792,NA
3,14,226,NA
3,15,3803,NA
3,16,2402,NA
3,18,7,NA
3,19,5862,NA
3,20,2,NA
3,21,97,NA
3,22,56,NA
3,26,59,NA
3,27,296,NA
3,28,0,NA
3,32,114,NA
3,34,36,NA
3,35,245,NA
3,36,11,NA
3,37,0,NA
3,38,23,NA
3,40,296,NA
3,125,52,NA
3,126,12,NA
3,127,6335,NA
4,0,876,NA
4,1,10073,NA
4,2,10804,NA
4,3,22736,NA
4,4,10810,NA
4,5,2946,NA
4,6,9784,NA
4,7,17343,NA
4,8,19690,NA
4,9,9546,NA
4,10,11764,NA
4,11,11125,NA
4,12,1172,NA
4,127,1589,NA
5,0,399,NA
5,1,7224,NA
5,2,9840,NA
5,3,9359,NA
5,4,16162,NA
5,5,4476,NA
5,6,1542,NA
5,7,13960,NA
5,8,500,NA
6,5,1145,NA
6,6,1661,NA
