x,y,TOT_P,avg_time_nearest_ep,avg_time_nearest_h
0,0,91,NA,NA
0,1,49,NA,NA
0,2,204,NA,NA
0,3,17,NA,NA
0,4,97,NA,NA
0,5,80,NA,NA
0,6,303,NA,NA
0,7,14,NA,NA
0,8,8,NA,NA
0,9,70,NA,NA
0,10,281,NA,NA
0,11,2747,NA,NA
0,12,72,NA,NA
0,13,71,NA,NA
0,14,676,NA,NA
0,16,311,NA,NA
0,17,403,NA,NA
0,18,29,NA,NA
0,19,1797,NA,NA
0,20,508,NA,NA
0,21,891,NA,NA
0,22,61,NA,NA
0,23,262,NA,NA
0,24,583,NA,NA
0,25,1499,NA,NA
0,26,439,NA,NA
0,27,57,NA,NA
0,28,78,NA,NA
0,29,29,NA,NA
0,30,2850,NA,NA
0,31,151,NA,NA
0,32,1946,NA,NA
0,33,40,NA,NA
0,34,187,NA,NA
0,35,4516,NA,NA
0,36,6,NA,NA
0,37,57,NA,NA
0,38,22,NA,NA
0,39,5,NA,NA
0,40,57,NA,NA
0,41,1925,NA,NA
0,42,3953,NA,NA
0,43,906,NA,NA
0,44,1752,NA,NA
0,45,1045,NA,NA
0,46,1252,NA,NA
0,47,16,NA,NA
0,48,1554,NA,NA
0,49,1210,NA,NA
0,50,603,NA,NA
0,51,469,NA,NA
0,52,6193,NA,NA
0,53,15615,NA,NA
0,54,7229,NA,NA
0,55,12838,NA,NA
0,56,1495,NA,NA
0,57,825,NA,NA
0,58,749,NA,NA
0,59,4158,NA,NA
0,60,2263,NA,NA
0,61,17,NA,NA
0,62,221,NA,NA
0,64,271,NA,NA
0,65,499,NA,NA
0,66,79,NA,NA
0,67,106,NA,NA
0,68,32,NA,NA
0,69,178,NA,NA
0,70,135,NA,NA
0,71,1149,NA,NA
0,72,9,NA,NA
0,73,123,NA,NA
0,74,2313,NA,NA
0,75,19,NA,NA
0,76,136,NA,NA
0,77,44,NA,NA
0,78,22,NA,NA
0,79,132,NA,NA
0,80,106,NA,NA
0,81,22,NA,NA
0,82,1191,NA,NA
0,83,55,NA,NA
0,84,148,NA,NA
0,85,3,NA,NA
0,86,39,NA,NA
0,87,23,NA,NA
0,88,17,NA,NA
0,89,23,NA,NA
0,90,14,NA,NA
0,91,146,NA,NA
0,92,44,NA,NA
0,93,3031,NA,NA
0,94,5705,NA,NA
0,95,231,NA,NA
0,96,85,NA,NA
0,97,495,NA,NA
0,98,58,NA,NA
0,99,36,NA,NA
0,100,56,NA,NA
0,101,37,NA,NA
0,102,51,NA,NA
0,103,63,NA,NA
0,104,194,NA,NA
0,105,476,NA,NA
0,106,42,NA,NA
0,107,25,NA,NA
0,108,286,NA,NA
0,109,5,NA,NA
0,110,46,NA,NA
0,111,478,NA,NA
0,112,43,NA,NA
0,113,18,NA,NA
0,114,319,NA,NA
0,115,101,NA,NA
0,116,6,NA,NA
0,117,2692,NA,NA
0,118,2324,NA,NA
0,119,24,NA,NA
0,120,6,NA,NA
0,121,1360,NA,NA
0,122,898,NA,NA
0,123,62,NA,NA
0,124,2248,NA,NA
0,125,1707,NA,NA
0,126,1331,NA,NA
0,127,999,NA,NA
1,1,296,NA,NA
1,2,50,NA,NA
1,3,67,NA,NA
1,4,400,NA,NA
1,5,42,NA,NA
1,6,51,NA,NA
1,7,271,NA,NA
1,8,451,NA,NA
1,9,37,NA,NA
1,10,17,NA,NA
1,11,737,NA,NA
1,12,4,NA,NA
1,13,340,NA,NA
1,14,117,NA,NA
1,15,730,NA,NA
1,16,49,NA,NA
1,17,14,NA,NA
1,18,257,NA,NA
1,19,34,NA,NA
1,20,64,NA,NA
1,21,6695,NA,NA
1,22,889,NA,NA
1,23,2130,NA,NA
1,24,619,NA,NA
1,25,483,NA,NA
1,26,22,NA,NA
1,27,30,NA,NA
1,28,102,NA,NA
1,29,657,NA,NA
1,30,39,NA,NA
1,31,443,NA,NA
1,32,1407,NA,NA
1,33,76,NA,NA
1,34,152,NA,NA
1,35,1426,NA,NA
1,36,8,NA,NA
1,37,71,NA,NA
1,38,12,NA,NA
1,39,44,NA,NA
1,40,4,NA,NA
1,41,41,NA,NA
1,42,24,NA,NA
1,44,30,NA,NA
1,45,236,NA,NA
1,46,87,NA,NA
1,47,819,NA,NA
1,48,1972,NA,NA
1,49,1162,NA,NA
1,50,44,NA,NA
1,52,1146,NA,NA
1,53,9950,NA,NA
1,54,15991,NA,NA
1,55,1996,NA,NA
1,56,170,NA,NA
1,57,72,NA,NA
1,58,38,NA,NA
1,59,2951,NA,NA
1,60,42,NA,NA
1,61,60,NA,NA
1,62,747,NA,NA
1,63,732,NA,NA
1,64,2109,NA,NA
1,65,252,NA,NA
1,66,4,NA,NA
1,67,1077,NA,NA
1,68,3,NA,NA
1,69,70,NA,NA
1,70,76,NA,NA
1,71,498,NA,NA
1,72,678,NA,NA
1,73,117,NA,NA
1,74,24,NA,NA
1,75,49,NA,NA
1,76,79,NA,NA
1,77,13,NA,NA
1,78,491,NA,NA
1,79,25,NA,NA
1,80,48,NA,NA
1,81,120,NA,NA
1,82,33,NA,NA
1,83,715,NA,NA
1,84,56,NA,NA
1,85,114,NA,NA
1,86,238,NA,NA
1,87,19,NA,NA
1,88,82,NA,NA
1,89,54,NA,NA
1,90,236,NA,NA
1,91,15,NA,NA
1,92,45,NA,NA
1,93,283,NA,NA
1,94,63,NA,NA
1,95,27,NA,NA
1,96,69,NA,NA
1,97,128,NA,NA
1,98,22,NA,NA
1,99,46,NA,NA
1,100,17,NA,NA
1,101,61,NA,NA
1,102,186,NA,NA
1,103,69,NA,NA
1,104,206,NA,NA
1,105,43,NA,NA
1,106,124,NA,NA
1,107,29,NA,NA
1,108,215,NA,NA
1,109,131,NA,NA
1,110,56,NA,NA
1,111,254,NA,NA
1,112,108,NA,NA
1,113,320,NA,NA
1,114,876,NA,NA
1,115,732,NA,NA
1,116,5,NA,NA
1,117,26,NA,NA
1,118,12,NA,NA
1,119,2583,NA,NA
1,120,3074,NA,NA
1,121,510,NA,NA
1,122,322,NA,NA
1,123,2262,NA,NA
1,124,302,NA,NA
1,125,112,NA,NA
1,126,1676,NA,NA
1,127,3697,NA,NA
2,0,28,NA,NA
2,1,109,NA,NA
2,3,14,NA,NA
2,4,37,NA,NA
2,5,95,NA,NA
2,6,134,NA,NA
2,7,29,NA,NA
2,8,3,NA,NA
2,9,19,NA,NA
2,10,10503,NA,NA
2,11,13089,NA,NA
2,12,94,NA,NA
2,13,171,NA,NA
2,14,62,NA,NA
2,15,278,NA,NA
2,16,493,NA,NA
2,17,48,NA,NA
2,18,577,NA,NA
2,19,41,NA,NA
2,20,8,NA,NA
2,21,3474,NA,NA
2,22,78,NA,NA
2,23,155,NA,NA
2,24,74,NA,NA
2,25,314,NA,NA
2,26,434,NA,NA
2,27,342,NA,NA
