x,y,dlt,tcd
0,0,,12
0,1,,45
0,2,,50
0,5,,75
0,6,,31
0,10,,16
0,13,,15
0,14,1,26
0,16,,38
0,17,,10
0,19,,16
0,20,1,
0,21,,7
0,22,,12
0,23,,50
0,24,,28
0,26,,24
0,27,,9
0,33,,2
0,34,,12
0,36,,24
0,37,,43
0,46,,26
0,47,,28
0,50,,12
0,51,,6
0,67,,14
0,69,,38
0,70,,61
0,71,,3
0,75,,18
0,76,,6
0,80,,8
0,81,,6
0,83,1,5
0,84,,35
0,85,,4
0,90,,4
0,91,,18
0,92,,6
0,93,2,52
0,94,,16
0,95,,14
0,96,,10
0,97,,25
0,101,,9
0,102,,35
0,103,,78
0,104,,23
0,105,1,
0,108,,16
0,112,,12
0,113,,32
0,114,,21
0,115,1,39
0,116,,57
0,117,,13
0,118,,13
0,119,,20
0,122,,4
0,123,1,32
0,124,1,37
0,125,1,13
0,126,,19
0,127,,44
1,0,,38
1,1,,41
1,2,,9
1,5,,13
1,6,,5
1,7,,4
1,8,,5
1,10,,6
1,14,,43
1,23,,8
1,26,,13
1,27,,20
1,32,,14
1,33,,12
1,34,,17
1,35,,47
1,36,,9
1,37,,14
1,38,,18
1,39,,7
1,40,,8
1,41,,19
1,42,,12
1,45,,6
1,46,,1
1,50,,4
1,51,,2
1,58,,31
1,64,,21
1,67,,5
1,68,,5
1,69,,65
1,70,1,68
1,71,,3
1,72,,1
1,73,,13
1,75,1,
1,79,,22
1,80,,3
1,81,,2
1,84,,14
1,85,,3
1,89,,6
1,90,,3
1,91,,18
1,92,,41
1,93,,8
1,94,,24
1,95,,30
1,96,,5
1,97,,10
1,98,,13
1,99,,6
1,101,,5
1,102,1,50
1,103,1,63
1,104,,11
1,106,,10
1,107,,7
1,108,,2
1,109,,11
1,110,,5
1,111,,14
1,112,1,75
1,113,,39
1,114,,10
1,115,,44
1,116,,60
1,117,1,52
1,118,1,52
1,119,2,65
1,120,,30
1,121,,42
1,122,,39
1,123,1,49
1,124,1,11
1,125,1,16
1,126,,39
1,127,,47
2,0,,1
2,4,,28
2,5,,7
2,7,,23
2,8,,57
2,16,,22
2,20,,19
2,21,,5
2,34,,14
2,35,,62
2,38,,32
2,39,,30
2,40,,31
2,45,,28
2,46,,4
2,53,,36
2,54,,44
2,55,,2
2,56,1,
2,58,,16
2,59,,13
2,60,,5
2,66,1,
2,68,1,12
2,69,1,65
2,70,,25
2,71,,28
2,72,,2
2,73,,45
2,74,,11
2,88,,1
2,89,,15
2,90,,4
2,91,,27
2,92,,25
2,93,,31
2,94,,51
2,95,,35
2,96,1,50
2,97,,55
2,98,,14
2,101,,5
2,102,,8
2,103,,32
2,104,,48
2,106,1,59
2,107,1,56
2,108,1,43
2,109,1,37
2,110,1,51
2,111,2,77
2,112,2,76
2,113,1,49
2,114,2,57
2,115,1,39
2,116,2,52
2,117,1,61
2,118,1,55
2,119,2,45
2,120,1,82
2,121,1,64
2,122,,12
2,123,1,41
2,124,,5
2,126,,10
2,127,,37
3,4,,5
3,5,,1
3,6,,9
3,7,,3
3,8,,39
3,13,,17
3,14,,16
3,16,,4
3,17,,3
3,18,,25
3,20,,3
3,21,,27
3,26,,4
3,27,,19
3,29,,8
3,30,,17
3,31,,6
3,34,,9
3,35,,9
3,37,,10
3,38,,18
3,39,,3
3,40,,2
3,45,,27
3,46,,4
3,53,,42
3,54,,29
3,56,,13
3,57,1,29
3,59,,2
3,60,,24
3,61,,50
3,62,,7
3,63,,18
3,67,,27
3,68,1,64
3,69,1,43
3,70,,21
3,71,,5
3,73,1,28
3,74,,15
3,78,,8
3,79,,20
3,88,,11
3,92,,10
3,93,,27
3,94,1,63
3,95,1,74
3,96,1,72
3,97,,26
3,98,,22
3,99,,38
3,101,,5
3,102,,50
3,103,,54
3,104,,49
3,105,2,72
3,106,1,64
3,107,1,74
3,108,1,75
3,109,,25
3,110,,20
3,111,2,21
3,112,2,68
3,113,1,18
3,114,,35
3,115,,21
3,116,,37
3,117,2,44
3,118,,62
3,119,2,71
3,120,1,81
3,121,,7
3,122,,52
3,123,,1
3,124,,9
3,125,,19
3,126,,2
3,127,,6
4,0,,1
4,5,,11
4,6,,33
4,7,,1
4,10,,21
4,14,,18
4,21,,25
4,23,,31
4,28,,10
4,29,1,57
4,30,,28
4,31,,8
4,34,,35
4,35,,17
4,36,,17
4,37,,48
4,38,,16
4,41,,19
4,42,1,12
4,56,,42
4,57,,12
4,58,,7
4,60,,30
4,61,,39
4,62,1,7
4,63,,55
4,64,,12
4,65,,13
4,66,,46
4,67,1,35
4,68,1,13
4,69,,7
4,70,,21
4,71,,1
4,73,,12
4,74,,8
4,77,,27
4,78,,11
4,79,,23
4,83,,5
4,84,,43
4,85,,49
4,86,,15
4,91,,18
4,92,,15
4,93,,50
4,94,,12
4,95,1,31
4,96,1,67
4,97,,20
4,101,,25
4,102,1,55
4,103,,22
4,104,,51
4,105,2,82
4,106,2,22
4,107,1,45
4,108,2,56
4,110,,43
4,111,,67
4,112,2,73
4,113,,55
4,114,,32
4,115,,4
4,116,,12
4,117,,23
4,118,,51
4,119,2,78
4,120,,44
4,122,,20
4,123,1,
4,124,,9
4,125,,19
4,127,,29
5,0,,19
5,4,,10
5,5,,16
5,6,,50
5,7,,2
5,10,,1
5,12,,12
5,13,,28
5,14,,19
5,17,,10
5,21,,1
5,23,,1
5,29,,30
5,30,,5
5,33,,25
5,34,,1
5,35,,3
5,36,,9
5,37,1,52
5,38,,31
5,40,,27
5,44,,9
5,45,,32
5,46,,22
5,47,,20
5,48,,6
5,49,,4
5,51,,42
5,52,,20
5,53,,6
5,54,,10
5,55,,6
5,56,1,46
5,57,1,34
5,58,,12
5,59,,14
5,60,,49
5,61,1,37
5,62,1,74
5,63,1,79
5,64,,69
5,65,,15
5,66,,1
5,67,,8
5,68,,36
5,69,,34
5,70,,9
5,72,,18
5,77,,12
5,78,,12
5,84,,1
5,85,,1
5,87,,23
5,88,,12
5,92,,9
5,93,,46
5,94,1,18
5,95,,51
5,96,,27
5,102,,1
5,104,,18
5,105,2,80
5,106,2,82
5,107,1,66
5,108,1,46
5,109,1,51
5,110,,77
5,111,2,54
5,112,2,74
5,113,2,54
5,114,2,71
5,115,,63
5,116,2,43
5,117,2,32
5,118,2,47
5,119,2,57
5,120,,34
5,122,,5
5,123,1,33
5,124,1,21
5,125,,27
5,126,,28
5,127,,1
6,0,,54
6,4,,30
6,5,,8
6,12,,2
6,14,,17
6,15,,2
6,16,,2
6,17,,11
6,18,,4
6,19,,1
6,21,,3
6,23,,23
6,30,,1
6,31,,1
6,35,,12
6,36,,48
6,37,1,36
6,38,,33
6,39,,3
6,40,,20
6,41,,34
6,42,,11
6,43,,7
6,45,,10
6,46,,2
6,48,,5
6,49,,4
6,50,,2
6,51,,19
6,52,,11
6,53,,5
6,54,,8
6,55,1,25
6,56,1,61
6,57,2,24
6,58,,12
6,59,,33
6,60,,12
6,61,1,60
6,62,1,61
6,63,1,24
6,64,,13
6,65,,30
6,66,,19
6,68,,10
6,69,,7
6,70,,8
6,71,,1
6,72,,35
6,77,,10
6,78,,10
6,87,,9
6,90,,3
6,91,,13
6,93,,19
6,94,,3
6,96,,1
6,97,,1
6,102,1,3
6,103,,16
6,104,,33
6,105,2,49
6,106,,70
6,107,,59
6,108,,9
6,109,,29
6,110,1,68
6,111,1,56
6,112,2,48
6,113,2,45
6,114,2,69
6,115,2,63
6,116,2,55
6,117,2,62
6,118,,63
6,119,,19
6,123,1,26
6,124,,49
7,3,,11
7,9,,14
7,10,,35
7,12,,18
7,14,,11
7,15,1,15
7,16,1,18
7,17,,17
7,18,,34
7,19,,8
7,21,,26
7,30,,5
7,31,,6
7,34,,15
7,35,,32
7,36,,32
7,37,,42
7,38,,11
7,39,,23
7,40,,14
7,48,,25
7,49,,6
7,50,,27
7,51,,15
7,52,,21
7,55,1,14
7,56,,29
7,57,,35
7,58,,29
7,60,1,6
7,61,,42
7,62,1,8
7,63,,5
7,71,,9
7,72,,9
7,74,,15
7,77,,17
7,78,,3
7,91,,12
7,92,,4
7,95,,18
7,96,,13
7,97,,10
7,101,1,22
7,102,1,24
7,103,,10
7,104,,54
7,105,1,31
7,106,,27
7,107,1,52
7,108,,57
7,109,,22
7,110,1,26
7,111,,26
7,112,2,26
7,113,2,51
7,114,2,33
7,115,2,68
7,116,,17
7,117,,4
7,118,,31
7,119,,2
7,125,,15
7,126,,20
8,1,,7
8,2,,4
8,3,,6
8,4,,22
8,5,,15
8,6,,17
8,8,,34
8,9,1,19
8,10,,25
8,13,,3
8,16,,36
8,17,,32
8,19,,28
8,20,,6
8,21,,1
8,24,,4
8,28,,36
8,30,,10
8,31,,13
8,34,,37
8,35,1,68
8,36,1,74
8,37,,47
8,39,,12
8,40,,27
8,47,,4
8,48,,41
8,49,,5
8,50,,5
8,51,,2
8,52,,12
8,53,,1
8,56,,9
8,57,,44
8,58,,13
8,60,,9
8,62,,37
8,63,,17
8,64,,9
8,65,,2
8,66,,17
8,67,,11
8,68,,19
8,69,,13
8,71,,15
8,74,,12
8,75,,21
8,77,,9
8,78,,1
8,79,,5
8,87,,3
8,88,,10
8,89,,18
8,90,,11
8,91,,18
8,92,,11
8,93,,11
8,95,,9
8,97,,25
8,98,,5
8,99,,2
8,101,,47
8,102,,29
8,103,,18
8,104,2,70
8,105,1,69
8,106,1,63
8,107,,67
8,108,,45
8,109,,24
8,110,1,55
8,111,,19
8,112,,5
8,113,2,9
8,114,2,68
8,115,2,32
8,116,,59
8,117,,43
8,118,,6
8,122,,6
8,123,,27
8,125,1,37
8,126,,64
8,127,,16
9,1,,24
9,2,,14
9,5,,6
9,6,,11
9,9,,9
9,10,,6
9,13,,10
9,14,,24
9,20,,19
9,21,,5
9,24,,15
9,25,,21
9,30,,12
9,31,,16
9,34,1,35
9,35,1,85
9,36,1,82
9,37,,27
9,39,,19
9,40,1,44
9,41,,17
9,44,,6
9,45,,13
9,47,,14
9,48,,7
9,49,,6
9,50,,15
9,51,1,13
9,52,,40
9,53,,5
9,57,,12
9,58,,8
9,59,,8
9,60,,41
9,61,,39
9,62,,3
9,63,,43
9,64,,52
9,65,,8
9,66,,9
9,67,,30
9,69,,37
9,70,1,13
9,72,,11
9,75,,15
9,76,,5
9,79,,19
9,87,,20
9,88,,73
9,92,,16
9,98,,33
9,99,,47
9,100,,41
9,101,,57
9,104,2,52
9,105,,41
9,106,,58
9,107,,19
9,108,,30
9,109,,30
9,110,,2
9,111,,23
9,113,2,3
9,114,2,56
9,115,2,49
9,116,1,60
9,117,,32
9,122,,4
9,123,,17
9,124,1,6
9,125,,31
9,126,,58
9,127,,14
10,3,,2
10,4,,15
10,5,,4
10,6,,29
10,7,,15
10,8,,14
10,9,,2
10,10,,31
10,11,,24
10,12,,8
10,14,,6
10,25,,6
10,26,,9
10,27,,6
10,28,,8
10,34,1,34
10,35,1,83
10,36,1,74
10,37,,55
10,38,1,51
10,39,,16
10,40,,17
10,41,,40
10,42,,13
10,44,,1
10,45,,35
10,46,,23
10,47,,45
10,50,,4
10,51,,4
10,52,,8
10,56,,12
10,57,,9
10,59,,2
10,60,,3
10,61,,10
10,62,,34
10,63,,34
10,64,,22
10,65,,3
10,66,,38
10,67,,17
10,68,,15
10,69,,2
10,70,,3
10,71,,5
10,72,,8
10,75,,4
10,76,,1
10,87,,3
10,88,,40
10,92,,13
10,93,,19
10,97,,33
10,98,2,75
10,99,2,81
10,100,2,81
10,101,2,51
10,102,,11
10,103,,24
10,104,,20
10,105,,11
10,106,,6
10,108,,8
10,109,,8
10,110,,1
10,111,,6
10,114,1,5
10,115,2,54
10,116,2,71
10,117,,49
10,118,,19
10,124,,45
10,125,,3
10,126,,23
10,127,,22
11,3,,4
11,4,,41
11,5,,7
11,6,,18
11,7,,2
11,9,,20
11,10,,30
11,17,1,
11,26,,16
11,27,,11
11,28,,24
11,29,,21
11,34,1,35
11,35,1,85
11,36,,74
11,37,,16
11,38,1,27
11,39,1,1
11,40,,1
11,41,,30
11,42,,44
11,44,,10
11,45,,42
11,46,,11
11,47,,33
11,49,,27
11,51,,37
11,52,,34
11,56,,23
11,57,,17
11,62,,9
11,63,,11
11,66,1,
11,69,,8
11,70,,13
11,71,,9
11,72,,43
11,94,,14
11,97,,2
11,98,2,30
11,99,2,70
11,100,2,84
11,101,2,11
11,102,2,47
11,103,,54
11,104,2,1
11,105,,40
11,106,,40
11,112,,13
11,113,,10
11,114,1,18
11,115,2,55
11,116,2,76
11,117,,38
11,122,,4
11,123,,19
11,124,,41
11,125,,14
11,126,,2
11,127,,30
12,0,,11
12,1,,15
12,2,,9
12,3,,42
12,4,,29
12,5,,20
12,6,,2
12,8,,16
12,9,,2
