x,y,dlt,tcd
0,0,,7
0,1,,3
0,2,,6
0,7,,7
0,8,,16
0,11,,31
0,12,,3
0,13,,15
0,15,1,32
0,16,2,63
0,17,1,55
0,18,1,45
0,19,1,66
0,20,1,45
0,21,1,36
0,22,,49
0,24,,16
0,25,1,32
0,26,,33
0,27,,20
0,28,1,25
0,29,1,9
0,30,1,27
0,31,1,59
0,32,1,59
0,33,1,63
0,34,1,52
0,35,1,57
0,36,1,50
0,37,1,73
0,38,1,44
0,39,1,52
0,40,1,59
0,41,1,73
0,42,1,44
0,43,1,34
0,44,1,60
0,45,1,72
0,46,1,53
0,47,,24
0,49,,4
0,50,,9
0,52,1,
0,53,,21
0,54,,13
0,55,,34
0,56,,4
0,58,,21
0,59,,117
0,60,,251
0,61,,180
0,62,2,39
0,63,2,53
0,64,1,34
0,65,,34
0,66,,10
0,68,1,
0,69,,34
0,71,,1
0,72,1,33
0,79,,5
0,80,1,55
0,81,,11
0,83,,3
0,86,,46
0,88,,10
0,93,,172
0,94,,188
0,95,,41
0,97,,6
0,98,1,42
0,99,1,56
0,100,1,95
0,101,1,17
0,102,,11
0,103,,20
0,104,1,43
0,105,1,21
0,106,1,12
0,107,,23
0,108,,10
0,109,,16
0,110,,172
0,111,,67
0,112,1,37
0,113,1,45
0,114,1,26
0,115,1,24
0,116,1,28
0,117,,91
0,118,2,99
0,119,2,58
0,120,,11
0,121,,31
0,122,,79
0,124,,196
0,125,,31
0,126,,208
0,127,,226
1,0,,9
1,1,,11
1,2,,15
1,3,,21
1,5,,23
1,6,,10
1,7,,8
1,8,,11
1,9,,34
1,10,,13
1,11,,40
1,12,1,46
1,13,1,48
1,14,,47
1,15,1,65
1,16,2,71
1,17,1,61
1,18,1,59
1,19,1,52
1,20,,4
1,21,,12
1,22,1,51
1,23,1,26
1,24,,9
1,25,,13
1,26,,2
1,29,1,5
1,30,1,52
1,31,1,43
1,32,1,44
1,33,1,50
1,34,1,58
1,35,1,48
1,36,1,25
1,37,1,70
1,38,1,59
1,39,1,51
1,40,1,51
1,41,1,65
1,42,1,59
1,43,1,74
1,44,1,42
1,45,2,66
1,46,1,66
1,47,1,63
1,48,,33
1,49,,16
1,50,,31
1,51,,15
1,52,,4
1,53,,13
1,54,,41
1,55,,52
1,56,,10
1,57,,13
1,58,1,54
1,59,,65
1,60,,245
1,61,,250
1,62,2,78
1,63,1,62
1,64,1,37
1,65,1,47
1,66,,36
1,67,,17
1,68,1,43
1,69,,14
1,70,,8
1,71,,1
1,72,,5
1,73,,17
1,80,,5
1,81,,2
1,83,,1
1,86,,8
1,87,,6
1,88,,4
1,91,,5
1,92,,24
1,93,,180
1,94,1,44
1,95,,6
1,96,,22
1,97,,8
1,98,1,9
1,99,1,59
1,100,1,30
1,101,1,43
1,102,,7
1,104,,17
1,105,1,37
1,106,1,50
1,107,,43
1,108,,3
1,109,,11
1,110,,128
1,111,,204
1,112,1,56
1,113,2,56
1,114,2,45
1,115,,20
1,116,,41
1,117,,113
1,118,1,85
1,119,,44
1,120,,20
1,121,1,51
1,122,1,99
1,123,,237
1,124,,244
1,125,,74
1,126,,66
1,127,,100
2,0,1,16
2,1,,32
2,2,,16
2,3,,27
2,4,,13
2,5,,6
2,6,,6
2,7,,13
2,10,1,18
2,11,1,18
2,12,1,53
2,13,1,13
2,14,1,31
2,15,2,59
2,16,,36
2,17,1,38
2,18,1,36
2,19,1,20
2,21,,6
2,22,1,36
2,23,1,
2,24,,28
2,25,,16
2,28,,11
2,29,,32
2,30,,19
2,31,,3
2,32,,16
2,33,1,9
2,34,1,
2,35,1,30
2,36,1,47
2,37,1,72
2,38,2,45
2,39,1,58
2,40,1,63
2,41,2,52
2,42,2,61
2,43,1,77
2,44,2,76
2,45,2,116
2,46,2,171
2,47,,168
2,48,1,102
2,49,2,58
2,50,1,55
2,51,1,49
2,52,,25
2,53,,8
2,54,,35
2,55,,126
2,56,,43
2,57,1,37
2,58,2,80
2,59,2,118
2,60,,249
2,61,,251
2,62,,125
2,63,,144
2,64,1,38
2,65,,29
2,66,,30
2,67,,43
2,68,2,20
2,69,1,
2,86,,2
2,87,,14
2,90,,7
2,91,,50
2,92,,92
2,93,1,192
2,94,,66
2,95,,17
2,99,1,41
2,100,,29
2,101,,50
2,102,,16
2,104,1,32
2,105,,55
2,106,1,69
2,107,1,44
2,108,,9
2,109,1,35
2,110,,123
2,111,,226
2,112,1,35
2,113,2,49
2,114,2,57
2,115,2,51
2,116,,25
2,117,,124
2,118,1,78
2,119,,41
2,120,,20
2,121,1,56
2,122,2,34
2,123,,156
2,125,,84
2,126,,25
2,127,,6
3,1,,1
3,2,,3
3,3,1,29
3,4,,38
3,5,,15
