x,y,Ind,Men,Men_1ind,Men_5ind,Men_coll,Men_fmp,Men_mais,Men_pauv,Men_prop,Men_surf,imputed
0,14,4,1.8,0.4,0,0,0.3,1.8,0.2,1.4,217,1
0,15,4,1.8,0.4,0,0,0.3,1.8,0.2,1.4,217,1
0,16,3,1.2,0.3,0.1,0,0.1,1.2,0.1,1.2,120.3,1
0,30,7,3.6,0.8,0,0,0.8,3.6,0.8,3.1,332.4,1
0,31,6,2.2,0.5,0.5,0,0.3,2.2,0.3,1.8,214,1
0,103,1,0.4,0.1,0,0,0,0.4,0,0.3,39.4,1
0,104,4,1.5,0.5,0.2,0,0.1,1.5,0.2,1.3,157.6,1
0,105,4,1.5,0.5,0.2,0,0.1,1.5,0.2,1.3,157.6,1
0,106,13,4.8,0.8,0.2,0,0.2,4.8,0.3,4.2,501.1,1
0,107,2,0.7,0.1,0,0,0,0.7,0,0.7,77.1,1
0,109,23,8.5,1.3,0.4,0,0.4,8.5,0.6,7.5,886.5,1
0,110,34.5,13,3,0,0,0,13,0,12,1254,0
0,125,15,5,1.1,0.4,0,0,5,0.7,4.6,569.6,1
0,126,9,3.5,0.6,0.2,0,0.4,3.5,0.5,3.1,400.8,1
1,11,1,0.3,0,0.1,0,0,0.3,0,0.2,28,1
1,16,6,2.9,1.1,0.1,0,0.3,2.9,0.4,2.4,234,1
1,29,2,1,0.2,0,0,0.2,1,0.2,0.9,95,1
1,31,3,1.4,0.4,0,0,0,1.4,0.1,1.2,123.4,1
1,32,4,1.8,0.5,0,0,0,1.8,0.2,1.7,164.5,1
1,35,10,4.6,1.2,0,0,0,4.6,0.4,4.2,411.2,1
1,36,4,1.7,0.7,0.2,0,0.3,1.7,0.4,1.2,166.4,1
1,37,1,0.4,0.2,0.1,0,0.1,0.4,0.1,0.3,41.6,1
1,68,4,1.3,0.2,0.2,0,0.1,1.3,0.2,1.2,158.9,1
1,69,5,1.7,0.2,0.3,0,0.1,1.7,0.2,1.5,198.6,1
1,97,2,0.9,0.2,0,0,0.1,0.9,0.1,0.8,100.8,1
1,98,10.5,5,0.9,0,0,0.6,5,0.6,4.1,529.1,1
1,106,2,0.9,0.2,0,0,0.1,0.9,0.1,0.9,111.7,1
1,109,8,3.7,0.7,0.1,0,0.4,3.7,0.2,3.5,446.8,1
1,110,11.5,5.3,0.9,0.1,0,0.6,5.3,0.4,5.1,642.2,1
1,111,5,2.1,0.4,0,0,0.3,2.1,0.1,1.7,195,1
1,112,1,0.4,0.1,0,0,0.1,0.4,0,0.3,39,1
1,113,2,0.8,0.2,0,0,0.1,0.8,0,0.7,78,1
1,126,4,1.5,0.2,0.1,0,0.1,1.5,0.1,1.4,170.1,1
1,127,1,0.4,0,0,0,0,0.4,0,0.4,42.5,1
2,10,7,2,0.3,0.7,0,0.1,2,0,1.3,196.1,1
2,11,27,7.6,1.1,2.7,0,0.5,7.6,0,4.9,756.5,1
2,16,3,1.4,0.6,0.1,0,0.2,1.4,0.2,1.2,117,1
2,17,12,5.8,2.2,0.2,0,0.7,5.8,0.9,4.9,468,1
2,22,2,0.8,0.2,0.1,0,0,0.8,0,0.8,80.2,1
2,23,1,0.4,0.1,0,0,0,0.4,0,0.4,40.1,1
2,35,5,2.3,0.6,0,0,0,2.3,0.2,2.1,205.6,1
2,36,14,5.9,2.3,0.8,0,1,5.9,1.5,4.2,582.2,1
2,37,5,2.1,0.8,0.3,0,0.3,2.1,0.5,1.5,207.9,1
2,53,22,7.7,1.5,1.2,0,1,7.7,0.6,6.9,794.3,1
2,54,33,14,6,0,0,2,14,4,7,1101,0
2,55,3,1,0.2,0.2,0,0.1,1,0.1,0.9,108.3,1
2,59,2,0.8,0.1,0,0,0,0.8,0.1,0.8,93.9,1
2,69,10,3.3,0.5,0.6,0,0.2,3.3,0.5,3,397.3,1
2,70,14,4.7,0.6,0.8,0,0.2,4.7,0.6,4.2,556.2,1
2,71,3,1,0.1,0.2,0,0,1,0.1,0.9,119.2,1
2,78,3,1.1,0.1,0.2,0,0.1,1.1,0,0.9,123.7,1
2,96,5.5,2.6,0.5,0,0,0.3,2.6,0.3,2.1,277.1,1
2,97,12,5.7,1,0,0,0.7,5.7,0.7,4.7,604.7,1
2,98,6,2.8,0.5,0,0,0.3,2.8,0.3,2.3,302.3,1
2,108,3,1.4,0.2,0,0,0.2,1.4,0.1,1.3,167.5,1
2,110,2,0.9,0.2,0,0,0.1,0.9,0.1,0.9,111.7,1
2,111,38,12,1,2,0,1,12,2,11,1183,0
2,112,13,5.4,1.1,0,0,0.7,5.4,0.2,4.5,507,1
2,113,22,9.1,1.9,0,0,1.1,9.1,0.4,7.6,858,1
2,120,9,3.9,0.8,0,0,0.2,3.9,0,3.7,375.1,1
3,18,1,0.5,0.2,0,0,0.1,0.5,0.1,0.4,39,1
3,20,2,1,0.4,0,0,0.1,1,0.1,0.8,78,1
3,22,2,0.8,0.2,0.1,0,0,0.8,0,0.8,80.2,1
3,23,2,0.8,0.2,0.1,0,0,0.8,0,0.8,80.2,1
3,36,18,7.6,3,1,0,1.2,7.6,2,5.4,748.6,1
3,37,4,1.7,0.7,0.2,0,0.3,1.7,0.4,1.2,166.4,1
3,52,18,6.3,1.3,0.9,0,0.8,6.3,0.5,5.7,649.9,1
3,53,30.5,12,4,0,0,0,12,1,11,1245,0
3,54,8,2.8,0.6,0.4,0,0.3,2.8,0.2,2.5,288.8,1
3,58,4,1.7,0.3,0,0,0,1.7,0.3,1.5,187.9,1
3,70,2,0.7,0.1,0.1,0,0,0.7,0.1,0.6,79.5,1
3,77,5,1.8,0.2,0.3,0,0.2,1.8,0,1.5,206.2,1
3,78,22,8,0.7,1.3,0,0.7,8,0,6.7,907.3,1
3,79,2,0.7,0.1,0.1,0,0.1,0.7,0,0.6,82.5,1
3,84,12,4.7,0.4,0.4,0,0.9,4.7,0.9,3.4,594.9,1
3,91,17,6.1,0.9,0.5,0.2,0.4,5.9,0.5,5.6,672.6,1
3,92,18,6.5,1,0.6,0.2,0.4,6.3,0.6,5.9,712.1,1
3,93,14,5.1,0.7,0.4,0.2,0.3,4.9,0.4,4.6,553.9,1
3,94,4,1.4,0.2,0.1,0,0.1,1.4,0.1,1.3,158.3,1
3,107,7,3.2,0.6,0.1,0,0.4,3.2,0.2,3.1,390.9,1
3,108,2,0.9,0.2,0,0,0.1,0.9,0.1,0.9,111.7,1
3,111,34,14,4,1,0,0,14,2,13,1399,0
3,112,38,13,1,2,0,1,13,1,13,1582,0
3,113,2,0.8,0.2,0,0,0.1,0.8,0,0.7,78,1
3,120,4,1.7,0.4,0,0,0.1,1.7,0,1.7,166.7,1
3,121,15,5,1.1,0.4,0,0,5,0.7,4.6,569.6,1
3,122,4,1.3,0.3,0.1,0,0,1.3,0.2,1.2,151.9,1
4,8,12,3.4,0.5,1.2,0,0.2,3.4,0,2.2,336.2,1
4,17,2,1,0.4,0,0,0.1,1,0.1,0.8,78,1
4,18,13,6.3,2.4,0.2,0,0.7,6.3,1,5.3,507,1
4,19,6,2.9,1.1,0.1,0,0.3,2.9,0.4,2.4,234,1
4,31,2,0.9,0.2,0,0,0,0.9,0.1,0.8,82.2,1
4,36,6,2.5,1,0.3,0,0.4,2.5,0.7,1.8,249.5,1
4,37,2,0.8,0.3,0.1,0,0.1,0.8,0.2,0.6,83.2,1
4,43,3,1.3,0.5,0.2,0,0.2,1.3,0.3,0.9,124.8,1
4,44,7,3,1.2,0.4,0,0.5,3,0.8,2.1,291.1,1
4,52,2,0.7,0.1,0.1,0,0.1,0.7,0.1,0.6,72.2,1
4,53,9,3.1,0.6,0.5,0,0.4,3.1,0.2,2.8,324.9,1
4,54,8,2.8,0.6,0.4,0,0.3,2.8,0.2,2.5,288.8,1
4,78,1,0.4,0,0.1,0,0,0.4,0,0.3,41.2,1
4,82,4,1.6,0.1,0.1,0,0.3,1.6,0.3,1.1,198.3,1
4,83,5,2,0.2,0.2,0,0.4,2,0.4,1.4,247.9,1
4,84,7,2.8,0.2,0.2,0,0.5,2.8,0.5,2,347,1
4,91,5,1.8,0.3,0.2,0,0.1,1.8,0.2,1.6,197.8,1
4,92,37,13,3,2,0,2,13,1,12,1579,0
4,95,1,0.4,0.1,0,0,0,0.4,0,0.3,39.6,1
4,110,10,4.6,0.8,0.1,0,0.5,4.6,0.3,4.4,558.5,1
4,111,12,5,1,0,0,0.6,5,0.2,4.1,468,1
