x,y,elevation
0,0,192
0,1,214
0,2,176
0,3,223
0,4,485
0,5,565
0,6,699
0,7,726
0,8,715
0,9,756
0,10,624
0,11,494
0,12,655
0,13,516
0,14,386
0,15,345
0,16,428
0,17,585
0,18,831
0,19,1120
0,20,1430
0,21,1641
0,22,1720
0,23,1688
0,24,1777
0,25,1549
0,26,1384
0,27,1155
0,28,799
0,29,626
0,30,580
0,31,698
0,32,701
0,33,618
0,34,591
0,35,554
0,36,450
0,37,554
0,38,482
0,39,361
0,40,288
0,41,226
0,42,211
0,43,204
0,44,148
0,45,129
0,46,120
0,47,114
0,48,99
0,49,78
0,50,62
0,51,51
0,52,43
0,53,37
0,54,34
0,55,31
0,56,27
0,57,25
0,58,23
0,59,23
0,60,24
0,61,24
0,62,25
0,63,25
0,64,22
0,65,21
0,66,21
0,67,22
0,68,24
0,69,25
0,70,27
0,71,24
0,72,25
0,73,29
0,74,30
0,75,31
0,76,35
0,77,38
0,78,41
0,79,44
0,80,49
0,81,54
0,82,59
0,83,65
0,84,76
0,85,88
0,86,96
0,87,106
0,88,117
0,89,129
0,90,139
0,91,148
0,92,166
0,93,175
0,94,194
0,95,320
0,96,545
0,97,480
0,98,489
0,99,412
0,100,337
0,101,404
0,102,590
0,103,464
0,104,705
0,105,895
0,106,979
0,107,1051
0,108,1508
0,109,1593
0,110,1490
0,111,1665
0,112,1917
0,113,1865
0,114,1923
0,115,2070
0,116,2320
0,117,2116
0,118,1660
0,119,1935
0,120,1885
0,121,2030
0,122,1695
0,123,1160
0,124,1529
0,125,2093
0,126,2016
0,127,2335
1,0,38
1,1,93
1,2,192
1,3,174
1,4,355
1,5,425
1,6,518
1,7,735
1,8,567
1,9,778
1,10,746
1,11,403
1,12,394
1,13,440
1,14,395
1,15,396
1,16,518
1,17,714
1,18,900
1,19,1098
1,20,1362
1,21,1642
1,22,1667
1,23,1710
1,24,1402
1,25,1209
1,26,1268
1,27,1154
1,28,768
1,29,582
1,30,605
1,31,718
1,32,696
1,33,615
1,34,553
1,35,543
1,36,477
1,37,497
1,38,510
1,39,456
1,40,360
1,41,312
1,42,255
1,43,184
1,44,138
1,45,122
1,46,112
1,47,103
1,48,85
1,49,70
1,50,59
1,51,49
1,52,41
1,53,36
1,54,33
1,55,30
1,56,26
1,57,25
1,58,23
1,59,23
1,60,24
1,61,23
1,62,23
1,63,23
1,64,21
1,65,21
1,66,21
1,67,21
1,68,24
1,69,25
1,70,26
1,71,24
1,72,24
1,73,27
1,74,30
1,75,33
1,76,37
1,77,40
1,78,43
1,79,46
1,80,49
1,81,53
1,82,58
1,83,66
1,84,78
1,85,84
1,86,93
1,87,103
1,88,116
1,89,130
1,90,145
1,91,158
1,92,181
1,93,194
1,94,198
1,95,226
1,96,278
1,97,397
1,98,542
1,99,372
1,100,413
1,101,554
1,102,705
1,103,616
1,104,553
1,105,655
1,106,989
1,107,1284
1,108,1417
1,109,1303
1,110,1108
1,111,1417
1,112,1621
1,113,1634
1,114,1788
1,115,1848
1,116,2193
1,117,2344
1,118,2095
