x,y,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,TOTAL
45,24,23,1,76,6,4,112,272,24,100,18,4,82,82,69,3,9,5,48,68,0,1006
46,23,9,2,10,0,0,23,38,22,50,4,2,24,24,26,5,5,7,32,26,0,309
46,24,311,27,1888,48,96,2543,4224,679,1815,643,90,1168,2541,1086,129,387,312,1036,1911,0,20934
46,25,6,0,11,1,2,7,7,1,4,2,0,1,6,0,1,3,1,7,15,0,75
47,22,1,1,2,0,0,1,6,0,4,0,0,0,1,1,0,0,0,0,1,0,18
47,23,219,31,583,44,68,685,1271,264,807,140,16,216,629,500,88,205,157,462,744,0,7129
47,24,130,3,300,19,35,158,294,85,166,35,6,19,125,66,37,68,50,121,273,0,1990
47,25,507,51,5057,255,212,4588,13163,1450,3135,3582,568,1482,9740,1857,237,1110,910,2225,5827,1,55957
47,26,9,0,21,5,3,26,19,7,9,1,0,1,5,3,1,1,9,5,10,0,135
48,22,165,31,1156,39,72,1402,2616,540,1411,381,60,623,1483,841,101,301,208,716,1280,0,13426
48,23,61,14,176,9,18,110,209,43,77,20,4,9,76,19,25,50,31,77,142,0,1170
48,24,68,4,87,7,20,54,82,19,25,8,2,2,36,8,14,30,18,39,112,0,635
48,25,487,36,1933,114,125,1254,2925,533,844,437,81,137,1356,240,169,385,364,670,1665,1,13756
48,26,71,1,626,43,18,479,711,104,243,122,20,62,326,60,38,102,59,90,357,0,3532
49,21,1,0,0,1,0,3,2,0,6,1,0,1,3,2,0,0,0,0,1,0,21
49,22,70,8,271,12,39,473,816,244,551,117,7,183,422,299,49,99,87,213,465,0,4425
49,24,90,5,390,15,18,307,462,102,140,96,15,17,275,41,46,86,72,122,302,0,2601
49,25,366,3,652,62,60,525,1343,223,404,192,32,60,670,133,87,218,173,368,927,0,6498
50,21,6,0,15,0,3,6,29,10,24,5,1,5,14,9,1,4,0,18,15,0,165
50,22,1,0,1,0,0,1,2,2,1,0,0,0,0,0,0,0,0,2,0,0,10
50,24,46,0,83,8,7,44,94,17,33,7,10,5,32,12,16,36,11,32,94,0,587
50,25,132,1,318,20,30,262,604,99,178,75,10,22,261,72,36,110,76,198,436,0,2940
