x,y,2006,2011,2018
88,44,30,31,48
88,45,95,122,149
88,46,11,10,11
88,47,35,27,30
88,48,15,19,32
88,49,33,30,29
88,50,433,454,443
88,51,515,547,543
88,52,61,72,68
88,53,4,4,6
88,54,21,25,16
88,10,0,3,3
88,11,26,22,22
88,55,40,29,31
88,12,1541,1669,1889
88,56,11,14,11
88,13,528,548,573
88,57,35,39,31
88,58,5,3,2
88,14,188,202,216
88,59,8,34,43
88,15,42,43,99
88,16,128,155,151
88,17,44,47,69
88,18,20,21,20
88,19,71,65,104
88,0,4018,4500,4471
88,1,2492,2676,2676
88,2,262,231,282
88,3,128,127,135
88,4,253,269,302
88,5,96,100,110
88,6,50,38,42
88,7,217,210,245
88,8,140,156,158
88,9,44,42,40
88,60,1,4,6
88,61,200,68,45
88,62,0,1,0
88,63,0,0,1
88,20,22,27,67
88,21,25,26,31
88,22,35,34,57
88,23,136,146,133
88,24,58,72,78
88,25,217,357,387
88,26,590,557,604
88,27,8,13,23
88,28,321,305,312
88,29,18,20,20
88,30,25,23,30
88,31,25,25,24
88,32,98,84,103
88,33,19,16,16
88,34,22,17,17
88,35,18,21,20
88,36,35,43,109
88,37,50,46,1
88,38,30,49,44
88,39,453,469,488
88,40,50,56,54
88,41,14,19,18
88,42,24,24,23
88,43,30,16,5
89,44,330,372,249
89,45,31,36,41
89,46,19,20,20
89,47,70,84,94
89,48,22,25,50
89,49,51,54,0
89,50,1871,2068,1977
89,51,485,544,587
89,52,12,14,10
89,53,0,7,6
89,54,31,39,34
89,10,36,34,35
89,55,27,22,22
89,11,152,162,165
89,56,20,8,5
89,12,1082,1084,1106
89,13,2458,2507,2555
89,57,15,19,18
89,58,0,2,4
89,14,209,232,232
89,15,55,60,135
89,59,2,10,6
89,16,33,35,8
89,17,56,56,8
89,18,45,52,63
89,19,126,136,133
89,0,623,655,651
89,1,89,101,100
89,2,1068,1050,1195
89,3,361,321,331
89,4,261,251,259
89,5,153,140,152
89,6,49,50,50
89,7,99,88,76
89,8,178,279,293
89,9,163,152,133
89,60,8,19,16
89,61,1,26,10
89,63,431,277,296
89,20,284,361,363
89,64,5,0,0
89,21,79,86,104
89,22,535,560,670
89,23,51,58,72
89,24,14,14,15
89,25,29,26,59
89,26,54,80,32
89,27,12,11,12
89,28,22,46,60
89,29,11,10,10
89,30,17,14,15
89,31,15,18,28
89,32,16,16,16
89,33,26,30,35
89,34,14,12,12
89,35,11,14,13
89,36,31,23,14
89,37,22,39,31
89,38,7,10,7
89,39,94,191,187
89,40,9,25,49
89,41,25,19,17
89,42,0,4,6
89,43,12,20,20
110,44,21,17,16
110,45,7,104,99
110,46,36,35,33
110,47,34,48,59
110,48,51,39,37
110,49,48,44,37
110,50,111,47,53
110,51,40,35,30
110,52,25,36,35
110,53,81,60,54
110,54,350,516,658
110,10,379,403,443
110,55,319,409,436
110,11,109,95,98
110,56,5,6,7
110,12,214,245,246
110,57,432,379,589
110,13,139,134,124
110,58,14,104,106
110,14,7,10,13
110,15,77,78,372
110,59,271,285,291
110,16,47,55,56
110,17,4,6,7
110,18,1424,1410,1160
110,19,250,304,223
110,0,22,22,26
110,1,14,13,12
110,2,1483,1496,1504
110,3,1205,1135,1137
110,4,69,51,54
110,5,400,854,881
110,6,38,80,118
110,7,52,43,35
110,8,34,35,33
110,9,78,123,124
110,60,116,132,121
110,61,5,2,2
110,62,0,12,10
110,63,0,9,9
110,20,20,31,39
110,64,33,10,14
110,21,22,122,113
110,65,51,10,11
110,22,65,31,34
110,66,15,15,13
110,23,0,8,7
110,67,6,18,15
110,68,16,13,11
110,24,18,26,27
110,25,9,22,19
110,69,7,31,34
110,26,46,42,39
110,27,10,36,28
110,28,5,16,12
110,29,34,29,34
110,70,17,23,19
110,71,0,13,11
110,72,11,1,4
110,73,291,181,165
110,30,0,5,13
110,74,266,280,269
110,31,9,27,27
110,32,40,62,50
110,33,481,20,96
110,34,1183,1573,1507
110,35,753,687,615
110,36,130,188,178
110,37,52,29,22
110,38,74,30,38
110,39,6,13,13
110,40,71,151,153
110,41,314,66,74
110,42,22,51,45
110,43,15,34,33
111,44,52,57,64
111,45,22,72,72
111,46,106,114,131
111,47,479,478,457
111,48,34,75,80
111,49,89,32,35
111,50,532,364,448
111,51,68,92,94
111,52,26,43,40
111,53,183,130,133
111,54,252,224,247
111,10,118,115,147
111,11,713,739,1041
111,56,14,14,10
111,12,870,944,868
111,13,59,71,88
111,57,455,533,556
111,58,13,13,17
111,14,85,80,80
111,15,26,24,44
111,59,250,212,212
111,16,41,36,63
111,17,21,22,27
111,18,80,82,111
111,19,99,89,111
111,0,333,340,302
111,1,12,9,16
111,2,106,110,129
111,4,1050,1028,1096
111,5,2586,2740,2860
111,6,579,564,641
111,7,2374,2383,2201
111,8,501,506,569
111,9,289,287,316
111,60,589,522,576
111,61,65,71,63
111,62,341,338,340
111,63,14,7,9
111,20,210,271,382
111,64,44,70,75
111,65,116,138,155
111,21,371,480,238
111,66,40,14,18
111,22,612,540,545
111,67,16,10,8
111,23,202,334,310
111,24,65,39,32
111,68,3,12,14
111,25,27,66,61
111,69,179,112,108
111,26,3,9,8
111,27,24,99,87
111,28,16,30,32
111,29,161,173,147
111,70,1011,1196,1346
111,71,36,94,80
111,72,0,4,4
111,73,687,484,468
111,74,1780,1200,1127
111,30,7,56,55
111,31,464,294,311
111,32,549,895,880
111,33,230,252,251
111,34,57,46,55
111,35,218,90,92
111,36,223,213,293
111,37,52,83,82
111,38,1,27,23
111,39,86,31,30
111,40,283,292,258
111,41,1296,703,708
111,42,30,24,26
111,43,191,271,248
112,44,11,12,14
112,45,17,21,15
112,46,161,132,108
112,47,399,502,475
112,48,211,122,103
112,49,97,115,131
112,50,480,682,674
112,51,21,45,34
112,52,48,40,37
112,53,522,552,621
112,10,533,640,791
112,54,107,89,104
112,11,810,740,1003
112,55,72,21,20
112,56,131,53,61
112,12,207,190,179
112,13,3170,3193,3338
112,57,50,125,139
112,58,41,35,29
112,14,1106,1169,1279
112,59,70,47,47
112,15,277,285,366
112,16,46,42,29
112,17,51,49,82
112,18,28,32,62
112,19,63,53,57
112,0,1950,1974,1961
112,1,4,4,4
112,2,460,455,443
112,3,497,460,448
112,4,99,96,117
112,5,318,310,335
112,6,897,986,983
112,7,5122,4905,4616
112,8,375,361,376
112,9,91,89,105
112,60,52,37,33
112,61,356,324,351
112,62,205,210,192
112,63,13,6,4
112,64,15,2,2
112,20,201,188,272
112,65,5,11,9
112,21,620,688,707
112,66,59,18,18
112,22,244,214,285
112,23,946,922,980
112,67,10,16,19
112,68,0,18,21
112,24,72,49,51
112,25,71,38,35
112,69,16,43,40
112,26,91,38,49
112,27,49,73,75
112,28,33,41,35
112,29,177,329,325
112,70,352,610,569
112,71,8,62,68
112,72,11,15,14
112,73,325,181,169
112,74,6498,5653,5659
112,30,36,55,42
112,75,605,1064,1099
112,31,15,45,46
112,32,10,50,53
112,33,107,127,101
112,34,8,18,16
112,35,27,58,60
112,36,1,23,22
112,37,21,36,36
112,38,281,255,256
112,39,4,32,30
112,40,759,795,846
112,41,1346,787,754
112,42,30,52,47
112,43,445,547,579
113,44,32,34,30
113,45,13,4,6
113,46,22,28,19
113,47,536,714,731
113,48,969,817,823
113,49,118,35,30
113,50,33,22,24
113,51,28,32,34
113,52,28,57,55
113,53,98,95,88
113,10,3315,4258,4379
113,54,0,7,7
113,55,268,311,285
113,11,3181,3519,3586
113,56,116,146,163
113,12,938,1032,1066
113,13,2759,3009,3165
113,57,74,102,106
113,58,24,21,26
113,14,607,647,675
113,15,119,121,120
113,59,52,51,44
113,16,68,65,102
113,17,82,77,80
113,18,40,42,92
113,19,31,27,4
113,0,8,8,8
113,1,436,401,484
113,2,415,405,406
113,3,1008,1044,1022
113,4,309,307,297
113,5,673,660,663
113,6,2963,3064,3094
113,7,4215,3995,4063
113,8,1714,1926,2018
113,9,1863,2245,2544
113,60,1,28,32
113,61,28,60,59
113,62,22,12,11
113,63,4,30,24
113,64,8,5,6
113,20,68,59,76
113,21,39,37,47
113,65,88,160,166
113,22,38,27,7
113,66,40,14,12
113,23,682,684,728
113,67,1,11,10
113,68,8,4,4
113,24,75,112,117
113,69,35,32,23
113,25,26,15,18
113,26,403,395,405
113,27,561,387,389
113,28,286,144,174
113,29,5,28,26
113,70,36,53,44
113,71,13,10,5
113,72,0,42,24
113,73,49,133,135
113,30,5,18,17
113,74,6630,4986,5485
113,31,0,31,27
113,75,2355,2967,3162
113,32,32,23,26
113,33,332,128,142
113,34,6,37,36
113,35,104,96,103
113,36,2,13,14
113,37,20,33,35
113,38,223,358,383
113,39,79,96,95
113,40,53,47,50
113,41,11,74,53
113,42,30,62,53
113,43,199,320,346
114,44,0,8,10
114,45,18,10,9
114,46,0,38,40
114,47,198,285,333
114,48,1249,1290,1487
114,49,28,61,84
114,50,42,47,49
114,51,49,148,156
114,52,46,30,34
114,53,15,26,29
114,54,0,13,19
114,10,1515,1797,1851
114,11,2519,2719,2853
114,55,36,57,62
114,56,40,111,100
114,12,40,56,87
114,57,48,55,64
114,13,1150,1165,883
114,58,24,27,20
114,14,849,779,615
114,15,356,536,426
114,59,33,10,9
114,16,93,92,204
114,17,100,100,111
114,18,442,430,417
114,19,39,35,64
114,0,4,20,19
114,1,648,643,626
114,3,387,391,327
114,4,667,930,849
114,5,2009,2009,1783
114,6,2564,2808,2912
114,7,2882,3289,3383
114,8,1584,596,616
114,9,2599,3234,3291
114,60,38,19,20
114,61,8,75,71
114,62,37,36,35
114,63,1,38,43
114,64,42,119,118
114,20,41,45,46
114,65,453,232,239
114,21,33,39,38
114,22,36,23,29
114,66,173,164,208
114,67,22,27,26
114,23,316,17,12
114,24,199,365,351
114,68,8,16,16
114,25,73,74,60
114,69,19,31,25
114,26,198,150,195
114,27,26,21,25
114,28,65,34,50
114,29,59,105,97
114,70,26,61,59
114,71,10,11,5
114,72,23,11,12
114,73,3213,1806,1761
114,30,25,42,40
114,74,7589,8442,8585
114,31,15,35,32
114,75,7794,10619,10789
114,32,100,84,81
114,76,1742,3525,3529
114,33,234,451,427
114,34,113,235,235
114,35,32,43,40
114,36,761,32,25
114,37,49,29,29
114,38,7,20,21
114,39,7,17,17
114,40,30,46,56
114,41,858,994,1093
114,42,36,104,94
114,43,13,59,59
115,44,64,167,305
115,45,0,0,29
115,47,66,129,126
115,48,601,756,798
115,49,402,495,585
115,50,14,22,17
115,51,63,89,99
115,52,476,734,791
115,53,104,89,86
115,54,126,105,95
115,10,4887,5976,5965
115,55,21,44,30
115,11,4370,4798,4577
115,12,1309,1417,1535
115,56,15,25,19
115,57,17,30,39
115,13,104,115,108
115,14,292,273,257
115,58,39,33,34
115,59,182,228,241
115,15,422,415,323
115,16,67,68,191
115,17,1043,1069,1015
115,18,3180,3352,3176
115,19,958,1004,943
115,0,2411,2682,2659
115,1,209,250,253
115,2,133,136,112
115,3,756,756,662
115,4,71,100,117
115,5,44,44,53
115,6,5852,6183,6412
115,7,7283,8168,8651
115,8,916,927,954
115,9,7174,9011,9371
115,60,858,943,1066
115,61,17,93,84
115,62,16,52,60
115,63,70,47,42
115,20,29,32,41
115,64,6,4,4
115,21,31,53,99
115,66,99,29,33
115,22,32,29,153
115,23,1385,1439,1154
115,67,93,58,60
115,68,86,50,46
115,24,1566,1298,1277
115,25,1506,1714,1808
115,69,115,139,121
115,26,9,40,89
115,27,66,60,67
115,28,39,60,57
115,29,295,231,226
115,70,370,388,396
115,71,3,2,9
115,72,73,27,69
115,73,3870,2417,2862
115,30,14,43,44
115,74,5583,3907,3897
115,31,29,116,121
115,75,3080,2282,2419
115,76,3927,6493,6403
115,32,472,590,569
115,33,69,171,172
115,34,51,111,106
115,35,703,859,850
115,36,302,473,499
115,37,44,38,33
115,38,38,43,35
115,39,47,30,21
115,40,48,31,29
115,41,187,302,255
115,42,5,45,53
115,43,13,47,50
116,44,227,197,196
116,45,62,103,93
116,46,49,128,116
116,47,112,142,168
116,48,20,37,34
116,49,39,86,89
116,50,71,101,100
116,51,222,352,444
116,52,289,261,235
116,53,281,372,355
116,10,7143,7120,6683
116,54,164,160,167
116,11,5327,5225,4908
116,55,41,46,51
116,56,334,408,404
116,12,1616,1863,1781
116,57,248,425,441
116,13,299,295,307
116,14,104,99,76
116,58,49,99,87
116,15,48,40,64
116,59,132,148,154
116,16,66,56,81
116,17,168,175,159
116,18,414,501,460
116,19,67,70,76
116,0,2079,2230,2391
116,1,87,90,94
116,3,1897,1994,2021
116,4,2201,2012,2184
116,5,55,47,70
116,6,464,586,743
116,7,5927,5638,5835
116,8,5628,5739,5856
116,9,7318,7865,7906
116,60,818,281,273
116,61,5,59,56
116,62,56,19,15
116,63,346,514,538
116,20,142,118,168
116,64,157,187,178
116,21,668,622,614
116,22,844,894,911
116,66,246,209,189
116,23,5507,5568,5396
116,67,1122,1122,1290
116,24,2499,2574,2509
116,68,95,42,45
116,69,98,160,166
116,25,1546,1410,1403
116,26,427,394,424
116,27,644,587,608
116,28,51,61,49
116,29,132,55,41
116,70,839,473,457
116,71,5,6,5
116,72,12,18,22
116,73,610,735,826
116,30,34,20,24
116,74,2818,2937,2936
116,31,234,321,325
116,75,199,878,806
116,32,608,234,232
116,76,1482,1699,1842
116,33,10,5,9
116,77,0,203,251
116,34,20,71,73
116,35,154,134,131
116,36,876,973,1153
116,37,69,49,49
116,38,11,30,38
116,39,20,61,44
116,40,25,16,17
116,41,75,113,113
116,42,60,39,37
116,43,43,53,52
90,44,146,113,134
90,45,9,17,56
90,46,16,16,15
90,47,11,13,22
90,48,29,20,19
90,49,10,12,11
90,50,26,34,36
90,51,14,19,16
90,52,26,35,31
90,53,20,18,12
90,54,45,54,46
