x,y,pp,ra,rp
0,24,18,0,0
0,32,4284786,90881,2
0,41,4283930,182883,4
0,42,4284620,197340,4
0,44,4290341,215766,5
0,47,4304241,170447,3
0,51,4311286,142707,3
0,52,4312893,129665,3
0,89,32857,31975,97
0,92,32857,31975,97
0,93,32857,31975,97
0,94,32857,31975,97
0,95,32857,31975,97
0,101,4332307,4160667,96
0,119,4319231,4052285,93
0,120,4327677,4058388,93
0,121,4333729,4057675,93
0,122,4341864,4058848,93
1,32,4268077,86064,2
1,41,4282512,169507,3
1,42,4283853,183819,4
1,47,4300601,172286,4
1,51,4308580,145461,3
1,52,4309328,140412,3
1,57,4315602,82839,1
1,70,11690,10797,92
1,71,11690,10797,92
1,72,11690,10797,92
1,84,32857,31975,97
1,85,32857,31975,97
1,89,32857,31975,97
1,92,32857,31975,97
1,93,32857,31975,97
1,94,32857,31975,97
1,95,32857,31975,97
1,96,32857,31975,97
1,97,32857,31975,97
1,101,4328357,4156447,96
1,106,4324508,4119316,95
1,107,4337241,4129409,95
1,108,4336787,4126298,95
1,119,4304458,4060282,94
2,33,4242542,85837,2
2,43,4285354,183324,4
2,44,4288406,185356,4
2,47,4300004,167472,3
2,51,4307542,143700,3
2,52,4306864,140670,3
2,54,4308979,103596,2
2,55,4313374,92129,2
2,56,4314294,91713,2
2,69,11690,10797,92
2,70,11690,10797,92
2,71,11690,10797,92
2,72,11690,10797,92
2,84,32857,31975,97
2,85,32857,31975,97
2,86,32857,31975,97
2,89,32857,31975,97
2,90,32857,31975,97
2,93,32857,31975,97
2,94,32857,31975,97
2,95,32857,31975,97
2,96,32857,31975,97
2,97,32857,31975,97
2,98,32857,31975,97
2,101,4324482,4159916,96
2,103,4323484,4120845,95
2,104,4323331,4113806,95
2,106,4321725,4138147,95
2,107,4320798,4145215,95
2,108,4331088,4125874,95
2,119,4298857,4061801,94
3,32,4216604,82138,1
3,33,4222485,82738,1
3,42,4281335,160662,3
3,43,4283831,177045,4
3,68,11690,10797,92
3,69,11690,10797,92
3,70,11690,10797,92
3,71,11690,10797,92
3,72,11690,10797,92
3,85,32857,31975,97
3,86,32857,31975,97
3,87,32857,31975,97
3,88,32857,31975,97
3,89,32857,31975,97
3,90,32857,31975,97
3,91,32857,31975,97
3,92,32857,31975,97
3,94,32857,31975,97
3,95,32857,31975,97
3,96,32857,31975,97
3,97,32857,31975,97
3,98,32857,31975,97
3,103,4321938,4154341,96
3,104,4321414,4124459,95
3,105,4320628,4137225,95
3,106,4319432,4140094,95
3,107,4316269,4158435,96
3,108,4306241,4133489,95
4,33,4210454,82167,1
4,42,4279461,160661,3
