x,y,val
89,209,1498
140,200,10217
135,190,1130
66,223,11155
102,193,36
82,211,6202
137,196,1174
91,210,15399
93,210,4855
58,206,2277
137,199,1475
72,208,311
65,228,53
87,210,29421
105,193,342
84,205,1162
82,210,1436
149,204,387
134,191,200
59,207,268
146,206,1528
81,206,274
101,190,8801
141,202,3545
131,190,1513
105,192,10856
71,209,800
83,203,12174
86,210,4327
142,202,2861
73,209,295
63,223,2712
65,222,577
140,199,2716
83,204,12151
150,206,2256
65,227,233
144,203,2303
81,209,759
102,189,475
134,195,40
63,221,299
90,210,20953
139,195,19660
63,226,1390
86,203,97
85,210,9920
127,188,11250
99,194,437
65,224,72
136,192,447
137,195,585
87,205,410
83,202,22466
74,209,2906
82,207,5559
56,203,297
83,211,1362
57,205,31
83,206,539
72,209,217
137,197,847
150,208,70
86,209,3059
149,203,165
63,222,269
104,191,966
146,204,6544
138,192,1106
88,204,1293
71,207,396
104,190,4176
85,202,2770
81,207,11376
81,210,796
82,206,1975
142,204,59
103,193,762
90,211,1753
91,211,10890
92,208,22611
82,208,2385
95,211,1206
66,222,2535
72,210,226
64,224,11223
130,190,4068
107,197,79280
102,197,1201
58,207,1350
92,209,83673
101,191,517
85,204,7855
138,199,394
104,198,1822
150,205,82
99,195,922
103,197,2040
146,205,1864
145,203,7707
103,196,1051
148,204,397
104,193,354
145,206,1728
132,191,261
133,192,126
100,194,497
102,196,1335
66,224,18078
102,191,158
138,198,1073
100,196,364
83,210,5302
134,192,687
94,211,23
132,190,840
101,197,341
64,227,724
105,194,8938
105,196,12162
107,192,981
144,202,1394
66,227,707
89,208,75
75,207,8406
139,199,2936
84,202,8331
130,191,102
104,195,8290
72,207,1943
91,209,5668
103,192,305
101,193,461
105,191,61274
74,207,45
149,207,27
148,203,7446
99,193,681
101,196,62
66,225,72
149,206,1807
64,223,1086
82,204,20740
81,205,3732
84,203,8113
102,192,98
143,204,1765
64,222,220
64,220,989
105,198,3467
139,196,192
73,207,56
145,205,2318
86,204,1796
103,199,435
67,226,4591
107,194,40531
89,204,182
143,203,572
93,211,566
93,209,166620
65,221,657
63,225,1317
124,189,132
103,194,496
131,191,140
102,199,3875
150,207,166
107,193,17249
101,189,27
145,204,1216
88,206,11
136,196,78
74,208,244
91,207,2903
134,189,2140
146,202,116
135,191,259
81,208,8351
101,195,88
100,191,5630
67,225,1406
148,205,310
87,209,38024
100,193,3460
57,207,810
92,210,46920
138,195,8032
140,197,558
103,191,49
140,196,551
138,193,5522
71,208,3738
144,204,10
105,195,16630
99,196,6755
84,210,21349
146,203,11764
134,193,185
89,207,13724
87,204,2828
82,205,19538
133,194,67
64,221,413
136,194,1874
56,204,14
106,190,1210
101,192,639
55,206,171
136,191,21
138,197,1871
107,196,146287
63,224,17456
85,203,22377
103,198,27007
147,205,1677
91,208,16646
145,202,7219
101,198,217
65,223,114
89,205,822
104,197,12689
73,210,1499
90,208,2685
133,193,876
88,208,1051
135,194,2410
135,193,1972
88,205,2434
102,190,33379
66,226,9
104,192,500
136,193,224
104,196,11794
89,206,1348
139,197,130
147,204,3995
84,209,678
99,192,2134
100,190,9024
73,206,284
58,205,107
149,205,1027
130,189,100
134,194,96
67,227,1527
141,203,2434
106,191,14306
104,194,1523
82,203,24541
102,195,232
89,210,20514
87,203,1354
106,195,14377
149,208,776
133,191,44
103,195,1943
88,210,11004
139,194,329
147,202,190
135,195,643
83,205,199
142,203,375
66,221,23
133,190,804
94,209,9249
88,209,33015
85,209,333
138,196,320
147,203,56622
135,192,34
134,190,6184
95,209,4170
106,193,7868
147,206,228
136,195,670
103,190,2543
102,194,151
140,202,2760
82,209,1100
81,211,1575
138,194,2264
128,189,69
128,188,1431
56,205,1448
98,194,33
84,204,7035
54,206,167
96,211,43
107,195,18741
92,211,19031
106,196,109085
106,194,35783
148,206,839
59,206,442
95,210,841
139,198,174
105,190,12235
136,197,30
134,196,72
90,206,4310
63,227,1745
105,197,30827
106,197,8668
64,228,378
92,212,1504
90,207,11204
99,191,1210
142,205,132
106,192,27411
86,202,2519
56,206,3358
63,220,227
88,203,1166
102,198,7949
67,224,1645
94,210,303
93,212,1771
71,210,317
87,208,58
