x,y,NA,TOT,du,lr,r,sbu,sdu,uc,vlr
57,3,0,1,0,0,0,0,0,0,1
61,81,0,1,0,0,0,0,0,0,1
61,105,0,1,0,0,0,0,0,0,1
61,106,0,1,0,0,0,0,0,0,1
61,111,0,1,0,0,0,0,0,0,1
61,122,0,1,0,0,0,0,0,0,1
61,123,0,1,0,0,0,0,0,0,1
61,124,0,1,0,0,0,0,0,0,1
61,127,0,1,0,0,0,0,0,0,1
62,104,0,1,0,0,1,0,0,0,0
62,105,0,1,0,1,0,0,0,0,0
62,106,0,1,0,0,0,0,0,0,1
62,109,0,1,0,0,0,0,0,0,1
62,110,0,1,0,0,0,0,0,0,1
62,111,0,1,0,0,0,0,0,0,1
62,113,1,1,0,0,0,0,0,0,0
62,123,0,1,0,0,0,0,0,0,1
62,124,0,1,0,0,0,0,0,0,1
62,126,0,1,0,0,0,0,0,0,1
62,127,0,1,0,0,0,0,0,0,1
63,19,0,1,0,0,0,0,0,0,1
63,23,0,1,0,0,0,0,0,0,1
63,103,0,1,0,1,0,0,0,0,0
63,104,0,1,0,0,1,0,0,0,0
63,105,0,1,0,0,0,0,0,0,1
63,106,0,1,0,1,0,0,0,0,0
63,107,0,1,0,0,0,0,0,0,1
63,108,0,1,0,0,0,0,0,0,1
63,109,0,1,0,0,0,0,0,0,1
63,110,0,1,0,0,0,0,0,0,1
63,122,0,1,0,0,0,0,0,0,1
63,123,0,1,0,0,0,0,0,0,1
63,124,0,1,0,0,0,0,0,0,1
63,125,0,1,0,0,0,0,0,0,1
63,126,0,1,0,0,0,0,0,0,1
63,127,0,1,0,0,0,0,0,0,1
64,19,0,1,0,0,0,0,0,0,1
64,20,0,1,0,0,0,0,0,0,1
64,23,0,1,0,0,0,0,0,0,1
64,24,0,1,0,0,0,0,0,0,1
64,79,1,1,0,0,0,0,0,0,0
64,80,0,1,0,0,0,0,0,0,1
64,104,0,1,0,0,1,0,0,0,0
64,105,0,1,0,0,0,0,0,0,1
64,106,0,1,0,1,0,0,0,0,0
64,107,0,1,0,0,0,0,0,0,1
64,108,0,1,0,0,0,0,0,0,1
64,121,0,1,0,0,0,0,0,0,1
64,122,0,1,0,0,0,0,0,0,1
64,123,0,1,0,0,0,0,0,0,1
64,125,0,1,0,0,0,0,0,0,1
64,126,0,1,0,0,0,0,0,0,1
64,127,0,1,0,0,0,0,0,0,1
65,16,0,1,0,0,0,0,0,0,1
65,18,0,1,0,0,0,0,0,0,1
65,19,0,1,0,0,0,0,0,0,1
65,20,0,1,0,0,0,0,0,0,1
65,22,0,1,0,0,0,0,0,0,1
65,26,0,1,0,0,0,0,0,0,1
65,34,0,1,0,0,0,0,0,0,1
65,45,0,1,0,0,0,0,0,0,1
65,101,0,1,0,1,0,0,0,0,0
65,102,0,1,0,1,0,0,0,0,0
65,105,0,1,0,0,0,0,0,0,1
65,106,0,1,0,0,0,0,0,0,1
65,107,0,1,0,0,0,0,0,0,1
65,108,0,1,0,0,0,0,0,0,1
65,120,0,1,0,0,0,0,0,0,1
65,121,0,1,0,0,0,0,0,0,1
65,122,0,1,0,0,0,0,0,0,1
65,123,0,1,0,0,0,0,0,0,1
65,124,0,1,0,0,0,0,0,0,1
65,125,0,1,0,0,0,0,0,0,1
65,126,0,1,0,0,0,0,0,0,1
65,127,0,1,0,0,0,0,0,0,1
66,17,0,1,0,0,0,0,0,0,1
66,18,0,1,0,0,0,0,0,0,1
66,20,0,1,0,0,0,0,0,0,1
66,21,0,1,0,0,0,0,0,0,1
66,22,0,1,0,0,0,0,0,0,1
66,23,0,1,0,0,0,0,0,0,1
66,24,0,1,0,0,0,0,0,0,1
66,25,0,1,0,0,0,0,0,0,1
66,26,0,1,0,0,0,0,0,0,1
66,35,0,1,0,0,0,0,0,0,1
66,36,0,1,0,0,0,0,0,0,1
66,43,0,1,0,0,0,0,0,0,1
66,45,0,1,0,0,0,0,0,0,1
66,78,0,1,0,0,0,0,0,0,1
66,79,0,1,0,0,0,0,0,0,1
66,100,0,1,0,0,0,0,0,0,1
66,101,0,1,0,0,0,0,0,0,1
66,102,0,1,0,0,0,0,0,0,1
66,105,0,1,0,1,0,0,0,0,0
66,106,0,1,0,0,0,0,0,0,1
66,107,0,1,0,0,0,0,0,0,1
66,108,0,1,0,1,0,0,0,0,0
66,113,0,1,0,0,0,0,0,0,1
66,114,0,1,0,0,0,0,0,0,1
66,115,0,1,0,0,0,0,0,0,1
66,116,0,1,0,0,0,0,0,0,1
66,119,0,1,0,0,0,0,0,0,1
66,120,0,1,0,0,0,0,0,0,1
66,121,0,1,0,0,0,0,0,0,1
66,126,0,1,0,0,0,0,0,0,1
66,127,0,1,0,0,0,0,0,0,1
67,14,0,1,0,0,0,0,0,0,1
67,15,0,1,0,0,0,0,0,0,1
67,16,0,1,0,0,0,0,0,0,1
67,17,0,1,0,0,0,0,0,0,1
67,18,0,1,0,0,0,0,0,0,1
67,20,0,1,0,0,0,0,0,0,1
67,23,0,1,0,0,0,0,0,0,1
67,24,0,1,0,0,0,0,0,0,1
67,25,0,1,0,0,0,0,0,0,1
67,26,0,1,0,0,0,0,0,0,1
67,32,0,1,0,0,0,0,0,0,1
67,34,0,1,0,0,0,0,0,0,1
67,35,0,1,0,0,0,0,0,0,1
67,36,0,1,0,0,0,0,0,0,1
67,41,0,1,0,0,0,0,0,0,1
67,42,0,1,0,0,0,0,0,0,1
67,44,0,1,0,0,0,0,0,0,1
67,45,0,1,0,0,0,0,0,0,1
67,78,0,1,0,0,0,0,0,0,1
67,84,0,1,0,0,0,0,0,0,1
67,91,0,1,0,1,0,0,0,0,0
67,100,0,1,0,1,0,0,0,0,0
67,101,0,1,0,0,0,0,0,0,1
67,105,0,1,0,0,0,0,0,0,1
67,106,0,1,0,0,0,0,0,0,1
67,107,0,1,0,0,0,0,0,0,1
67,111,0,1,0,1,0,0,0,0,0
67,112,0,1,0,0,0,0,0,0,1
67,113,0,1,0,0,0,0,0,0,1
67,114,0,1,0,0,0,0,0,0,1
67,115,0,1,0,0,0,0,0,0,1
67,118,0,1,0,0,0,0,0,0,1
67,119,0,1,0,0,0,0,0,0,1
67,120,0,1,0,0,0,0,0,0,1
67,126,0,1,0,0,0,0,0,0,1
68,14,0,1,0,0,0,0,0,0,1
68,15,0,1,0,0,0,0,0,0,1
68,17,0,1,0,0,0,0,0,0,1
68,18,0,1,0,0,0,0,0,0,1
68,23,0,1,0,0,0,0,0,0,1
68,24,0,1,0,0,0,0,0,0,1
68,26,0,1,0,0,0,0,0,0,1
68,32,0,1,0,0,0,0,0,0,1
68,33,0,1,0,0,0,0,0,0,1
68,34,0,1,0,0,0,0,0,0,1
