x,y,val
9,6,27
13,7,2959
5,2,6159
12,7,4237
10,4,14794
1,0,13231
3,7,12152
10,8,19562
10,3,4436
12,6,3321
2,7,6
4,7,532
11,4,4192
10,6,2
1,2,3914
6,6,9248
6,2,20042
8,0,5
3,4,7143
9,8,20531
14,6,3767
12,11,6
15,9,31851
7,5,3343
11,11,965
11,6,42
3,2,4437
12,2,78087
5,6,3166
2,2,3774
14,10,1260
8,5,4
3,1,21057
10,2,5375
5,3,910
9,7,15433
10,13,2582
2,5,4440
7,1,8432
7,6,7
2,3,7410
11,2,56970
14,3,17765
3,5,98
9,3,7328
13,0,2102
10,5,3914
1,6,1301
6,1,10988
7,0,22518
14,7,1391
2,4,4575
5,4,7062
6,7,3668
8,1,3443
10,7,14471
0,4,2776
1,1,12933
13,8,22753
4,1,50796
2,1,151
14,2,6370
15,6,16377
8,3,11994
4,0,11946
4,2,1418
13,4,13060
1,4,7306
15,10,9494
8,2,125
12,0,282
6,12,104
13,1,185590
14,5,38966
5,5,1622
7,2,17636
12,1,50541
15,5,680
12,8,10062
9,2,5025
13,9,4098
12,5,3522
15,7,16403
11,0,233
1,5,9633
2,6,10820
6,0,1203
2,0,8126
7,7,3290
11,3,56258
14,9,63498
6,5,1373
12,14,320
10,1,178
8,7,13663
11,1,76
3,0,5166
11,8,17658
0,1,8489
4,4,7224
9,0,9463
4,3,3902
11,9,5873
4,5,8434
1,3,38
9,4,57
0,3,8451
0,6,35104
6,4,2384
13,3,69344
10,0,1134
3,6,4079
5,0,4631
13,2,278444
8,13,350
7,4,11999
5,1,186
9,1,4688
0,2,15733
11,5,12393
12,3,8193
14,4,44984
11,12,9226
14,8,21650
3,3,2122
0,5,8000
4,6,5683
13,5,10032
9,5,3938
15,8,145
0,0,3351
13,6,5533
6,3,197
7,3,4427
13,15,17
11,7,5201
8,4,11715
