x,y,BASIC_EDUCATION_OR_LESS,INACTIVE_POPULATION,LABOUR_FORCE,MEN,MEN_0_14,MEN_15_64_,MEN_65p,TERTIARY_EDUCATION,TOTAL,TOTAL_0_14,TOTAL_15_64,TOTAL_65p,UPPER_SECONDARY_EDUCATION,WOMEN,WOMEN_0_14,WOMEN_15_64,WOMEN_65p
36,2,31,31,57,61,0,42,6,13,128,16,94,15,44,67,0,43,9
36,3,82,83,117,143,0,96,0,0,285,30,195,34,101,133,0,80,0
36,4,65,78,83,95,0,76,0,0,178,16,126,35,70,83,0,50,0
37,2,245,277,329,361,33,252,36,0,738,95,501,116,308,366,24,249,37
37,3,540,617,249,492,12,327,76,12,987,67,600,299,276,495,10,262,125
37,4,423,417,368,475,47,347,26,36,969,132,662,160,333,494,55,304,37
37,5,655,783,680,836,110,609,72,40,1747,271,1186,284,712,911,110,577,135
37,6,46,38,64,62,0,50,6,0,123,9,92,16,46,61,0,42,10
38,0,23,17,43,55,5,34,0,0,97,15,67,8,34,42,5,25,0
38,1,102,112,182,165,8,130,17,11,339,29,241,63,171,169,7,111,41
38,2,581,577,652,736,71,507,104,44,1462,223,950,289,575,726,67,443,142
38,3,411,374,303,415,33,282,29,0,830,122,548,148,217,415,30,247,46
38,4,551,500,381,539,48,385,50,0,1051,110,714,209,313,512,43,319,83
38,5,770,992,970,1131,127,856,123,65,2286,312,1619,347,1052,1155,159,763,198
38,6,186,288,338,341,38,263,32,92,733,97,529,107,339,392,52,266,69
39,0,677,423,857,756,78,557,67,0,1505,214,1028,259,517,749,79,471,120
39,1,603,779,991,1036,146,725,132,147,2098,304,1413,377,974,1062,132,679,210
39,2,499,399,547,563,59,384,85,26,1151,162,739,238,398,588,55,355,122
39,3,526,399,380,474,46,295,64,0,945,133,577,223,203,471,32,256,107
39,4,843,1054,1234,1349,224,953,119,198,2791,502,1926,363,1192,1442,222,973,182
39,5,626,663,607,784,86,569,69,20,1508,219,1038,242,582,724,73,455,118
39,6,20,35,11,29,0,15,5,0,59,6,30,21,14,30,0,15,8
40,0,479,433,365,471,36,318,54,12,931,126,608,190,265,460,35,290,64
40,1,648,780,730,880,113,628,97,61,1790,255,1211,315,766,910,124,570,155
40,2,586,696,621,725,63,482,137,85,1519,177,965,368,631,794,55,472,208
40,3,688,692,558,707,91,505,72,11,1476,226,962,288,517,769,85,457,147
40,4,965,1062,902,1115,146,817,126,50,2273,309,1555,409,898,1158,140,738,255
40,5,920,1170,992,1257,187,917,132,81,2547,379,1758,406,1088,1290,164,841,246
40,6,159,178,204,242,26,183,10,0,483,77,350,46,211,232,16,161,16
40,7,0,13,12,16,0,12,0,0,30,5,23,0,17,14,0,11,0
41,0,626,888,863,1013,177,697,122,193,2106,355,1368,383,880,1093,168,671,216
41,1,625,702,689,777,102,538,102,58,1645,237,1090,311,662,868,102,552,154
41,2,589,997,1030,1153,152,803,170,338,2369,313,1574,470,1074,1216,139,771,254
41,3,591,693,654,752,65,551,86,38,1564,217,1066,281,675,812,78,515,133
41,4,1770,3302,3413,3734,553,2671,506,1188,7895,1179,5336,1380,3739,4161,626,2665,863
41,5,643,922,1069,1196,196,826,143,156,2415,386,1636,373,1142,1219,169,810,207
41,6,204,243,201,271,27,205,14,0,549,80,368,87,218,278,39,163,29
41,7,146,128,78,166,14,117,5,0,345,57,214,54,69,170,20,89,13
41,8,0,0,0,5,0,0,0,0,13,0,9,0,0,8,0,0,0
42,0,1200,2176,2150,2417,399,1682,333,661,5070,737,3433,899,2417,2653,338,1751,559
42,1,1400,2161,2267,2423,351,1743,320,693,5110,682,3533,895,2309,2687,320,1790,543
42,2,995,1339,1285,1443,179,1062,177,233,3031,407,2104,520,1363,1588,195,1042,304
42,3,910,1147,957,1228,195,874,154,87,2527,397,1694,430,1059,1292,197,815,276
42,4,959,1286,1250,1472,239,1058,167,177,3006,468,2069,469,1363,1534,214,1011,293
42,5,278,343,273,350,36,266,25,34,725,102,502,119,294,368,44,231,46
42,6,455,508,417,582,66,409,30,15,1164,167,805,170,405,582,54,366,56
42,7,149,172,116,179,8,120,5,0,373,42,242,66,132,178,5,96,9
42,8,112,119,70,115,0,76,12,0,232,20,143,60,75,104,0,50,25
43,0,600,757,737,884,131,640,84,82,1841,296,1244,287,790,957,142,604,161
43,1,1007,1266,1234,1391,193,1019,155,181,2929,422,2013,487,1276,1538,212,994,289
43,2,879,858,759,942,141,687,70,32,1928,302,1312,310,675,986,154,614,153
43,3,574,577,346,567,69,403,53,0,1123,183,730,205,323,556,64,327,79
43,4,651,861,567,887,139,610,109,19,1732,295,1110,327,706,845,115,500,181
43,5,135,187,158,229,24,153,10,13,478,68,333,47,180,232,25,148,14
43,6,366,579,489,627,93,423,73,38,1316,201,845,253,618,680,78,408,114
