x,y,elevation
0,0,688
0,1,811
0,2,835
0,3,845
0,4,866
0,5,903
0,6,956
0,7,988
0,8,1027
0,9,1030
0,10,1002
0,11,1031
0,12,1081
0,13,1153
0,14,1229
0,15,1256
0,16,1288
0,17,1250
0,18,1141
0,19,1019
0,20,851
0,21,769
0,22,812
0,23,874
0,24,1032
0,25,1190
0,26,1334
0,27,1418
0,28,1423
0,29,1300
0,30,1295
0,31,1410
0,32,1542
0,33,1566
0,34,1592
0,35,1555
0,36,1507
0,37,1478
0,38,1394
0,39,1319
0,40,1247
0,41,1176
0,42,1097
0,43,1007
0,44,995
0,45,1072
0,46,1138
0,47,1038
0,48,1040
0,49,1138
0,50,1254
0,51,1353
0,52,1474
0,53,1638
0,54,1781
0,55,1832
0,56,1852
0,57,1869
0,58,1832
0,59,1820
0,60,1839
0,61,1842
0,62,1836
0,63,1836
0,64,1817
0,65,1814
0,66,1828
0,67,1719
0,68,1616
0,69,1580
0,70,1529
0,71,1435
0,72,1386
0,73,1341
0,74,1292
0,75,1320
0,76,1373
0,77,1383
0,78,1376
0,79,1383
0,80,1416
0,81,1480
0,82,1510
0,83,1493
0,84,1476
0,85,1486
0,86,1504
0,87,1519
0,88,1544
0,89,1659
0,90,1878
0,91,2164
0,92,2305
0,93,2285
0,94,2253
0,95,2118
0,96,1822
0,97,1844
0,98,2030
0,99,2163
0,100,2246
0,101,2277
0,102,2235
0,103,2149
0,104,2019
0,105,1933
0,106,2030
0,107,2235
0,108,2330
0,109,2372
0,110,2417
0,111,2445
0,112,2095
0,113,1771
0,114,1498
0,115,1210
0,116,1176
0,117,1138
0,118,1244
0,119,1471
0,120,1775
0,121,2019
0,122,2033
0,123,1937
0,124,1785
0,125,1709
0,126,1611
0,127,1650
1,0,744
1,1,819
1,2,824
1,3,836
1,4,846
1,5,898
1,6,943
1,7,965
1,8,988
1,9,992
1,10,966
1,11,973
1,12,1007
1,13,1055
1,14,1147
1,15,1205
1,16,1267
1,17,1183
1,18,1053
1,19,926
1,20,773
1,21,787
1,22,893
1,23,988
1,24,1125
1,25,1267
1,26,1401
1,27,1354
1,28,1285
1,29,1260
1,30,1381
1,31,1499
1,32,1537
1,33,1526
1,34,1486
1,35,1457
1,36,1490
1,37,1466
1,38,1376
1,39,1284
1,40,1197
1,41,1146
1,42,1072
1,43,985
1,44,920
1,45,972
1,46,1013
1,47,963
1,48,1039
1,49,1151
1,50,1276
1,51,1385
1,52,1529
1,53,1683
1,54,1794
1,55,1814
1,56,1823
1,57,1827
1,58,1804
1,59,1853
1,60,1845
1,61,1834
1,62,1849
1,63,1817
1,64,1759
1,65,1856
1,66,1934
1,67,1814
1,68,1715
1,69,1645
1,70,1557
1,71,1465
1,72,1400
1,73,1358
1,74,1274
1,75,1274
1,76,1334
1,77,1332
1,78,1351
1,79,1410
1,80,1481
1,81,1528
1,82,1549
1,83,1490
1,84,1405
1,85,1418
1,86,1447
1,87,1448
1,88,1459
1,89,1661
1,90,1901
1,91,2087
1,92,2156
1,93,2159
1,94,2100
1,95,1926
1,96,1734
1,97,1844
1,98,2062
1,99,2209
1,100,2212
1,101,2183
1,102,2110
1,103,2005
1,104,1911
1,105,1849
1,106,1941
1,107,2125
1,108,2314
1,109,2355
1,110,2360
1,111,2279
1,112,1996
1,113,1746
1,114,1449
1,115,1237
1,116,1154
1,117,1098
1,118,1173
1,119,1441
1,120,1708
1,121,1877
1,122,1978
1,123,1947
1,124,1664
1,125,1479
1,126,1370
1,127,1412
2,0,658
2,1,731
2,2,755
2,3,791
2,4,828
2,5,881
2,6,909
2,7,933
2,8,946
2,9,955
2,10,913
2,11,897
2,12,931
2,13,1006
2,14,1131
2,15,1207
2,16,1197
2,17,1038
2,18,914
2,19,800
2,20,721
2,21,873
2,22,1038
2,23,1102
2,24,1274
2,25,1398
2,26,1408
2,27,1258
2,28,1209
2,29,1286
2,30,1414
2,31,1487
2,32,1516
2,33,1505
2,34,1425
2,35,1418
2,36,1517
2,37,1455
2,38,1370
2,39,1275
2,40,1156
2,41,1097
2,42,1056
2,43,984
2,44,892
2,45,864
2,46,881
2,47,942
2,48,1063
2,49,1186
2,50,1352
2,51,1490
2,52,1597
2,53,1703
2,54,1772
2,55,1806
2,56,1800
2,57,1766
2,58,1786
2,59,1806
2,60,1823
2,61,1833
2,62,1824
2,63,1758
2,64,1744
2,65,1825
2,66,1918
2,67,1885
2,68,1742
2,69,1635
2,70,1551
2,71,1495
2,72,1412
2,73,1329
2,74,1236
2,75,1243
2,76,1280
2,77,1290
2,78,1345
2,79,1411
2,80,1482
2,81,1530
2,82,1556
2,83,1538
2,84,1410
2,85,1359
2,86,1384
2,87,1378
2,88,1398
2,89,1557
2,90,1757
2,91,1849
2,92,1958
2,93,1964
2,94,1927
2,95,1773
2,96,1688
2,97,1885
2,98,2085
2,99,2196
2,100,2206
2,101,2174
2,102,2112
2,103,2021
2,104,1882
2,105,1810
2,106,1879
2,107,2046
2,108,2227
2,109,2283
2,110,2314
2,111,2168
2,112,1906
2,113,1656
2,114,1461
