x,y,TOT_P,avg_time_nearest_ep,avg_time_nearest_h
0,2,3,40.8,42
0,3,5,40.8,42
0,4,2,42.2,43
0,23,2,15.4,20
0,24,2,15.3,20
1,1,2,38,39
1,2,3,37.9,39
1,3,1,37.7,39
1,22,2,16.6,21
1,23,19,16.1,20
1,24,11,14.7,19
1,66,2,NA,NA
2,1,2,38.4,40
2,2,4,35.8,37
2,23,3,14.1,18
2,66,7,NA,NA
2,67,2,NA,NA
3,1,0,34.7,36
3,2,23,34.3,36
3,66,7,NA,NA
3,67,2,NA,NA
4,1,0,33.2,34
5,1,36,32.6,34
6,1,2,30.8,32
7,0,1,29.6,31
8,0,3,28.3,30
8,17,5,11.2,16
9,17,20,10.1,14
9,18,0,8.3,13
9,21,2,11.4,16
10,21,1,11.4,16
13,0,1,29.5,31
14,0,2,24.7,26
15,1,1,20.9,22
15,12,13,2.5,7
15,13,0,3.7,8
16,0,2,18,19
16,1,3,19.1,20
16,8,0,12,14
16,11,453,0.8,5
16,12,234,2.1,6
17,9,185,8.5,11
17,10,1814,2,4
17,11,2756,2.5,5
17,12,66,3.6,6
18,7,0,7.2,8
18,8,70,3.9,4
18,9,1031,3.2,3
18,10,2959,2.1,2
18,11,636,2.9,6
18,19,1,18,21
18,20,1,17.7,21
18,26,0,NA,NA
19,1,0,16.2,17
19,8,1167,4.9,6
19,9,1012,2.8,4
19,10,1089,1.1,4
19,11,11,2,5
19,19,1,15.9,19
19,20,1,15.5,19
20,7,3,8,9
20,8,1977,5.3,6
20,9,1104,4.3,5
20,10,53,3.2,5
20,19,2,11.9,15
20,20,3,13.8,17
20,21,89,14.8,18
21,7,11,6.6,8
21,8,28,5.9,7
21,9,199,4.8,6
21,10,54,4.3,6
21,16,1,6.6,10
21,18,1,8.6,12
21,19,3,9.9,13
21,20,20,11.1,14
21,21,40,12,15
21,22,36,17.5,21
21,23,0,18.8,22
22,9,182,6,8
22,10,619,5.1,7
22,15,1,9.6,13
22,16,4,9.7,13
22,19,1,12,15
22,20,53,12.4,16
22,21,30,19.6,23
22,22,27,20.3,24
23,10,119,5,7
23,18,0,14.2,17
23,20,1,25.1,37
23,21,6,26.2,38
23,22,5,26.4,38
23,23,0,28.7,41
24,10,7,5.8,8
24,18,4,21.4,33
24,19,2,21.5,33
25,10,4,6.5,9
25,18,11,18.8,31
25,19,3,18.5,30
26,16,1,17.3,29
26,18,8,16.4,28
26,19,1,16.3,28
27,10,26,6.8,10
27,16,2,15,27
27,17,0,14,26
28,10,15,6,11
