x,y,TOT_P,avg_time_nearest_ep,avg_time_nearest_h
0,0,225,3.8,42
0,1,103,4.9,43
0,5,5,10.6,48
0,15,58,16,34
0,17,31,18.5,36
0,29,15,14.3,25
0,30,4,13.2,24
0,31,8,7.7,18
0,32,75,5.1,16
0,33,45,6,17
0,34,103,3.3,14
0,35,216,1.6,12
0,36,409,2.6,11
0,37,144,5.7,11
0,38,63,7.3,10
0,39,169,7.6,9
0,40,20,9.4,11
0,45,13,22.3,26
0,46,4,19.7,21
0,47,4,17.9,18
0,48,7,16.3,16
0,49,4,17,17
0,50,5,19.9,20
0,51,4,18,20
0,52,5,15.7,22
0,53,13,15,25
0,54,24,16.2,26
0,55,17,18,29
0,59,19,13.2,24
0,60,3,13.8,25
0,61,3,12.6,22
0,62,11,11.9,20
0,64,8,10.6,19
0,65,76,11.2,20
0,66,8,8.8,31
0,71,23,14.6,31
0,72,94,11.9,29
0,73,21,16.4,34
0,74,4,14.3,35
0,81,42,4.8,31
0,82,108,3.1,32
0,83,194,3,32
0,84,125,5.5,34
0,85,70,5.8,36
0,86,310,4.4,35
0,87,308,3,35
0,88,12,3,35
0,89,114,5.6,35
0,91,34,6.6,33
0,92,52,11,37
0,93,3,16.9,39
0,94,4,17,39
0,104,36,8.1,28
0,105,59,5.6,26
0,106,136,4,24
0,107,345,3.8,24
0,108,588,1.2,22
0,109,0,2.2,22
0,110,27,4.5,21
0,111,30,7.8,21
0,112,48,6.3,19
0,114,7,7.7,18
0,115,10,4.8,15
0,117,34,6.3,22
0,118,83,4,20
0,119,59,5.4,24
0,120,45,4.7,23
0,121,156,7.2,26
0,122,32,11.4,30
0,123,31,7.5,28
0,124,6,5.9,28
0,125,417,4.5,27
0,126,15,10.8,34
0,127,136,8,31
1,0,16,6.9,45
1,2,74,6.1,44
1,4,4,7.8,46
1,5,4,9.6,48
1,15,31,18.9,37
1,16,3,20.9,39
1,17,8,20.3,38
1,28,4,12.6,23
1,29,28,11.4,22
1,32,32,5.7,16
1,33,52,4,15
1,34,24,3.7,14
1,35,15,5.2,16
1,36,100,2.9,14
1,37,112,2.6,12
1,38,69,7.2,12
1,39,115,7.3,12
1,40,8,10.5,13
1,45,19,18.4,24
1,46,30,18.4,20
1,48,4,19.8,20
1,49,4,19.6,20
1,52,8,12.7,26
1,53,4,15.3,27
1,54,32,15.4,29
1,55,11,14.8,30
1,56,3,20.7,32
1,61,9,13.8,21
1,64,17,10,17
1,65,31,9.6,32
1,66,10,9.4,30
1,70,55,16.4,30
1,71,90,13.9,29
1,72,10,16.8,31
1,73,5,18.9,39
1,74,4,18.3,38
1,81,85,4.7,31
1,82,104,0.7,31
1,83,13,6,36
1,84,83,5.2,35
1,85,1,10.2,40
1,86,158,6.1,37
1,87,263,5.5,37
1,89,48,5.5,37
1,90,19,6.4,37
1,91,222,8.7,35
1,92,7,11.4,38
1,93,9,16.5,43
1,104,35,10.1,30
1,105,34,7.8,28
1,106,123,4.5,25
1,107,170,3.5,24
1,108,158,3.5,24
1,109,202,2.7,22
1,111,30,3.1,19
1,112,103,4.4,18
1,114,3,7,18
1,115,155,5.5,16
1,116,49,4.1,16
1,117,119,2.5,18
1,118,99,3,21
1,119,120,2.3,21
1,120,55,7.2,26
1,121,1,11.5,30
1,122,2,10.1,29
1,123,35,8.3,28
1,124,9,7.4,27
1,125,0,4.8,27
1,126,8,5.5,29
1,127,30,6.8,30
2,1,4,8.8,47
2,2,6,7.5,46
2,4,11,12,50
2,15,4,19.3,37
2,16,11,23.7,41
2,31,46,8.5,19
2,32,6,8.2,19
2,33,13,7.1,18
2,34,6,4.3,15
2,35,4,7.3,18
2,36,60,5,15
2,37,0,5.1,14
2,38,202,4.2,12
2,39,43,7.1,13
2,43,14,14,21
2,44,29,15.6,23
2,45,3,16.7,24
2,47,14,21.4,26
2,53,4,10.5,28
2,54,6,11.5,29
2,60,3,18.4,23
2,64,31,11.2,16
2,65,9,13.3,36
2,66,7,11,28
2,67,54,11.1,28
2,70,11,15.8,29
2,71,11,17.3,32
2,72,13,15.6,30
2,76,3,11,28
2,77,45,7.6,27
2,78,50,6.2,28
2,79,43,4.5,27
2,80,3,4.8,30
2,81,5,4.1,31
2,82,51,3.5,35
2,85,16,8.4,38
2,86,179,10.4,40
2,87,35,8.3,39
2,89,20,6.7,39
2,90,27,16.3,46
2,91,61,9.8,36
2,92,7,18.5,45
2,93,0,15.5,42
2,94,3,17.6,44
2,104,0,13,33
2,105,10,7.4,27
2,106,98,6.8,27
2,107,20,6.9,27
2,108,69,4.2,24
2,109,261,3.1,22
2,110,168,4.2,23
2,111,30,5.9,22
2,112,62,6.1,19
2,114,69,6.1,17
2,115,98,5.6,18
2,116,180,3.3,17
2,117,115,2.3,19
2,118,266,1.7,20
2,119,7,5.6,24
2,120,0,8.4,27
2,121,35,9.3,28
2,122,24,9.5,28
2,123,17,7.2,27
2,124,82,4.5,24
2,125,161,1.9,26
2,126,67,2.4,26
2,127,25,4.2,28
3,2,6,9.3,47
3,3,6,12.2,50
3,4,5,14.2,52
3,9,13,23.6,62
3,27,12,8.3,28
3,28,6,13.6,25
3,29,13,12.2,23
3,30,4,13.1,24
3,31,3,12.1,23
3,32,5,7.8,18
3,35,22,7.8,18
3,36,33,6.2,15
3,38,2,5.9,13
3,39,54,5.4,12
3,40,7,8.4,16
3,42,187,11,18
3,43,81,14,21
3,44,15,14.5,22
3,45,3,14.9,25
3,52,9,9.6,27
3,53,8,8,25
3,54,34,10,27
3,57,17,9,26
3,60,5,17.9,21
3,61,9,16.1,19
3,64,4,11.8,15
3,65,16,10.1,17
