x,y,TOT_P,avg_time_nearest_ep,avg_time_nearest_h
0,0,138,5,5
0,1,391,2.9,1
0,2,96,3.6,2
0,3,41,5.7,4
0,4,13,7,5
0,5,42,8.8,8
0,6,0,9.5,11
0,7,27,5.1,14
0,8,28,5.3,12
0,9,20,4.4,13
0,10,84,3,16
0,11,95,4.8,18
0,12,150,3,20
0,13,165,3.7,22
0,14,2,5,23
0,15,1,5.9,24
0,17,8,14.7,32
0,20,1,12.5,31
0,22,7,8.9,25
0,23,10,7.1,23
0,24,8,9.7,26
0,25,3,18.1,34
0,28,2,18.3,34
0,29,16,11.6,28
0,30,15,15,31
0,31,56,4.7,21
0,32,76,3.8,20
0,33,143,2.8,19
0,34,20,8.4,24
0,35,11,12.9,28
0,38,0,10.6,23
0,40,280,2.8,12
0,41,302,2.4,11
0,42,47,4.7,13
0,43,1,11.8,21
0,45,18,9.6,18
0,46,4,11.1,27
0,48,5,8.5,25
0,54,2,12.2,23
0,55,6,6.3,17
0,64,12,22.7,34
0,71,43,7.4,50
0,72,55,3.8,47
0,73,41,3.5,48
0,74,8,3.1,49
0,75,13,2.7,50
0,76,121,2.1,50
0,87,2,13.4,44
0,89,30,9.8,40
0,90,31,4.3,33
0,91,5,4,32
0,92,270,2.7,31
0,93,193,2.8,31
0,94,124,5.1,34
0,95,26,5,34
0,97,1,3.5,27
0,98,202,2.7,24
0,99,77,2.3,22
0,100,20,5,25
0,101,26,6.3,21
0,102,13,5.1,22
0,103,198,1.4,18
0,104,11,4.1,21
0,105,23,4.7,16
0,106,33,4.4,16
0,107,21,3.7,15
0,108,3,4.3,13
0,109,28,5.8,13
0,111,8,5.1,10
0,112,22,3.3,8
0,113,61,4.2,7
0,114,7,3.5,7
0,115,134,5.4,7
0,116,64,4.9,6
0,117,156,4.6,5
0,119,60,3.6,5
0,120,40,3,6
0,122,65,3.4,10
0,124,45,2.7,10
0,125,176,3.6,11
0,126,174,3.5,13
0,127,124,2.1,13
1,0,85,4.9,7
1,1,432,3.6,2
1,2,165,3.9,3
1,3,65,7,6
1,4,1,8.6,8
1,5,10,7.5,7
1,6,2,7.9,9
1,7,72,6.8,10
1,8,18,4.5,14
1,9,31,1.4,17
1,10,58,2.9,17
1,11,18,2.9,17
1,12,535,3.4,19
1,13,30,4.3,21
1,14,79,4.2,21
1,15,50,5.1,22
1,16,16,6.7,23
1,17,1,19.4,36
1,19,6,18.2,35
1,20,4,13.6,32
1,22,2,16.5,33
1,23,11,11.4,28
1,24,4,16.3,33
1,25,26,11.1,27
1,26,1,17.3,34
1,27,5,19.2,35
1,28,13,11.6,28
1,29,36,13.1,29
1,30,140,8.3,24
1,31,35,12.4,28
1,32,12,9.5,25
1,33,29,4.1,20
1,34,28,6.5,23
1,41,239,4,11
1,42,160,3.6,11
1,43,112,5.7,14
1,45,37,9.1,16
1,46,6,7.6,14
1,47,13,10.3,17
1,48,9,10.3,17
1,49,22,13,20
1,50,5,15.2,22
1,55,3,8.8,20
1,56,70,4.2,15
1,57,11,10.4,21
1,64,1,24.9,36
1,71,3,11.2,53
1,76,732,1.8,49
1,77,24,5.3,50
1,88,18,8.7,37
1,89,24,6,34
1,93,28,3.3,32
1,94,909,0.7,30
1,95,26,4.4,33
1,96,7,8.7,38
1,97,16,5.1,28
1,98,6,5.4,29
1,99,33,3.4,23
1,100,460,5,21
1,101,222,4.1,19
1,102,681,2.7,18
1,103,1230,1.1,17
1,104,830,2.1,17
1,105,127,3,16
1,106,23,3.9,15
1,107,52,3.3,14
1,108,23,2.8,13
1,109,79,3.3,11
1,110,5,5.4,11
1,111,118,4,9
1,112,178,4.5,9
1,113,108,2.8,7
1,114,562,2.7,6
1,115,272,3.3,6
1,116,1352,3.4,4
1,117,298,5.1,5
1,120,80,3.8,5
1,121,18,2.9,6
1,122,72,1.6,7
1,123,316,0.6,8
1,124,132,2,9
1,126,74,2.6,12
1,127,123,2.5,12
2,0,190,3.9,6
2,1,47,6.5,8
2,2,72,7.3,9
2,3,179,6.7,5
2,4,19,6.1,8
2,5,8,5,8
2,7,6,10.3,12
2,8,9,5.1,16
2,9,60,1,18
2,10,94,4.3,21
2,11,68,4,20
2,12,710,0.8,18
2,13,146,5.6,19
2,14,60,5.3,22
2,15,1,5.2,22
2,16,11,13.1,29
2,17,4,9.9,26
2,18,18,8.9,25
2,24,4,6.2,27
2,25,17,6.5,29
2,29,4,9.7,26
2,30,10,16.5,32
2,33,22,4.1,20
2,34,8,9.1,25
2,36,5,17.5,33
2,39,6,11.5,19
2,40,89,7.9,16
2,41,387,3.8,11
2,42,708,2,10
2,43,92,8.2,17
2,44,5,4.9,12
2,45,11,11.9,19
2,46,14,8.9,16
2,48,13,10.6,17
2,49,5,13.6,20
2,52,11,13.1,21
2,54,10,13.7,25
2,56,27,3,14
2,57,22,5.6,17
2,73,4,9.2,54
2,74,13,7.9,53
2,75,7,5.7,51
2,76,97,4.2,49
2,77,124,3,46
2,86,8,5.6,38
2,87,2,4.8,36
2,88,18,10.8,40
2,92,0,9,36
2,93,3,5.1,32
2,94,355,1.6,28
2,95,635,2.8,27
2,96,94,2.5,27
2,97,949,2,25
2,98,258,4,23
2,99,231,3.5,21
2,100,121,5.9,22
2,101,22,7,23
2,102,32,5.7,21
2,103,195,4.9,20
2,104,1446,3.2,18
2,105,590,2.3,15
2,106,21,3.1,14
2,107,347,1.5,12
2,108,1139,0.4,11
2,109,650,1.6,10
2,110,602,2.6,9
2,111,870,2.8,8
2,112,698,2.2,8
2,113,2916,2.2,7
2,114,5242,1.3,5
2,115,2253,0.4,3
2,116,3833,1.7,2
2,117,1192,2.7,3
2,118,237,2.9,4
2,119,129,4.7,5
2,120,65,4.9,6
2,121,9,5.4,8
2,124,13,3.4,11
2,125,102,2.6,10
2,126,3,3.5,13
2,127,482,2.7,13
3,0,26,5.6,9
3,2,69,5.8,7
3,3,4,12,12
3,4,57,5.5,12
3,5,4,3.5,10
3,6,20,7.7,13
3,9,8,8.7,18
3,10,53,5.8,18
3,11,43,4.8,21
3,12,184,2.3,17
3,13,123,5.3,19
3,14,48,5.1,19
3,15,90,4.9,19
3,19,0,15.7,30
3,20,4,15.7,30
3,22,0,9.6,42
3,23,4,6.3,39
3,24,8,7.1,36
3,25,25,3.9,30
3,26,5,31.9,48
3,29,3,13.9,30
3,32,4,8.2,24
3,33,24,6.3,22
3,34,5,11.8,28
3,35,7,17.8,34
3,39,0,9.6,17
3,40,12,11.1,18
3,41,804,2.5,8
