x,y,Ind,Ind_0_3,Ind_11_17,Ind_18_24,Ind_25_39,Ind_40_54,Ind_4_5,Ind_55_64,Ind_65_79,Ind_6_10,Ind_80p,Ind_inc,Ind_snv,imputed
0,29,3,0.1,0.4,0.1,0.4,0.6,0.1,0.5,0.5,0.1,0.2,0,70098.3,1
0,30,30,0.8,3,3,4.9,7.1,0.5,3.3,4.6,2.2,0.6,0,713888.3,1
0,67,17,0.6,1.1,2.8,3.4,3.4,0,1.7,1.2,1.1,1.7,0,424795,1
0,68,4,0.1,0.3,0.6,0.8,0.8,0,0.4,0.3,0.3,0.4,0,99951.8,1
0,72,11,0.4,0.9,0.4,1.7,2.4,0,1.1,2.4,1.1,0.6,0,253899.8,1
0,73,19,0.8,1.5,0.8,2.9,4.2,0,1.8,4.2,1.8,1,0,438554.2,1
0,94,7,0.2,0.7,0.7,1.4,1.6,0.2,0.6,1.1,0.3,0.2,0,176934.4,1
0,95,47,1,4,5,3,12,0,5,9,4,4,0,1227660.2,0
0,96,19,0.7,1.1,2,2.4,4.7,0.4,2.7,2.8,1.4,0.8,0,478384.1,1
0,98,16,0.6,0.9,1.7,2,4,0.3,2.3,2.4,1.2,0.6,0,402849.8,1
0,99,21,0.7,1.3,2.2,2.6,5.2,0.4,3,3.1,1.6,0.9,0,528740.3,1
0,100,41,5,2,0,11,5,2,6,2,3,5,0,1018785.2,0
0,101,39,6,3,1,13,5,3,3,2,3,0,0,930375.5,0
0,102,19,1.2,1.7,0.8,4.5,4,1.5,0.5,2.3,1.2,1.3,0,380167.7,1
0,120,1,0,0,0,0.1,0.1,0,0.4,0.3,0,0.1,0,21673.1,1
0,125,2,0,0.1,0.1,0.3,0.1,0,0.7,0.5,0,0.2,0,43346.2,1
1,29,9,0.3,1.1,0.4,1.3,1.8,0.2,1.5,1.5,0.4,0.5,0,210295,1
1,30,40,1,3,1,6,11,1,2,4,8,3,0,1246094.8,0
1,31,1,0,0.1,0.1,0.2,0.2,0,0.1,0.2,0.1,0,0,23796.3,1
1,48,5,0.2,0.8,0.5,0.5,1.2,0.1,0.6,0.7,0.2,0.2,0,115310.3,1
1,49,13,0.4,2,1.5,1.3,3.2,0.3,1.6,1.7,0.6,0.4,0,299806.8,1
1,54,5,0.2,0.5,0.4,0.7,1.1,0.1,0.7,0.6,0.4,0.3,0,137692.1,1
1,55,2,0.1,0.2,0.1,0.2,0.5,0.1,0.2,0.3,0.2,0.1,0,47444.1,1
1,67,7,0.2,0.5,1.2,1.4,1.4,0,0.7,0.5,0.4,0.7,0,174915.6,1
1,93,4,0.1,0.4,0.4,0.8,0.9,0.1,0.4,0.6,0.2,0.1,0,101105.4,1
1,94,2,0,0.2,0.2,0.4,0.5,0,0.2,0.3,0.1,0.1,0,50552.7,1
1,95,18,0.6,1.1,1.9,2.2,4.5,0.4,2.6,2.7,1.3,0.7,0,453206,1
1,96,24,0.8,1.4,2.5,3,6,0.5,3.5,3.6,1.8,0.9,0,604274.7,1
1,97,2,0.1,0.1,0.2,0.2,0.5,0,0.3,0.3,0.2,0.1,0,50356.2,1
1,98,4,0.1,0.2,0.4,0.5,1,0.1,0.6,0.6,0.3,0.2,0,100712.4,1
1,101,25,1.6,2.3,1,5.9,5.3,2,0.7,3,1.6,1.6,0,500220.7,1
1,102,47,5,3,2,16,6,3,2,5,5,0,0,1132174.7,0
