x,y,value
108,27,270534
108,28,270534
108,29,270534
109,24,268652
109,25,268652
109,26,268652
109,27,270534
109,28,270534
109,29,270534
110,24,268652
110,25,268652
110,26,268652
110,27,270534
110,28,270534
110,29,270534
111,24,268652
111,25,268652
111,26,268652
112,24,273787
112,25,273787
112,26,273787
113,24,273787
113,25,273787
113,26,273787
114,24,273787
114,25,273787
114,26,273787
115,24,305566
115,25,305566
115,26,305566
116,24,305566
116,25,305566
116,26,305566
117,24,305566
117,25,305566
117,26,305566
119,22,349125
119,23,349125
119,24,349125
120,22,349125
120,23,349125
120,24,349125
121,22,349125
121,23,349125
121,24,349125
123,22,421749
123,23,421749
123,24,421749
124,22,421749
124,23,421749
124,24,421749
125,22,421749
125,23,421749
125,24,421749
125,120,14072
125,121,14072
125,122,14072
126,120,14072
126,121,14072
126,122,14072
127,120,14072
127,121,14072
127,122,14072
