x,y,TOT_P,avg_time_nearest_ep,avg_time_nearest_h
57,3,1,NA,NA
61,81,0,NA,NA
61,105,14,3,26
61,106,6,4.5,26
61,111,3,19.9,32
61,122,4,19.3,18
61,123,3,21.8,21
61,124,0,23.3,22
61,127,2,9.5,10
62,104,255,2.4,29
62,105,30,3.9,29
62,106,0,5.8,26
62,109,1,17.5,30
62,110,6,16.8,29
62,111,0,19.1,32
62,113,0,18.6,31
62,123,4,16.6,16
62,124,1,24.7,24
62,126,1,15.5,14
62,127,2,10.5,10
63,19,1,21.9,28
63,23,2,23.3,36
63,103,26,3.1,31
63,104,433,1.1,28
63,105,11,5.5,22
63,106,8,6.5,23
63,107,4,12.6,27
63,108,3,15.9,28
63,109,0,15.2,28
63,110,3,17.5,30
63,122,3,16.1,15
63,123,6,15.8,15
63,124,1,18.2,17
63,125,3,13.8,13
63,126,7,13.7,13
63,127,8,14.6,14
64,19,10,20.4,26
64,20,2,20.2,28
64,23,2,21.5,34
64,24,1,18.3,32
64,79,0,NA,NA
64,80,0,NA,NA
64,104,12,3.4,31
64,105,4,6.4,22
64,106,15,10.9,25
64,107,5,12.1,27
64,108,0,13.1,26
64,121,0,15.8,16
64,122,26,13.8,13
64,123,19,13.7,13
64,125,8,10.8,10
64,126,17,11.3,10
64,127,2,10.1,9
65,16,5,24.2,27
65,18,5,19.8,23
65,19,2,19.9,24
65,20,5,18.6,26
65,22,3,18.2,31
65,26,2,15.2,28
65,34,1,17.9,40
65,45,1,13.2,30
65,101,5,10.7,20
65,102,377,9.4,19
65,105,11,8.1,22
65,106,34,9.5,24
65,107,10,11.1,24
65,108,1,13.1,26
65,120,0,14.3,17
65,121,5,12.9,14
65,122,0,14.8,14
65,123,0,13.1,12
65,124,3,12.1,11
65,125,0,12.2,11
65,126,14,8.9,8
65,127,20,10,9
66,17,1,21.7,25
66,18,9,19.4,23
66,20,1,20.7,32
66,21,11,18,29
66,22,25,14.8,28
66,23,16,15.1,28
66,24,11,12.7,26
66,25,18,14.1,27
66,26,2,15.7,29
66,35,3,14.3,36
66,36,12,15.6,37
66,43,2,10.3,27
66,45,4,16.2,33
66,78,0,NA,NA
66,79,2,NA,NA
66,100,1,12.5,22
66,101,3,10.8,20
66,102,2,7.9,18
66,105,17,8.4,20
66,106,4,9.4,22
66,107,11,9.7,23
66,108,2,12.3,25
66,113,2,13.6,37
66,114,0,15.2,39
66,115,3,12.9,37
66,116,2,19.4,43
66,119,3,12.6,19
66,120,13,12.4,17
66,121,1,11.9,15
66,126,2,12.4,11
66,127,6,8.4,7
67,14,0,19.1,22
67,15,2,23.1,26
67,16,2,19.6,23
67,17,5,17.3,20
67,18,2,21.2,24
67,20,0,23.2,26
67,23,2,15.1,28
67,24,3,13.8,27
67,25,12,12.2,25
67,26,46,10.3,24
67,32,2,10.9,33
67,34,1,11,33
67,35,1,11,33
67,36,0,14.7,36
67,41,0,7.8,25
67,42,11,6.7,23
67,44,0,10.5,27
67,45,3,12.8,30
67,78,2,NA,NA
67,84,4,17.9,31
67,91,3,19.7,23
67,100,44,10.3,20
67,101,44,9.5,19
67,105,0,10.4,24
67,106,0,10.3,24
67,107,2,8.3,23
67,111,2,12.4,36
67,112,3,12.4,36
67,113,3,10.1,34
67,114,0,9.7,34
67,115,9,11.5,35
67,118,2,21.6,45
67,119,8,10.3,18
67,120,10,11.5,17
67,126,12,10,9
68,14,6,17.2,20
68,15,2,16.7,20
68,17,0,15.6,19
68,18,1,21,24
68,23,2,18.8,32
68,24,2,15.6,29
68,26,9,9,22
68,32,8,8.4,30
68,33,4,7.3,29
68,34,2,8,30
68,42,1,4.6,21
68,59,1,15.4,23
68,82,2,15.5,28
68,84,7,15.3,28
68,91,4,18.1,21
68,92,3,20.8,24
68,100,137,8,18
68,101,551,6.4,16
68,106,2,9.4,25
68,107,1,7.4,23
68,110,4,13.4,37
68,111,20,11.1,35
68,112,4,10.2,34
68,113,9,7.7,32
68,114,7,9.7,34
68,116,1,15.1,39
68,117,8,14.4,38
68,118,8,8.6,19
68,119,12,10.6,19
68,120,3,13.4,20
68,121,1,13.2,19
68,124,10,20.5,19
68,126,3,11,10
68,127,2,11.1,10
69,9,0,19.3,22
69,14,17,14.7,18
69,15,16,13.2,16
69,16,2,12.8,16
69,17,0,16.1,19
69,21,2,20.9,24
69,24,3,19.5,33
69,25,2,14.1,27
69,26,6,10.7,24
