x,y,TOT_P,avg_time_nearest_ep,avg_time_nearest_h
0,65,14,17.6,54
0,84,11,3.2,94
0,85,0,3.8,94
0,93,1,13.5,99
1,64,19,19.1,55
1,65,0,20.8,57
1,84,22,2,92
1,85,0,2.6,93
2,64,14,22.8,59
2,65,0,22.7,59
2,84,17,1.7,92
2,85,62,2.1,91
3,65,11,20.7,57
3,85,8,2.2,89
3,86,2,3.7,90
3,87,9,4.3,90
3,88,0,4.4,90
4,86,0,5,91
17,46,0,NA,NA
18,36,0,34.5,91
18,47,0,NA,NA
18,76,0,15.4,76
18,77,0,15.6,76
19,75,0,18.3,75
19,76,5,16.3,75
19,77,0,17.3,76
20,73,4,21.6,70
20,74,12,18.2,73
20,75,4,18.4,75
20,76,4,18.5,76
20,77,2,17.8,76
20,78,12,18.4,77
20,79,16,19.5,78
20,80,0,20.5,79
21,73,25,21.3,72
21,74,20,19.1,72
21,77,0,23.5,81
21,79,8,20.8,79
21,80,1,20.9,79
22,39,5,16.9,73
22,43,11,13.7,74
22,44,11,13,75
22,45,10,12.4,74
22,46,5,10.8,76
22,73,3,21.6,72
23,39,2,13.6,70
23,40,18,14.2,71
23,41,7,14.8,72
23,42,4,14.1,72
23,43,0,14.6,75
23,44,0,14.9,75
23,45,5,11,75
23,46,5,9.7,76
23,51,0,16,92
23,59,0,7.9,90
23,60,10,7.5,89
23,61,8,11.1,90
23,73,2,23.3,74
23,74,3,22.4,73
24,48,8,8.2,78
24,55,13,5,89
24,56,49,3.1,87
24,57,1,3.4,87
24,59,0,6.6,91
24,60,1,6.8,91
24,61,2,9.3,88
24,62,0,9.4,87
24,63,0,9.9,87
24,84,1,24.9,83
24,86,1,27.6,86
25,32,0,6.9,63
25,49,1,6.9,79
25,50,11,6.3,80
25,51,6,6.9,81
25,52,18,5.8,84
25,54,2,0.4,86
25,55,38,0.2,86
25,56,20,2.4,86
25,57,17,3.8,88
25,58,5,4.7,89
25,59,1,5.4,89
25,63,3,10.9,86
25,84,0,25.9,84
26,28,10,6.7,63
26,29,0,7.9,64
26,51,13,4.9,81
26,52,7,4.1,82
26,53,3,3.5,83
26,54,3,2.9,85
26,55,5,2.9,87
26,56,2,3.3,87
26,57,1,5.1,89
26,70,2,16.4,81
26,72,0,21.2,82
26,75,0,21.1,75
27,24,16,8.2,62
27,25,3,7.3,61
27,26,86,8.6,63
27,27,129,4.4,61
27,28,339,4.3,61
27,29,0,7.2,63
27,51,1,8,85
27,53,21,4.8,84
27,54,7,6.2,87
27,56,0,5,89
27,57,2,5.8,89
27,66,2,17.1,86
27,67,0,18,85
27,68,1,18.6,85
27,70,3,16.9,80
27,71,4,18.3,80
27,72,18,18.5,79
27,73,4,19.4,77
27,74,1,20.2,78
27,75,5,20.6,76
28,20,0,11.5,66
28,22,9,9.2,54
28,23,9,7.6,62
28,24,52,7.9,62
28,25,35,4.6,59
28,26,408,3.7,58
28,27,356,2.2,59
28,28,75,4.5,61
28,54,3,8.8,88
28,57,0,8.3,92
28,58,1,9,93
28,71,0,18.6,78
29,19,6,13.6,68
29,20,14,12.7,67
29,22,3,7.1,52
29,23,5,12.5,58
29,24,5,4.1,55
29,25,74,3.8,55
29,26,601,2.2,56
29,27,255,1.3,56
29,28,7,2.8,58
29,29,1,4.5,60
29,33,0,9.4,65
29,55,3,12.8,92
29,56,0,14.2,94
30,17,0,11.1,49
30,18,12,10.5,52
30,19,2,8.9,50
30,20,16,7.2,50
30,25,5,5.3,58
30,27,79,2.6,57
30,28,4,6.5,62
30,29,14,5.6,61
30,31,5,7.3,63
30,32,11,8.8,64
31,18,2,8.4,49
31,19,3,8.9,50
31,27,68,3.9,59
31,28,80,3.3,59
31,29,35,4.5,60
31,30,7,5.8,61
31,31,38,6.5,62
31,32,3,7.8,63
32,26,5,7.9,63
32,27,18,6.5,61
32,28,34,4.6,60
32,31,0,14.4,70
32,32,0,14.6,70
32,108,3,46.3,117
33,11,0,15.8,45
33,27,33,6,61
33,28,10,5.2,60
33,107,2,43.2,109
33,108,0,41.2,112
33,110,0,39.7,113
34,11,6,16,44
34,26,2,8.9,64
34,27,11,8.7,64
34,28,2,7.5,63
34,29,54,6.5,62
