x,y,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,TOTAL
75,119,2,0,3,0,0,3,6,0,4,1,0,2,0,5,0,0,0,1,1,0,28
75,120,14,1,67,6,4,87,251,23,81,17,4,63,73,49,3,9,4,46,60,0,862
75,121,7,0,6,0,0,22,15,1,15,0,0,17,9,15,0,0,1,1,7,0,116
76,116,14,2,33,1,2,71,155,9,98,11,2,164,77,57,4,13,12,33,46,0,804
76,117,3,0,13,1,1,17,43,7,25,0,0,12,12,39,2,3,1,15,14,0,208
76,118,13,1,63,3,5,173,300,23,126,16,7,99,161,99,5,19,16,36,64,0,1229
76,119,11,1,40,2,0,63,92,7,55,3,0,66,40,37,2,8,2,15,43,0,487
76,120,12,1,64,0,2,72,131,9,21,9,1,33,44,15,3,9,8,18,39,0,491
76,121,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3
77,115,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,4
77,116,1,0,8,1,1,8,6,2,8,1,0,3,4,0,1,1,0,7,8,0,60
77,117,1,0,6,0,0,20,21,4,9,3,0,6,8,7,1,1,0,8,11,0,106
77,118,2,0,11,0,0,13,24,5,10,2,0,11,11,9,0,0,0,0,6,0,104
77,119,6,0,16,1,2,40,32,3,11,2,0,16,9,9,3,3,1,6,17,0,177
77,120,5,0,13,0,0,9,15,0,7,1,0,1,4,2,1,0,0,3,9,0,70
77,121,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
78,113,0,0,1,0,0,10,4,0,0,0,0,5,0,0,0,0,0,0,1,0,21
78,114,44,1,278,6,12,459,535,75,235,161,13,188,464,203,11,72,54,178,275,0,3264
78,115,13,2,46,1,5,68,54,9,39,4,2,13,28,19,2,7,0,26,34,0,372
78,116,2,1,7,0,0,10,9,4,9,2,0,2,1,3,1,3,0,5,11,0,70
78,117,1,1,20,1,1,13,28,8,5,2,0,4,11,2,2,3,1,8,17,0,128
78,118,3,0,33,0,2,29,58,5,9,5,1,5,16,5,2,1,6,5,12,0,197
78,119,5,0,16,0,0,11,18,4,6,2,0,3,3,2,2,0,1,4,13,0,90
78,120,3,0,10,0,0,8,6,0,7,0,0,1,4,1,1,1,2,1,5,0,50
79,113,3,0,5,0,0,17,19,2,11,3,0,20,10,18,0,0,0,1,0,0,109
79,114,12,0,13,1,0,63,38,10,35,3,0,35,24,22,2,6,1,18,33,0,316
79,115,2,0,9,0,2,12,15,2,2,0,0,4,7,3,1,4,1,7,14,0,85
79,116,3,0,7,0,0,3,13,3,2,1,1,3,4,4,1,2,0,3,7,0,57
79,117,1,1,12,0,0,6,2,3,3,0,0,0,2,1,0,0,0,1,2,0,34
79,118,5,1,37,0,0,20,46,2,12,12,0,5,29,8,9,6,6,14,32,0,244
79,119,3,0,7,0,0,7,7,0,2,1,0,0,4,0,1,0,0,0,4,0,36
79,120,2,0,46,0,5,16,66,7,14,3,1,7,19,6,3,6,5,10,23,0,239
79,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
80,115,0,1,2,0,0,1,2,2,3,1,0,2,1,0,0,0,0,5,1,0,21
80,116,1,0,8,0,0,5,8,2,11,1,0,7,5,8,1,2,1,5,7,0,72
80,117,13,3,62,3,2,66,114,18,32,17,2,20,76,15,4,9,7,23,43,0,529
80,118,4,1,10,0,0,7,20,7,4,1,0,3,3,5,1,2,0,6,10,0,84
80,119,0,0,4,0,0,2,3,0,0,0,0,0,1,0,0,0,0,4,2,0,16
80,120,1,0,1,0,0,1,3,1,6,0,0,0,0,0,2,0,0,1,4,0,20
80,121,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,2,0,8
81,112,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
81,117,1,0,2,0,0,5,1,0,1,0,0,4,0,1,0,0,0,2,1,0,18
81,118,2,0,6,0,0,5,14,1,14,1,0,4,6,4,1,0,0,3,10,0,71
81,119,8,0,35,2,2,78,125,23,78,14,3,58,76,41,2,10,8,34,67,0,664
