x,y,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,TOTAL
91,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6
91,1,1,0,5,1,0,5,5,1,1,0,0,3,3,0,2,2,2,0,4,0,35
91,2,1,0,5,0,1,1,7,2,0,1,0,0,1,0,0,0,0,1,2,0,22
92,0,4,2,16,3,1,13,29,3,11,2,0,2,15,3,3,6,4,3,17,0,137
92,1,2,1,14,1,1,15,19,6,6,4,0,0,12,3,1,5,3,10,18,0,121
92,2,0,0,13,2,1,4,15,13,4,3,0,1,3,2,1,2,0,3,8,0,75
93,0,3,0,76,3,5,71,97,14,18,14,4,4,57,7,7,15,10,34,70,0,509
93,1,6,0,67,1,3,51,74,24,28,15,4,3,42,5,9,19,21,18,60,0,450
93,2,0,1,16,0,0,11,15,3,2,5,0,3,9,0,2,2,2,3,10,0,84
93,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,5
94,0,1,0,35,1,1,25,38,3,15,3,0,0,19,2,1,4,5,12,19,1,185
94,1,3,0,19,0,0,24,16,9,4,2,1,0,2,2,3,5,3,1,12,0,106
94,2,1,2,22,2,2,13,14,4,8,4,1,0,9,2,4,4,0,9,28,0,129
94,3,1,0,4,0,0,8,8,2,0,2,0,0,3,2,1,3,0,1,7,0,42
94,4,1,0,5,0,0,5,5,2,0,0,0,0,2,2,0,0,1,1,1,0,25
95,0,5,0,37,1,1,22,47,6,9,7,0,2,20,1,3,8,3,5,26,0,203
95,1,8,0,16,1,1,21,26,4,8,5,0,1,9,1,4,7,6,6,12,0,136
95,2,3,2,35,3,2,22,46,8,6,8,3,3,30,2,1,4,4,13,29,0,224
95,3,2,0,23,0,0,19,24,10,7,2,1,2,5,1,3,10,0,1,11,0,121
95,4,8,0,16,5,3,21,14,5,9,1,0,1,3,1,1,1,8,4,9,0,110
96,0,7,0,23,1,0,7,26,9,7,3,2,1,4,1,2,2,1,5,11,0,112
96,1,3,1,14,0,0,17,7,8,4,1,0,0,1,1,4,4,2,2,8,0,77
96,2,1,2,17,0,1,20,27,11,10,2,0,0,3,1,0,7,2,6,16,0,126
96,3,21,1,184,24,10,150,449,85,105,120,39,46,337,52,15,64,40,100,239,0,2081
96,4,2,0,29,0,0,21,22,5,9,3,0,2,5,3,3,3,1,5,13,0,126
96,5,5,0,18,2,0,22,23,5,9,2,2,0,7,0,2,4,4,1,14,0,120
96,6,3,0,22,0,0,13,11,1,3,0,0,1,3,0,1,2,1,0,9,0,70
97,0,4,0,6,0,0,1,3,0,1,0,0,0,0,0,1,0,0,1,3,0,20
97,1,3,0,9,0,0,8,13,6,6,0,0,0,2,2,1,1,1,1,2,0,55
97,2,5,3,39,2,1,24,43,7,15,7,0,2,20,4,3,8,4,7,24,0,218
97,3,5,3,102,6,3,64,132,45,24,21,5,7,51,4,3,9,3,25,46,0,558
97,4,26,1,297,24,11,212,391,46,98,90,14,39,225,36,11,51,37,52,196,0,1857
97,5,7,0,47,5,0,57,46,12,28,8,0,1,16,2,4,6,1,9,30,0,279
97,6,0,0,26,1,1,20,18,4,17,3,1,4,15,5,2,4,3,5,12,0,141
98,0,17,0,102,2,2,34,138,16,43,7,6,3,51,10,4,14,9,20,45,0,523
98,1,5,0,9,1,1,7,11,2,1,2,0,0,2,3,2,2,0,0,9,0,57
98,2,3,0,6,0,0,6,7,1,1,0,0,0,0,0,0,1,0,0,4,0,29
98,3,6,0,19,0,1,10,17,4,3,0,0,1,6,0,2,2,2,3,6,0,82
98,4,9,0,36,2,2,28,50,5,19,4,1,1,13,0,2,10,3,5,18,0,208
98,5,1,0,32,5,1,29,28,6,15,4,0,0,9,1,4,5,1,1,14,0,156
99,0,5,0,5,0,0,6,11,5,5,1,0,0,1,0,0,0,1,0,4,0,44
99,1,1,0,5,0,0,3,6,1,3,1,0,0,2,0,1,1,1,0,3,0,28
99,2,3,0,2,0,0,4,6,1,4,0,0,0,0,1,1,1,0,0,5,0,28
99,3,11,2,51,0,1,20,56,3,7,6,0,2,20,4,2,10,5,8,20,0,228
99,4,12,0,79,3,3,52,98,17,29,6,1,13,30,13,4,9,5,8,33,0,415
99,5,1,0,1,0,0,1,1,1,2,0,1,1,0,0,0,0,0,0,2,0,11
100,0,4,0,6,0,3,4,13,4,9,0,0,1,1,1,2,2,1,0,10,0,61
100,1,1,0,2,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,4,0,14
100,2,27,1,97,6,3,66,194,28,38,33,5,7,73,19,11,20,29,61,121,0,839
100,3,4,2,4,1,2,4,6,0,0,0,0,0,2,1,2,2,0,0,4,0,34
100,4,5,0,39,1,0,24,23,2,14,2,0,0,3,0,5,8,3,4,16,0,149
101,0,9,0,6,0,2,4,13,3,8,0,0,0,5,0,2,2,0,5,18,0,77
101,1,2,1,4,0,0,10,2,0,1,0,0,0,4,1,1,3,2,0,6,0,37
101,2,7,0,10,1,0,6,27,6,9,3,0,1,4,0,3,1,4,7,13,0,102
101,3,2,1,7,0,0,0,5,1,2,0,0,0,0,0,1,1,1,0,5,0,26
102,0,0,0,5,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,1,0,14
102,1,12,2,25,2,4,19,46,6,21,7,0,1,24,1,3,9,9,13,35,0,239
102,2,1,0,11,0,1,1,1,1,1,1,0,0,1,2,1,1,1,2,3,0,29
102,3,0,0,2,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,2,0,9
103,0,7,0,15,1,2,4,21,0,2,0,0,0,3,2,0,1,1,2,4,0,65
103,1,8,1,17,1,0,15,8,3,2,2,1,0,6,2,3,4,0,4,13,0,90
103,2,0,0,1,0,0,3,2,0,0,0,0,0,0,0,1,1,0,1,1,0,10
104,0,6,0,21,1,8,14,43,4,11,1,0,1,10,1,1,4,3,11,14,0,154
104,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,5
105,0,4,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,10
106,0,3,0,1,1,0,2,0,1,1,0,0,0,0,0,0,0,0,1,1,0,11
107,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2
115,0,6,0,4,1,0,4,2,0,3,0,0,0,2,0,1,1,0,2,3,0,29
