x,y,BASIC_EDUCATION_OR_LESS,INACTIVE_POPULATION,LABOUR_FORCE,MEN,MEN_0_14,MEN_15_64_,MEN_65p,TERTIARY_EDUCATION,TOTAL,TOTAL_0_14,TOTAL_15_64,TOTAL_65p,UPPER_SECONDARY_EDUCATION,WOMEN,WOMEN_0_14,WOMEN_15_64,WOMEN_65p
121,93,85,160,148,179,23,116,34,44,364,47,236,81,182,185,19,120,42
121,94,110,174,223,220,18,159,36,55,449,52,311,86,232,229,23,152,50
121,95,0,0,0,10,0,8,0,0,18,0,14,0,12,8,0,6,0
122,89,0,22,30,37,0,23,0,12,72,9,54,6,31,35,0,23,0
122,90,64,117,126,133,18,91,13,34,280,37,193,50,134,147,14,102,22
122,91,1355,2625,3577,3354,466,2422,466,1210,7081,859,5052,1170,3638,3727,393,2630,704
122,92,14,27,18,35,0,23,0,0,63,0,48,7,25,28,0,15,0
122,93,0,26,67,76,0,56,0,26,132,10,105,9,61,56,0,49,0
122,94,57,35,94,90,0,70,0,0,166,19,127,13,75,76,0,57,0
123,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,86,100,175,230,242,30,179,30,52,483,66,344,70,242,241,36,165,34
123,87,25,63,60,71,7,51,13,27,143,13,102,26,71,65,6,46,13
123,88,21,65,48,81,9,44,12,21,176,33,98,36,58,90,9,54,16
123,89,107,138,211,182,18,133,25,51,399,41,298,54,191,208,13,158,29
123,90,108,144,199,200,21,146,19,21,411,58,298,53,199,201,25,144,21
123,91,55,99,101,124,18,79,15,24,251,29,170,45,104,127,11,83,22
123,92,173,319,381,418,66,319,31,104,856,152,620,80,409,438,86,301,44
123,93,33,51,56,69,5,54,0,0,146,18,106,12,57,77,8,52,0
123,94,0,0,0,9,0,6,0,0,17,0,11,0,0,8,0,5,0
124,84,305,462,529,533,66,375,87,141,1122,131,752,239,540,589,60,377,152
124,85,507,839,916,909,124,649,136,274,2002,246,1355,401,975,1093,122,706,265
124,86,0,11,30,24,0,22,0,0,45,0,38,5,27,21,0,16,0
124,87,27,51,53,74,0,59,7,13,150,10,108,21,64,70,0,49,14
124,88,86,90,120,113,0,88,13,11,246,36,172,38,102,133,0,84,16
124,89,133,129,162,183,17,129,20,21,357,53,244,54,127,174,21,115,24
124,90,104,131,189,182,15,144,16,11,373,44,271,53,201,191,24,127,32
124,91,54,67,132,121,21,95,0,28,247,43,186,13,117,121,22,91,0
124,92,142,203,290,288,44,211,33,84,582,89,418,75,267,294,45,207,42
124,93,22,35,58,50,0,38,5,12,109,9,83,15,59,52,0,40,10
125,78,0,0,0,6,0,0,0,0,12,0,10,0,0,6,0,0,0
125,79,174,420,389,418,56,263,94,218,914,105,574,235,413,496,43,311,141
125,80,223,444,376,436,48,323,65,122,922,94,647,177,474,486,46,324,112
